X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
0.21196,7.817978,3.225739,67.586121
0.201187,7.968811,3.060547,68.99604
0.069504,8.187881,2.934845,70.281067
-0.004715,8.3423,2.933655,70.625259
-0.071747,8.473984,2.908508,71.056976
-0.226181,8.641571,2.903717,71.432686
-0.402145,8.732559,2.965973,71.258659
-0.61882,8.788818,3.0354,70.990265
-0.817535,8.763687,3.049759,70.889046
-1.018661,8.722977,3.139542,70.32869
-1.296387,8.632004,3.267639,69.476555
-1.501083,8.541016,3.335876,68.95948
-1.677063,8.468002,3.480728,68.040054
-1.857819,8.392578,3.522629,67.71566
-1.979919,8.313568,3.523819,67.592102
-2.141541,8.229767,3.515442,67.540054
-2.342651,8.086121,3.505859,67.391174
-2.537781,7.962814,3.399323,67.866348
-2.725723,7.86586,3.302353,68.362198
-2.89212,7.750931,3.21257,68.777641
-2.997467,7.613266,3.048569,69.565094
-3.07048,7.510315,2.843872,70.68438
-3.058517,7.454056,2.634369,71.894279
-3.001053,7.43251,2.452408,72.988113
-3.023804,7.393005,2.26207,74.187782
-3.059708,7.355896,2.057373,75.520218
-3.080063,7.323563,1.977158,76.025307
-3.132736,7.263718,1.876602,76.654427
-3.175827,7.245758,1.737747,77.611328
-3.217728,7.13443,1.614441,78.344551
-3.308716,7.026688,1.454025,79.396271
-3.32666,6.960846,1.317566,80.308441
-3.34462,6.880646,1.268478,80.585785
-3.354202,6.8172,1.134399,81.507988
-3.333847,6.708252,0.944061,82.817116
-3.291946,6.680725,0.765701,84.130058
-3.209351,6.669952,0.635208,85.095078
-3.127945,6.709457,0.465225,86.403984
-3.046539,6.8172,0.358688,87.249817
-2.957962,6.99556,0.314392,87.629684
-2.887329,7.179916,0.344315,87.452454
-2.805923,7.40976,0.369461,87.330231
-2.746078,7.601288,0.413757,87.069344
-2.756851,7.869446,0.429306,87.052696
-2.755646,8.060989,0.540649,86.368645
-2.821487,8.226181,0.704651,85.367668
-2.932816,8.37941,0.85788,84.480553
-3.021408,8.489548,0.973999,83.830971
-3.137527,8.471588,1.087723,83.134399
-3.287155,8.396164,1.111664,82.971504
-3.380539,8.304001,1.136795,82.773842
-3.520599,8.169922,1.191864,82.369255
-3.624741,8.028656,1.213409,82.157036
-3.701355,7.896973,1.275665,81.678413
-3.707336,7.731781,1.322357,81.233086
-3.686996,7.560593,1.415726,80.446396
-3.599609,7.383423,1.482758,79.76757
-3.527771,7.250549,1.607254,78.726913
-3.452362,7.132034,1.726974,77.704605
-3.375748,6.991974,1.784424,77.056702
-3.223709,6.915359,1.896957,76.038017
-3.114777,6.883041,1.958008,75.470497
-3.029785,6.887817,2.010681,75.039543
-2.914856,6.892609,2.088501,74.406822
-2.823883,6.920151,2.072937,74.498764
-2.749664,6.989578,2.063354,74.639107
-2.649109,7.014709,2.031036,74.844101
-2.560516,7.142807,1.938858,75.666458
-2.437225,7.191879,1.82872,76.459694
-2.334274,7.272095,1.759293,77.028313
-2.182236,7.351105,1.679092,77.648941
-2.060135,7.477997,1.621628,78.191559
-1.96077,7.583344,1.518677,79.027153
-1.866196,7.686295,1.466003,79.49968
-1.803955,7.789246,1.45163,79.709595
-1.789581,7.901764,1.375015,80.367798
-1.728531,7.899368,1.340302,80.588776
-1.696213,7.920914,1.291229,80.943176
-1.560944,7.918533,1.27327,81.034897
-1.462784,7.967606,1.299606,80.885704
-1.398132,8.02626,1.257706,81.224289
-1.38736,8.046616,1.266083,81.18615
-1.325119,8.047821,1.250519,81.283203
-1.274841,8.054993,1.244537,81.32328
-1.224548,8.069366,1.178696,81.782333
-1.212585,8.035843,1.219406,81.466591
-1.206604,8.009506,1.242142,81.281441
-1.246109,7.990356,1.313965,80.77124
-1.313141,7.912537,1.385803,80.19738
-1.292786,7.86586,1.420517,79.895844
-1.30835,7.833527,1.523468,79.141235
-1.377777,7.759308,1.558182,78.815636
-1.460388,7.703049,1.622818,78.305763
-1.477142,7.657562,1.693451,77.748734
-1.471161,7.566574,1.777252,77.016525
-1.487915,7.516296,1.807175,76.728912
-1.520233,7.486374,1.853867,76.359215
-1.475952,7.461227,1.92688,75.783615
-1.426865,7.397781,1.996323,75.159348
-1.378983,7.325958,1.978363,75.137016
-1.395737,7.323563,1.938858,75.42247
-1.346664,7.276886,1.98674,74.972572
-1.309555,7.242172,2.009491,74.728058
-1.222168,7.21463,1.940048,75.150948
-1.153931,7.211044,1.923294,75.245377
-1.123993,7.23259,1.974777,74.901093
-1.073715,7.190689,1.889771,75.429741
-1.061752,7.209839,1.794006,76.170341
-1.021042,7.23378,1.82753,75.9552
-0.946823,7.234985,1.792816,76.195702
-0.889374,7.276886,1.782043,76.33741
-0.890564,7.244553,1.732956,76.644066
-0.932465,7.227798,1.66951,77.096985
-0.898941,7.183502,1.705429,76.744408
-0.898941,7.138016,1.711411,76.619118
-0.920486,7.087738,1.707809,76.561378
-0.932465,7.008728,1.703033,76.457405
-0.888168,6.972824,1.711411,76.316269
-0.889374,7.008728,1.6707,76.695229
-0.840286,7.041046,1.644363,76.944206
-0.718185,7.108093,1.578537,77.540611
-0.626007,7.163162,1.704224,76.666275
-0.464401,7.181107,1.811966,75.866837
-0.332718,7.229004,1.859848,75.5867
-0.280045,7.29364,1.947235,75.062492
-0.181885,7.412155,2.015472,74.792603
-0.066956,7.559402,2.16391,74.026611
-0.023865,7.749741,2.32193,73.321129
0.056335,7.936478,2.404526,73.145096
0.077896,8.06218,2.505081,72.739685
0.117401,8.218994,2.631973,72.245041
0.195206,8.317154,2.780426,71.519951
0.265839,8.373428,2.897736,70.920067
0.343643,8.442856,2.97554,70.600731
0.478912,8.445251,3.0354,70.259758
