X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
0.557922,8.329132,3.070114,69.807724
0.674042,8.239349,3.141937,69.190025
0.779388,8.131607,3.219757,68.488144
0.912262,7.954437,3.29158,67.65197
1.017609,7.819168,3.417282,66.568848
1.042755,7.774872,3.490295,66.013992
1.070282,7.729385,3.56572,65.441498
1.045151,7.679108,3.72374,64.336258
1.049942,7.700653,3.807526,63.899342
1.071487,7.712631,3.854218,63.665779
1.075073,7.699463,3.876968,63.494591
0.982895,7.701859,3.84584,63.649773
0.890717,7.761703,3.862595,63.692074
0.78537,7.771286,3.789581,64.118843
0.702774,7.760513,3.678238,64.730965
0.586655,7.724594,3.531006,65.496521
0.54715,7.706635,3.416077,66.147316
0.581863,7.800018,3.369385,66.694855
0.595032,7.835922,3.345444,66.940002
0.571091,7.876633,3.273621,67.48484
0.644119,7.972397,3.285599,67.667961
0.802139,8.015488,3.303558,67.701538
0.882339,8.110062,3.307144,67.932823
0.962555,8.134003,3.333481,67.854622
0.950577,8.155548,3.337067,67.881889
0.875153,8.18309,3.180252,68.871803
0.664474,8.254913,3.084488,69.572151
0.347244,8.347092,2.866608,71.061409
0.038391,8.473984,2.57811,73.0784
-0.156738,8.623627,2.393753,74.488808
-0.253708,8.751709,2.446426,74.388596
-0.325531,8.843887,2.684647,73.124611
-0.341095,8.93486,3.027023,71.296913
-0.357849,8.925293,3.374176,69.30629
-0.345886,8.816345,3.611206,67.741272
-0.306381,8.727768,3.64473,67.347054
-0.294403,8.61763,3.589661,67.397766
-0.357849,8.417725,3.437622,67.804024
-0.363846,8.180695,3.289185,68.116173
-0.315964,7.942474,3.119202,68.574272
-0.226181,7.821564,2.965973,69.240982
-0.230957,7.70784,2.930054,69.194771
-0.20343,7.693466,2.962372,68.947495
-0.166321,7.764099,3.004272,68.850769
-0.159134,7.955643,2.962372,69.580376
-0.138779,8.151962,2.841476,70.785889
-0.095688,8.293213,2.731339,71.772026
-0.094498,8.416519,2.505081,73.425949
-0.134003,8.481171,2.222565,75.317108
-0.195053,8.50032,1.968781,76.96283
-0.284836,8.489548,1.753311,78.337379
-0.422501,8.445251,1.534241,79.716011
-0.53981,8.391388,1.35228,80.864006
-0.643967,8.283646,1.268478,81.319687
-0.875,8.207031,1.179901,81.864296
-1.115616,8.093307,1.197845,81.658836
-1.405319,7.96402,1.209824,81.491653
-1.681854,7.840714,1.372635,80.286736
-2.00148,7.700653,1.524658,79.152245
-2.267227,7.583344,1.646759,78.246986
-2.518616,7.457642,1.80838,77.061447
-2.761627,7.389404,1.974777,75.945786
-2.944794,7.315186,2.156723,74.703728
-3.082458,7.238571,2.350662,73.364952
-3.086044,7.151184,2.508682,72.14653
-3.099213,7.138016,2.586487,71.61441
-3.065704,7.138016,2.743301,70.550308
