Keuwl Accelerometer Data File
2024-04-22 16:09:49
""
"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,1.173081,9.332008,2.110170,9.639259,77.354736,82.835205"
"0.0025151,1.228116,9.437292,2.076372,9.740743,77.692184,82.585518"
"0.0050146,1.208974,9.492328,2.076372,9.791692,77.757225,82.741699"
"0.0075293,1.185045,9.562018,2.081157,9.857370,77.811592,82.935211"
"0.0100440,1.141975,9.662517,2.026123,9.938486,78.236855,83.259705"
"0.0125587,1.141975,9.741480,1.983052,10.006649,78.569832,83.313843"
"0.0150734,1.060320,9.813564,1.999802,10.071222,78.546890,83.833321"
"0.0175881,0.943071,9.870992,1.968695,10.109482,78.770615,84.542542"
"0.0201028,0.878465,9.921241,1.985445,10.156018,78.726395,84.940010"
"0.0226174,0.854238,9.942777,2.004587,10.178747,78.642014,85.089470"
"0.0251535,0.772882,9.952348,1.949552,10.170905,78.949196,85.559425"
"0.0276688,0.703490,9.957133,1.966302,10.173777,78.856224,85.958664"
"0.0301840,0.684347,9.949955,2.062015,10.184392,78.318672,86.065453"
"0.0326992,0.674776,9.935597,2.093421,10.176140,78.128433,86.114723"
"0.0352145,0.720240,9.921241,2.078765,10.162235,78.196388,85.847855"
"0.0377297,0.751346,9.818350,2.086242,10.065631,78.037941,85.623985"
"0.0402449,0.768096,9.777672,2.095814,10.029221,77.937958,85.508293"
"0.0427602,0.741775,9.796814,2.083550,10.043355,78.026711,85.670059"
"0.0452781,0.751346,9.765409,2.052444,10.007010,78.164612,85.600357"
"0.0477934,0.760918,9.777672,2.040479,10.017256,78.246796,85.550102"
"0.0503087,0.782453,9.743873,2.059622,9.989861,78.101929,85.408882"
"0.0528240,0.796810,9.724730,2.112563,9.983397,77.783417,85.315849"
"0.0553393,0.823131,9.640982,2.124527,9.906548,77.616333,85.120018"
"0.0578546,0.861416,9.597911,2.136492,9.870488,77.499245,84.871422"
"0.0603699,0.945464,9.540483,2.117349,9.818242,77.546066,84.340454"
"0.0628852,1.010070,9.446864,2.131706,9.736922,77.353798,83.897049"
"0.0653552,1.026820,9.410972,2.124527,9.702287,77.351349,83.773155"
"0.0678223,1.120140,9.434899,2.117349,9.734229,77.436836,83.229362"
"0.0703353,1.180260,9.272188,2.160420,9.593430,76.985489,82.745811"
"0.0728483,1.089033,9.137891,2.105385,9.440323,77.113503,83.203674"
"0.0753613,1.036391,9.166604,2.009373,9.441308,77.711884,83.549438"
"0.0778744,1.029213,9.173783,1.985445,9.442435,77.861923,83.598717"
"0.0803873,1.024427,9.152247,1.992623,9.422506,77.791206,83.613365"
"0.0829003,1.067498,9.147462,2.040479,9.432877,77.507271,83.343758"
"0.0854390,1.124926,9.154640,2.033301,9.444957,77.568100,82.994591"
"0.0879526,1.077069,9.159426,2.059622,9.449719,77.410995,83.293312"
"0.0904662,1.065105,9.197711,2.028515,9.478777,77.642784,83.394508"
"0.0929799,1.029213,9.250652,1.956731,9.511186,78.127800,83.651474"
"0.0954935,1.036391,9.305687,1.995016,9.573400,77.971893,83.645050"
"0.0980072,0.995713,9.363115,1.997409,9.625436,78.023315,83.929741"
"0.1005208,0.971785,9.420543,2.042872,9.688360,77.827339,84.110428"
"0.1030345,0.957428,9.463614,2.045265,9.729325,77.864960,84.223076"
"0.1055458,0.995713,9.477970,2.076372,9.753701,77.708794,84.002762"
"0.1080594,0.926321,9.487542,2.059622,9.752619,77.808105,84.423569"
"0.1105730,0.909572,9.545269,2.062015,9.807721,77.863350,84.556702"
"0.1130865,0.902393,9.564411,2.054837,9.824185,77.926811,84.610153"
"0.1156001,0.861416,9.638589,2.095814,9.901357,77.779800,84.892952"
"0.1181137,0.861416,9.693624,2.126920,9.961535,77.671677,84.921799"
"0.1206273,0.890429,9.727123,2.119742,9.995153,77.755905,84.769676"
"0.1231409,0.950250,9.736694,2.158027,10.018147,77.560310,84.425888"
"0.1256528,0.950250,9.693624,2.143670,9.973196,77.587807,84.401276"
"0.1281663,0.947857,9.662517,2.100599,9.933537,77.791756,84.397423"
"0.1306798,1.002892,9.655338,2.165205,9.945827,77.426025,84.070000"
"0.1331934,0.995713,9.657731,2.146063,9.943279,77.535744,84.113594"
"0.1357069,1.050748,9.631411,2.150848,9.924429,77.483391,83.773880"
"0.1382205,1.084248,9.557233,2.172384,9.860808,77.273064,83.527588"
"0.1407340,1.139582,9.502198,2.198705,9.819609,77.061234,83.161278"
"0.1432475,1.201795,9.434899,2.169991,9.755537,77.147797,82.740891"
"0.1457712,1.259223,9.406186,2.172384,9.735565,77.106537,82.375046"
"0.1482850,1.273580,9.434899,2.136492,9.757251,77.351776,82.312340"
"0.1507988,1.249652,9.439685,2.119742,9.755131,77.449791,82.458878"
"0.1533126,1.292722,9.413364,2.158027,9.743698,77.204071,82.180573"
"0.1558264,1.280758,9.439685,2.174777,9.771266,77.140060,82.273399"
"0.1583402,1.261616,9.463614,2.131706,9.782424,77.413589,82.406540"
"0.1608540,1.278365,9.473185,2.201098,9.809194,77.032913,82.314606"
"0.1633678,1.223331,9.492328,2.229812,9.827150,76.885185,82.656441"
"0.1659128,1.378864,9.755837,2.246561,10.105675,77.155434,81.955254"
"0.1684418,1.170689,9.710373,2.153241,10.014904,77.584259,83.125565"
"0.1709567,0.978964,9.454042,2.193919,9.754515,77.002228,84.088104"
"0.1734717,0.964607,9.351151,2.169991,9.647971,77.002014,84.110550"
"0.1759866,1.002892,9.422935,2.189134,9.725729,76.992012,83.924828"
"0.1785015,0.964607,9.485149,2.184348,9.781099,77.095695,84.193184"
"0.1810165,1.031606,9.360723,2.186741,9.667946,76.927452,83.711052"
"0.1835314,1.041177,9.308080,2.177170,9.615845,76.913910,83.617577"
"0.1860210,1.014856,9.327223,2.189134,9.634278,76.866341,83.790314"
