Keuwl Accelerometer Data File
2024-04-15 16:48:30
""
"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-1.212563,9.760921,0.105882,9.836519,89.383247,97.081360"
"0.0023470,-1.289133,9.780065,0.125025,9.865453,89.273872,97.509003"
"0.0046937,-1.332204,9.665209,0.034098,9.756648,89.799759,97.847916"
"0.0070416,-1.356132,9.626924,0.096311,9.722450,89.432419,98.018417"
"0.0093889,-1.360918,9.612567,0.172881,9.709965,88.979820,98.058205"
"0.0117361,-1.380060,9.622138,0.297308,9.725148,88.248131,98.162018"
"0.0140839,-1.375275,9.617352,0.445663,9.725403,87.373520,98.138084"
"0.0164316,-1.466202,9.631709,0.560519,9.758778,86.707268,98.655487"
"0.0187789,-1.518844,9.646067,0.632303,9.785361,86.295120,98.948174"
"0.0211264,-1.585843,9.679565,0.617946,9.828059,86.395111,99.304344"
"0.0234736,-1.609771,9.722636,0.603590,9.873466,86.495178,99.401146"
"0.0258208,-1.633700,9.741779,0.608375,9.896533,86.475601,99.519936"
"0.0281678,-1.624128,9.765707,0.574876,9.916517,86.676613,99.442398"
"0.0305155,-1.590629,9.770494,0.570090,9.915525,86.703979,99.246590"
"0.0328627,-1.494916,9.770494,0.574876,9.900899,86.671364,98.698967"
"0.0352104,-1.456631,9.765707,0.589233,9.891310,86.584824,98.483566"
"0.0375574,-1.327418,9.756136,0.579661,9.863074,86.630737,97.748077"
"0.0399045,-1.212563,9.703494,0.555733,9.794741,86.747414,97.122841"
"0.0422522,-1.078565,9.703494,0.531805,9.777725,86.882179,96.342514"
"0.0445996,-0.954138,9.679565,0.517448,9.740232,86.954742,95.629593"
"0.0469468,-0.839283,9.684352,0.527019,9.734927,86.896667,94.953094"
"0.0492943,-0.762712,9.741779,0.531805,9.786052,86.884834,94.476723"
"0.0516420,-0.733998,9.760921,0.527019,9.802657,86.918129,94.300415"
"0.0539893,-0.705284,9.746565,0.546162,9.787300,86.801056,94.138847"
"0.0563365,-0.753141,9.760921,0.536590,9.804628,86.862732,94.412132"
"0.0586843,-0.824926,9.693923,0.522234,9.742966,86.927414,94.863991"
"0.0610315,-0.939781,9.674780,0.469591,9.731652,87.234177,95.548149"
"0.0633788,-1.016351,9.665209,0.512662,9.732012,86.980377,96.002914"
"0.0657262,-1.097707,9.612567,0.527019,9.689384,86.882065,96.514671"
"0.0680736,-1.198206,9.617352,0.512662,9.705256,86.972046,97.101768"
"0.0704209,-1.241277,9.636495,0.498305,9.728880,87.064072,97.339851"
"0.0727681,-1.298705,9.617352,0.503091,9.717674,87.032433,97.690567"
"0.0751157,-1.375275,9.593424,0.479163,9.703338,87.169510,98.158112"
"0.0774632,-1.427917,9.564711,0.426521,9.680112,87.474640,98.490982"
"0.0798103,-1.447060,9.550353,0.407378,9.667946,87.585014,98.615860"
"0.0821574,-1.542772,9.622138,0.388235,9.752765,87.718582,99.109032"
"0.0845045,-1.566701,9.626924,0.349950,9.759851,87.945152,99.243370"
"0.0868516,-1.581058,9.641280,0.297308,9.774580,88.256996,99.312950"
"0.0891983,-1.561915,9.674780,0.249452,9.803222,88.541901,99.170815"
"0.0915456,-1.537987,9.693923,0.215952,9.817545,88.739586,99.015106"
"0.0938929,-1.509273,9.722636,0.206381,9.841248,88.798363,98.823761"
"0.0962400,-1.466202,9.727423,0.215952,9.839672,88.742424,98.571594"
"0.0985873,-1.389632,9.684352,0.172881,9.785072,88.987656,98.165771"
"0.1009345,-1.255634,9.641280,0.201595,9.724790,88.812172,97.420158"
"0.1032816,-1.126421,9.588638,0.091525,9.655008,89.456848,96.700089"
"0.1056286,-0.958924,9.531211,-0.008973,9.579331,90.053673,95.745125"
"0.1079759,-0.848854,9.478569,-0.008973,9.516507,90.054024,95.117477"
"0.1103237,-0.748355,9.449855,0.005384,9.479443,89.967461,94.527931"
"0.1126712,-0.743570,9.445069,0.062812,9.474502,89.620155,94.501366"
"0.1150190,-0.757927,9.464211,0.153739,9.495756,89.072327,94.578674"
"0.1173659,-0.887139,9.382855,0.225524,9.427399,88.629234,95.401199"
"0.1197135,-1.552344,8.109874,0.378664,8.265785,87.374298,100.836143"
"0.1220615,-1.671985,8.176873,0.460020,8.358732,86.845154,101.556381"
"0.1244084,-1.695913,8.559725,0.493520,8.740056,86.762993,101.206711"
"0.1267555,-1.686342,8.976076,0.407378,9.142191,87.446045,100.640175"
"0.1291031,-1.705484,9.411570,0.306879,9.569770,88.162346,100.271194"
"0.1314506,-1.758126,9.794421,0.182453,9.952637,88.949593,100.176384"
"0.1337978,-1.839482,10.091131,0.129811,10.258240,89.274940,100.330849"
"0.1361454,-1.901696,10.306485,0.110668,10.481047,89.395012,100.454315"
"0.1384931,-1.954338,10.402198,0.115454,10.584824,89.375038,100.640541"
"0.1408404,-1.963909,10.373485,0.134596,10.558610,89.269600,100.720367"
"0.1431876,-1.887339,10.253843,0.172881,10.427523,89.050034,100.429222"
"0.1455347,-1.748555,10.071989,0.196810,10.224536,88.897057,99.848717"
"0.1478820,-1.585843,9.856635,0.244666,9.986391,88.596115,99.140045"
"0.1502293,-1.351347,9.636495,0.302094,9.735473,88.221817,97.982658"
"0.1525765,-1.202992,9.473783,0.335593,9.555752,87.987389,97.236755"
"0.1549236,-0.992423,9.306286,0.364307,9.366140,87.770851,96.087021"
"0.1572707,-0.911067,9.229715,0.393021,9.282895,87.573471,95.637413"
"0.1596178,-0.829711,9.177073,0.436092,9.224819,87.290405,95.166138"
"0.1619649,-0.796212,9.229715,0.431306,9.274030,87.334389,94.930481"
"0.1643122,-0.891925,9.258429,0.436092,9.311509,87.315651,95.502693"
"0.1666590,-0.958924,9.354142,0.445663,9.413720,87.286499,95.853134"
"0.1690059,-1.068994,9.468997,0.440878,9.539341,87.351028,96.441078"
"0.1713527,-1.174278,9.579067,0.440878,9.660840,87.384369,96.988899"
"0.1737000,-1.269991,9.655638,0.445663,9.748991,87.379883,97.493011"
"0.1760475,-1.346561,9.717851,0.445663,9.820818,87.399055,97.889000"
"0.1783950,-1.423131,9.741779,0.440878,9.855046,87.435944,98.311279"
"0.1807424,-1.423131,9.784850,0.440878,9.897624,87.446983,98.275208"
