Keuwl Accelerometer Data File
2024-04-18 16:55:07
""
"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-0.206979,9.620942,1.920838,9.813001,78.711800,91.232437"
"0.0024691,-0.187837,9.616156,1.628914,9.754952,80.387535,91.119041"
"0.0049374,-0.216550,9.656834,1.679163,9.804128,80.138268,91.284622"
"0.0074048,-0.199801,9.714262,1.703092,9.864448,80.058098,91.178284"
"0.0098732,-0.187837,9.759726,1.664806,9.902480,80.321465,91.102585"
"0.0123423,-0.163908,9.802796,1.640878,9.940532,80.498734,90.957932"
"0.0148106,-0.168694,9.829117,1.633700,9.965388,80.564491,90.983253"
"0.0172781,-0.151944,9.850653,1.655235,9.989907,80.462639,90.883705"
"0.0197464,-0.166301,9.860224,1.683949,10.004367,80.309761,90.966248"
"0.0222155,-0.156730,9.850653,1.710270,9.999248,80.151718,90.911537"
"0.0246839,-0.185444,9.819546,1.743770,9.974898,79.932060,91.081909"
"0.0271513,-0.209372,9.819546,1.748555,9.976210,79.905487,91.221474"
"0.0296196,-0.216550,9.793225,1.758126,9.952145,79.824837,91.266731"
"0.0320887,-0.245264,9.776475,1.748555,9.934639,79.862801,91.437088"
"0.0345571,-0.226122,9.774082,1.731805,9.928896,79.955048,91.325294"
"0.0370245,-0.209372,9.740582,1.779662,9.904038,79.648262,91.231369"
"0.0394929,-0.238086,9.699904,1.765305,9.862105,79.688553,91.406052"
"0.0419620,-0.175872,9.687941,1.801197,9.855528,79.469429,91.040016"
"0.0444303,-0.139980,9.642477,1.786840,9.807637,79.502731,90.831703"
"0.0468978,-0.106481,9.613763,1.796412,9.780740,79.416504,90.634575"
"0.0493661,-0.075374,9.592228,1.813161,9.762381,79.296341,90.450211"
"0.0518352,-0.058624,9.606585,1.798804,9.773720,79.394539,90.349640"
"0.0543035,-0.068195,9.606585,1.817947,9.777324,79.284348,90.406723"
"0.0567710,-0.051446,9.630513,1.853839,9.807454,79.104195,90.306068"
"0.0592394,-0.092124,9.644870,1.834697,9.818254,79.230064,90.547249"
"0.0617084,-0.089731,9.635299,1.834697,9.808830,79.219589,90.533562"
"0.0641768,-0.144766,9.661619,1.827518,9.834005,79.290085,90.858429"
"0.0666442,-0.206979,9.680762,1.849054,9.857941,79.188995,91.224823"
"0.0691125,-0.223729,9.692726,1.870589,9.874113,79.079674,91.322273"
"0.0715817,-0.271585,9.707084,1.887339,9.892588,79.001511,91.602608"
"0.0740500,-0.324227,9.711869,1.887339,9.898868,79.008575,91.912086"
"0.0765174,-0.355334,9.692726,1.918446,9.887145,78.811684,92.099518"
"0.0789858,-0.398405,9.683155,1.906481,9.877090,78.870888,92.356056"
"0.0814549,-0.472582,9.695119,1.949552,9.900476,78.643387,92.790634"
"0.0839232,-0.532403,9.690333,1.959123,9.900716,78.587166,93.144760"
"0.0863907,-0.568295,9.704690,1.961516,9.917233,78.592323,93.351349"
"0.0888590,-0.594616,9.711869,1.949552,9.923443,78.670021,93.503601"
"0.0913281,-0.589831,9.695119,1.959123,9.908652,78.596428,93.481461"
"0.0937965,-0.616152,9.692726,1.947159,9.905555,78.663406,93.637314"
"0.0962639,-0.575474,9.733404,1.949552,9.943394,78.693054,93.383591"
"0.0987323,-0.553938,9.750154,1.954338,9.959508,78.683510,93.251663"
"0.1012013,-0.549153,9.769297,1.961516,9.979392,78.664322,93.217331"
"0.1036697,-0.532403,9.769297,1.971088,9.980371,78.609406,93.119392"
"0.1061371,-0.494118,9.757333,1.975873,9.967636,78.566589,92.899017"
"0.1086055,-0.465404,9.750154,1.956731,9.955446,78.664787,92.732826"
"0.1110746,-0.467797,9.719048,1.959123,9.925568,78.616119,92.755630"
"0.1135429,-0.427119,9.695119,1.959123,9.900299,78.586678,92.522537"
"0.1160104,-0.436690,9.707084,1.951945,9.911016,78.641518,92.575813"
"0.1184787,-0.415155,9.678370,1.944767,9.880552,78.648483,92.456200"
"0.1209478,-0.384048,9.675977,1.971088,9.882166,78.494675,92.272926"
"0.1234161,-0.355334,9.628120,2.023730,9.844920,78.137672,92.113594"
"0.1258836,-0.379262,9.599406,1.987837,9.810399,78.309464,92.262520"
"0.1283520,-0.379262,9.604192,1.935195,9.804556,78.616379,92.261391"
"0.1308210,-0.470190,9.597013,1.928017,9.800051,78.653885,92.804871"
"0.1332894,-0.372084,10.022936,1.884946,10.205425,79.356339,92.126030"
"0.1357568,-0.362513,10.034900,1.870589,10.214192,79.447510,92.068924"
"0.1382252,-0.470190,9.664013,1.827518,9.846524,79.303864,92.785454"
"0.1406943,-0.563510,9.403194,1.808376,9.592072,79.133095,93.429489"
"0.1431626,-0.623330,9.211769,1.815554,9.409648,78.875237,93.871117"
"0.1456300,-0.716650,9.106484,1.820340,9.314251,78.729805,94.499718"
"0.1480984,-0.750150,9.037093,1.796412,9.244396,78.794739,94.745125"
"0.1505675,-0.798006,9.017950,1.746162,9.220050,79.082954,95.056984"
"0.1530358,-0.778864,9.080164,1.719841,9.274365,79.313194,94.902626"
"0.1555033,-0.759721,9.185448,1.693520,9.371107,79.588463,94.728127"
"0.1579716,-0.685544,9.312267,1.683949,9.488096,79.776978,94.210365"
"0.1604407,-0.640080,9.439087,1.686342,9.609881,79.893410,93.879379"
"0.1629090,-0.546760,9.601799,1.688735,9.764493,80.040825,93.259102"
"0.1653765,-0.465404,9.735797,1.722234,9.897901,79.979538,92.736847"
"0.1678448,-0.374477,9.841082,1.736591,10.000143,79.999512,92.179192"
"0.1703140,-0.295514,9.900902,1.765305,10.061386,79.894951,91.709610"
"0.1727823,-0.250050,9.946365,1.798804,10.110806,79.752007,91.440102"
"0.1752497,-0.206979,9.996614,1.825125,10.163967,79.655388,91.186134"
"0.1777181,-0.166301,10.003794,1.849054,10.174603,79.529320,90.952385"
"0.1801872,-0.171087,9.970294,1.887339,10.148797,79.282501,90.983078"
"0.1826555,-0.166301,9.934402,1.877768,10.111676,79.297882,90.959038"
"0.1851230,-0.166301,9.886545,1.882553,10.065557,79.220535,90.963676"
"0.1875914,-0.202194,9.798011,1.899303,9.982448,79.031792,91.182198"
"0.1900604,-0.228515,9.754940,1.944767,9.949532,78.728218,91.341942"
"0.1925287,-0.238086,9.671191,1.954338,9.869552,78.578987,91.410225"
"0.1949962,-0.266800,9.649655,1.973480,9.853002,78.445946,91.583748"
"0.1974645,-0.312263,9.606585,1.978266,9.813129,78.369827,91.861755"
"0.1999336,-0.326620,9.577870,1.980659,9.785975,78.322792,91.953117"
"0.2024020,-0.309871,9.570692,2.011766,9.784752,78.135254,91.854416"
"0.2048694,-0.336192,9.549157,2.006980,9.763575,78.137840,92.016350"
"0.2073378,-0.317049,9.551550,1.992623,9.762335,78.222397,91.901146"
"0.2098069,-0.297906,9.541979,1.995016,9.752855,78.196426,91.788231"
"0.2122752,-0.278764,9.530014,1.980659,9.737654,78.264023,91.675491"
"0.2147426,-0.252443,9.549157,1.966302,9.752768,78.368599,91.514328"
"0.2172110,-0.240479,9.549157,1.954338,9.750060,78.437096,91.442589"
"0.2196801,-0.242871,9.592228,1.932802,9.788031,78.611191,91.450394"
"0.2221484,-0.240479,9.616156,1.923231,9.809542,78.693512,91.432541"
"0.2246159,-0.245264,9.635299,1.904089,9.824698,78.824997,91.458138"
"0.2270843,-0.214158,9.640084,1.870589,9.822229,79.021278,91.272636"
"0.2295533,-0.197408,9.642477,1.868196,9.823771,79.037239,91.172836"
"0.2320217,-0.206979,9.625728,1.851447,9.804353,79.114952,91.231827"
"0.2344891,-0.185444,9.640084,1.813161,9.810869,79.349861,91.102051"
"0.2369575,-0.199801,9.654441,1.815554,9.825700,79.351921,91.185577"
"0.2394266,-0.223729,9.647263,1.789233,9.814330,79.495766,91.328506"
"0.2418949,-0.216550,9.647263,1.805983,9.817237,79.399475,91.285896"
"0.2443623,-0.209372,9.616156,1.798804,9.785192,79.407120,91.247299"
"0.2468307,-0.211765,9.604192,1.808376,9.775253,79.339142,91.263123"
"0.2492998,-0.185444,9.570692,1.774876,9.735641,79.495834,91.110039"
"0.2517681,-0.197408,9.573085,1.774876,9.738229,79.498650,91.181335"
"0.2542356,-0.183051,9.556335,1.772483,9.721047,79.494225,91.097359"
"0.2567039,-0.168694,9.553943,1.782055,9.720185,79.435898,91.011566"
"0.2591730,-0.175872,9.541979,1.772483,9.706801,79.478630,91.055923"
"0.2616414,-0.178265,9.599406,1.791626,9.766795,79.429771,91.063889"
"0.2641088,-0.183051,9.592228,1.786840,9.758951,79.449760,91.093254"
"0.2665772,-0.195015,9.597013,1.794019,9.765203,79.413750,91.164116"
"0.2690462,-0.192622,9.628120,1.803590,9.797486,79.392090,91.146118"
"0.2715146,-0.197408,9.632906,1.789233,9.799653,79.479851,91.174004"
"0.2739820,-0.197408,9.640084,1.805983,9.809779,79.391319,91.173126"
"0.2764504,-0.240479,9.656834,1.805983,9.827199,79.410339,91.426506"
"0.2789195,-0.233300,9.671191,1.810768,9.842014,79.398125,91.381889"
"0.2813878,-0.262014,9.687941,1.820340,9.860957,79.362144,91.549210"
"0.2838553,-0.290728,9.695119,1.834697,9.871472,79.288811,91.717613"
"0.2863236,-0.293121,9.668798,1.837090,9.846141,79.246758,91.736458"
"0.2887927,-0.271585,9.656834,1.868196,9.839632,79.055130,91.610939"
"0.2912610,-0.288335,9.613763,1.877768,9.799673,78.952934,91.717896"
"0.2937285,-0.317049,9.616156,1.906481,9.808448,78.792000,91.888382"
"0.2961968,-0.285942,9.628120,1.899303,9.817832,78.845551,91.701111"
"0.2986659,-0.317049,9.587442,1.908874,9.780766,78.745567,91.894035"
"0.3011343,-0.321835,9.601799,1.916053,9.796396,78.720955,91.919731"
"0.3036017,-0.314656,9.601799,1.901696,9.793365,78.803055,91.876945"
"0.3060701,-0.300299,9.606585,1.904089,9.798072,78.794235,91.790466"
"0.3085392,-0.312263,9.606585,1.911267,9.799843,78.753502,91.861755"
"0.3110075,-0.293121,9.611370,1.894517,9.800692,78.854309,91.746826"
"0.3134749,-0.307478,9.611370,1.899303,9.802057,78.827370,91.832329"
"0.3159433,-0.305085,9.611370,1.899303,9.801983,78.827286,91.818077"
"0.3184124,-0.324227,9.635299,1.901696,9.826523,78.841324,91.927277"
"0.3208807,-0.338584,9.652048,1.920838,9.847146,78.751450,92.009056"
"0.3233482,-0.331406,9.640084,1.916053,9.834242,78.764923,91.968933"
"0.3258165,-0.348156,9.652048,1.908874,9.845154,78.820129,92.065804"
"0.3282856,-0.355334,9.656834,1.908874,9.850101,78.825813,92.107315"
"0.3307540,-0.333799,9.666406,1.904089,9.857808,78.863014,91.977745"
"0.3332214,-0.336192,9.661619,1.906481,9.853659,78.844086,91.992897"
"0.3356898,-0.343370,9.664013,1.892125,9.853486,78.928963,92.034912"
"0.3381588,-0.340977,9.649655,1.868196,9.834748,79.049622,92.023743"
"0.3406272,-0.331406,9.678370,1.865803,9.862144,79.094574,91.961151"
"0.3430946,-0.357727,9.656834,1.861018,9.841025,79.099258,92.121490"
"0.3455630,-0.340977,9.654441,1.858625,9.837630,79.109642,92.022743"
"0.3480321,-0.362513,9.654441,1.858625,9.838401,79.110504,92.150375"
"0.3505004,-0.352941,9.640084,1.870589,9.826235,79.025810,92.096771"
"0.3529679,-0.352941,9.640084,1.858625,9.823964,79.094307,92.096771"
"0.3554362,-0.345763,9.647263,1.865803,9.832113,79.060852,92.052635"
"0.3579053,-0.360120,9.625728,1.882553,9.814699,78.941589,92.142563"
"0.3603736,-0.333799,9.635299,1.872982,9.821327,79.006035,91.984123"
"0.3628411,-0.319442,9.642477,1.880160,9.829263,78.972397,91.897438"
"0.3653094,-0.317049,9.630513,1.861018,9.813801,79.068649,91.885567"
"0.3677786,-0.307478,9.649655,1.841875,9.828677,79.199020,91.825058"
"0.3702469,-0.281157,9.628120,1.892125,9.816307,78.886497,91.672653"
"0.3727143,-0.269193,9.618548,1.872982,9.802908,78.985123,91.603111"
"0.3751827,-0.273978,9.613763,1.863411,9.796520,79.034874,91.632401"
"0.3776518,-0.252443,9.625728,1.868196,9.808594,79.020065,91.502289"
"0.3801201,-0.259621,9.613763,1.846661,9.792956,79.130638,91.546906"
"0.3825876,-0.259621,9.618548,1.863411,9.800825,79.039749,91.546135"
"0.3850559,-0.250050,9.620942,1.846661,9.799756,79.138275,91.488792"
"0.3875251,-0.259621,9.635299,1.853839,9.815453,79.113182,91.543449"
"0.3899933,-0.269193,9.616156,1.834697,9.793316,79.202309,91.603508"
"0.3924608,-0.262014,9.647263,1.841875,9.825010,79.194939,91.555740"
"0.3949291,-0.262014,9.640084,1.853839,9.820213,79.118530,91.556892"
"0.3973982,-0.262014,9.649655,1.846661,9.828258,79.170151,91.555351"
"0.3998666,-0.250050,9.644870,1.875375,9.828686,79.000160,91.485100"
"0.4023340,-0.254836,9.668798,1.856232,9.848665,79.136169,91.509766"
"0.4048024,-0.278764,9.675977,1.861018,9.857263,79.117439,91.650230"
"0.4072714,-0.262014,9.656834,1.858625,9.837559,79.109566,91.554199"
"0.4097398,-0.254836,9.642477,1.856232,9.822825,79.107246,91.513885"
"0.4122072,-0.247657,9.647263,1.825125,9.821511,79.290512,91.470528"
"0.4146756,-0.269193,9.640084,1.846661,9.819055,79.159882,91.599525"
