X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
2.633622,9.101558,-0.573411,93.463249
2.624045,9.251195,-0.739808,94.39933
2.464831,9.357738,-1.133654,96.68177
2.497152,9.466674,-1.58975,99.223015
2.861071,9.64983,-1.58975,98.975594
3.337517,9.762358,-1.796848,99.879654
3.702633,9.774328,-2.238579,102.088661
4.217386,9.844957,-2.054225,100.857468
4.359841,9.787497,-2.175132,101.475433
4.505888,9.714474,-2.31639,102.205673
4.601655,9.631873,-2.486378,103.111755
4.765658,9.573215,-2.460042,102.955116
4.679467,9.479841,-2.731784,104.488358
4.498705,9.651027,-3.400964,107.713387
4.07134,10.200497,-3.251326,106.490494
3.643975,10.79785,-2.372654,101.760857
3.659537,10.776301,-1.80044,98.989738
3.824737,10.260351,-1.47842,97.689293
3.503914,9.685743,-1.556231,98.591812
3.409343,9.578004,-0.88346,94.966385
3.484761,9.683349,-0.465672,92.59082
3.604471,9.764751,-0.254982,91.40329
3.709816,9.730036,-0.004788,90.026344
3.849876,9.532514,-0.125696,90.700493
4.389769,9.342175,0.195127,88.917023
4.714183,9.011775,0.081403,89.54142
4.8722,8.863335,0.462081,87.384186
4.575319,8.753201,0.864307,84.998878
4.165911,8.815451,1.576582,80.814949
4.165911,8.815451,1.576582,80.814949
3.288436,8.809465,1.844732,78.90062
2.432509,8.846576,1.892616,78.344414
1.869871,8.917204,1.619677,79.919899
1.885434,9.137471,1.279701,82.190025
1.862689,9.14226,0.244209,88.500664
2.487576,9.168595,-0.087388,90.527031
3.021482,8.772355,-0.580594,93.580711
3.83192,8.327033,-1.188721,97.389008
5.102044,7.958326,-1.37906,98.299797
6.483498,7.528567,-1.318008,97.556503
8.148665,7.218518,-0.976834,95.127533
9.977836,7.026982,-1.471237,96.874084
11.213243,7.035362,-2.748544,101.729774
12.066776,7.380127,-3.79481,105.017914
12.180501,7.680599,-4.478354,107.275681
11.597513,7.861362,-4.750096,108.728218
11.02889,8.086416,-4.581305,108.520561
9.779117,8.000225,-5.46716,113.398674
8.820239,7.86615,-5.81791,116.21003
8.376115,7.690176,-5.278018,114.8992
8.165425,7.273585,-4.758476,113.516319
8.195353,6.82946,-4.44723,112.63015
8.111555,6.265626,-4.860229,115.369598
8.418014,6.002264,-5.158308,116.515923
8.657434,5.781997,-5.519832,117.932877
8.683769,5.596447,-5.713762,118.945816
8.567651,5.485116,-5.798757,119.683617
8.779537,5.565322,-5.127183,116.254463
8.810662,5.572505,-4.990714,115.581635
8.847773,5.522226,-4.946421,115.373314
9.24521,5.556942,-4.19105,111.233025
9.525331,5.567716,-3.663129,108.366669
9.386468,5.524621,-3.811569,109.287727
9.041702,5.718551,-3.539827,108.308174
8.823831,6.141128,-2.815581,104.676254
8.492233,6.599617,-2.252944,101.831024
7.896077,6.767211,-2.000355,100.888245
6.982689,6.658275,-2.304419,103.432922
6.25964,6.48709,-2.087744,103.039391
5.315128,6.172252,-1.98599,103.702385
4.829105,6.113594,-1.514333,100.999702
4.417302,6.150704,-1.425747,100.662712
4.441244,6.367379,-1.514333,101.037743
4.744111,6.634333,-1.375469,99.572533
5.061342,6.886921,-0.86311,95.766571
4.994305,7.020997,-0.277727,91.846199
4.68665,7.132327,0.545878,86.340195
4.387374,7.249643,1.899799,77.363518
3.633201,7.289147,2.699462,71.662292
3.633201,7.289147,2.699462,71.662292
2.345121,7.339425,2.724602,70.525612
0.757765,7.398083,2.272097,73.010971
-0.699107,7.608773,2.012326,75.245331
-2.084153,7.881712,1.703475,78.197945
-3.159149,8.192958,1.408988,80.884033
-3.500323,8.441956,1.413776,81.206093
-3.342306,8.48146,0.997185,83.7575
-2.483984,8.470686,1.029507,83.347847
-1.021127,8.503007,1.665167,78.996941
0.197522,8.450335,1.878251,77.471931
1.060631,8.325836,1.970428,76.788101
1.514333,8.220491,1.634043,78.938881
1.601721,8.224083,1.211466,81.772598
1.643619,8.360553,1.006762,83.261375
1.880645,8.528147,0.797269,84.783737
2.116474,8.549694,0.258574,88.31842
2.644396,8.51019,0.046687,89.699837
3.136404,8.324639,-0.086191,90.555115
3.557784,8.099585,-0.474052,93.067329
4.012682,7.984663,-0.403423,92.584839
4.407725,7.935582,-0.147243,90.929291
4.717513644,8.031337812,-1.26674604,
