12.4966536,-1.27124,7.88501,2.229752,74.401405
12.5016289,-1.232941,7.887405,2.22496,74.426544
12.5066032,-1.242508,7.880219,2.212997,74.495857
12.5115776,-1.217377,7.898178,2.229752,74.409981
12.516551,-1.204208,7.919724,2.208206,74.588844
12.5215263,-1.21138,7.971207,2.22377,74.580681
12.5265007,-1.19223,7.978378,2.222565,74.596352
12.5314751,-1.119217,7.998734,2.270447,74.298676
12.5364485,-1.055771,7.986755,2.270447,74.260849
12.5414228,-1.062943,7.979584,2.311157,73.981339
12.5463982,-1.027039,7.96521,2.369812,73.559853
12.5513725,-1.085693,7.941269,2.355453,73.62323
12.5563765,-1.077316,7.876633,2.371017,73.393181
12.5613518,-1.141953,7.828751,2.405731,73.086716
12.5663261,-1.206604,7.784454,2.40094,73.049416
12.5713005,-1.241318,7.717407,2.422485,72.780983
12.5762739,-1.206604,7.640793,2.459595,72.361267
12.5812483,-1.133575,7.583344,2.454803,72.247391
12.5862236,-1.024643,7.54982,2.494308,71.872665
12.591198,-0.854645,7.53186,2.536209,71.500603
12.5961723,-0.691849,7.535461,2.700211,70.361923
12.6011457,-0.507492,7.53067,2.813934,69.553658
12.6061516,-0.318344,7.582138,2.908508,69.030052
12.6111259,-0.131607,7.625244,2.953995,68.826668
12.6160994,0.03479,7.700653,2.970764,68.904541
12.6210737,0.194016,7.730576,2.934845,69.217155
12.626049,0.288574,7.765305,2.89415,69.572372
12.6310234,0.38913,7.772476,2.861816,69.809593
12.6359978,0.413071,7.782059,2.779221,70.372253
12.6409712,0.41188,7.752136,2.665497,71.049782
12.6459455,0.419067,7.753326,2.532623,71.935028
12.6509209,0.365189,7.754517,2.406921,72.774162
12.6558952,0.349625,7.735367,2.259674,73.731461
12.6608686,0.312515,7.734177,2.105255,74.78476
12.665843,0.216751,7.782059,2.047791,75.262726
12.6708183,0.219147,7.790436,2.019058,75.475761
12.6757927,0.202393,7.785645,2.042999,75.301491
12.6807671,0.164078,7.778473,2.132782,74.670135
12.6857405,0.118591,7.816772,2.254898,73.910538
12.6907463,0.103027,7.86705,2.390167,73.10154
12.6957207,0.073105,7.899368,2.615219,71.682739
12.7006941,0.073105,7.901764,2.792389,70.537971
12.7056684,0.105423,7.922119,3.013855,69.173096
12.7106438,0.088669,7.938873,3.220947,67.917946
12.7156181,0.122177,7.973587,3.404114,66.883644
12.7205925,0.168869,7.995148,3.544174,66.097473
12.7255659,0.179642,8.013092,3.576492,65.95266
12.7305403,0.233521,8.02626,3.675858,65.402397
12.7355156,0.280197,8.001129,3.726135,65.041985
12.74049,0.334076,8.013092,3.655502,65.496727
12.7454643,0.324493,8.038239,3.600433,65.88916
12.7504377,0.322098,8.070557,3.56572,66.18013
12.7554436,0.354416,8.083725,3.484314,66.702583
12.7604179,0.386749,8.069366,3.35144,67.468758
12.7653913,0.413071,8.092102,3.270035,68.022156
12.7703657,0.453781,8.136398,3.121597,69.040009
12.775341,0.420258,8.20224,3.027023,69.767883
12.7803154,0.399918,8.309982,2.903717,70.759926
12.7852898,0.348434,8.384201,2.800766,71.542809
12.7902632,0.310135,8.525452,2.687042,72.517113
12.7952385,0.234711,8.69545,2.622406,73.223312
