X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
0.153229,7.814674,0.469264,86.564232
0.459687,8.42759,0.153229,88.959923
0.612916,8.734048,-0.306458,92.004631
1.072602,9.193734,-0.622492,93.847473
1.685518,9.500193,-0.938527,95.555756
2.145205,9.80665,-1.254562,97.123581
2.451663,9.959879,-1.570596,98.705605
2.604892,9.959879,-1.733402,99.557533
2.604892,9.959879,-1.886631,100.384743
2.75812,10.113108,-2.355895,102.666534
2.75812,10.113108,-2.5187,103.510757
2.604892,10.266336,-2.5187,103.376511
2.451663,10.726024,-2.671929,103.649719
2.298434,10.879252,-2.5187,102.762932
1.991976,11.18571,-2.671929,103.23378
1.685518,11.33894,-2.5187,102.3918
1.685518,11.33894,-2.202666,100.876564
1.37906,11.492168,-2.202666,100.774635
1.37906,11.33894,-2.202666,100.914703
1.37906,11.33894,-2.049437,100.171844
1.225831,11.33894,-2.049437,100.187111
1.225831,11.33894,-2.049437,100.187111
1.225831,11.492168,-2.049437,100.05558
1.37906,11.645397,-2.049437,99.913216
1.532289,11.798626,-2.049437,99.773552
1.838747,11.798626,-1.886631,98.978256
1.991976,11.951855,-2.049437,99.60022
2.298434,11.951855,-2.049437,99.558304
2.451663,11.951855,-2.049437,99.535339
2.75812,11.951855,-2.049437,99.485535
2.75812,11.951855,-2.202666,100.180405
2.911349,11.951855,-2.355895,100.841743
3.217807,11.951855,-2.5187,101.502136
3.371036,12.105083,-2.671929,102.004387
3.524265,12.105083,-2.671929,101.965584
3.830723,12.258312,-2.987964,103.09713
3.983952,12.411542,-3.150769,103.588394
4.29041,12.411542,-3.150769,103.491806
4.29041,12.411542,-3.150769,103.491806
4.29041,12.564771,-3.150769,103.349846
4.29041,12.564771,-3.150769,103.349846
4.29041,12.411542,-2.987964,102.818283
4.29041,12.411542,-2.987964,102.818283
4.13718,12.258312,-3.150769,103.687096
4.443638,12.105083,-3.150769,103.730728
4.443638,11.951855,-2.987964,103.188072
4.750096,11.951855,-2.834735,102.429825
4.903325,11.798626,-2.987964,103.162415
5.209783,11.645397,-2.987964,103.181648
5.209783,11.798626,-2.987964,103.043457
5.363012,11.492168,-2.834735,102.59993
5.363012,11.492168,-2.834735,102.59993
5.056554,11.33894,-2.987964,103.531883
5.056554,11.032481,-2.834735,103.147377
4.750096,10.879252,-2.671929,102.684731
4.596867,10.572795,-2.202666,100.816368
4.443638,10.419566,-2.202666,101.003967
4.29041,10.266336,-2.049437,100.43631
3.983952,10.419566,-1.886631,99.599319
3.830723,10.266336,-1.733402,98.989113
3.830723,10.419566,-1.570596,98.052589
3.677494,10.572795,-1.417367,97.21624
3.524265,10.726024,-1.417367,97.155472
3.371036,10.726024,-1.254562,96.366905
3.064578,10.879252,-1.101333,95.565346
3.064578,10.879252,-0.785298,93.974472
2.911349,10.726024,-0.785298,94.041672
2.911349,10.726024,-0.785298,94.041672
2.911349,10.572795,-0.622492,93.248856
2.911349,10.113108,-0.622492,93.385147
2.911349,9.959879,-0.469264,92.589325
2.911349,9.959879,-0.469264,92.589325
2.75812,9.80665,-0.469264,92.637428
2.75812,9.80665,-0.622492,93.496758
2.451663,9.80665,-0.622492,93.523903
2.298434,9.959879,-0.622492,93.484978
2.451663,9.80665,-0.622492,93.523903
2.451663,9.80665,-0.622492,93.523903
2.451663,9.80665,-0.622492,93.523903
2.604892,9.653421,-0.622492,93.562485
2.604892,9.653421,-0.785298,94.490791
2.451663,9.500193,-0.785298,94.576141
2.145205,9.500193,-0.785298,94.609856
1.838747,9.500193,-0.469264,92.77639
1.225831,9.959879,0.622492,86.450378
0.459687,10.113108,2.049437,78.555565
-1.37906,11.18571,4.721366,67.270348
-4.903325,12.258312,6.770802,62.84951
-8.274361,13.484144,5.516241,70.777489
-10.266336,14.556746,0.469264,88.490944
-10.266336,14.863204,-2.5187,97.937637
-9.80665,14.556746,-1.570596,95.11338
-9.346964,13.330915,0.938527,86.700851
-7.508216,10.879252,2.987964,77.262787
-5.363012,9.500193,3.936068,70.160805
-3.677494,8.734048,4.568137,64.264099
-0.459687,8.121132,5.200206,57.408936
2.145205,8.274361,5.516241,57.164581
3.371036,8.887277,4.884171,62.803833
3.371036,9.193734,2.987964,73.031227
1.991976,9.193734,0.938527,84.302544
0.919373,9.193734,-0.785298,94.858055
0.306458,9.193734,-2.834735,107.127319
-0.153229,9.040505,-3.782839,112.703072
-0.306458,9.040505,-3.936068,113.515373
-0.766145,9.346964,-3.466804,110.28743
-1.37906,9.653421,-2.671929,105.323174
-2.145205,9.653421,-2.202666,102.557137
-2.75812,9.80665,-2.202666,102.200699
-3.371036,9.80665,-1.570596,98.612427
-4.29041,9.80665,-1.101333,95.87442
-4.29041,9.80665,-1.570596,98.347351
-3.524265,9.653421,-2.355895,102.911835
-2.298434,9.80665,-2.049437,101.501007
-0.612916,9.959879,-0.622492,93.569603
0.612916,9.959879,0.153229,89.120262
1.532289,9.80665,0.785298,85.476288
1.37906,9.653421,0.785298,85.395813
0.766145,9.346964,0.622492,86.202522
-0.153229,9.193734,1.570596,80.306877
-0.766145,9.193734,2.5187,74.729698
-1.225831,9.193734,3.303998,70.39296
