"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,0.587438,9.819546,1.018744,9.889712,84.087448,86.576454"
"0.0024672,0.532403,9.786046,0.999602,9.851363,84.176270,86.885933"
"0.0049354,0.525225,9.735797,1.112064,9.813169,83.493057,86.912010"
"0.0074043,0.486939,9.723833,1.162314,9.805153,83.192085,87.133202"
"0.0098724,0.472582,9.673584,1.164706,9.754902,83.142693,87.203163"
"0.0123397,0.474975,9.630513,1.159921,9.711736,83.140503,87.176468"
"0.0148079,0.429512,9.597013,1.164706,9.676967,83.087196,87.437454"
"0.0172768,0.422333,9.563514,1.159921,9.642851,83.091263,87.471413"
"0.0197448,0.407976,9.544372,1.200599,9.628235,82.836823,87.552368"
"0.0222122,0.398405,9.530014,1.226920,9.616924,82.670273,87.606125"
"0.0246803,0.403191,9.544372,1.243670,9.633499,82.582504,87.581047"
"0.0271493,0.427119,9.541979,1.291526,9.638456,82.299362,87.437035"
"0.0296173,0.427119,9.534800,1.308276,9.633609,82.194923,87.435104"
"0.0320846,0.446261,9.532407,1.344168,9.637050,81.982292,87.319641"
"0.0345528,0.410369,9.541979,1.353739,9.646262,81.932579,87.537415"
"0.0370217,0.388834,9.544372,1.360918,9.648747,81.891617,87.667084"
"0.0394898,0.369691,9.585050,1.353739,9.687232,81.966927,87.791222"
"0.0419571,0.343370,9.654441,1.332204,9.751969,82.148346,87.963074"
"0.0444253,0.305085,9.707084,1.320240,9.801203,82.258621,88.199837"
"0.0468942,0.245264,9.752547,1.305883,9.842645,82.375740,88.559387"
"0.0493623,0.240479,9.829117,1.258026,9.912214,82.708542,88.598480"
"0.0518295,0.202194,9.893723,1.236491,9.972741,82.877731,88.829239"
"0.0542977,0.151944,9.929616,1.179063,10.000527,83.229073,89.123322"
"0.0567666,0.137587,9.953544,1.162314,10.022122,83.340149,89.208054"
"0.0592347,0.089731,9.989436,1.147957,10.055580,83.444756,89.485352"
"0.0617020,0.020339,10.015758,1.102493,10.076274,83.718422,89.883652"
"0.0641702,-0.041874,10.013365,1.121636,10.076076,83.608780,90.239601"
"0.0666391,-0.077767,10.008579,1.092922,10.068376,83.768265,90.445183"
"0.0691072,-0.113659,10.006186,1.107279,10.067907,83.685776,90.650787"
"0.0715744,-0.130409,10.010972,1.135993,10.076063,83.526611,90.746330"
"0.0740426,-0.159123,10.001400,1.138385,10.067236,83.507210,90.911499"
"0.0765115,-0.173480,9.984651,1.179063,10.055523,83.266273,90.995392"
