Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-2.432902,9.320642,-0.410967,9.641695,92.442917,104.629105
0.0023449,-2.399403,9.311071,-0.382253,9.622853,92.276588,104.450363
0.0046900,-2.375475,9.339785,-0.339183,9.643106,92.015717,104.270004
0.0070351,-2.327618,9.349357,-0.353540,9.641228,92.101479,103.980164
0.0093797,-2.341975,9.368499,-0.329611,9.662415,91.954895,104.035385
0.0117242,-2.337189,9.378070,-0.343968,9.671038,92.038261,103.994095
0.0140690,-2.385046,9.401999,-0.348754,9.706062,92.059166,104.234215
0.0164135,-2.385046,9.411570,-0.320040,9.714346,91.887955,104.220322
0.0187583,-2.375475,9.421141,-0.315254,9.721119,91.858421,104.151749
0.0211030,-2.375475,9.411570,-0.343968,9.712818,92.029488,104.165558
0.0234481,-2.399403,9.411570,-0.343968,9.718699,92.028259,104.302422
0.0257930,-2.413760,9.401999,-0.339183,9.712819,92.001244,104.398499
0.0281378,-2.447259,9.430713,-0.358325,9.749657,92.106239,104.547318
0.0304823,-2.418545,9.449855,-0.358325,9.761021,92.103790,104.355827
0.0328273,-2.418545,9.468997,-0.387039,9.780647,92.267899,104.327995
0.0351718,-2.413760,9.464211,-0.372682,9.774274,92.185150,104.307747
0.0375167,-2.437688,9.464211,-0.391825,9.780958,92.295883,104.443680
0.0398611,-2.418545,9.464211,-0.410967,9.776991,92.409088,104.334946
0.0422061,-2.432902,9.497711,-0.420539,9.813377,92.456085,104.367760
0.0445509,-2.456831,9.516854,-0.396610,9.836862,92.310722,104.475197
0.0468958,-2.471188,9.468997,-0.401396,9.794375,92.348770,104.626617
0.0492407,-2.499902,9.430713,-0.415753,9.765281,92.440086,104.846558
0.0515855,-2.528615,9.406784,-0.401396,9.748980,92.359711,105.045883
0.0539304,-2.566900,9.363713,-0.425324,9.718488,92.508316,105.330048
0.0562748,-2.691327,9.134003,-0.372682,9.529540,92.241302,106.417572
0.0586197,-2.825325,9.081360,-0.425324,9.520213,92.560593,107.281578
0.0609641,-2.906681,9.172287,-0.449252,9.632315,92.673256,107.583313
0.0633086,-2.968895,9.201001,-0.449252,9.678563,92.660469,107.883377
0.0656535,-2.983252,9.201001,-0.482752,9.684588,92.857231,107.964310
0.0679975,-2.916253,9.248857,-0.501895,9.710706,92.962631,107.500557
0.0703424,-2.940181,9.244072,-0.521037,9.714371,93.074577,107.643852
0.0726870,-2.925824,9.253643,-0.521037,9.719148,93.073059,107.545952
0.0750318,-2.882753,9.296714,-0.497109,9.746090,92.923698,107.227776
0.0773761,-2.782254,9.306286,-0.506680,9.726491,92.986046,106.644829
0.0797209,-2.763112,9.330214,-0.482752,9.742726,92.840172,106.496483
0.0820658,-2.696113,9.344570,-0.492323,9.738194,92.897873,106.094009
0.0844106,-2.609971,9.378070,-0.454038,9.745066,92.670471,105.552193
0.0867548,-2.562115,9.387642,-0.454038,9.741581,92.671425,105.265625
0.0890995,-2.495116,9.392427,-0.439681,9.728135,92.590469,104.877121
0.0914443,-2.495116,9.406784,-0.444467,9.742214,92.614899,104.855415
0.0937896,-2.437688,9.416355,-0.434896,9.736488,92.560059,104.513992
0.0961350,-2.394617,9.406784,-0.434896,9.716528,92.565323,104.282028
0.0984798,-2.413760,9.382855,-0.439681,9.698327,92.598442,104.426651
0.1008249,-2.413760,9.392427,-0.420539,9.706738,92.483086,104.412560
0.1031697,-2.380260,9.382855,-0.425324,9.689403,92.515854,104.234619
0.1055147,-2.408974,9.382855,-0.434896,9.696920,92.570511,104.399231
0.1078594,-2.404189,9.406784,-0.425324,9.718468,92.508324,104.336769
0.1102040,-2.413760,9.378070,-0.477966,9.695509,92.825699,104.433701
0.1125489,-2.452045,9.363713,-0.468395,9.690771,92.770424,104.674355
0.1148939,-2.461616,9.387642,-0.454038,9.715633,92.678566,104.693230
0.1172391,-2.499902,9.397213,-0.430110,9.733556,92.532631,104.897133
0.1195834,-2.485544,9.378070,-0.444467,9.712038,92.623032,104.844261
0.1219280,-2.499902,9.397213,-0.420539,9.733137,92.476341,104.897133
0.1242727,-2.533401,9.368499,-0.425324,9.714309,92.509399,105.131844
0.1266170,-2.557329,9.358928,-0.430110,9.711563,92.538368,105.283005
0.1289611,-2.528615,9.354142,-0.391825,9.697803,92.315575,105.126686
0.1313053,-2.528615,9.354142,-0.391825,9.697803,92.315575,105.126686
0.1336499,-2.571686,9.320642,-0.406182,9.677444,92.405525,105.424873
0.1359947,-2.619543,9.334999,-0.458824,9.706428,92.709389,105.674927
0.1383396,-2.614757,9.349357,-0.473181,9.719636,92.790428,105.624840
0.1406845,-2.624328,9.315857,-0.482752,9.690476,92.855492,105.732819
0.1430296,-2.629114,9.358928,-0.463609,9.732251,92.730400,105.691139
0.1453741,-2.624328,9.354142,-0.468395,9.726585,92.760216,105.671600
0.1477187,-2.643471,9.330214,-0.454038,9.708088,92.680649,105.818687
0.1500632,-2.643471,9.320642,-0.430110,9.697800,92.541977,105.834114
0.1524082,-2.633899,9.325428,-0.406182,9.698764,92.400230,105.771950
0.1547532,-2.657828,9.330214,-0.401396,9.709688,92.369270,105.900269
0.1570982,-2.629114,9.339785,-0.387039,9.710489,92.284294,105.721710
0.1594426,-2.586043,9.349357,-0.382253,9.707946,92.256622,105.461510
0.1617873,-2.600400,9.320642,-0.382253,9.684140,92.262177,105.588768
0.1641320,-2.614757,9.382855,-0.391825,9.748254,92.303589,105.571770
0.1664771,-2.609971,9.373284,-0.391825,9.737759,92.306068,105.559746
0.1688214,-2.605186,9.392427,-0.439681,9.756947,92.582817,105.502464
0.1711659,-2.595614,9.373284,-0.449252,9.736401,92.644653,105.478271
0.1735100,-2.614757,9.378070,-0.406182,9.744236,92.389023,105.579330
0.1758545,-2.633899,9.401999,-0.410967,9.772609,92.410172,105.649818
0.1781995,-2.609971,9.406784,-0.439681,9.772045,92.578827,105.507011
0.1805444,-2.600400,9.392427,-0.454038,9.756328,92.667381,105.475349
0.1828891,-2.590829,9.363713,-0.458824,9.726357,92.703835,105.466133
0.1852341,-2.629114,9.358928,-0.444467,9.731358,92.617821,105.691139
0.1875792,-2.566900,9.358928,-0.434896,9.714301,92.565910,105.337517
0.1899241,-2.614757,9.358928,-0.439681,9.727271,92.590706,105.609642
0.1922690,-2.624328,9.315857,-0.439681,9.688427,92.601097,105.732819
0.1946137,-2.609971,9.306286,-0.434896,9.675125,92.576302,105.666283
0.1969585,-2.614757,9.315857,-0.410967,9.684577,92.432091,105.678268
0.1993029,-2.576472,9.354142,-0.391825,9.710392,92.312576,105.399498
0.2016478,-2.557329,9.339785,-0.387039,9.691300,92.288818,105.312859
0.2039925,-2.557329,9.320642,-0.396610,9.673242,92.349831,105.342827
0.2063373,-2.557329,9.344570,-0.410967,9.696898,92.429001,105.305389
0.2086823,-2.571686,9.339785,-0.410967,9.696084,92.429199,105.394760
0.2110272,-2.552544,9.368499,-0.410967,9.718700,92.423546,105.240875
0.2133719,-2.562115,9.382855,-0.434896,9.736094,92.560158,105.273048
0.2157161,-2.533401,9.406784,-0.415753,9.750824,92.443703,105.073059
0.2180607,-2.523830,9.378070,-0.420539,9.720841,92.479477,105.062592
0.2204054,-2.519044,9.378070,-0.439681,9.720448,92.592522,105.035324
