Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-1.527817,9.654441,0.779462,9.805612,85.440666,98.992500
0.0024682,-1.556531,9.654441,0.753141,9.808070,85.596046,99.158661
0.0049371,-1.570888,9.652048,0.781855,9.810251,85.428810,99.243942
0.0074051,-1.578067,9.632906,0.832104,9.796712,85.127594,99.303581
0.0098724,-1.578067,9.664013,0.841675,9.828115,85.087196,99.274155
0.0123406,-1.556531,9.666406,0.841675,9.827035,85.086655,99.147522
0.0148094,-1.618744,9.711869,0.791426,9.877605,85.404350,99.462891
0.0172776,-1.661815,9.716655,0.755534,9.886650,85.617210,99.705254
0.0197448,-1.678565,9.707084,0.748355,9.879529,85.655792,99.810661
0.0222129,-1.673779,9.673584,0.743570,9.845438,85.668655,99.816460
0.0246818,-1.657030,9.644870,0.726820,9.813130,85.752441,99.748489
0.0271499,-1.623530,9.625728,0.693320,9.786275,85.937408,99.573730
0.0296172,-1.625923,9.594621,0.702892,9.756763,85.868752,99.618080
0.0320853,-1.611566,9.577870,0.693320,9.737219,85.916908,99.551086
0.0345542,-1.575674,9.580264,0.686142,9.733191,85.957581,99.339867
0.0370223,-1.539781,9.561121,0.695713,9.709272,85.890976,99.148712
0.0394896,-1.499103,9.573085,0.695713,9.714694,85.893272,98.899994
0.0419577,-1.448854,9.611370,0.683749,9.743979,85.976166,98.572441
0.0444266,-1.410569,9.635299,0.681356,9.761810,85.997604,98.328705
0.0468947,-1.329213,9.675977,0.693320,9.791426,85.939552,97.821907
0.0493619,-1.295713,9.733404,0.666999,9.841896,86.114006,97.582649
0.0518301,-1.257428,9.776475,0.659821,9.879066,86.170372,97.329018
0.0542990,-1.219143,9.817153,0.635893,9.912980,86.322098,97.079033
0.0567670,-1.185644,9.860224,0.602393,9.949505,86.528900,96.856621
0.0592343,-1.135394,9.886545,0.559322,9.967234,86.783096,96.551285
0.0617025,-1.144966,9.929616,0.506680,10.008244,87.098083,96.577621
0.0641714,-1.142573,9.934402,0.477966,10.011307,87.263504,96.560860
0.0666394,-1.152144,9.934402,0.463609,10.011728,87.345879,96.615334
0.0691067,-1.190429,9.927223,0.456431,10.008757,87.386223,96.838005
0.0715749,-1.209572,9.924830,0.434896,10.007720,87.509369,96.948555
0.0740438,-1.267000,9.893723,0.458824,9.985067,87.366272,97.297630
0.0765118,-1.312463,9.886545,0.477966,9.984728,87.256218,97.561943
0.0789791,-1.365105,9.872188,0.482752,9.977808,87.226799,97.872818
0.0814473,-1.446461,9.843474,0.492323,9.961356,87.167099,98.359573
0.0839162,-1.511068,9.788439,0.542573,9.919236,86.864410,98.775627
0.0863842,-1.534996,9.733404,0.556929,9.869425,86.765091,98.961960
0.0888515,-1.546960,9.683155,0.547358,9.821210,86.805122,99.076744
0.0913197,-1.599602,9.659226,0.590429,9.808567,86.548981,99.403046
0.0937885,-1.628316,9.597013,0.645464,9.755548,86.206322,99.629616
0.0962567,-1.642673,9.539586,0.695713,9.704951,85.889145,99.770256
0.0987239,-1.659423,9.527621,0.738784,9.699229,85.631584,99.880081
0.1011920,-1.657030,9.477372,0.777069,9.652470,85.382423,99.917381
0.1036609,-1.611566,9.424730,0.798605,9.594814,85.225578,99.703354
0.1061291,-1.597209,9.391231,0.827318,9.561943,85.036446,99.652199
0.1085963,-1.578067,9.386445,0.860818,9.557021,84.832260,99.543427
0.1110644,-1.527817,9.400802,0.879961,9.564708,84.721283,99.230995
0.1135333,-1.544567,9.419945,0.882353,9.586428,84.718910,99.311798
0.1160014,-1.542174,9.453444,0.887139,9.619404,84.708443,99.265251
0.1184687,-1.503889,9.467801,0.896710,9.628345,84.656166,99.025597
0.1209368,-1.494318,9.474979,0.856032,9.630214,84.900230,98.962410
0.1234057,-1.511068,9.477372,0.856032,9.635180,84.902870,99.058960
0.1258737,-1.508675,9.515657,0.889532,9.675489,84.724968,99.009064
0.1283410,-1.523032,9.539586,0.853639,9.698042,84.950188,99.070938
0.1308092,-1.518246,9.561121,0.884746,9.721259,84.778198,99.022873
0.1332781,-1.561317,9.608977,0.872782,9.774042,84.876900,99.229057
0.1357461,-1.580459,9.625728,0.884746,9.794655,84.817436,99.324265
0.1382134,-1.582852,9.642477,0.872782,9.810430,84.895950,99.322197
0.1406816,-1.594816,9.664013,0.879961,9.834170,84.866310,99.370850
0.1431505,-1.587638,9.664013,0.867996,9.831945,84.935150,99.329414
0.1456185,-1.573281,9.652048,0.891925,9.820019,84.788803,99.257774
0.1480858,-1.573281,9.625728,0.925424,9.797257,84.579903,99.282654
0.1505540,-1.527817,9.594621,0.932603,9.760160,84.516907,99.047638
0.1530229,-1.515853,9.561121,0.930210,9.725129,84.511261,99.008888
0.1554909,-1.518246,9.515657,0.942174,9.681968,84.415581,99.065269
0.1579582,-1.477568,9.508479,0.956531,9.670023,84.323181,98.832817
0.1604263,-1.420140,9.479765,0.961317,9.633633,84.273064,98.519981
0.1628953,-1.362713,9.455837,0.958924,9.601530,84.268204,98.200623
0.1653634,-1.319642,9.427123,0.978066,9.569155,84.133537,97.968681
0.1678306,-1.274178,9.412766,1.006780,9.551822,83.949677,97.709099
0.1702987,-1.240679,9.417552,0.987638,9.550131,84.064079,97.504990
0.1727676,-1.219143,9.424730,0.985245,9.554191,84.081039,97.370613
0.1752358,-1.173679,9.474979,0.985245,9.598098,84.108208,97.061340
0.1777030,-1.185644,9.520443,0.975673,9.643471,84.193192,97.098877
0.1801711,-1.200001,9.563514,0.937388,9.683981,84.445198,97.151924
0.1826400,-1.180858,9.597013,0.901496,9.711323,84.673599,97.014664
