"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-0.271585,8.869596,3.466004,9.526629,68.664856,91.753838"
"0.0025141,-0.257228,8.970393,3.463611,9.619289,68.895546,91.642525"
"0.0050282,-0.199502,9.090034,3.504289,9.744155,68.922539,91.257286"
"0.0075423,-0.161216,9.097213,3.513860,9.753589,68.883636,91.015259"
"0.0100564,-0.166002,9.137891,3.492325,9.783912,69.087265,91.040741"
"0.0125705,-0.214158,9.176176,3.381956,9.781906,69.773277,91.336952"
"0.0150846,-0.297906,9.135498,3.314957,9.722911,70.065674,91.867737"
"0.0175988,-0.388834,9.161819,3.228815,9.721901,70.602638,92.430214"
"0.0200878,-0.400798,9.195318,3.164209,9.732766,71.027824,92.495781"
"0.0226013,-0.407976,9.248260,3.092125,9.760020,71.529556,92.525902"
"0.0251148,-0.405583,9.291330,3.087339,9.799233,71.635605,92.499481"
"0.0276282,-0.412762,9.312865,3.077768,9.816949,71.728767,92.537788"
"0.0301417,-0.405583,9.363115,3.044269,9.853933,72.004669,92.480339"
"0.0326552,-0.412762,9.430114,2.979662,9.898273,72.480614,92.506271"
"0.0351687,-0.455833,9.468399,2.922235,9.919567,72.866867,92.756233"
"0.0376821,-0.429512,9.485149,2.974877,9.949996,72.603485,92.592728"
"0.0402276,-0.441476,9.535697,2.953341,9.992330,72.808830,92.650742"
"0.0427418,-0.463011,9.552447,2.831008,9.973878,73.510345,92.774979"
"0.0452561,-0.446261,9.545269,2.761616,9.946750,73.880592,92.676750"
"0.0477704,-0.448654,9.535697,2.754438,9.935680,73.905235,92.693779"
"0.0502846,-0.400798,9.540483,2.749652,9.936902,73.935982,92.405594"
"0.0527990,-0.405583,9.550055,2.823830,9.967049,73.541756,92.431847"
"0.0553132,-0.360120,9.571589,2.823830,9.985941,73.573776,92.154671"
"0.0578275,-0.309871,9.502198,2.852544,9.925965,73.298714,91.867775"
"0.0602975,-0.340977,9.466006,2.907878,9.908445,72.933907,92.062973"
"0.0627658,-0.329013,9.437292,2.910270,9.881316,72.871094,91.996696"
"0.0652779,-0.324227,9.377472,2.962913,9.839764,72.475342,91.980225"
"0.0677899,-0.321835,9.387043,2.974877,9.852413,72.425598,91.963615"
"0.0703020,-0.309871,9.367901,2.934199,9.821564,72.617416,91.894531"
"0.0728141,-0.288335,9.308080,3.001198,9.784205,72.137184,91.774277"
"0.0753261,-0.288335,9.279366,3.008376,9.759104,72.045380,91.779762"
"0.0778382,-0.283549,9.279366,2.962913,9.745045,72.299400,91.750244"
"0.0803702,-0.302692,9.327223,3.008376,9.805052,72.132362,91.858742"
"0.0828828,-0.321835,9.308080,3.008376,9.787454,72.099152,91.980263"
"0.0853953,-0.324227,9.308080,2.962913,9.773655,72.352921,91.994972"
"0.0879079,-0.307478,9.360723,2.962913,9.823264,72.444946,91.881355"
"0.0904205,-0.333799,9.341579,2.948556,9.801557,72.492821,92.046455"
"0.0929330,-0.338584,9.339187,2.912663,9.788700,72.689270,92.076302"
"0.0954456,-0.350549,9.360723,2.874079,9.798283,72.942886,92.144661"
