X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
0.153229,9.500193,-1.417367,98.484482
0.153229,9.500193,-1.417367,98.484482
0.153229,9.346964,-1.254562,97.643608
0.306458,9.500193,-0.938527,95.639046
0.459687,9.500193,-0.938527,95.635414
0.766145,9.500193,-1.101333,96.591423
0.766145,9.500193,-1.101333,96.591423
0.766145,9.500193,-1.254562,97.49868
0.766145,9.500193,-1.570596,99.357536
0.766145,9.500193,-1.733402,100.307678
0.612916,9.500193,-1.733402,100.319427
0.612916,9.346964,-1.886631,101.387688
0.612916,9.193734,-1.886631,101.571587
0.766145,9.346964,-1.886631,101.374352
0.612916,9.500193,-1.733402,100.319427
0.459687,9.500193,-1.733402,100.328598
0.459687,9.500193,-1.886631,101.219368
0.459687,9.500193,-2.049437,102.159821
0.306458,9.500193,-1.886631,101.226471
0.0,9.500193,-1.886631,101.232162
-0.153229,9.346964,-2.049437,102.365486
-0.153229,9.346964,-1.886631,101.410011
-0.153229,9.346964,-2.049437,102.365486
0.0,9.346964,-1.886631,101.411499
0.0,9.500193,-1.886631,101.232162
0.153229,9.346964,-1.733402,100.504814
0.459687,9.346964,-2.202666,103.244705
0.459687,9.346964,-1.886631,101.398087
0.612916,9.500193,-1.254562,97.507317
0.612916,9.500193,-1.417367,98.468224
0.459687,9.653421,-1.570596,99.230682
0.153229,9.500193,-1.570596,99.386177
0.153229,9.500193,-1.417367,98.484482
0.0,9.500193,-1.254562,97.522751
-0.153229,9.500193,-1.101333,96.611786
-0.153229,9.500193,-1.254562,97.521782
-0.153229,9.500193,-1.417367,98.484482
0.0,9.500193,-1.570596,99.387375
0.153229,9.346964,-1.417367,98.62146
0.153229,9.346964,-1.733402,100.504814
0.306458,9.500193,-1.886631,101.226471
0.153229,9.500193,-1.886631,101.230736
0.153229,9.500193,-1.886631,101.230736
0.306458,9.500193,-2.049437,102.16748
0.153229,9.500193,-1.733402,100.339104
0.153229,9.500193,-1.733402,100.339104
0.459687,9.500193,-1.886631,101.219368
0.459687,9.346964,-1.733402,100.49379
0.306458,9.346964,-1.570596,99.533432
0.459687,9.346964,-1.417367,98.61235
0.612916,9.500193,-1.101333,96.599037
0.459687,9.500193,-1.254562,97.514061
0.612916,9.500193,-1.101333,96.599037
0.306458,9.500193,-1.101333,96.60923
0.459687,9.500193,-1.101333,96.604973
0.306458,9.500193,-0.938527,95.639046
0.306458,9.653421,-0.938527,95.550194
0.153229,9.653421,-0.938527,95.552277
0.0,9.80665,-0.938527,95.466736
0.0,9.500193,-0.785298,94.725403
0.0,9.346964,-0.938527,95.733841
-0.153229,9.500193,-0.785298,94.724785
0.0,9.346964,-1.254562,97.644623
0.0,9.346964,-1.254562,97.644623
0.0,9.346964,-1.417367,98.622604
0.153229,9.346964,-1.733402,100.504814
0.306458,9.346964,-1.886631,101.405533
0.459687,9.346964,-1.886631,101.398087
0.612916,9.193734,-2.049437,102.539764
0.766145,9.193734,-2.202666,103.428307
0.919373,9.040505,-2.049437,102.709381
0.919373,9.346964,-2.202666,103.1987
1.072602,9.346964,-2.202666,103.17672
1.072602,9.500193,-2.049437,102.099037
1.072602,9.500193,-2.355895,103.842934
1.072602,9.500193,-2.202666,102.974045
1.072602,9.500193,-2.355895,103.842934
1.225831,9.500193,-2.202666,102.949959
1.225831,9.346964,-2.355895,104.031349
1.225831,9.500193,-2.355895,103.81736
1.37906,9.500193,-2.202666,102.922829
1.532289,9.500193,-2.202666,102.892708
1.685518,9.500193,-1.886631,101.063736
1.838747,9.653421,-1.886631,100.867683
1.991976,9.653421,-1.886631,100.835587
1.991976,9.653421,-2.049437,101.745651
1.991976,9.653421,-2.049437,101.745651
1.991976,9.500193,-1.886631,100.998993
2.145205,9.653421,-2.049437,101.708572
2.145205,9.653421,-1.886631,100.801239
2.298434,9.653421,-2.049437,101.669136
2.298434,9.653421,-2.202666,102.515015
2.298434,9.653421,-2.202666,102.515015
2.451663,9.959879,-2.671929,104.600693
