X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
0.050765,0.937207,0.088787,84.596069
0.054638,0.944954,0.088787,84.641205
0.062385,0.937207,0.070133,85.729866
0.062385,0.941081,0.070133,85.747299
0.050765,0.944954,0.068196,85.878143
0.035066,0.933231,0.068196,85.823486
0.007747,0.925484,0.067992,85.798393
0.003874,0.929358,0.067992,85.815727
0.003874,0.929358,0.066055,85.934517
0.007747,0.941081,0.066055,85.985092
0.027319,0.944954,0.064934,86.070663
0.046789,0.952803,0.064934,86.105988
0.066361,0.956677,0.061672,86.320374
0.085831,0.944954,0.061672,86.281197
0.101529,0.956677,0.058818,86.501419
0.105403,0.948828,0.058818,86.474426
0.11315,0.964526,0.056269,86.683914
0.105403,0.964526,0.056269,86.680939
0.081957,0.96055,0.056269,86.659554
0.078084,0.96055,0.050765,86.984695
0.078084,0.964526,0.050765,86.997017
0.109276,0.956677,0.046585,87.230179
0.109276,0.956677,0.046585,87.230179
0.124873,0.952803,0.043527,87.406517
0.11315,0.944954,0.043527,87.381355
0.11315,0.941081,0.045668,87.241631
0.09368,0.937207,0.045668,87.224144
0.081957,0.948828,0.04893,87.058884
0.074108,0.956677,0.04893,87.080864
0.074108,0.96055,0.046075,87.261879
0.062385,0.9684,0.046075,87.281609
0.054638,0.944954,0.041998,87.459435
0.062385,0.944954,0.041998,87.460716
0.039042,0.929358,0.041488,87.446152
0.039042,0.929358,0.041488,87.446152
0.023344,0.929358,0.043527,87.319321
0.015596,0.905912,0.043527,87.249588
0.015596,0.902039,0.047197,87.005333
0.007747,0.882467,0.047197,86.938698
0.003874,0.890316,0.048828,86.860893
0.011621,0.886442,0.048828,86.847443
0.007747,0.898063,0.048114,86.933395
0.011621,0.917635,0.048114,86.99881
0.007747,0.937207,0.047604,87.092316
0.0,0.956677,0.047604,87.151299
0.007747,0.944954,0.048624,87.054466
0.003874,0.925484,0.048624,86.992538
0.0,0.925484,0.048828,86.979927
0.011621,0.898063,0.048828,86.888153
0.011621,0.886442,0.05158,86.670135
-0.003874,0.882467,0.05158,86.654907
-0.011621,0.886442,0.056881,86.328827
-0.046789,0.898063,0.056881,86.380791
-0.078084,0.909786,0.062997,86.053413
-0.11315,0.909786,0.062997,86.069138
-0.120999,0.905912,0.066055,85.866211
-0.109276,0.89419,0.066055,85.806244
-0.09368,0.89419,0.080428,84.888176
-0.074108,0.886442,0.080428,84.833595
-0.046789,0.882467,0.114883,82.593025
-0.046789,0.862997,0.114883,82.428314
-0.054638,0.851274,0.186239,77.684044
-0.085831,0.843425,0.186239,77.610199
-0.124873,0.859021,0.273802,72.493568
-0.160041,0.89419,0.273802,73.226563
-0.171763,0.929358,0.437615,65.154129
-0.175637,0.948828,0.437615,65.605148
-0.175637,0.964526,0.40632,67.488503
-0.16789,0.976249,0.40632,67.697342
-0.160041,0.983996,0.398573,68.208374
-0.163914,0.983996,0.398573,68.220833
-0.160041,0.995719,0.418043,67.485008
-0.16789,1.01529,0.418043,67.891518
-0.152294,1.019164,0.398573,68.85434
-0.152294,1.019164,0.398573,68.85434
-0.160041,1.01529,0.422018,67.677299
-0.16789,0.995719,0.422018,67.318306
-0.152294,0.987971,0.422018,67.111984
-0.136595,1.003568,0.422018,67.379677
-0.117125,1.023038,0.402446,68.652916
-0.117125,1.058206,0.402446,69.29332
-0.156167,1.066055,0.020489,88.910553
-0.175637,1.046483,0.020489,88.893806
-0.16789,1.038736,0.015902,89.134155
-0.160041,1.023038,0.015902,89.120163
-0.148318,1.019164,0.018145,88.990669
-0.144444,1.007441,0.018145,88.978615
-0.136595,0.995719,0.020082,88.855339
-0.124873,0.980122,0.020082,88.835648
-0.09368,0.983996,0.01896,88.901093
-0.066361,0.980122,0.01896,88.894295
-0.074108,0.983996,0.01264,89.266113
-0.039042,1.003568,0.01264,89.278931
-0.01947,1.030887,0.012742,89.291969
0.007747,1.062079,0.012742,89.312653
0.039042,1.077778,0.024159,88.716736
0.062385,1.081651,0.024159,88.722618
0.085831,1.085525,0.281346,75.513145
0.11315,1.093374,0.281346,75.643257
0.163914,1.081651,0.261876,76.53817
0.226402,1.054332,0.261876,76.35025
-0.01937807921,0.9576134455,0.123040802,
