X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
-3.673,12.291,0.133,89.405983
-4.926,12.285,-2.014,98.651924
-4.195,10.207,-3.341,106.843788
-0.765,8.98,-3.229,109.71154
2.523,8.708,-2.135,103.251251
3.839,8.499,-1.372,98.369232
3.692,8.576,-0.924,95.65168
2.74,9.36,-0.362,92.125702
0.691,10.178,-0.741,94.154488
-1.023,10.702,-1.449,97.676117
-2.349,9.526,-2.489,104.234833
-2.349,9.526,-2.489,104.234833
-1.799,8.967,-2.791,106.970688
-0.638,9.249,-2.523,105.22377
0.15,9.803,-2.247,102.908607
0.023,9.874,-1.96,101.227303
0.023,9.874,-2.267,102.930573
-0.874,9.52,-2.529,104.817528
-1.481,9.015,-2.163,103.320068
-1.866,9.151,-1.694,100.280754
-1.803,9.354,-1.237,97.398613
-1.696,9.535,-0.645,93.81028
-1.692,9.653,-0.307,91.794258
-1.667,9.563,-0.524,93.089859
-1.757,9.513,-0.844,94.986153
-1.994,9.592,-0.912,95.318283
-2.001,9.721,-0.936,95.387581
-1.884,9.789,-1.144,96.546616
-1.675,9.778,-1.251,97.187256
-1.477,9.603,-1.748,100.199028
-1.392,9.363,-2.099,102.502647
-1.516,9.383,-2.251,103.323914
-1.595,9.416,-2.326,103.688263
-1.82,9.36,-2.403,104.14463
-2.006,9.292,-2.221,103.150703
-2.01,9.274,-1.945,101.583328
-1.882,9.334,-1.85,100.995018
-1.736,9.409,-1.661,99.848564
-1.606,9.488,-1.534,99.057335
-1.65,9.599,-1.291,97.550499
-1.778,9.678,-1.177,96.820984
-1.87,9.666,-1.281,97.413322
-2.002,9.487,-1.47,98.620956
-2.265,9.436,-1.543,99.034737
-2.381,9.499,-1.551,98.999786
-2.36,9.49,-1.604,99.314949
-2.287,9.43,-1.52,98.902847
-2.135,9.441,-1.46,98.577599
-2.033,9.476,-1.458,98.555367
-1.93,9.432,-1.488,98.786018
-1.821,9.334,-1.524,99.104401
-1.692,9.332,-1.61,99.634506
-1.656,9.459,-1.615,99.546608
-1.872,9.695,-1.57,99.034523
-1.721,9.741,-1.71,99.807755
-1.751,9.527,-1.713,100.028656
-1.653,9.412,-1.645,99.767296
-1.611,9.454,-1.757,100.381821
-1.463,9.516,-1.821,100.710388
-1.357,9.597,-1.902,101.102356
-1.408,9.526,-1.652,99.734688
-1.466,9.488,-1.522,99.008247
-1.592,9.559,-1.454,98.533081
-1.977,9.423,-1.176,96.963715
-2.801,9.201,-0.757,94.500328
-3.121,9.289,-0.822,94.794952
-3.322,9.122,-0.891,95.243881
-3.348,8.989,-1.083,96.441628
-3.48,8.96,-1.136,96.740219
-3.6,8.954,-0.981,95.804276
-3.376,9.008,-0.952,95.651711
-3.128,9.285,-0.967,95.636627
-3.142,9.442,-1.007,95.778389
-3.285,9.319,-1.333,97.68309
-3.715,9.077,-1.359,97.888847
-4.326,8.796,-1.269,97.376495
-4.821,8.576,-1.087,96.304916
-4.872,8.54,-1.048,96.084236
-4.808,8.619,-0.942,95.452194
-4.617,8.741,-0.748,94.327148
-4.521,8.784,-0.703,94.070297
-4.492,8.774,-0.703,94.079407
-4.388,8.812,-0.788,94.57666
-4.218,8.9,-0.757,94.395172
-4.27,9.309,-1.231,96.853844
-4.768,9.47,-1.324,97.117981
-5.141,8.892,-1.166,96.476562
-5.408,8.407,-0.762,94.359169
-5.109,8.394,-0.406,92.365921
-4.912,8.708,-0.223,91.277756
-4.932,8.991,-0.004,90.022346
-4.92,8.987,0.153,89.144455
-4.75,8.765,0.181,88.959869
-4.478,8.581,-0.02,90.118393
-4.304,8.628,-0.268,91.59214
-4.284,8.684,-0.485,92.867363
-4.29,8.73,-0.826,94.853752
-4.318,8.767,-0.973,95.685814
-4.356,8.771,-1.033,96.021423
-4.355,8.769,-0.988,95.762222
-4.238,8.702,-0.905,95.341637
