23.4999485,-3.361459,9.931149,0.488417,87.332848
23.5098305,-3.270479,9.792285,0.502782,87.211876
23.5204086,-3.122039,9.366117,0.565032,86.724457
23.5298996,-2.973598,9.222465,0.646434,86.183365
23.539608,-2.772485,8.949526,0.665588,85.936508
23.5496063,-2.600103,8.66701,0.727837,85.401245
23.5599194,-2.499547,8.441956,0.708684,85.39798
23.5698509,-2.456451,8.418014,0.670376,85.62838
23.5795841,-2.494758,8.614338,0.512359,86.730247
23.5898457,-2.561796,8.987833,0.282516,88.268524
23.599617,-2.671929,9.485827,0.033519,89.805122
23.6095982,-2.743755,10.01734,-0.11971,90.660347
23.6199245,-2.75812,10.58716,-0.205901,91.078186
23.629837,-2.686294,11.042058,-0.287304,91.448227
23.6396713,-2.571373,11.386824,-0.253785,91.245422
23.6495953,-2.437297,11.506534,-0.23942,91.16613
23.6596012,-2.25055,11.501745,-0.124498,90.60862
23.6696663,-2.035071,11.36767,-0.105345,90.522636
23.6799393,-1.886631,11.089942,-0.052672,90.268272
23.6900768,-1.742979,10.749966,0.043096,89.77327
23.699585,-1.675941,10.342952,-0.129287,90.70694
23.7100372,-1.623269,9.830592,-0.004788,90.027534
23.7196388,-1.508347,9.457097,-0.124498,90.74482
23.7295837,-1.417367,9.255983,-0.143652,90.878914
23.7403336,-1.326388,9.188946,-0.143652,90.886452
23.7506599,-1.312023,9.121908,-0.153229,90.95256
23.7596283,-1.302446,9.035717,-0.153229,90.961601
23.7704487,-1.359907,8.935161,-0.229843,91.456757
23.779829,-1.450886,8.930372,-0.296881,91.879417
23.7898254,-1.493982,8.892065,-0.397437,92.523849
23.8003159,-1.541866,8.863335,-0.454898,92.894653
23.8096161,-1.460463,8.734048,-0.56982,93.681786
23.8198643,-1.331176,8.580819,-0.651223,94.28891
23.8298149,-1.249773,8.389283,-0.684742,94.615486
23.83992,-1.225831,8.274361,-0.68953,94.71244
23.8496056,-1.130063,8.135497,-0.593762,94.13472
23.8595848,-1.053449,8.020576,-0.512359,93.624077
23.8698654,-0.991199,7.819463,-0.387861,92.817146
23.8796062,-0.905008,7.627927,-0.229843,91.71389
23.8895912,-0.924162,7.517793,-0.129287,90.977882
23.9001732,-0.967257,7.465121,-0.019154,90.14579
23.909729,-1.015141,7.422025,0.023942,89.816879
23.9197788,-1.043872,7.364564,0.086191,89.336105
23.9298058,-1.091756,7.311892,0.086191,89.332047
23.9397602,-1.221043,7.25922,0.062249,89.515495
23.9498272,-1.403002,7.40766,-0.02873,90.218338
23.9595928,-1.675941,7.714118,-0.162806,91.181488
23.9696026,-2.006341,8.159439,-0.248997,91.697388
23.9798584,-2.413355,8.590396,-0.277727,91.782761
23.9896221,-2.791639,8.963891,-0.354342,92.16143
23.9995899,-3.150769,9.399636,-0.383072,92.21286
24.0098705,-3.44765,9.911995,-0.459687,92.50811
24.0196438,-3.672705,10.534488,-0.536301,92.752167
24.0295773,-3.830723,11.152191,-0.636858,93.091461
24.0397396,-4.031836,11.69807,-0.761356,93.521072
24.0497475,-4.161122,12.105083,-0.90022,94.022873
24.0597305,-4.213795,12.35887,-0.861913,93.776566
24.0697632,-4.156334,12.473791,-0.866701,93.771408
24.0797443,-4.007894,12.339716,-0.68953,93.042175
24.0897179,-3.931279,12.08593,-0.45011,92.028336
24.0998993,-3.687071,11.808203,-0.253785,91.175285
24.1097393,-3.620033,11.477803,-0.067038,90.319145
24.1196098,-3.514688,11.142614,0.186748,89.08429
24.1296005,-3.471592,11.013328,0.3304,88.361092
24.1396008,-3.500323,10.970232,0.407014,87.975662
24.1499538,-3.615245,12.406754,0.292093,88.705162
24.1596241,-3.763685,13.029245,0.21069,89.109962
24.1698456,-3.835511,13.594277,0.430956,88.252434
24.1799755,-3.691859,12.727576,0.746991,86.773804
24.1897469,-3.485958,12.425907,0.905008,85.988693
24.1995773,-3.280056,11.903971,1.11091,84.858963
24.2097874,-3.145981,11.45865,1.101333,84.704727
24.2197514,-3.193865,10.874464,1.149217,84.210144
24.2297554,-3.289633,10.247183,1.067814,84.333755
24.2399769,-3.462016,9.591172,0.90022,84.954781
24.2497349,-3.600879,9.074024,0.866701,84.926605
24.2595921,-3.663129,8.844181,0.828394,85.054146
24.2696609,-3.677494,8.848969,0.751779,85.514236
24.2797737,-3.586514,8.992621,0.679953,85.982559
24.2897644,-3.39019,9.198523,0.641646,86.255241
24.2997913,-3.1795,9.404425,0.684742,86.05426
24.309864,-2.920926,9.56723,0.636858,86.357155
24.3198109,-2.595315,9.615114,0.531513,86.945084
24.3295841,-2.293645,9.500193,0.507571,87.027
24.3398991,-2.006341,9.337387,0.560243,86.642815
24.3496037,-1.742979,9.212888,0.54109,86.697227
24.3597145,-1.436521,9.121908,0.474052,87.061256
24.3698025,-1.13964,9.030929,0.440533,87.22924
24.3795986,-0.919373,8.887277,0.531513,86.595566
24.3895855,-0.737414,8.825027,0.59855,86.133339
24.3997211,-0.579397,8.901642,0.54109,86.528862
24.4097652,-0.430956,9.016563,0.703895,85.541222
24.4197884,-0.339977,9.208099,0.746991,85.36528
24.4297733,-0.248997,9.519346,0.794875,85.228439
24.4395847,-0.181959,9.89763,0.775721,85.519386
24.4495716,-0.162806,10.271125,0.727837,85.947159
24.4597874,-0.062249,10.457873,0.632069,86.541336
24.4697704,-0.052672,10.515334,0.517148,87.184479
24.4797554,-0.114922,10.515334,0.416591,87.731407
24.4897594,-0.196325,10.424355,0.306458,88.316391
24.4995785,-0.320823,10.280702,0.225055,88.746544
