X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
-3.53,12.427,-0.527,92.336014
-3.806,12.402,-0.61,92.692131
-4.108,12.11,-0.694,93.106422
-4.253,11.759,-0.75,93.432404
-4.259,11.554,-0.782,93.63369
-4.117,11.459,-0.719,93.379387
-3.816,11.388,-0.517,92.464844
-3.338,11.336,-0.263,91.27494
-3.01,11.211,-0.045,90.222115
-2.793,11.03,0.183,89.07856
-2.643,10.841,0.364,88.13163
-2.424,10.621,0.445,87.660896
-2.087,10.383,0.305,88.350395
-1.335,10.455,0.019,89.896713
0.642,10.741,-1.016,95.394005
9.001,13.36,-5.759,109.671799
17.556999,17.910999,-5.088,101.467598
8.264,16.757999,1.187,86.365036
-0.848,10.551,5.969,60.580914
-3.299,9.055,5.289,61.241646
-2.439,10.718,0.435,87.733749
-2.199,11.591,-2.19,100.516037
-3.167,10.089,-2.842,105.043465
-3.446,8.031,-2.687,107.091026
-2.151,7.442,-2.095,105.133095
-0.81,7.579,-2.207,106.148399
-0.158,8.012,-4.124,117.231613
0.307,9.546,-4.511,115.281822
0.054,10.945,-4.002,110.084534
-0.685,10.817,-3.355,107.199379
-1.477,9.836,-2.641,104.870407
-2.012,9.091,-2.071,102.539909
-1.823,8.647,-1.622,100.400581
-0.867,8.88,-1.209,97.716827
0.431,9.767,-0.743,94.346039
1.778,10.554,-0.422,92.257957
2.61,10.522,-0.338,91.785805
2.539,9.708,-0.611,93.484421
1.364,9.039,-1.097,96.843018
-0.067,9.196,-1.439,98.893349
-1.185,9.79,-1.668,99.600334
-1.899,9.967,-2.008,101.194458
-1.912,9.918,-2.323,102.951996
-0.853,9.342,-2.195,103.169533
-0.694,9.342,-2.202,103.227913
-0.805,9.467,-2.107,102.503693
-0.884,9.553,-2.185,102.830315
-0.833,9.601,-2.099,102.287399
-0.774,9.703,-2.054,101.915565
-0.809,9.785,-1.976,101.379059
-0.964,9.649,-1.971,101.489311
-1.15,9.404,-1.999,101.914497
-1.254,9.326,-2.01,102.057411
-1.195,9.387,-2.255,103.40374
-1.36,9.372,-2.603,105.368965
-1.717,9.465,-2.419,104.115433
-1.985,9.397,-2.398,104.018883
-1.973,9.28,-2.525,104.903343
-1.93,9.263,-2.631,105.539215
-1.961,9.325,-2.414,104.215828
-1.983,9.441,-2.157,102.603607
-1.899,9.5,-1.941,101.32933
-1.657,9.515,-2.212,102.899864
-1.465,9.47,-2.225,103.071907
-1.335,9.496,-2.222,103.046036
-1.444,9.694,-1.841,100.638405
-1.482,9.787,-1.695,99.716911
-1.428,9.792,-1.685,99.663528
-1.41,9.699,-1.357,97.88282
-1.208,9.681,-1.476,98.603058
-1.054,9.676,-1.777,100.346558
-1.233,9.645,-1.948,101.328636
-1.409,9.602,-2.037,101.854042
-1.453,9.541,-2.139,102.496742
-1.703,9.433,-2.218,103.02845
-1.916,9.431,-2.247,103.14238
-1.956,9.485,-2.248,103.068153
-1.686,9.527,-2.104,102.268906
-1.404,9.445,-1.914,101.334412
-1.371,9.359,-1.659,99.94796
-1.653,9.356,-1.356,98.122589
-2.068,9.469,-1.239,97.284889
-2.459,9.519,-1.211,97.022079
-2.826,9.412,-1.256,97.28347
-3.022,9.329,-1.301,97.55732
-3.212,9.213,-1.259,97.352669
-3.267,9.144,-1.064,96.253334
-3.089,9.177,-1.017,95.995796
-2.685,9.188,-0.773,94.616844
-2.321,9.242,-0.694,94.16552
-2.409,9.377,-0.927,95.469376
-3.288,9.412,-1.663,99.469971
-3.581,9.094,-1.822,100.559837
-3.661,9.002,-1.874,100.914864
-3.69,8.972,-1.809,100.562752
-3.697,9.057,-1.549,98.997749
-3.647,9.182,-1.44,98.29261
-3.689,9.155,-1.284,97.411827
-3.751,8.985,-1.201,97.031898
-3.897,8.771,-1.082,96.43206
-4.071,8.744,-1.064,96.295044
