X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
-0.195,9.663,-1.741,100.211472
-0.773,9.414,-2.078,102.407127
-0.765,9.721,-1.823,100.589439
-0.662,9.931,-1.333,97.628174
-0.493,9.541,-1.558,99.262131
-0.106,8.955,-1.988,102.515762
0.383,8.665,-2.595,106.656586
0.198,8.678,-2.923,108.610497
-0.599,8.961,-2.846,107.582954
-1.252,9.353,-2.577,105.274498
-1.578,9.504,-2.827,106.353615
-1.681,9.469,-2.983,107.23275
-1.629,9.463,-2.556,104.905876
-1.059,9.497,-2.288,103.46508
-0.719,9.535,-2.194,102.922737
-0.688,9.522,-2.227,103.130653
-0.588,9.259,-2.689,106.163506
-1.009,9.14,-2.9,107.503754
-1.79,9.409,-2.063,102.15551
-2.378,9.857,-1.385,97.777931
-2.378,9.857,-1.385,97.777931
-2.192,9.846,-1.198,96.773071
-1.89,9.807,-1.051,96.00724
-1.739,9.703,-0.919,95.326149
-1.71,9.58,-1.12,96.565353
-2.195,9.455,-1.227,97.204597
-2.368,9.137,-1.499,99.023865
-2.548,9.191,-1.702,100.117966
-2.652,9.316,-1.57,99.206863
-2.677,9.461,-1.45,98.389
-2.717,9.566,-1.223,97.011269
-2.56,9.521,-1.216,97.031181
-2.33,9.33,-1.25,97.406036
-2.216,9.213,-1.174,97.062675
-2.22,9.244,-1.152,96.909187
-2.41,9.328,-1.107,96.554657
-2.344,9.378,-1.106,96.527153
-2.092,9.379,-1.326,97.85656
-1.826,9.264,-1.484,98.931885
-1.898,9.222,-1.634,99.845474
-2.534,9.453,-1.249,97.272865
-2.743,9.816,-1.036,95.804054
-2.518,9.853,-1.1,96.173393
-2.311,9.743,-1.004,95.7257
-2.032,9.687,-1.141,96.575905
-1.794,9.561,-1.305,97.640663
-1.849,9.44,-1.394,98.245667
-1.967,9.307,-1.515,99.04908
-2.077,9.243,-1.712,100.243645
-2.321,9.298,-1.744,100.313988
-2.335,9.378,-1.74,100.206398
-2.062,9.344,-1.531,99.090218
-1.827,9.232,-1.247,97.547943
-1.86,9.203,-1.076,96.537643
-2.119,9.222,-1.252,97.53727
-2.689,9.332,-1.296,97.601067
-3.108,9.38,-1.54,98.858101
-3.873,9.286,-1.4,97.921669
-4.286,9.193,-1.204,96.769463
-4.365,8.948,-0.805,94.622688
-4.365,8.948,-0.805,94.622688
-4.191,8.864,-0.706,94.118484
-4.223,8.79,-0.561,93.292473
-4.474,8.704,-0.474,92.772888
-4.725,8.644,-0.409,92.377449
-4.752,8.6,-0.553,93.221313
-4.635,8.676,-0.703,94.087906
-4.649,9.03,-0.692,93.897758
-4.929,9.946,-1.113,95.725739
-5.325,10.843,-1.612,97.600861
-5.012,10.231,-1.677,98.373779
-4.699,9.157,-1.63,98.999245
-4.142,8.84,-1.086,96.347755
-3.804,8.84,-1.213,97.18383
-3.932,8.762,-1.339,97.937225
-4.252,9.109,-1.797,100.135193
-4.667,9.375,-2.041,101.028297
-4.911,9.459,-2.273,102.039062
-5.202,9.334,-2.315,102.223907
-5.24,9.043,-2.066,101.181801
-4.751,8.739,-1.852,100.546989
-3.809,8.495,-2.367,104.265007
-3.79,8.19,-1.954,102.217293
-4.137,8.325,-1.571,99.591942
-4.385,8.499,-1.205,97.181389
-4.32,8.279,-1.01,96.172913
-3.819,8.096,-0.767,94.897346
-3.55,8.13,-0.454,92.929642
-3.37,7.951,-0.534,93.538452
-3.07,7.724,-0.74,95.087669
-2.607,7.743,-0.862,96.022804
-2.385,7.512,-0.9,96.51445
-2.713,7.674,-1.033,97.232895
-3.017,7.736,-1.018,96.989525
-3.106,7.846,-0.83,95.617523
-3.133,7.983,-0.422,92.817162
-3.417,8.31,0.034,89.783188
-3.8,8.545,0.538,86.707474
-4.22,8.716,1.134,83.320961
-4.132,8.888,1.707,80.120651
-4.111,9.281,2.644,75.400352
