"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-0.415155,9.250652,3.209672,9.800455,70.882751,92.569618"
"0.0025166,-0.419940,9.267402,3.224029,9.821174,70.835991,92.594513"
"0.0050332,-0.446261,9.272188,3.188137,9.815133,71.045418,92.755463"
"0.0075449,-0.477667,9.327223,3.192923,9.870157,71.125725,92.931679"
"0.0100614,-0.470489,9.291330,3.166602,9.827388,71.202637,92.898834"
"0.0125779,-0.482453,9.293723,3.139982,9.821687,71.355286,92.971657"
"0.0150944,-0.472882,9.348758,3.132803,9.871036,71.495857,92.895683"
"0.0176108,-0.470489,9.351151,3.113661,9.867130,71.605446,92.880318"
"0.0201273,-0.458226,9.320045,3.108875,9.835563,71.573669,92.814713"
"0.0226439,-0.434297,9.322437,3.130410,9.843573,71.457039,92.667267"
"0.0251603,-0.384048,9.300901,3.137589,9.823376,71.373344,92.364487"
"0.0276744,-0.386441,9.329616,3.118446,9.844581,71.532433,92.371887"
"0.0301908,-0.427119,9.286545,3.089732,9.796367,71.615295,92.633369"
"0.0327073,-0.386441,9.267402,3.080161,9.773508,71.629883,92.387787"
"0.0352237,-0.376870,9.296116,3.106482,9.808671,71.536064,92.321533"
"0.0377402,-0.321835,9.257831,3.106482,9.770427,71.461159,91.990997"
"0.0402566,-0.321835,9.279366,3.101696,9.789318,71.527771,91.986382"
"0.0427730,-0.355334,9.300901,3.072983,9.801849,71.729080,92.187881"
"0.0452894,-0.364905,9.260223,3.051447,9.756855,71.775017,92.256615"
"0.0477594,-0.376870,9.272188,3.087339,9.779937,71.598076,92.327515"
"0.0502304,-0.391227,9.228818,3.111268,9.747006,71.385307,92.427422"
"0.0527446,-0.374477,9.248260,3.106482,9.763236,71.447006,92.318733"
"0.0552588,-0.367298,9.250652,3.159423,9.782200,71.156960,92.273743"
"0.0577730,-0.381655,9.286545,3.130410,9.807398,71.386131,92.353401"
"0.0602871,-0.357727,9.310472,3.164209,9.839973,71.242294,92.200333"
"0.0628014,-0.362513,9.327223,3.166602,9.856768,71.260757,92.225739"
"0.0653155,-0.352941,9.317652,3.221637,9.865198,70.939529,92.169258"
"0.0678351,-0.317049,9.332008,3.235994,9.882235,70.885582,91.945839"
"0.0703494,-0.317049,9.298509,3.300600,9.872018,70.467659,91.952843"
"0.0728637,-0.388834,9.274581,3.338885,9.864948,70.216957,92.400703"
"0.0753780,-0.345763,9.293723,3.384349,9.896800,70.003426,92.130646"
"0.0778923,-0.333799,9.262616,3.369992,9.862267,70.019180,92.063889"
"0.0804066,-0.331406,9.226425,3.305385,9.806239,70.301559,92.057137"
"0.0829209,-0.324227,9.212068,3.300600,9.790877,70.299118,92.015747"
"0.0854353,-0.288335,9.212068,3.250350,9.772927,70.574120,91.792755"
"0.0879697,-0.319442,9.197711,3.233601,9.754799,70.640869,91.989113"
"0.0904846,-0.338584,9.212068,3.197708,9.757160,70.868980,92.104927"
"0.0929994,-0.362513,9.228818,3.164209,9.762925,71.088661,92.249451"
"0.0955142,-0.350549,9.250652,3.096911,9.761574,71.502983,92.170151"
"0.0980290,-0.355334,9.265009,3.128017,9.785252,71.357239,92.196350"
"0.1005438,-0.372084,9.288938,3.173780,9.823222,71.150131,92.293854"
"0.1030586,-0.388834,9.241081,3.171387,9.777856,71.074173,92.409393"
"0.1055735,-0.393619,9.257831,3.142374,9.784523,71.267052,92.434601"
"0.1080767,-0.376870,9.269794,3.176173,9.806080,71.101158,92.328117"
"0.1105912,-0.393619,9.262616,3.185744,9.803059,71.035973,92.433350"
"0.1131057,-0.427119,9.286545,3.197708,9.830956,71.018105,92.633369"
"0.1156203,-0.422333,9.324830,3.204887,9.869251,71.050507,92.593224"
"0.1181348,-0.463011,9.334401,3.207280,9.880894,71.059013,92.839699"
"0.1206493,-0.436690,9.317652,3.166602,9.850720,71.248825,92.683319"
"0.1231638,-0.455833,9.250652,3.176173,9.791345,71.071632,92.821007"
"0.1256784,-0.492024,9.224032,3.171387,9.766399,71.051125,93.053352"
"0.1282107,-0.487238,9.253045,3.176173,9.795117,71.079201,93.014244"
"0.1307257,-0.492024,9.224032,3.238386,9.788361,70.680199,93.053352"
"0.1332406,-0.482453,9.183354,3.219244,9.743217,70.706413,93.007301"
"0.1357556,-0.501595,9.164211,3.209672,9.722980,70.724426,93.132912"
"0.1382706,-0.475274,9.152247,3.202494,9.708012,70.738411,92.972687"
"0.1407855,-0.465404,9.145069,3.252743,9.717470,70.443787,92.913338"
"0.1433005,-0.441476,9.125926,3.212065,9.684771,70.630348,92.769585"
"0.1458155,-0.443869,9.133105,3.262315,9.708415,70.364845,92.782387"
"0.1483434,-0.417548,9.123533,3.286243,9.706318,70.210388,92.620369"
"0.1508587,-0.374477,9.168997,3.255136,9.736871,70.469398,92.338753"
"0.1533739,-0.355334,9.142676,3.228815,9.702579,70.562462,92.225708"
"0.1558893,-0.379262,9.080462,3.228815,9.644889,70.441475,92.391678"
"0.1584046,-0.379262,9.140284,3.214458,9.696462,70.639648,92.376038"
"0.1609198,-0.369691,9.145069,3.231208,9.706166,70.554955,92.314934"
"0.1634351,-0.352941,9.130713,3.247958,9.697614,70.432121,92.213623"
"0.1659505,-0.343370,9.200104,3.267100,9.769020,70.461830,92.137421"
"0.1684543,-0.350549,9.190533,3.240779,9.751483,70.589310,92.184334"
"0.1709693,-0.331406,9.207282,3.259922,9.772971,70.514694,92.061409"
"0.1734843,-0.352941,9.248260,3.235994,9.804414,70.727898,92.185516"
"0.1759993,-0.333799,9.260223,3.224029,9.811091,70.815529,92.064423"
"0.1785143,-0.340977,9.272188,3.228815,9.824204,70.812584,92.106056"
"0.1810293,-0.338584,9.288938,3.224029,9.838362,70.870781,92.087524"
"0.1835443,-0.321835,9.276974,3.209672,9.821803,70.925911,91.986893"
"0.1860593,-0.355334,9.327223,3.202494,9.868095,71.062889,92.181709"
"0.1885805,-0.340977,9.348758,3.204887,9.888722,71.089241,92.088821"
"0.1910957,-0.314656,9.355937,3.188137,9.889225,71.192787,91.926231"
"0.1936108,-0.369691,9.365508,3.192923,9.901726,71.188164,92.260498"
"0.1961260,-0.374477,9.372686,3.207280,9.913331,71.123337,92.287979"
"0.1986412,-0.357727,9.418150,3.226422,9.961893,71.102486,92.175201"
"0.2011563,-0.400798,9.418150,3.216851,9.960438,71.157799,92.436806"
"0.2036715,-0.386441,9.458828,3.221637,9.999886,71.205956,92.339523"
"0.2061866,-0.367298,9.420543,3.250350,9.972278,70.977547,92.232780"
"0.2087316,-0.415155,9.377472,3.231208,9.927238,71.004791,92.534912"
"0.2112600,-0.441476,9.377472,3.238386,9.930711,70.967880,92.695396"
"0.2137762,-0.460618,9.391829,3.231208,9.942802,71.035660,92.807800"
"0.2162925,-0.458226,9.375079,3.240779,9.929992,70.951843,92.798218"
"0.2188087,-0.487238,9.336794,3.252743,9.899165,70.816925,92.987259"
"0.2213249,-0.475274,9.305687,3.269493,9.874780,70.664734,92.923759"
"0.2238411,-0.475274,9.298509,3.259922,9.864849,70.703400,92.926010"
"0.2263573,-0.489631,9.291330,3.231208,9.849328,70.848701,93.016563"
"0.2288506,-0.523131,9.288938,3.190530,9.835523,71.071472,93.223358"
"0.2313662,-0.515952,9.245867,3.195316,9.796035,70.962639,93.194000"
"0.2338819,-0.496810,9.241081,3.243172,9.806252,70.687218,93.077316"
"0.2363975,-0.520738,9.284152,3.180959,9.827774,71.114967,93.210297"
"0.2389132,-0.496810,9.226425,3.212065,9.782183,70.830811,93.082191"
"0.2414288,-0.496810,9.241081,3.226422,9.800724,70.779625,93.077316"
"0.2439445,-0.503988,9.238688,3.204887,9.791765,70.894760,93.122498"
