"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,0.041874,9.530014,1.521237,9.650756,80.930710,89.748245"
"0.0024674,0.027517,9.549157,1.504487,9.666987,81.046577,89.834892"
"0.0049359,0.070588,9.592228,1.583450,9.722301,80.626602,89.578377"
"0.0074050,0.075374,9.654441,1.432703,9.760458,81.559258,89.552689"
"0.0098733,0.027517,9.714262,1.368096,9.810164,81.983574,89.837700"
"0.0123408,0.017946,9.735797,1.430310,9.840318,81.642334,89.894386"
"0.0148092,0.037089,9.721440,1.490130,9.835052,81.285431,89.781410"
"0.0172783,0.063410,9.702297,1.533201,9.822897,81.020309,89.625549"
"0.0197467,0.106481,9.680762,1.535594,9.802374,80.987190,89.369820"
"0.0222142,0.120838,9.652048,1.559522,9.777972,80.822510,89.282730"
"0.0246826,0.156730,9.647263,1.588236,9.778380,80.652428,89.069252"
"0.0271517,0.218943,9.597013,1.590629,9.730401,80.591637,88.693100"
"0.0296201,0.226122,9.582657,1.643271,9.725163,80.272003,88.648247"
"0.0320875,0.254836,9.565907,1.607379,9.703359,80.464897,88.473999"
"0.0345559,0.278764,9.575478,1.604986,9.713057,80.488823,88.332458"
"0.0370250,0.285942,9.594621,1.624128,9.735312,80.396523,88.292953"
"0.0394934,0.273978,9.630513,1.607379,9.767575,80.528168,88.370430"
"0.0419609,0.300299,9.659226,1.628914,9.800214,80.432343,88.219284"
"0.0444293,0.307478,9.702297,1.631307,9.843287,80.460480,88.184837"
"0.0468984,0.340977,9.754940,1.626521,9.895488,80.539360,87.998077"
"0.0493668,0.357727,9.833903,1.590629,9.968136,80.817986,87.916672"
"0.0518343,0.321835,9.915258,1.530808,10.037893,81.227997,88.140915"
"0.0543027,0.352941,9.905687,1.552344,10.032795,81.099037,87.959404"
"0.0567718,0.410369,9.838689,1.604986,9.977183,80.742859,87.611595"
"0.0592401,0.429512,9.833903,1.597807,9.972117,80.779900,87.499100"
"0.0617076,0.412762,9.869795,1.593022,10.006045,80.839195,87.605247"
"0.0641760,0.393619,9.874580,1.573879,10.006967,80.951042,87.717293"
"0.0666452,0.372084,9.872188,1.595415,10.007192,80.826370,87.841537"
"0.0691135,0.352941,9.896116,1.604986,10.031633,80.793541,87.957436"
"0.0715810,0.285942,9.936794,1.571486,10.064354,81.016861,88.351707"
"0.0740494,0.242871,9.948758,1.557129,10.072806,81.107132,88.601563"
"0.0765185,0.235693,9.915258,1.542772,10.037333,81.158394,88.638290"
"0.0789868,0.254836,9.829117,1.578665,9.958346,80.878601,88.514847"
"0.0814543,0.252443,9.788439,1.564308,9.915862,80.923203,88.522675"
"0.0839227,0.259621,9.740582,1.437488,9.849504,81.607979,88.473228"
"0.0863919,0.290728,9.687941,1.375275,9.789387,81.924011,88.281113"
"0.0888602,0.300299,9.680762,1.418346,9.788720,81.668747,88.223244"
"0.0913277,0.300299,9.671191,1.478166,9.788110,81.314163,88.221489"
"0.0937961,0.314656,9.606585,1.588236,9.742072,80.617271,88.123993"
"0.0962652,0.259621,9.522836,1.652842,9.668696,80.157066,88.438332"
"0.0987335,0.211765,9.422338,1.669592,9.571459,79.954254,88.712509"
"0.1012010,0.218943,9.333803,1.648057,9.480712,79.989273,88.656258"
"0.1036694,0.233300,9.295518,1.588236,9.433110,80.307045,88.562286"
"0.1061386,0.259621,9.345767,1.521237,9.472324,80.758385,88.408760"
"0.1086069,0.271585,9.446265,1.456631,9.561770,81.237495,88.353165"
"0.1110744,0.271585,9.561121,1.384846,9.664709,81.761787,88.372940"
"0.1135428,0.250050,9.659226,1.348954,9.756170,82.052437,88.517105"
"0.1160119,0.185444,9.745368,1.313061,9.835177,82.327728,88.909859"
"0.1184803,0.125623,9.826724,1.325026,9.916450,82.321236,89.267578"
"0.1209478,0.065803,9.860224,1.332204,9.950030,82.305595,89.617638"
"0.1234161,-0.001196,9.869795,1.382453,9.966145,82.026505,90.006943"
"0.1258853,-0.046660,9.879367,1.432703,9.982821,81.748596,90.270607"
"0.1283536,-0.106481,9.876974,1.475773,9.987185,81.502472,90.617661"
"0.1308211,-0.168694,9.876974,1.518844,9.994496,81.259003,90.978493"
"0.1332895,-0.214158,9.862617,1.557129,9.987078,81.030167,91.243927"
"0.1357586,-0.252443,9.824331,1.569093,9.952048,80.928589,91.471931"
"0.1382270,-0.250050,9.802796,1.569093,9.930730,80.908951,91.461182"
"0.1406945,-0.259621,9.778868,1.609771,9.913880,80.655190,91.520798"
"0.1431629,-0.252443,9.752547,1.638485,9.892448,80.466171,91.482758"
"0.1456320,-0.226122,9.714262,1.657628,9.857269,80.318970,91.333450"
