Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-1.277020,10.693674,-0.826571,10.801327,94.388847,96.809914
0.0025202,-1.304537,10.641032,-0.818196,10.751876,94.364311,96.989296
0.0050404,-1.261466,10.547563,-0.838535,10.655773,94.513443,96.820061
0.0075606,-1.297359,10.484003,-0.948754,10.606488,95.131989,97.054291
0.0100808,-1.425524,10.512866,-1.066152,10.662512,95.738632,97.722099
0.0126010,-1.552493,10.571490,-0.971486,10.728952,95.195137,98.354546
0.0151212,-1.558475,10.558330,-0.947558,10.714711,95.073593,98.396584
0.0176456,-1.566850,10.578669,-0.903291,10.732156,94.828110,98.425064
0.0201659,-1.536940,10.499705,-0.852892,10.645817,94.595184,98.327774
0.0226862,-1.448256,10.473235,-0.796660,10.602866,94.309052,97.873024
0.0252066,-1.350001,10.518848,-0.737887,10.630764,93.980125,97.313423
0.0277269,-1.342822,10.521241,-0.717548,10.630831,93.870224,97.273315
0.0302472,-1.302144,10.541580,-0.741476,10.647549,93.993210,97.041763
0.0327675,-1.298555,10.526027,-0.795464,10.635612,94.289299,97.032822
0.0352878,-1.311715,10.542776,-0.771536,10.652041,94.153618,97.092201
0.0378026,-1.315305,10.533205,-0.836142,10.647890,94.503876,97.117805
0.0403227,-1.314108,10.524831,-0.820589,10.638247,94.423943,97.116997
0.0428429,-1.293769,10.522438,-0.807428,10.632379,94.355263,97.009529
0.0453631,-1.310519,10.529616,-0.815803,10.642172,94.396469,97.094566
0.0478832,-1.288984,10.564312,-0.873231,10.678422,94.690613,96.956444
0.0504034,-1.291376,10.565509,-0.791875,10.673552,94.254707,96.968452
0.0529236,-1.285394,10.522438,-0.758375,10.627750,94.091988,96.964600
0.0554437,-1.279412,10.527224,-0.801446,10.634926,94.321899,96.929382
0.0579614,-1.266252,10.529616,-0.842124,10.638862,94.540024,96.857246
0.0604815,-1.267448,10.478021,-0.761964,10.581868,94.129250,96.897133
0.0630016,-1.216003,10.503295,-0.797857,10.603511,94.315277,96.603928
0.0655217,-1.225574,10.540383,-0.742672,10.637352,94.003502,96.632233
0.0680418,-1.224377,10.551151,-0.718744,10.646243,93.871071,96.619118
0.0705619,-1.265055,10.591829,-0.734297,10.692353,93.937889,96.810966
0.0730820,-1.279412,10.596615,-0.685245,10.695546,93.673355,96.884445
0.0756021,-1.267448,10.575080,-0.668495,10.671721,93.591454,96.834435
0.0781253,-1.303341,10.529616,-0.731905,10.635187,93.946167,97.056099
0.0806454,-1.315305,10.535598,-0.776321,10.645728,94.181908,97.116211
0.0831656,-1.365704,10.514063,-0.754786,10.629222,94.072029,97.400887
0.0856858,-1.317698,10.437343,-0.801446,10.550676,94.356476,97.195435
0.0882060,-1.314108,10.383504,-0.806232,10.497335,94.404854,97.212852
0.0907262,-1.341626,10.448111,-0.781107,10.562817,94.240822,97.317223
0.0932463,-1.321287,10.456486,-0.822981,10.571716,94.464851,97.201752
0.0957666,-1.336840,10.472039,-0.918844,10.596934,94.974274,97.274918
0.0982819,-1.332054,10.487592,-0.955933,10.614978,95.166779,97.238518
0.1008020,-1.324876,10.530812,-0.903291,10.652194,94.864441,97.170677
0.1033220,-1.275823,10.527224,-0.903291,10.642654,94.868813,96.910133
0.1058421,-1.211067,10.537991,-0.981057,10.652624,95.284164,96.555893
0.1083622,-1.205085,10.540383,-0.943969,10.650962,95.084656,96.522324
0.1108822,-1.191925,10.521241,-0.965504,10.632469,95.210045,96.463341
0.1134023,-1.193121,10.549955,-0.978664,10.662217,95.266479,96.452309
0.1159223,-1.190728,10.546366,-0.857677,10.647970,94.620094,96.441650
0.1184430,-1.227967,10.549955,-0.793071,10.650747,94.270287,96.639091
0.1209631,-1.255484,10.573883,-0.845713,10.681688,94.541092,96.771278
0.1234832,-1.278216,10.559526,-0.876820,10.672688,94.712471,96.901993
0.1260032,-1.296162,10.533205,-0.842124,10.646014,94.536964,97.015259
0.1285233,-1.345215,10.541580,-0.790678,10.656439,94.255096,97.272232
0.1310434,-1.380060,10.570294,-0.842124,10.693215,94.516899,97.438477
0.1335635,-1.395614,10.510473,-0.856481,10.637262,94.618286,97.563667
0.1360835,-1.409971,10.461271,-0.824178,10.587987,94.464470,97.676071
0.1386064,-1.377668,10.512866,-0.783500,10.631660,94.226242,97.465836
0.1411266,-1.399203,10.485199,-0.812214,10.609282,94.390686,97.600960
