X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
0.306458,9.653421,-0.469264,92.781624
0.612916,9.653421,-0.306458,91.814651
0.612916,9.653421,-0.153229,90.907555
0.766145,9.500193,-0.153229,90.921059
0.766145,9.500193,-0.306458,91.841637
0.612916,9.500193,-0.469264,92.821976
0.612916,9.500193,-0.469264,92.821976
0.612916,9.500193,-0.469264,92.821976
0.766145,9.653421,-0.306458,91.812607
0.612916,9.500193,-0.469264,92.821976
0.612916,9.500193,-0.469264,92.821976
0.612916,9.500193,-0.469264,92.821976
0.612916,9.500193,-0.469264,92.821976
1.072602,9.500193,-0.153229,90.918213
1.225831,9.653421,0.153229,89.097862
1.532289,9.653421,0.0,90.0
1.532289,9.653421,-0.153229,90.89814
1.532289,9.500193,-0.469264,92.791817
1.37906,9.500193,-0.469264,92.798553
1.072602,9.500193,-0.469264,92.810013
0.919373,9.500193,-0.469264,92.814705
0.612916,9.500193,-0.622492,93.741142
0.612916,9.500193,-0.622492,93.741142
0.766145,9.500193,-0.469264,92.818703
0.766145,9.653421,-0.469264,92.774307
0.919373,9.653421,-0.622492,93.672989
0.919373,9.653421,-0.938527,95.528114
0.766145,9.500193,-0.938527,95.623817
0.766145,9.500193,-1.254562,97.49868
0.612916,9.500193,-1.417367,98.468224
0.612916,9.500193,-1.417367,98.468224
0.459687,9.346964,-1.101333,96.712013
0.459687,9.346964,-0.938527,95.726967
0.306458,9.346964,-1.101333,96.716476
0.459687,9.500193,-1.101333,96.604973
0.459687,9.500193,-0.785298,94.719902
0.306458,9.500193,-0.785298,94.722954
0.459687,9.346964,-0.785298,94.796738
0.306458,9.500193,-0.938527,95.639046
0.306458,9.500193,-0.938527,95.639046
0.306458,9.500193,-0.785298,94.722954
0.306458,9.500193,-0.785298,94.722954
0.306458,9.500193,-0.785298,94.722954
0.306458,9.500193,-0.622492,93.746956
0.306458,9.346964,-0.938527,95.730782
0.459687,9.500193,-1.417367,98.4758
0.612916,9.653421,-1.254562,97.389961
0.612916,9.653421,-1.254562,97.389961
0.612916,9.500193,-1.417367,98.468224
0.459687,9.500193,-1.886631,101.219368
0.459687,9.500193,-1.886631,101.219368
0.612916,9.500193,-1.570596,99.368248
0.612916,9.500193,-1.570596,99.368248
0.612916,9.653421,-1.570596,99.22271
0.766145,9.500193,-1.570596,99.357536
0.612916,9.500193,-1.417367,98.468224
0.459687,9.653421,-1.254562,97.396385
0.612916,9.500193,-1.417367,98.468224
0.306458,9.500193,-1.570596,99.382584
0.306458,9.500193,-1.417367,98.481224
0.153229,9.653421,-1.733402,100.17849
0.153229,9.653421,-1.733402,100.17849
0.306458,9.653421,-1.733402,100.174728
0.459687,9.653421,-1.733402,100.168465
0.459687,9.653421,-1.886631,101.046089
0.612916,9.653421,-1.886631,101.036621
0.459687,9.653421,-1.886631,101.046089
0.612916,9.653421,-1.886631,101.036621
0.612916,9.500193,-1.733402,100.319427
0.612916,9.500193,-1.733402,100.319427
0.459687,9.346964,-1.570596,99.527161
0.459687,9.346964,-1.570596,99.527161
0.306458,9.500193,-1.570596,99.382584
0.306458,9.653421,-1.417367,98.348648
0.306458,9.500193,-1.570596,99.382584
0.306458,9.500193,-1.417367,98.481224
0.306458,9.500193,-1.570596,99.382584
0.153229,9.653421,-1.417367,98.351761
0.153229,9.500193,-1.733402,100.339104
0.306458,9.653421,-1.733402,100.174728
0.306458,9.500193,-1.733402,100.335159
0.306458,9.653421,-1.886631,101.052872
0.459687,9.500193,-1.886631,101.219368
0.306458,9.653421,-1.886631,101.052872
0.306458,9.653421,-1.886631,101.052872
0.306458,9.500193,-1.886631,101.226471
0.306458,9.500193,-1.733402,100.335159
0.153229,9.500193,-1.733402,100.339104
0.0,9.500193,-1.733402,100.340424
0.153229,9.500193,-1.733402,100.339104
0.153229,9.500193,-1.733402,100.339104
0.306458,9.500193,-1.733402,100.335159
0.306458,9.346964,-1.733402,100.500671
0.459687,9.346964,-1.733402,100.49379
0.459687,9.346964,-1.733402,100.49379
0.459687,9.193734,-1.570596,99.682579
0.612916,9.346964,-1.570596,99.518394
0.612916,9.500193,-1.570596,99.368248
0.612916,9.500193,-1.733402,100.319427
0.612916,9.500193,-1.570596,99.368248
0.612916,9.500193,-1.417367,98.468224
0.459687,9.500193,-1.254562,97.514061
0.306458,9.500193,-1.101333,96.60923
0.306458,9.500193,-0.938527,95.639046
0.153229,9.500193,-1.101333,96.611786
0.0,9.500193,-0.938527,95.64196
-0.306458,9.346964,-0.938527,95.730782
-0.459687,9.193734,-0.938527,95.821533
-0.612916,9.040505,-0.938527,95.913368
-0.612916,8.734048,-0.938527,96.118317
-0.459687,8.42759,-1.101333,97.434395
-0.612916,8.42759,-1.254562,98.445099
-0.459687,8.42759,-0.938527,96.345131
0.0,8.42759,-1.417367,99.546768
0.153229,8.580819,-1.733402,101.418793
0.459687,8.580819,-1.886631,102.382889
0.919373,8.734048,-2.202666,104.079765
1.225831,9.040505,-2.5187,105.433517
1.072602,9.346964,-2.355895,104.058128
1.072602,9.500193,-2.355895,103.842934
0.612916,9.653421,-2.5187,104.595055
0.459687,9.80665,-2.355895,103.494156
0.306458,9.500193,-2.355895,103.920509
0.306458,9.653421,-2.049437,101.980164
