15.4972839,1.159988,10.411179,0.961273,84.75705,83.642464
15.5022888,1.109711,10.15979,1.113297,83.783234,83.766533
15.5072632,1.077393,9.944321,1.170761,83.324097,83.816551
15.5122681,1.069016,9.774323,1.201889,83.031021,83.758385
15.5172434,1.074997,9.569626,1.203079,82.878777,83.590591
15.5222168,1.078583,9.489426,1.12767,83.266029,83.515503
15.5272217,1.110916,9.411606,1.018738,83.864471,83.268135
15.532196,1.188721,9.418793,0.883453,84.683441,82.806885
15.5372009,1.279694,9.46907,0.75058,85.508507,82.303413
15.5421753,1.353928,9.52533,0.538696,86.79528,81.910187
15.5471802,1.467651,9.56604,0.282516,88.327911,81.277519
15.5521545,1.54187,9.561249,0.093369,89.447639,80.839211
15.5571594,1.602921,9.579208,-0.025146,90.148346,80.500519
15.5621338,1.671158,9.572021,-0.144852,90.854065,80.096672
15.5671387,1.674744,9.502594,-0.310043,91.840393,80.004799
15.572113,1.707062,9.44632,-0.421387,92.513527,79.756523
15.5770874,1.73819,9.36731,-0.500381,93.006485,79.487808
15.5820923,1.702271,9.2883,-0.527924,93.199867,79.614632
15.5870667,1.668762,9.220078,-0.59256,93.618622,79.740974
15.5920715,1.589752,9.181763,-0.566223,93.477257,80.177055
15.5970459,1.513138,9.136276,-0.53511,93.30703,80.596115
15.6020508,1.448486,9.103958,-0.519547,93.225739,80.959724
15.6070251,1.395813,9.108734,-0.438141,92.722145,81.287827
15.612031,1.334763,9.130295,-0.39743,92.466255,81.682816
15.6170044,1.282089,9.112335,-0.371094,92.309326,81.991158
15.6219788,1.238998,9.133881,-0.320816,91.993378,82.275055
15.6269836,1.236603,9.105148,-0.27533,91.716286,82.265778
15.631958,1.258148,9.071625,-0.186752,91.168167,82.103989
15.6369629,1.241394,9.085999,-0.137665,90.860054,82.220009
15.6419373,1.187531,9.065643,-0.108932,90.682602,82.537178
15.6469421,1.169571,9.033325,-0.055069,90.34639,82.622787
15.6519165,1.180344,9.063248,-0.002396,90.015015,82.579903
15.6569214,1.180344,9.156631,0.027527,89.82917,82.654739
15.6618967,1.188721,9.179367,-0.025146,90.155663,82.621307
15.6669006,1.24379,9.212891,-0.039505,90.243477,82.311249
15.671875,1.218643,9.291901,-0.065842,90.402542,82.528236
15.6768494,1.294067,9.325409,-0.107742,90.655663,82.09964
15.6818542,1.335968,9.34816,-0.162811,90.987755,81.866791
15.6868286,1.394623,9.320633,-0.207092,91.25882,81.490112
15.6918335,1.431732,9.283524,-0.253784,91.547623,81.23275
15.6968079,1.455673,9.263168,-0.262161,91.601479,81.069214
15.7018127,1.499969,9.222458,-0.247803,91.519188,80.762123
15.7067871,1.558624,9.147049,-0.234634,91.448524,80.32988
15.711792,1.571793,9.106354,-0.241821,91.498993,80.207016
15.7167969,1.596939,9.065643,-0.19632,91.221764,80.009674
15.7217712,1.576584,9.026138,-0.149643,90.935646,80.092171
15.7267456,1.582565,8.987839,-0.09816,90.616249,80.013809
15.73172,1.574188,8.977066,-0.077805,90.489113,80.053932
15.7367249,1.588547,8.936356,-0.069427,90.438255,79.920265
15.7416992,1.604111,8.95192,0.00119,89.9925,79.840889
15.7467041,1.612488,9.008179,0.051468,89.677765,79.851387
