"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-0.228972,9.687620,-0.109166,9.690941,90.645439,91.353966"
"0.0049641,-0.451470,9.784863,-0.123598,9.796053,90.722931,92.641731"
"0.0099266,-0.514686,9.841146,-0.148517,9.855714,90.863434,92.993813"
"0.0148906,-0.486894,9.778360,-0.101572,9.791001,90.594398,92.850578"
"0.0198531,-0.353375,9.735705,-0.099742,9.742627,90.586586,92.078735"
"0.0248156,-0.291240,9.747552,-0.109654,9.752519,90.644234,91.711388"
"0.0297797,-0.239593,9.755366,-0.197560,9.760308,91.159813,91.406906"
"0.0347422,-0.113954,9.793922,-0.154876,9.795810,90.905907,90.666618"
"0.0397062,-0.073320,9.791634,-0.209225,9.794144,91.224060,90.429024"
"0.0446687,-0.038987,9.812521,-0.354016,9.818982,92.066208,90.227646"
"0.0496312,-0.152721,9.834557,-0.373419,9.842829,92.174217,90.889679"
"0.0545953,-0.332162,9.906690,-0.358364,9.918733,92.070549,91.920357"
"0.0595578,-0.534999,9.878362,-0.272326,9.896586,91.576820,93.100037"
"0.0645219,-0.602860,9.770747,-0.107500,9.789918,90.629158,93.530701"
"0.0694844,-0.554478,9.709752,-0.073904,9.725852,90.435379,93.268341"
"0.0744484,-0.451795,9.693328,-0.280543,9.707906,91.655991,92.668564"
"0.0794109,-0.369971,9.618964,-0.443167,9.636272,92.635933,92.202667"
"0.0843750,-0.320842,9.670277,-0.380755,9.683086,92.253548,91.900276"
"0.0893375,-0.284594,9.768563,-0.252837,9.775978,91.482010,91.668762"
"0.0943000,-0.202253,9.745436,-0.109875,9.748154,90.645813,91.188919"
"0.0992641,-0.193902,9.686893,-0.093307,9.689282,90.551758,91.146729"
"0.1042266,-0.128147,9.643078,-0.165640,9.645351,90.983994,90.761360"
"0.1091906,-0.181279,9.747169,-0.228493,9.751532,91.342651,91.065475"
"0.1141531,-0.197426,9.755653,-0.026786,9.757688,90.157288,91.159340"
"0.1191156,-0.138165,9.746958,-0.111014,9.748569,90.652481,90.812119"
"0.1240797,-0.111905,9.910913,-0.139151,9.912521,90.804337,90.646904"
"0.1290422,0.014308,9.919694,-0.170438,9.921168,90.984344,89.917358"
"0.1340062,0.275439,10.223050,-0.496701,10.238815,92.780602,88.456657"
"0.1389688,-0.003591,9.970749,-0.772609,10.000639,94.430855,90.020638"
"0.1439328,-0.420221,9.856287,-0.628698,9.885254,93.646446,92.441315"
"0.1488953,-0.515558,9.728379,-0.323935,9.747415,91.904457,93.033569"
"0.1538594,-0.783641,9.307104,-0.326646,9.345746,92.002968,94.812851"
"0.1588219,-0.815762,9.402317,-0.418028,9.446893,92.536179,94.958664"
"0.1637844,-0.652755,9.485674,-0.489480,9.520699,92.946999,93.936592"
"0.1687484,-0.396786,9.748183,-0.601883,9.774803,93.530220,92.330856"
"0.1737109,-0.168332,9.682650,-0.521074,9.698121,93.079948,90.995979"
"0.1786750,-0.039629,9.686739,-0.307578,9.691702,91.818657,90.234398"
"0.1836375,-0.065113,9.832277,-0.262855,9.836006,91.531342,90.379425"
"0.1886000,-0.068723,9.827738,-0.244438,9.831017,91.424751,90.400650"
"0.1935641,-0.002193,9.844009,-0.201362,9.846069,91.171837,90.012764"
"0.1985266,-0.068666,9.767653,-0.300626,9.772520,91.762833,90.402779"
"0.2034906,-0.184928,9.678168,-0.582662,9.697454,93.444641,91.094658"
"0.2084531,-0.217959,9.709332,-0.708061,9.737555,94.169914,91.285980"
"0.2134172,-0.285810,9.680906,-0.451451,9.695641,92.668785,91.691055"
"0.2183797,-0.369138,9.694458,-0.338205,9.707376,91.996590,92.180611"
"0.2233422,-0.417089,9.681816,-0.326205,9.696284,91.927925,92.466759"
"0.2283062,-0.422385,9.640635,-0.295148,9.654397,91.751877,92.508698"
"0.2332688,-0.394919,9.651342,-0.297992,9.664014,91.767006,92.343155"
"0.2382328,-0.390734,9.691900,-0.385016,9.707412,92.273064,92.308655"
"0.2431953,-0.383360,9.741164,-0.287773,9.752952,91.690834,92.253693"
"0.2481594,-0.467683,9.722077,-0.114644,9.733995,90.674828,92.754105"
"0.2531219,-0.465998,9.713515,-0.204321,9.726833,91.203636,92.746613"
"0.2580844,-0.437564,9.766896,-0.100767,9.777212,90.590523,92.565178"
"0.2630484,-0.427758,9.772231,-0.166225,9.783001,90.973572,92.506393"
"0.2680109,-0.346135,9.797830,-0.262031,9.807443,91.530983,92.023285"
"0.2729750,-0.133280,9.792841,-0.289689,9.798032,91.694252,90.779747"
"0.2779375,0.139237,9.798844,-0.232123,9.802582,91.356873,89.185905"
"0.2829016,0.238012,9.783561,-0.208784,9.788683,91.222160,88.606392"
"0.2878641,0.276109,9.748672,-0.039945,9.752663,90.234673,88.377663"
"0.2928266,0.197694,9.818229,-0.081690,9.820559,90.476608,88.846481"
"0.2977906,0.122554,9.770641,-0.208631,9.773637,91.223145,89.281372"
"0.3027531,0.083117,9.739574,-0.299246,9.744525,91.759781,89.511055"
"0.3077172,0.037225,9.697820,-0.428658,9.707360,92.530891,89.780075"
"0.3126797,-0.031268,9.647360,-0.343147,9.653511,92.037079,90.185699"
"0.3176422,0.036737,9.709867,-0.339373,9.715866,92.001740,89.783226"
"0.3226062,0.054090,9.746354,-0.386913,9.754181,92.273308,89.682030"
"0.3275687,0.040625,9.737171,-0.483878,9.749271,92.844887,89.760956"
"0.3325328,0.082935,9.735801,-0.565874,9.752584,93.326340,89.511932"
"0.3374953,0.137216,9.717739,-0.563873,9.735052,93.320541,89.191025"
"0.3424594,0.054751,9.761496,-0.467703,9.772847,92.743073,89.678642"
"0.3474219,0.018866,9.750933,-0.510434,9.764302,92.996536,89.889145"
"0.3523844,-0.027648,9.714512,-0.483657,9.726583,92.850227,90.163071"
"0.3573484,-0.153018,9.764005,-0.415202,9.774027,92.434669,90.897850"
"0.3623109,-0.077017,9.759600,-0.336586,9.765705,91.975159,90.452133"
"0.3672734,0.000000,9.765135,-0.312587,9.770137,91.833443,90.000000"
"0.3722375,0.065601,9.790580,-0.358814,9.797372,92.098839,89.616096"
"0.3772016,0.048698,9.764463,-0.206112,9.766760,91.209229,89.714256"
"0.3821641,-0.006167,9.761361,-0.150356,9.762521,90.882469,90.036201"
"0.3871265,-0.078329,9.734030,-0.076768,9.734648,90.451843,90.461044"
"0.3920906,-0.134947,9.731855,-0.116856,9.733493,90.687889,90.794441"
"0.3970531,-0.269463,9.761170,-0.145242,9.765969,90.852150,91.581284"
"0.4020172,-0.409428,9.744802,-0.112604,9.754050,90.661453,92.405869"
"0.4069797,-0.498434,9.740503,-0.131547,9.754134,90.772728,92.929344"
"0.4119437,-0.527117,9.765087,-0.067995,9.779540,90.398369,93.089813"
"0.4169062,-0.485755,9.769377,-0.085435,9.781818,90.500427,92.846527"
"0.4218687,-0.390379,9.710806,-0.173877,9.720205,91.024971,92.302078"
"0.4268328,-0.254054,9.667010,-0.264598,9.673967,91.567322,91.505417"
"0.4317953,-0.172842,9.667001,-0.215469,9.670946,91.276657,91.024315"
"0.4367578,-0.189094,9.732870,-0.049637,9.734834,90.292145,91.113022"
"0.4417219,-0.191364,9.700893,-0.040184,9.702864,90.237289,91.130096"
"0.4466859,-0.187476,9.746939,-0.217461,9.751166,91.277855,91.101906"
"0.4516484,-0.247838,9.866314,-0.135177,9.870352,90.784706,91.438950"
"0.4566109,-0.048056,9.824702,-0.043929,9.824918,90.256180,90.280251"
"0.4615750,0.005152,9.727383,-0.191191,9.729262,91.125999,89.969650"
"0.4665375,-0.250683,9.713650,-0.227794,9.719553,91.342941,91.478317"
"0.4715016,-0.349649,9.764665,-0.035827,9.770988,90.210083,92.050751"
"0.4764641,-0.158171,9.761208,-0.186853,9.764277,91.096504,90.928337"
"0.4814281,-0.276952,9.872242,-0.144054,9.877176,90.835663,91.606934"
"0.4863906,0.206074,9.713880,-0.277105,9.720016,91.633652,88.784691"
"0.4913531,0.283885,9.688003,-0.462828,9.703205,92.733955,88.321556"
"0.4963172,-0.095126,9.712328,-0.301765,9.717481,91.779541,90.561157"
"0.5012797,-0.121913,9.585111,-0.220630,9.588425,91.318497,90.728706"
"0.5062422,-0.096889,9.645558,-0.132735,9.646958,90.788368,90.575508"
"0.5112062,0.117383,9.745253,-0.113811,9.746624,90.669052,89.309898"
"0.5161687,-0.025446,9.793262,-0.107241,9.793881,90.627388,90.148872"
"0.5211313,0.064088,9.798510,-0.239803,9.801653,91.401917,89.625259"
"0.5260953,-0.054224,9.800809,-0.251698,9.804191,91.471085,90.316994"
"0.5310593,-0.064414,9.767165,-0.144744,9.768450,90.849007,90.377853"
"0.5360219,0.011454,9.712529,-0.159722,9.713849,90.942139,89.932434"
"0.5409844,0.107682,9.795273,-0.364800,9.802655,92.132721,89.370163"
"0.5459484,0.169011,9.813948,-0.307693,9.820225,91.795517,89.013374"
"0.5509109,0.121443,9.801584,-0.039705,9.802417,90.232079,89.290131"
"0.5558750,-0.037101,9.772931,0.037072,9.773072,89.782661,90.217506"
"0.5608375,-0.171176,9.722930,0.003007,9.724438,89.982285,91.008606"
"0.5658000,-0.173398,9.776588,-0.180868,9.779799,91.059685,91.016090"
"0.5707640,-0.127065,9.730716,-0.378140,9.738889,92.225235,90.748131"
"0.5757266,-0.033413,9.725937,-0.267614,9.729675,91.576118,90.196838"
"0.5806906,0.015036,9.716896,0.075772,9.717203,89.553223,89.911339"
"0.5856531,0.000814,9.713286,0.196047,9.715264,88.843735,89.995201"
"0.5906172,-0.066760,9.692715,0.017775,9.692961,89.894936,90.394623"
"0.5955797,-0.065314,9.736289,-0.060621,9.736697,90.356728,90.384354"
"0.6005437,-0.151409,9.685494,-0.188864,9.688519,91.116974,90.895607"
"0.6055047,-0.054885,9.744008,-0.127621,9.744999,90.750366,90.322723"
"0.6104687,-0.055402,9.753854,-0.094399,9.754468,90.554489,90.325439"
"0.6154312,-0.048631,9.778083,-0.232764,9.780973,91.363632,90.284958"
