Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.0050339,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.0100682,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.0151024,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.0201362,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.0251700,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.0302042,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.0352383,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.0402722,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.0453061,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.0503416,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.0553771,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.0604129,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.0654486,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.0704831,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.0755176,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.0805501,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.0855825,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.0906181,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.0956537,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.1006896,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.1057255,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.1107602,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.1157949,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.1208299,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.1258649,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.1308993,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.1359338,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.1409689,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.1460040,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.1510397,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.1560754,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.1611095,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.1661436,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.1711795,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.1762155,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.1812514,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.1862874,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.1913215,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.1963557,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.2013890,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.2064223,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.2114557,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.2164890,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.2215241,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.2265592,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.2315944,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.2366297,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.2416649,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.2467001,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.2517348,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.2567696,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.2618026,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.2668356,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.2718704,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.2769051,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.2819385,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.2869718,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.2920059,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.2970399,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.3020740,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.3071081,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.3121438,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.3171795,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.3222133,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.3272472,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.3322828,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.3373185,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.3423543,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.3473900,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
0.3524236,-0.001000,9.805000,0.994000,9.855256,84.211311,90.005844
0.3574573,0.000000,9.806000,0.995000,9.856351,84.206116,90.000000
0.3624917,0.000000,9.807000,0.996000,9.857448,84.200920,90.000000
0.3675262,0.000000,9.808000,0.997000,9.858542,84.195724,90.000000
0.3725608,0.001000,9.809000,0.998000,9.859639,84.190529,89.994156
