"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-0.600791,9.876062,-1.583333,10.020205,99.091644,93.481186"
"0.0049625,-0.749395,9.834126,-0.964337,9.909670,95.584442,94.357719"
"0.0099250,-0.553405,9.781673,-0.779523,9.828279,94.549156,93.238098"
"0.0148891,-0.412253,9.762884,-0.971749,9.819784,95.679184,92.417969"
"0.0198516,-0.326291,9.775334,-1.243280,9.859482,97.244278,91.911766"
"0.0248156,-0.375976,9.670075,-1.039026,9.733000,96.128166,92.226555"
"0.0297781,-0.345924,9.569030,-1.002012,9.627566,95.974014,92.070358"
"0.0347422,-0.339488,9.551811,-0.941505,9.604102,95.625832,92.035538"
"0.0397047,-0.361486,9.486555,-0.905592,9.536534,95.449036,92.182205"
"0.0446687,-0.308316,9.545672,-0.893076,9.592316,95.342155,91.849953"
"0.0496312,-0.362300,9.599667,-0.892166,9.647840,95.305901,92.161369"
"0.0545937,-0.348040,9.640635,-0.844014,9.683767,95.000107,92.067558"
"0.0595578,-0.439834,9.785189,-0.932350,9.839342,95.437355,92.573654"
"0.0645203,-0.400502,9.840897,-0.740613,9.876849,94.300346,92.330521"
"0.0694844,-0.220698,9.725449,-0.721507,9.754672,94.241776,91.299980"
"0.0744469,-0.207213,9.723648,-0.812803,9.759760,94.777184,91.220802"
"0.0794094,-0.151821,9.790906,-0.756865,9.821290,94.419807,90.888374"
"0.0843734,-0.018455,9.757847,-0.770512,9.788239,94.514885,90.108360"
"0.0893359,-0.121903,9.755874,-0.766288,9.786681,94.490807,90.715897"
"0.0943000,-0.082025,9.725544,-0.784436,9.757473,94.611176,90.483223"
"0.0992625,-0.078961,9.576988,-0.814977,9.611926,94.863838,90.472382"
"0.1042266,-0.181193,9.615736,-0.791293,9.649940,94.703522,91.079521"
"0.1091891,-0.288836,9.630293,-0.633333,9.655416,93.760933,91.717926"
"0.1141516,-0.245703,9.593499,-0.702736,9.622340,94.188141,91.467102"
"0.1191156,-0.226061,9.707013,-0.721134,9.736387,94.247551,91.334084"
"0.1240781,-0.294391,9.735821,-0.725989,9.767289,94.262650,91.731979"
"0.1290422,-0.356104,9.779337,-0.771086,9.816151,94.505386,92.085442"
"0.1340047,-0.359226,9.726464,-0.821077,9.767667,94.822014,92.115135"
"0.1389672,-0.414159,9.727116,-0.888527,9.776389,95.214516,92.438049"
"0.1439312,-0.462905,9.805214,-0.810715,9.849556,94.721344,92.702927"
"0.1488937,-0.391107,9.784997,-0.771220,9.823131,94.502960,92.288902"
"0.1538578,-0.323581,9.730562,-0.835854,9.771755,94.906952,91.904617"
"0.1588203,-0.231500,9.666560,-0.719860,9.696091,94.257690,91.371887"
"0.1637844,-0.285925,9.663103,-0.654747,9.689480,93.874603,91.694855"
"0.1687469,-0.220343,9.585061,-0.630901,9.608329,93.764854,91.316895"
"0.1737109,-0.126759,9.624346,-0.558040,9.641343,93.318130,90.754578"
"0.1786734,-0.074010,9.568370,-0.497716,9.581592,92.977570,90.443161"
