Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,0.288933,8.586944,3.631108,9.327595,67.089882,88.072838
0.0025151,0.312862,8.718847,3.552145,9.419868,67.846405,87.944916
0.0050302,0.356231,8.903095,3.518646,9.579816,68.450935,87.708694
0.0075453,0.430409,9.042177,3.442075,9.684735,69.181274,87.274773
0.0100287,0.492622,9.142676,3.377170,9.758919,69.753494,86.915794
0.0125430,0.538086,9.238688,3.449254,9.876246,69.558708,86.666702
0.0150573,0.542872,9.348758,3.487539,9.992843,69.573608,86.676628
0.0175717,0.585942,9.408579,3.444468,10.036386,69.928162,86.436363
0.0200859,0.612563,9.418150,3.466004,10.054351,69.834885,86.278687
0.0226003,0.600299,9.422935,3.466004,10.058094,69.842712,86.354828
0.0251146,0.677169,9.497113,3.381956,10.104026,70.444870,85.921562
0.0276289,0.739382,9.583553,3.178566,10.123955,71.701668,85.588303
0.0301739,0.765703,9.624231,3.238386,10.183285,71.457382,85.451134
0.0326978,0.818345,9.609875,3.322135,10.200783,70.993553,85.132622
0.0352131,0.753739,9.679267,3.454040,10.304694,70.415855,85.547279
0.0377284,0.780060,9.715159,3.283850,10.284770,71.379852,85.409393
0.0402437,0.823131,9.698409,3.178566,10.239139,71.914680,85.148773
0.0427590,0.789631,9.688838,3.147160,10.217716,72.060646,85.340744
0.0452743,0.801596,9.638589,3.092125,10.154122,72.270760,85.245926
0.0477896,0.789631,9.621839,3.013162,10.113479,72.666367,85.308441
0.0502596,0.782453,9.614660,3.022733,10.108949,72.601517,85.347450
0.0527296,0.775275,9.571589,2.960520,10.048933,72.865829,85.369293
0.0552178,0.775275,9.504591,2.917449,9.972453,72.989273,85.336800
0.0577303,0.784846,9.451650,2.903092,9.918549,72.980736,85.253166
0.0602428,0.799203,9.413364,2.876472,9.875437,73.065674,85.147179
0.0627552,0.770489,9.360723,2.850151,9.815301,73.119392,85.294540
0.0652677,0.748953,9.312865,2.811866,9.756894,73.250214,85.402092
0.0677802,0.734597,9.315259,2.799901,9.754646,73.319618,85.491013
0.0703252,0.715454,9.257831,2.835794,9.708812,73.017204,85.580910
0.0728524,0.705883,9.231211,2.876472,9.694720,72.740196,85.627274
0.0753661,0.691526,9.202497,2.864508,9.662792,72.755661,85.702560
0.0778797,0.693919,9.192925,2.919842,9.670412,72.426102,85.683273
0.0803934,0.658026,9.231211,2.967698,9.718821,72.220428,85.922691
0.0829070,0.648455,9.207282,3.010769,9.708721,71.934151,85.971397
0.0854207,0.624527,9.212068,3.037090,9.719884,71.792358,86.121597
0.0879343,0.634098,9.245867,3.075375,9.764531,71.641983,86.076698
0.0904455,0.597907,9.312865,3.118446,9.839292,71.522148,86.326523
0.0929591,0.619741,9.298509,3.139982,9.833912,71.379318,86.186905
0.0954727,0.638884,9.293723,3.161816,9.837608,71.252335,86.067474
0.0979862,0.614955,9.410972,3.137589,9.939267,71.598366,86.261353
0.1004998,0.626920,9.526126,3.142374,10.050603,71.780678,86.234764
0.1030134,0.619741,9.590733,3.118446,10.104006,72.023033,86.302757
0.1055270,0.681954,9.648160,3.049054,10.141439,72.503174,85.956924
0.1080406,0.727418,9.743873,3.025126,10.228567,72.797325,85.730568
0.1105636,0.710668,9.765409,3.161816,10.289088,72.103531,85.837692
0.1130775,0.684347,9.813564,3.235994,10.355966,71.791473,86.010948
0.1155913,0.677169,9.866206,3.381956,10.451708,71.120483,86.073654
0.1181051,0.643669,9.899706,3.715156,10.593435,69.469643,86.279922
0.1206190,0.696311,9.899706,3.784548,10.621291,69.125809,85.976639
0.1231328,0.861416,9.861421,3.935296,10.652521,68.319908,85.007767
0.1256466,0.993321,9.739087,4.191627,10.649237,66.820801,84.176361
0.1281604,0.976571,9.250652,4.203591,10.207764,65.681831,83.973732
0.1307027,0.815953,8.898309,4.225127,9.884198,64.693352,84.760773
0.1332172,0.689133,8.630014,4.304389,9.668496,63.564034,85.434448
0.1357318,0.593121,8.380861,4.268497,9.423943,63.067425,85.951874
0.1382463,0.526122,8.143673,4.301996,9.225150,62.203442,86.303543
0.1407608,0.485444,7.978568,4.266104,9.060510,61.910782,86.518219
0.1432754,0.449552,7.918747,4.217948,8.983303,61.996082,86.750778
0.1457899,0.396909,7.832307,4.141378,8.868686,62.162445,87.098969
0.1483045,0.365803,7.844271,4.050450,8.835867,62.715443,87.330055
0.1508257,0.368196,7.887341,3.925725,8.817995,63.564201,87.327271
0.1533404,0.428016,8.033603,3.770191,8.884611,64.890427,86.950264
0.1558551,0.463908,8.182257,3.643072,8.968640,66.033577,86.754982
0.1583698,0.504586,8.371290,3.537788,9.102145,67.127838,86.550621
0.1608845,0.538086,8.551051,3.470789,9.244263,67.947670,86.399338
0.1633992,0.566800,8.687442,3.451647,9.365190,68.373085,86.267105
0.1659139,0.626920,8.850452,3.372384,9.491919,69.188774,85.948235
0.1684286,0.631705,9.008678,3.322135,9.622470,69.803085,85.988876
0.1709322,0.646062,9.173783,3.324528,9.778967,70.125122,85.971603
0.1734467,0.696311,9.312865,3.362813,9.925866,70.196648,85.724022
0.1759612,0.722632,9.430114,3.398705,10.049897,70.233780,85.617973
0.1784756,0.720240,9.485149,3.430111,10.111996,70.171120,85.657669
0.1809900,0.693919,9.542876,3.482753,10.182219,69.998627,85.841011
0.1835044,0.686740,9.590733,3.518646,10.238878,69.900261,85.904350
0.1860188,0.665205,9.638589,3.544967,10.291340,69.851097,86.052010
0.1885332,0.655633,9.648160,3.600002,10.318763,69.581223,86.112488
0.1910431,0.617348,9.578768,3.659822,10.272693,69.128876,86.312408
0.1935574,0.614955,9.542876,3.676572,10.245089,68.969681,86.312881
0.1960717,0.612563,9.480363,3.671786,10.185016,68.868561,86.303040
0.1985860,0.626920,9.425328,3.712764,10.149604,68.542946,86.194611
0.2011003,0.610170,9.370294,3.727120,10.102778,68.350952,86.274307
0.2036146,0.622134,9.284152,3.727120,10.023669,68.171356,86.166321
0.2061290,0.607777,9.226425,3.707978,9.962199,68.148346,86.231171
0.2086433,0.619741,9.154640,3.693621,9.891125,68.072823,86.127159
0.2111641,0.655633,9.085249,3.698406,9.831063,67.901749,85.872429
0.2136786,0.653241,9.056535,3.676572,9.796159,67.956680,85.874443
0.2161931,0.607777,8.994321,3.631108,9.718649,68.060783,86.134209
0.2187075,0.660419,8.941380,3.621537,9.669537,68.004700,85.775749
0.2212220,0.679562,8.922237,3.600002,9.645110,68.084038,85.644478
0.2237365,0.669990,8.898309,3.588037,9.617838,68.095497,85.694092
0.2262510,0.693919,8.862417,3.564109,9.577413,68.152527,85.522934
0.2287655,0.710668,8.871988,3.542574,9.579512,68.296265,85.420242
0.2313105,0.677169,8.848060,3.523431,9.547842,68.344246,85.623512
0.2338313,0.655633,8.864810,3.561717,9.576039,68.164658,85.770157
0.2363468,0.662812,8.903095,3.556931,9.610212,68.276985,85.742332
0.2388621,0.658026,8.946166,3.571288,9.655102,68.291405,85.793243
0.2413775,0.653241,8.999106,3.549752,9.695947,68.524284,85.848213
0.2438929,0.674776,9.023035,3.583252,9.731915,68.395599,85.723167
0.2464082,0.634098,9.037392,3.638287,9.762871,68.119888,85.986488
0.2489236,0.631705,9.034999,3.626323,9.756047,68.179504,86.000526
0.2514331,0.612563,9.094820,3.616751,9.806726,68.358177,86.146782
0.2539483,0.593121,9.149855,3.631108,9.861875,68.395561,86.291107
0.2564636,0.614955,9.171391,3.609573,9.875302,68.560707,86.163971
0.2589788,0.629312,9.140284,3.674179,9.871191,68.147873,86.061378
0.2614941,0.597907,9.202497,3.678965,9.928657,68.251076,86.282593
0.2640093,0.619741,9.204889,3.667001,9.927787,68.323395,86.148239
0.2665245,0.595514,9.168997,3.700799,9.905607,68.061790,86.283936
0.2690398,0.629312,9.152247,3.710371,9.895782,67.979111,86.066513
0.2715495,0.629312,9.154640,3.734299,9.906990,67.855995,86.067535
0.2740646,0.605384,9.142676,3.736692,9.895347,67.813591,86.211678
0.2765797,0.595514,9.130713,3.688536,9.865589,68.044960,86.268402
0.2790948,0.629312,9.133105,3.667001,9.861873,68.171097,86.058289
0.2816099,0.626920,9.133105,3.662215,9.859942,68.196564,86.073235
0.2841250,0.583550,9.085249,3.657429,9.811171,68.112694,86.324913
0.2866401,0.622134,9.094820,3.690929,9.834926,67.957893,86.086761
