X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
1.532289,13.484144,-1.101333,94.639603
1.685518,13.484144,-1.101333,94.63343
1.685518,13.484144,-1.254562,95.274666
1.838747,13.484144,-1.417367,95.945908
1.838747,13.637373,-1.886631,97.806702
1.838747,13.790602,-2.049437,98.379829
1.838747,13.790602,-2.049437,98.379829
1.838747,13.94383,-2.049437,98.290588
1.838747,13.94383,-1.733402,97.026054
1.532289,13.790602,-1.733402,97.120819
1.685518,13.330915,-1.733402,97.350655
2.145205,13.024457,-1.886631,98.134041
2.298434,12.564771,-1.733402,97.728142
2.911349,12.258312,-1.733402,97.833534
3.371036,11.951855,-1.733402,97.94635
3.677494,11.951855,-1.733402,97.891968
3.830723,11.798626,-1.733402,97.95472
3.830723,11.798626,-1.733402,97.95472
3.524265,11.798626,-1.101333,95.110901
3.524265,11.798626,-1.101333,95.110901
3.524265,11.645397,-0.785298,93.69294
3.371036,11.492168,-0.469264,92.243835
3.371036,11.33894,-0.469264,92.271683
3.371036,11.032481,-0.153229,90.760994
3.371036,10.879252,-0.153229,90.770782
3.217807,10.726024,-0.153229,90.783943
3.371036,10.572795,-0.153229,90.791084
3.524265,10.419566,-0.469264,92.442902
3.524265,10.113108,-0.469264,92.508934
3.371036,10.113108,-0.469264,92.520554
3.371036,9.959879,-0.469264,92.555328
3.371036,9.959879,-0.306458,91.669418
3.217807,10.113108,-0.622492,93.356865
3.064578,9.959879,-0.622492,93.418571
2.911349,9.959879,-0.622492,93.433037
2.911349,9.959879,-0.622492,93.433037
2.75812,9.959879,-0.622492,93.446938
2.451663,9.959879,-0.622492,93.472931
2.298434,9.959879,-0.622492,93.484978
2.145205,9.80665,-0.785298,94.473045
1.991976,9.80665,-0.785298,94.487122
2.145205,9.653421,-0.785298,94.540443
1.991976,9.653421,-0.785298,94.555176
1.838747,9.500193,-0.938527,95.53981
1.838747,9.346964,-1.254562,97.502518
1.991976,9.193734,-1.417367,98.568344
1.991976,9.040505,-1.570596,99.629066
2.298434,8.887277,-1.570596,99.709007
2.298434,8.734048,-1.733402,100.864677
2.145205,8.42759,-2.202666,104.213341
1.838747,8.274361,-2.355895,105.532852
1.532289,7.967903,-2.355895,106.190811
0.612916,8.274361,-1.254562,98.598335
-1.532289,8.887277,0.622492,86.051437
-8.121132,10.726024,3.620033,74.93985
-16.548721,12.871228,1.417367,86.132317
-16.089035,13.330915,-9.136273,113.617943
-13.177686,13.330915,-13.867216,126.493774
-14.097059,14.709975,-6.301539,107.186272
-18.387468,15.935806,8.504205,70.735161
-12.105083,13.024457,13.397953,53.002277
-7.354988,10.879252,10.084377,52.478844
-1.991976,9.80665,7.086837,54.694103
4.29041,9.80665,8.66701,51.003262
7.508216,11.18571,7.718906,60.188957
7.354988,12.105083,3.782839,75.047142
5.363012,11.492168,-1.417367,96.37706
4.596867,10.726024,-6.454768,118.948227
3.524265,9.959879,-8.66701,129.363724
2.298434,8.887277,-8.66701,133.354568
1.072602,8.887277,0.785298,84.986534
1.072602,8.887277,0.785298,84.986534
1.072602,8.887277,0.785298,84.986534
0.919373,9.346964,2.355895,75.918541
-0.153229,9.80665,1.886631,79.111618
-1.685518,10.113108,0.0,90.0
-2.911349,10.419566,-0.622492,93.293098
-3.830723,10.572795,-0.785298,93.994652
-3.677494,10.726024,0.306458,88.451843
-3.524265,10.572795,0.622492,86.80304
-3.064578,10.113108,-0.306458,91.661156
-2.145205,9.80665,-1.254562,97.123581
-0.459687,9.346964,-1.886631,101.398087
0.919373,8.887277,-1.733402,100.979431
1.838747,8.580819,-1.417367,99.174728
1.991976,8.734048,-1.101333,97.008751
1.685518,8.734048,-0.938527,96.022957
1.37906,8.887277,-0.622492,93.959396
1.072602,8.887277,-0.153229,90.980644
0.766145,8.887277,0.785298,84.968903
0.153229,9.193734,1.254562,82.230576
-0.459687,9.500193,1.417367,81.5242
-1.532289,9.80665,0.938527,84.598412
-2.145205,9.959879,0.153229,89.138351
-2.145205,9.959879,0.153229,89.138351
-1.685518,9.959879,0.622492,86.473679
-1.072602,9.653421,0.469264,87.233978
-0.612916,9.653421,0.153229,89.092445
0.153229,9.500193,-0.469264,92.827469
0.612916,9.193734,-0.622492,93.864937
1.072602,9.040505,-0.785298,94.930099
1.225831,9.193734,-1.101333,96.771645
1.072602,9.193734,-1.417367,98.705963
0.766145,9.193734,-1.254562,97.74398
0.459687,9.193734,-1.101333,96.822563
0.0,9.346964,-0.622492,93.810181
-0.306458,9.500193,-0.306458,91.846649
-0.459687,9.500193,-0.469264,92.824539
-0.612916,9.500193,-0.469264,92.821976
-0.766145,9.500193,-0.469264,92.818703
-0.612916,9.653421,-0.306458,91.814651
-0.306458,9.500193,-0.306458,91.846649
-0.306458,9.500193,-0.153229,90.923569
-0.153229,9.346964,-0.153229,90.939064
0.0,9.500193,-0.469264,92.827835
-0.153229,9.346964,-0.306458,91.877625
-0.153229,9.346964,-0.153229,90.939064
-0.153229,9.500193,-0.306458,91.847366
-0.306458,9.346964,-0.306458,91.876869
-0.459687,9.500193,-0.306458,91.845451
-0.459687,9.500193,-0.469264,92.824539
-0.612916,9.653421,-0.306458,91.814651
-0.766145,9.653421,-0.469264,92.774307
-0.766145,9.653421,-0.622492,93.678024
-0.766145,9.500193,-0.622492,93.736801
-0.766145,9.500193,-0.785298,94.710175
-0.766145,9.500193,-0.785298,94.710175
-0.766145,9.500193,-0.622492,93.736801
-0.766145,9.500193,-0.785298,94.710175
-0.612916,9.500193,-0.785298,94.715637
-0.612916,9.500193,-0.785298,94.715637
-0.612916,9.346964,-0.938527,95.721634
-0.459687,9.500193,-0.622492,93.74453
-0.612916,9.500193,-0.622492,93.741142
-0.766145,9.500193,-0.785298,94.710175
-0.919373,9.500193,-0.469264,92.814705
-0.919373,9.500193,-0.469264,92.814705
-0.766145,9.346964,-0.622492,93.797478
-0.766145,9.346964,-0.469264,92.864525
-0.919373,9.500193,-0.469264,92.814705
-0.919373,9.500193,-0.785298,94.703529
-0.766145,9.500193,-0.622492,93.736801
-0.919373,9.500193,-0.622492,93.731514
-0.919373,9.500193,-0.469264,92.814705
-0.919373,9.500193,-0.622492,93.731514
-0.766145,9.500193,-0.469264,92.818703
-0.766145,9.500193,-0.622492,93.736801
-0.612916,9.346964,-0.469264,92.867966
-0.612916,9.500193,-0.469264,92.821976
-0.612916,9.500193,-0.306458,91.843781
-0.612916,9.500193,-0.306458,91.843781
-0.612916,9.653421,-0.306458,91.814651
-0.612916,9.500193,-0.469264,92.821976
-0.612916,9.500193,-0.469264,92.821976
-0.612916,9.500193,-0.469264,92.821976
-0.612916,9.500193,-0.469264,92.821976
-0.766145,9.500193,-0.622492,93.736801
-0.612916,9.500193,-0.469264,92.821976
-0.612916,9.500193,-0.469264,92.821976
-0.612916,9.500193,-0.469264,92.821976
-0.459687,9.500193,-0.469264,92.824539
-0.459687,9.500193,-0.469264,92.824539
-0.306458,9.346964,-0.469264,92.872574
-0.306458,9.500193,-0.469264,92.82637
-0.306458,9.346964,-0.469264,92.872574
-0.153229,9.346964,-0.306458,91.877625
-0.306458,9.346964,-0.306458,91.876869
-0.459687,9.500193,-0.153229,90.922966
