24.490242,1.608904,8.129512,1.462857,79.989258,78.805313
24.5000076,1.355118,8.185776,1.742979,78.136452,80.600189
24.5101757,0.948104,8.169016,1.784877,77.754631,83.379814
24.5200024,0.782904,8.200141,1.889025,77.084129,84.546249
24.5302715,0.663194,8.232463,1.807622,77.654709,85.394287
24.5402298,0.694318,8.255207,1.984793,76.52684,85.192352
24.5500088,0.84635,8.271967,2.384625,73.998131,84.158081
24.5600109,0.808043,8.201338,2.487576,73.203461,84.373047
24.5703697,0.897826,8.207323,2.528277,72.974129,83.75705
24.5800953,1.171962,8.453926,2.710236,72.382637,82.10743
24.5900497,1.806425,8.740033,2.99754,71.434456,78.322311
24.6000004,2.384625,8.998607,3.168726,71.202133,75.157806
24.6103134,2.783259,9.135077,2.726996,74.06282,73.055161
24.6200409,3.3447,9.211691,2.323573,76.661667,70.044395
24.6300316,4.204218,9.431957,2.27928,77.5532,65.975464
24.6399956,5.033809,9.588778,1.872266,80.191574,62.301929
24.6500092,6.019023,9.856929,1.896208,80.676193,58.590141
24.6600494,6.651093,9.993398,1.84593,81.258018,56.354301
24.6700344,7.149086,9.89763,1.734599,81.914139,54.159309
24.6800022,7.425617,9.549273,1.248576,84.106979,52.130981
24.6900387,7.751228,9.156625,0.831985,86.032883,49.751556
24.7001266,8.285135,8.965088,1.381454,83.54348,47.257263
24.7103386,9.029732,8.860941,1.67235,82.469772,44.459454
24.7200336,9.029732,8.860941,1.67235,82.469772,44.459454
24.7302856,9.956287,8.520964,1.857901,81.930779,40.558151
24.7401237,10.836157,7.89488,2.036268,81.363953,36.075893
24.7501183,10.626664,7.247249,1.364695,83.943733,34.293488
24.7601795,10.108319,7.157466,0.603339,87.211197,35.301422
24.7701244,9.522937,7.335834,0.621295,87.041313,37.608253
24.7801323,8.775947,7.381324,0.670376,86.654335,40.066715
24.790041,8.091205,7.365762,0.905008,85.271744,42.312904
24.8002834,7.343017,7.27957,0.84635,85.32058,44.751396
24.8103027,6.835446,7.269993,0.762553,85.630096,46.764557
24.8200722,6.736086,7.357382,0.952892,84.54335,47.524189
24.8301353,6.906075,7.320271,1.302446,82.625839,46.667679
24.840086,7.098808,7.188591,1.355118,82.360435,45.360046
24.8501396,7.145495,7.03177,0.915782,84.780609,44.540405
24.8600311,7.484274,7.167043,1.045069,84.241119,43.759621
24.8700352,7.170634,7.181408,0.979228,84.488556,45.043011
24.880434,6.736086,7.32506,1.186327,83.201767,47.398525
24.8903637,5.904101,7.417237,0.80086,85.171272,51.480301
24.9003487,5.424064,7.723695,0.676362,85.900986,54.921055
24.9103394,5.043386,8.049306,0.790087,85.245224,57.930321
24.9200783,4.327519,8.218098,0.4956,86.945602,62.229424
24.93013,3.884592,8.407239,0.894234,84.484848,65.200546
24.9401646,3.494337,8.449138,0.905008,84.347191,67.531319
24.9502563,3.406949,8.420407,0.849942,84.654427,67.971436
24.9602776,3.653552,8.340201,0.973243,83.898994,66.343445
24.9703217,3.98874,8.169016,1.092953,83.144455,63.974823
24.9800415,4.001908,7.918822,0.950498,83.885376,63.189491
24.9900723,3.955221,7.753622,0.969652,83.64341,62.973293
25.000124,3.706224,7.714118,1.009156,83.274956,64.338188
25.0101109,3.219004,7.800309,0.943315,83.62149,67.575211
25.0200939,2.958036,8.104373,1.13964,82.474998,69.948296
25.0301247,2.67552,8.457518,1.125275,82.770416,72.445328
25.0402355,2.37026,8.695741,0.980426,83.791824,74.752892
25.0500431,2.251747,8.888474,1.118092,83.047722,75.784149
25.0601234,1.978808,8.878897,1.115698,83.00769,77.436028
25.0700111,1.70108,8.804677,1.175553,82.531662,79.065071
25.0803165,1.352724,8.707711,1.480814,80.461014,81.169807
25.090004,0.810437,8.59279,1.571793,79.678864,84.61203
25.0999966,0.073023,8.522161,1.290475,81.389671,89.509064
25.1100025,0.073023,8.694544,1.669956,79.128014,89.518799
25.1200027,0.314838,8.809465,1.636437,79.483307,87.953201
25.130127,0.323217,8.625112,1.642422,79.226013,87.853905
25.1401939,0.416591,8.346188,1.653196,78.80957,87.142517
25.1500072,0.667982,8.094796,1.529895,79.332909,85.282646
25.1602306,1.109712,8.039729,1.66397,78.413521,82.141205
25.1702576,1.497573,8.024167,1.923741,76.738853,79.428352
25.1802578,1.623269,7.996634,2.218228,74.791634,78.525215
25.1900043,1.653196,7.959524,2.695871,71.653442,78.266472
25.1999989,1.547851,8.094796,2.705448,71.826385,79.174828
25.2103195,1.568202,9.120711,3.029862,71.871979,80.244034
25.2204514,1.568202,11.349713,3.489549,73.06118,82.133186
25.2300339,1.968034,11.349713,3.489549,73.146523,80.162758
25.2399979,2.670732,13.300987,3.463213,75.679527,78.646439
25.2500095,2.39899,13.218388,3.049016,77.212921,79.713417
25.2600498,1.462857,11.939884,3.05141,75.766144,83.015015
25.270031,-0.240617,10.381259,2.147599,78.314995,91.327766
25.2800369,-1.991976,9.388862,1.540669,80.880547,101.978462
25.2899971,-3.822343,9.094376,0.525527,86.950623,112.79689
25.3000488,-4.648343,9.57561,0.383072,87.938889,115.893593
25.3100643,-4.38498,10.07121,0.118513,89.381851,113.528191
25.320055,-2.801216,10.255563,0.164003,89.116196,105.277184
25.3300304,-0.518345,10.164583,0.785298,85.587914,92.919281
25.3400211,1.466449,9.846154,1.440112,81.768372,81.528854
25.3502636,2.431312,9.417592,1.752556,79.785706,75.5242
25.3602734,2.565387,9.175778,1.923741,78.584801,74.379936
25.3702335,1.851915,9.070433,1.816002,78.901543,78.460487
25.3800011,0.944513,9.087193,1.528698,80.50103,84.066048
