Keuwl Accelerometer Data File,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
2019-03-21 12-31-07,,,,,,
,,,,,,
Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0,3.773682,8.217361,0.154495,9.043758,89.021164,65.333862
0.0049133,3.86467,8.246094,0.233505,9.109789,88.531212,64.889076
0.0097961,3.965225,8.276016,0.361588,9.184019,87.743607,64.399872
0.01474,4.138809,8.276016,0.403488,9.262019,87.503189,63.430511
0.0196533,4.286041,8.344254,0.442993,9.39111,87.296265,62.812618
0.0245361,4.377029,8.332275,0.452576,9.422846,87.247047,62.286594
0.0294495,4.440475,8.297562,0.43222,9.420943,87.370422,61.846348
0.0343933,4.483566,8.237701,0.428635,9.388601,87.383263,61.4417
0.0392761,4.542221,8.162292,0.386734,9.34903,87.629211,60.904572
0.0441894,4.53624,8.101242,0.363983,9.291936,87.755035,60.753628
0.0491333,4.445267,8.052155,0.2742,9.201781,88.292412,61.098698
0.0540466,4.318375,7.93364,0.1521,9.034054,89.035309,61.440018
0.05896,4.205841,7.821121,0.190414,8.882302,88.771629,61.730671
0.0638428,4.129227,7.780411,0.301743,8.813419,88.037994,62.044174
0.0687561,4.040634,7.667892,0.416656,8.677379,87.247803,62.212788
0.0736694,3.970016,7.652328,0.531586,8.63723,86.471451,62.579784
0.0785828,3.942474,7.722961,0.6082,8.692361,85.987762,62.956261
0.0834961,3.987961,7.863022,0.660873,8.841249,85.713203,63.106827
0.0884094,3.993958,7.99231,0.717133,8.963426,85.411057,63.447552
0.0933227,4.034653,8.036591,0.686005,9.018637,85.637573,63.341728
0.0982361,4.087326,8.040192,0.66925,9.04427,85.756393,63.052956
0.1031494,4.106476,8.034195,0.651291,9.046304,85.871407,62.927299
0.1080627,4.159149,7.991104,0.653687,9.032363,85.849785,62.504265
0.1129761,4.196259,7.967163,0.699173,9.031784,85.56015,62.224483
0.1178894,4.250137,7.898926,0.676437,8.995235,85.687317,61.71685
0.1227722,4.349487,7.815125,0.6884,8.970402,85.598717,60.901989
0.1277161,4.428497,7.702606,0.6884,8.911544,85.569595,60.103901
0.1326294,4.478775,7.635559,0.587845,8.871682,86.200752,59.605476
0.1375427,4.506317,7.634369,0.556717,8.882591,86.406631,59.448044
0.142456,4.485962,7.683456,0.51004,8.911761,86.71904,59.721615
0.1473694,4.473984,7.721756,0.51004,8.938802,86.728973,59.912006
0.1522827,4.483566,7.818726,0.545944,9.029556,86.533676,60.168339
0.157196,4.481171,7.810349,0.565094,9.022292,86.409035,60.155045
0.1621094,4.472794,7.8354800000000004,0.589035,9.041437,86.264626,60.280609
0.1670227,4.463211,7.855835,0.639328,9.057767,85.952507,60.397377
0.171936,4.451248,7.904907,0.70755,9.099548,85.540375,60.616169
0.1768494,4.453644,7.976746,0.735092,9.165358,85.39975,60.824135
0.1817627,4.458435,8.024628,0.799728,9.214763,85.021164,60.94371
0.186676,4.490753,8.018646,0.84642,9.229408,84.738068,60.749481
0.1915894,4.481171,8.076096,0.900284,9.279802,84.432671,60.975487
0.1965027,4.445267,8.127579,0.968521,9.314288,84.031464,61.324158
0.201416,4.386597,8.144333,0.997253,9.304133,83.846992,61.692772
0.2063293,4.365051,8.15152,0.909866,9.291329,84.380226,61.831429
0.2112427,4.344711,8.135956,0.84642,9.262113,84.756699,61.897175
0.2161255,4.286041,8.19342,0.882339,9.288747,84.549248,62.385586
0.2210388,4.349487,8.630356,0.780579,9.695895,85.382347,63.253017
0.2259521,4.105286,8.173065,0.553131,9.162877,86.539146,63.329872
0.2308655,3.753342,7.666687,0.523209,8.552158,86.492538,63.915249
0.2357788,3.46962,7.574509,0.551926,8.349614,86.209877,65.38913
0.2406921,3.354706,7.67746,0.662064,8.404509,85.481857,66.396828
0.2456055,3.375046,7.863022,0.805725,8.594605,84.62075,66.769531
0.2505188,3.51152,8.033005,0.809311,8.804256,84.725769,66.3881
0.2554321,3.70546,8.102432,0.805725,8.945894,84.832565,65.42411
0.2603455,3.78685,8.123978,0.754242,8.994894,85.189972,65.008247
0.2652588,3.874237,8.127579,0.712341,9.03187,85.476395,64.513893
0.2701721,3.900574,8.116806,0.806915,9.041468,84.879768,64.333145
0.2750854,3.928116,8.09166,0.770996,9.027706,85.100784,64.105637
0.2799988,3.881424,8.043777,0.723114,8.960508,85.371193,64.240952
0.2849121,3.834732,8.088074,0.703964,8.978735,85.503197,64.633347
0.2898254,3.322388,8.878159,1.063095,9.538875,83.601166,69.483131
0.2947388,3.953247,8.819504,0.544754,9.680319,86.77401,65.856209
0.2996521,4.665527,8.19342,-0.131607,9.42956,90.799698,60.341789
0.3045654,4.780441,8.080887,0.126968,9.38986,89.225227,59.392551
0.3094787,4.681091,8.183838,0.404694,9.436715,87.542114,60.230782
0.3143921,4.396179,8.265244,0.51004,9.375542,86.881508,61.99205
0.3193054,4.128036,8.208984,0.377151,9.196214,87.649551,63.303635
0.3242188,3.978394,8.277206,0.245468,9.186948,88.468918,64.328995
0.3291321,4.575745,9.273193,0.278992,10.344438,88.454536,63.736526
0.3340454,4.095703,9.055328,-0.130417,9.939354,90.751816,65.662872
0.3389587,3.38942,8.357422,-0.374619,9.026351,92.378616,67.924591
0.343872,3.094925,8.061737,0.043167,8.635509,89.713593,68.998055
0.3487854,2.981201,7.79837,0.481308,8.362643,86.700546,69.078888
0.3536682,3.145203,7.641556,0.7686,8.299182,84.686134,67.628326
0.3585815,3.467224,7.56134,0.823669,8.359063,84.345123,65.366356
0.3634949,3.749741,7.580505,0.72551,8.488285,85.09684,63.680435
0.3684082,4.00592,7.685852,0.62735,8.689838,85.860016,62.471157
0.3733215,4.160355,7.884567,0.59024,8.93439,86.212059,62.181274
0.3782348,4.275269,8.062927,0.54834,9.142723,86.561592,62.065777
0.3831482,4.369843,8.229324,0.561508,9.334484,86.551338,62.031311
0.3880615,4.411743,8.315521,0.581863,9.431328,86.462906,62.052116
0.3929748,4.399765,8.311935,0.596222,9.423465,86.372475,62.106342
0.3978882,4.399765,8.276016,0.615372,9.393033,86.243652,62.00362
0.4028015,4.391388,8.199402,0.682419,9.326317,85.803841,61.827648
0.4077148,4.290833,8.110809,0.733887,9.205165,85.427208,62.119976
0.4126281,4.256119,8.001877,0.753052,9.094595,85.250351,61.991932
0.4175415,4.202255,7.936035,0.824875,9.017761,84.751694,62.098076
0.4224548,4.19986,7.957581,0.853607,9.038283,84.580711,62.175758
0.4273681,4.168732,7.964767,0.857193,9.030539,84.553192,62.372597
0.4322815,4.136414,8.018646,0.869171,9.06444,84.497566,62.713081
0.4371948,4.150772,8.095261,0.827271,9.134907,84.804092,62.853924
0.4421082,4.118454,8.15152,0.811707,9.16885,84.921028,63.195381
0.4470215,4.068176,8.198196,0.765015,9.183993,85.221802,63.608097
0.4519348,4.074158,8.220947,0.742264,9.205091,85.374863,63.637791
0.4568481,4.080139,8.232925,0.759033,9.219801,85.277702,63.637535
0.4617614,4.037048,8.23053,0.763824,9.199066,85.237083,63.8722
0.4666748,3.989166,8.223343,0.757828,9.171211,85.260178,64.121849
0.4715881,3.999939,8.214966,0.773392,9.169695,85.161804,64.038139
0.4765015,4.003525,8.198196,0.736282,9.153183,85.386139,63.971794
0.4814148,4.002335,8.185028,0.756638,9.14253,85.252762,63.942181
0.4863281,4.044235,8.145538,0.776993,9.127395,85.116638,63.595737
0.4912414,4.038254,8.109619,0.726715,9.088538,85.413765,63.528599
0.4961548,4.049026,8.115601,0.719528,9.098094,85.463989,63.484524
0.5010681,4.062195,8.107224,0.733887,9.097642,85.373047,63.38644
0.5059814,4.070572,8.088074,0.6884,9.08077,85.652321,63.284767
0.5108643,4.032257,8.0737,0.639328,9.047235,85.947784,63.461029
0.5157776,3.953247,8.070114,0.616577,9.007501,86.074944,63.901493
0.5206909,3.929306,8.128769,0.573486,9.046835,86.36554,64.201683
0.5256042,3.937683,8.116806,0.585449,9.0405,86.28701,64.12072
0.5305176,3.849106,8.146729,0.596222,9.029965,86.214172,64.710548
0.5354309,3.838333,8.191025,0.556717,9.062871,86.478203,64.892105
0.5403442,3.863464,8.202988,0.54834,9.083834,86.539276,64.78038
0.5452576,3.857483,8.219757,0.527985,9.095238,86.672073,64.859619
0.5501708,3.84552,8.243698,0.524399,9.111618,86.700645,64.99189
0.5550842,3.885025,8.270035,0.522003,9.152016,86.730247,64.837212
0.5599976,3.900574,8.261658,0.519608,9.150927,86.744881,64.726616
0.5649109,3.901779,8.303543,0.490875,9.187692,86.93737,64.831482
0.5698242,3.942474,8.316711,0.507645,9.217835,86.84301,64.637062
0.5747375,3.953247,8.307144,0.502853,9.213559,86.871384,64.550911
0.5796509,3.948471,8.281998,0.501648,9.188773,86.870461,64.510368
0.5845642,3.973602,8.280807,0.519608,9.199526,86.7621,64.365662
0.5894775,4.013107,8.259262,0.518417,9.197238,86.768715,64.085266
0.5943908,3.98558,8.259262,0.535172,9.186221,86.660164,64.239952
0.5993042,4.045425,8.211365,0.549545,9.170277,86.564392,63.772297
0.6042175,4.035858,8.164688,0.579468,9.126121,86.359528,63.696514
0.6091309,4.028671,8.143143,0.6082,9.105541,86.170105,63.676937
0.6140441,4.031067,8.119202,0.598618,9.084562,86.221817,63.596264
0.6189575,4.049026,8.116806,0.589035,9.089781,86.284523,63.487923
0.6238708,4.076553,8.110809,0.614182,9.098392,86.129341,63.315556
0.6287842,4.080139,8.089264,0.604599,9.080157,86.182159,63.234104
0.6336975,4.072968,8.074905,0.596222,9.063589,86.228241,63.233707
0.6386108,4.057404,8.122787,0.583054,9.09847,86.325821,63.45747
0.6435242,4.052612,8.177856,0.59024,9.146004,86.299828,63.638859
0.6484375,4.034653,8.183838,0.601013,9.144115,86.231415,63.756588
0.6533508,4.040634,8.173065,0.60939,9.137673,86.176117,63.692936
0.6582642,4.013107,8.174255,0.638123,9.128564,85.991531,63.851517
0.6631774,4.02269,8.188629,0.674042,9.148225,85.774612,63.837276
0.6680908,3.993958,8.146729,0.678818,9.098444,85.721291,63.883461
0.6730042,3.970016,8.167084,0.719528,9.109337,85.469604,64.07563
0.6779175,3.993958,8.095261,0.674042,9.052032,85.72963,63.739658
0.6828308,3.929306,8.027023,0.708755,8.965204,85.465675,63.917801
0.6877441,3.936493,7.982727,0.754242,8.932457,85.156273,63.750877
0.6926575,3.940079,7.95639,0.703964,8.906399,85.466599,63.654957
0.6975708,3.92691,7.988708,0.696777,8.928919,85.524315,63.823227
0.7024841,3.947266,7.99231,0.629745,8.936134,85.958916,63.716019
0.7073974,3.932907,7.961182,0.640518,8.90272,85.874214,63.710144
0.7123108,3.894592,7.951599,0.68721,8.880768,85.561913,63.904972
0.7172241,3.881424,7.959976,0.618973,8.877488,86.001869,64.005325
0.7221375,3.929306,8.036591,0.525589,8.961164,86.637566,63.944744
0.7270203,3.885025,8.080887,0.499252,8.980167,86.812996,64.32328
0.7319335,3.913742,8.113205,0.48848,9.021091,86.895996,64.247726
0.7368469,3.979584,8.116806,0.481308,9.052695,86.952293,63.881779
0.7417603,4.066971,8.106033,0.475311,9.081517,86.999863,63.356098
0.7466736,4.142395,8.060532,0.444199,9.073528,87.193939,62.800877
0.7515869,4.296814,8.018646,0.480103,9.109983,86.979073,61.815247
0.7565002,4.411743,8.000687,0.474121,9.148729,87.029388,61.126755
0.7614136,4.508713,7.958786,0.387924,9.155395,87.571587,60.468117
0.7663269,4.494339,7.918076,0.334061,9.110796,87.898697,60.42054
0.7712402,4.487152,7.880966,0.322083,9.074574,87.965981,60.344296
0.7761535,4.482376,7.891739,0.417862,9.085474,87.363907,60.404148
0.7810668,4.412933,7.948013,0.618973,9.111972,86.104919,60.959885
0.7859802,4.305206,8.011459,0.805725,9.130579000000001,84.93737,61.747261
