Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,1.339000,9.806000,2.795000,10.284094,74.229851,82.224403
0.0050385,1.340000,9.807000,2.796000,10.285450,74.226196,82.219452
0.0100744,1.341000,9.808000,2.797000,10.286804,74.222534,82.214500
0.0151103,1.342000,9.809000,2.798000,10.288160,74.218880,82.209549
0.0201501,1.338000,9.805000,2.794000,10.282739,74.233505,82.229355
0.0251898,1.339000,9.806000,2.776000,10.278946,74.331772,82.224403
0.0302286,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.0352673,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.0403073,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.0453474,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.0503842,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
0.0554211,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.0604585,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.0654960,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.0705342,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.0755724,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
0.0806083,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.0856441,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.0906800,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.0957158,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.1007570,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
0.1057983,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.1108372,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.1158762,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.1209123,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.1259485,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
0.1309850,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.1360214,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.1410605,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.1460996,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.1511391,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
0.1561785,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.1612160,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.1662535,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.1712907,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.1763281,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
0.1813666,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.1864052,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.1914435,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.1964818,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.2015215,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
0.2065612,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.2115992,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.2166371,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.2216745,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.2267118,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
0.2317471,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.2367824,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.2418196,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.2468568,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.2518948,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
0.2569328,1.340000,9.807000,2.758000,10.275185,74.430107,82.219452
0.2619714,1.341000,9.808000,2.759000,10.276537,74.426422,82.214500
0.2670099,1.342000,9.809000,2.760000,10.277891,74.422737,82.209549
0.2720478,1.338000,9.805000,2.756000,10.272478,74.437485,82.229355
0.2770856,1.339000,9.806000,2.757000,10.273831,74.433792,82.224403
