Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.903889,9.660124,0.531506,9.716867,86.864395,95.345551
0.0025169,-0.860818,9.593125,0.565005,9.648227,86.642807,95.127579
0.0050293,-0.906282,9.638589,0.548256,9.696614,86.758713,95.371521
0.0075461,-0.925424,9.631411,0.550648,9.691423,86.742805,95.488358
0.0100629,-0.918246,9.629018,0.557827,9.688774,86.699394,95.447388
0.0125796,-0.896710,9.643374,0.519542,9.698901,86.929367,95.312500
0.0150964,-0.913460,9.643374,0.459422,9.697430,87.284561,95.411148
0.0176132,-0.877568,9.715159,0.404387,9.763093,87.626129,95.161507
0.0201299,-0.846461,9.712767,0.334995,9.755335,88.032097,94.980705
0.0226467,-0.858425,9.727123,0.272782,9.768738,88.399864,95.043327
0.0251630,-0.824926,9.768100,0.277567,9.806800,88.378105,94.827232
0.0276797,-0.796212,9.815957,0.195912,9.850144,88.860352,94.637337
0.0301965,-0.779462,9.837492,0.150449,9.869471,89.126556,94.530296
0.0327132,-0.765105,9.873384,0.150449,9.904127,89.129616,94.431091
0.0352300,-0.741177,9.866206,0.116949,9.894698,89.322784,94.296150
0.0377468,-0.741177,9.873384,0.102592,9.901696,89.406342,94.293037
0.0402635,-0.781855,9.882956,0.112164,9.914469,89.351791,94.523331
0.0427803,-0.793819,9.914063,0.057129,9.945956,89.670898,94.577904
0.0453022,-0.781855,9.959526,0.018843,9.990186,89.891930,94.488701
0.0478191,-0.824926,9.957133,0.045165,9.991348,89.741005,94.736008
0.0503360,-0.844068,9.990633,0.064307,10.026432,89.632515,94.829224
0.0528529,-0.879961,10.014561,0.071486,10.053401,89.592590,95.021576
0.0553698,-0.872782,10.009775,0.095414,10.048206,89.455933,94.983185
0.0578867,-0.896710,10.016953,0.140877,10.057997,89.197456,95.115440
0.0604036,-0.906282,10.043574,0.150449,10.085503,89.145271,95.156120
0.0629205,-0.925424,10.055538,0.181555,10.099664,88.969971,95.258194
0.0653905,-0.899103,10.043574,0.183948,10.085416,88.954926,95.115494
0.0678648,-0.913460,10.026525,0.207876,10.070195,88.817177,95.205521
0.0703795,-0.930210,10.007382,0.234497,10.053257,88.663429,95.310516
0.0728942,-0.899103,9.957133,0.236889,10.000450,88.642654,95.159668
0.0754090,-0.918246,9.911670,0.284746,9.958185,88.361450,95.292938
0.0779236,-0.927817,9.933205,0.232104,9.979142,88.667244,95.336266
0.0804383,-0.867996,10.002597,0.263211,10.043637,88.498299,94.959541
0.0829530,-0.810569,9.894919,0.323031,9.933317,88.136414,94.683083
0.0854653,-0.822533,9.724730,0.346959,9.765619,87.963928,94.834656
0.0879800,-0.798605,9.734302,0.394816,9.774982,87.685173,94.690056
0.0904946,-0.721735,9.705587,0.401994,9.740685,87.634750,94.252853
0.0930092,-0.719342,9.660124,0.356531,9.693429,87.892151,94.258675
0.0955239,-0.779462,9.643374,0.327817,9.680376,88.059364,94.621101
0.0980385,-0.760319,9.669696,0.330210,9.705161,88.050186,94.495865
0.1005531,-0.738784,9.854242,0.361316,9.888500,87.905998,94.287514
0.1030678,-0.772283,9.868599,0.308674,9.903583,88.213921,94.474655
0.1056092,-0.786640,9.777672,0.239282,9.812182,88.602631,94.599693
0.1081245,-0.781855,9.707980,0.181555,9.741105,88.932053,94.604507
0.1106398,-0.750748,9.748658,0.248854,9.780689,88.542046,94.403679
0.1131551,-0.704985,9.727123,0.227318,9.755286,88.664772,94.145332
0.1156704,-0.719342,9.775279,0.267996,9.805374,88.433823,94.208687
0.1181857,-0.719342,9.818350,0.234497,9.847458,88.635490,94.190292
0.1207010,-0.714557,9.801600,0.229711,9.830296,88.661011,94.169601
0.1232163,-0.750748,9.803992,0.227318,9.835322,88.675636,94.378922
0.1257384,-0.733699,9.849456,0.253639,9.880001,88.528946,94.260170
0.1282539,-0.743570,9.890134,0.303888,9.922701,88.245010,94.299576
0.1307694,-0.714557,9.940384,0.258425,9.969383,88.514618,94.111588
0.1332848,-0.779462,10.050753,0.205484,10.083026,88.832275,94.434563
0.1358004,-0.762712,10.074680,0.260818,10.106876,88.521263,94.329369
0.1383158,-0.784248,10.072288,0.251246,10.105896,88.575401,94.452179
0.1408313,-0.824926,10.072288,0.244068,10.108959,88.616531,94.682106
0.1433468,-0.824926,10.074680,0.236889,10.111172,88.657524,94.681000
0.1458644,-0.820140,10.086645,0.171984,10.121394,89.026375,94.648468
0.1483800,-0.800997,10.108180,0.224925,10.142361,88.729256,94.530792
0.1508955,-0.769891,10.122537,0.284746,10.155766,88.393341,94.349373
0.1534110,-0.784248,10.163215,0.258425,10.196703,88.547745,94.412506
0.1559265,-0.793819,10.175179,0.282353,10.210002,88.415306,94.460907
0.1584420,-0.784248,10.194322,0.296710,10.228747,88.337761,94.399094
0.1609575,-0.774676,10.199107,0.361316,10.234865,87.976898,94.343575
0.1634731,-0.832104,10.096216,0.342174,10.136225,88.065468,94.711525
0.1659918,-0.911067,10.101002,0.375673,10.148961,87.878662,95.153893
0.1685073,-0.906282,10.009775,0.454636,10.060996,87.410034,95.173431
0.1710230,-0.877568,9.940384,0.600898,9.997122,86.554039,95.045166
0.1735386,-0.923031,9.763016,0.734896,9.834050,85.714310,95.400902
0.1760541,-0.975673,9.600304,0.672682,9.673173,86.012375,95.803017
0.1785698,-1.001994,9.576375,0.744467,9.657390,85.578812,95.973236
0.1810854,-0.913460,9.470792,0.823729,9.550332,85.052010,95.509148
0.1836010,-0.870389,9.482756,0.799801,9.556145,85.199020,95.244286
0.1861281,-0.908674,9.550055,0.761516,9.623364,85.461327,95.435249
0.1886439,-0.841675,9.564411,0.751945,9.630774,85.521942,95.029114
0.1911598,-0.707378,9.624231,0.768694,9.680759,85.445671,94.203667
0.1936758,-0.702593,9.590733,0.696611,9.641631,85.856750,94.189857
0.1961917,-0.654736,9.422935,0.706182,9.472016,85.724373,93.974709
0.1987076,-0.666700,9.528519,0.468993,9.563321,87.189041,94.002403
0.2012234,-0.630808,9.614660,0.401994,9.643713,87.610954,93.753738
0.2037393,-0.772283,9.597911,0.346959,9.635180,87.936356,94.600319
0.2062646,-0.791426,9.619446,0.246461,9.655094,88.537277,94.703339
0.2087807,-0.585344,9.681660,0.481256,9.711270,87.159462,93.459839
