Keuwl Accelerometer Data File
2024-04-30 17:10:59
""
"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.0050355,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.0100740,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.0151126,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.0201490,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.0251854,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.0302211,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.0352568,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.0402932,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.0453296,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.0503661,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.0554026,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.0604391,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.0654755,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.0705118,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.0755481,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.0805829,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.0856177,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.0906548,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.0956920,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.1007266,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.1057611,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.1107989,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.1158368,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.1208732,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.1259096,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.1309477,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.1359858,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.1410248,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.1460638,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.1510987,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.1561337,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.1611662,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.1661988,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.1712352,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.1762716,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.1813063,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.1863410,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.1913771,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.1964133,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.2014519,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.2064906,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.2115266,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.2165627,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.2216000,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.2266372,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.2316756,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.2367139,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.2417520,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.2467901,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.2518275,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.2568650,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.2619013,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.2669376,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.2719727,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.2770079,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.2820436,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.2870793,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.2921142,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.2971492,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.3021842,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.3072192,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.3122556,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.3172920,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.3223293,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.3273665,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.3324032,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.3374398,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.3424788,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.3475176,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.3525523,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.3575870,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.3626225,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.3676580,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.3726929,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.3777277,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.3827644,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.3878011,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.3928382,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.3978753,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.4029085,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.4079418,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.4129787,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.4180157,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.4230514,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.4280871,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.4331239,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.4381606,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.4431952,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.4482297,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.4532652,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.4583006,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.4633350,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.4683694,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.4734028,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.4784362,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
"0.4834704,0.000000,9.002000,3.102000,9.521471,70.986557,90.000000"
"0.4885045,0.000000,9.003000,3.103000,9.522742,70.982826,90.000000"
"0.4935414,0.001000,9.004000,3.104000,9.524014,70.979103,89.993637"
"0.4985784,-0.001000,9.000000,3.100000,9.518929,70.994019,90.006363"
"0.5036138,0.000000,9.001000,3.101000,9.520200,70.990288,90.000000"
