X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
-1.527817,9.654441,0.779462,9.805612,85.440666,98.992500,-0.271585,8.869596,3.466004,9.526629,68.664856,91.753838,-0.863000,9.805000,2.028000,10.049656,78.357880,95.029999,-2.911050,9.766050,-0.358950,10.197000,92.017319,106.598190,-0.430363,9.738722,-1.046103,9.804195,96.125092,92.530304,-3.107678,8.918648,-0.726820,9.472497,94.400604,109.210754
-1.556531,9.654441,0.753141,9.808070,85.596046,99.158661,-0.257228,8.970393,3.463611,9.619289,68.895546,91.642525,-0.862000,9.806000,2.029000,10.050747,78.353340,95.023697,-2.949000,9.706051,-0.354000,10.150336,91.998634,106.900414,-0.314368,9.685734,-1.096382,9.752657,96.454765,91.858986,-3.193820,8.794222,-0.669392,9.380134,94.092262,109.959633
-1.570888,9.652048,0.781855,9.810251,85.428810,99.243942,-0.199502,9.090034,3.504289,9.744155,68.922539,91.257286,-0.861000,9.807000,2.030000,10.051840,78.348808,95.017387,-3.000000,9.639001,-0.319950,10.100134,91.815308,107.288002,-0.315115,9.692840,-1.078626,9.757760,96.346466,91.862038,-3.327818,8.813364,-0.698106,9.446539,94.238060,110.685921
-1.578067,9.632906,0.832104,9.796712,85.127594,99.303581,-0.161216,9.097213,3.513860,9.753589,68.883636,91.015259,-0.860000,9.808000,2.031000,10.052931,78.344269,95.011078,-3.073950,9.628950,-0.294000,10.111987,91.666077,107.705185,-0.299668,9.710690,-0.890566,9.756045,95.237450,91.767563,-3.390032,8.942576,-0.678963,9.587647,94.060883,110.761162
-1.578067,9.664013,0.841675,9.828115,85.087196,99.274155,-0.166002,9.137891,3.492325,9.783912,69.087265,91.040741,-0.859000,9.809000,2.032000,10.054024,78.339737,95.004776,-3.157950,9.586050,-0.214950,10.095108,91.220062,108.233528,-0.294650,9.728714,-0.781506,9.764499,94.590599,91.734764,-3.447459,9.057432,-0.645464,9.712811,93.810394,110.837929
-1.556531,9.666406,0.841675,9.827035,85.086655,99.147522,-0.214158,9.176176,3.381956,9.781906,69.773277,91.336952,-0.863000,9.805000,2.028000,10.049656,78.357880,95.029999,-3.196050,9.535951,-0.150000,10.058409,90.854477,108.528992,-0.345282,9.706247,-0.902221,9.754202,95.307198,92.037338,-3.466602,9.205787,-0.626321,9.856780,93.643150,110.634750
-1.618744,9.711869,0.791426,9.877605,85.404350,99.462891,-0.297906,9.135498,3.314957,9.722911,70.065674,91.867737,-0.862000,9.806000,2.029000,10.050747,78.353340,95.023697,-3.202950,9.471001,-0.117000,9.998621,90.670471,108.684761,-0.257156,9.664186,-0.895690,9.709010,95.293259,91.524239,-3.423531,9.272786,-0.573679,9.901224,93.321594,110.264244
-1.661815,9.716655,0.755534,9.886650,85.617210,99.705254,-0.388834,9.161819,3.228815,9.721901,70.602638,92.430214,-0.861000,9.807000,2.030000,10.051840,78.348808,95.017387,-3.184050,9.438001,-0.105000,9.961178,90.603958,108.642586,-0.238415,9.701056,-0.943248,9.749721,95.551834,91.407829,-3.413960,9.301499,-0.540180,9.922943,93.120575,110.154816
-1.678565,9.707084,0.748355,9.879529,85.655792,99.810661,-0.400798,9.195318,3.164209,9.732766,71.027824,92.495781,-0.860000,9.808000,2.031000,10.052931,78.344269,95.011078,-3.174000,9.394951,-0.109950,9.917231,90.635239,108.667084,-0.246584,9.819043,-0.997712,9.872682,95.800087,91.438553,-3.366103,9.354142,-0.487538,9.953307,92.807610,109.791351
-1.673779,9.673584,0.743570,9.845438,85.668655,99.816460,-0.407976,9.248260,3.092125,9.760020,71.529556,92.525902,-0.859000,9.809000,2.032000,10.054024,78.339737,95.004776,-3.126000,9.364051,-0.172050,9.873547,90.998451,108.460548,-0.244496,9.704149,-1.176405,9.778252,96.909897,91.443260,-3.390032,9.248857,-0.487538,9.862625,92.833450,110.129662
-1.657030,9.644870,0.726820,9.813130,85.752441,99.748489,-0.405583,9.291330,3.087339,9.799233,71.635605,92.499481,-0.863000,9.805000,2.028000,10.049656,78.357880,95.029999,-3.081000,9.388050,-0.174000,9.882222,91.008881,108.168968,-0.371446,9.608448,-1.184383,9.688293,97.021912,92.213852,-3.394817,9.191430,-0.511466,9.811665,92.988091,110.271500
