X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
0.972000,10.056001,1.015050,10.153731,84.262665,84.479012,0.288933,8.586944,3.631108,9.327595,67.089882,88.072838,0.000000,9.808000,2.950000,10.242039,73.260033,90.000000,-3.188436,9.369696,-0.682553,9.920847,93.945053,108.793053,-0.600791,9.876062,-1.583333,10.020205,99.091644,93.481186,-1.762912,9.540782,0.445663,9.712518,87.370033,100.468834
1.024050,9.996000,1.045950,10.102609,84.057365,84.150688,0.312862,8.718847,3.552145,9.419868,67.846405,87.944916,0.001000,9.809000,2.951000,10.243284,73.256287,89.994156,-3.219543,9.374481,-0.830908,9.946696,94.791847,108.954361,-0.749395,9.834126,-0.964337,9.909670,95.584442,94.357719,-1.772483,9.507282,0.450449,9.681581,87.333275,100.560654
1.125000,9.933001,1.098000,10.056626,83.731850,83.538284,0.356231,8.903095,3.518646,9.579816,68.450935,87.708694,-0.001000,9.805000,2.947000,10.238302,73.271271,90.005844,-3.226721,9.460623,-0.797408,10.027511,94.561096,108.832893,-0.553405,9.781673,-0.779523,9.828279,94.549156,93.238098,-1.767698,9.483355,0.440878,9.656767,87.383263,100.558762
1.240050,9.871051,1.173000,10.017550,83.275551,82.839729,0.430409,9.042177,3.442075,9.684735,69.181274,87.274773,0.000000,9.806000,2.948000,10.239548,73.267525,90.000000,-3.272185,9.503694,-0.811765,10.083965,94.617340,108.998924,-0.412253,9.762884,-0.971749,9.819784,95.679184,92.417969,-1.786840,9.445069,0.436092,9.622490,87.402458,100.712746
1.342950,9.820951,1.233000,9.988737,82.909378,82.213470,0.492622,9.142676,3.377170,9.758919,69.753494,86.915794,0.000000,9.807000,2.949000,10.240793,73.263779,90.000000,-3.310470,9.541979,-0.811765,10.132500,94.595177,109.133575,-0.326291,9.775334,-1.243280,9.859482,97.244278,91.911766,-1.796412,9.440284,0.416949,9.618727,87.515587,100.774124
1.417050,9.802051,1.258950,9.983645,82.755646,81.773926,0.538086,9.238688,3.449254,9.876246,69.558708,86.666702,0.000000,9.808000,2.950000,10.242039,73.260033,90.000000,-3.339184,9.539586,-0.816551,10.140050,94.618874,109.291809,-0.375976,9.670075,-1.039026,9.733000,96.128166,92.226555,-1.801197,9.449855,0.393021,9.628008,87.660500,100.791466
1.486050,9.807000,1.261050,9.998793,82.754547,81.383545,0.542872,9.348758,3.487539,9.992843,69.573608,86.676628,0.001000,9.809000,2.951000,10.243284,73.256287,89.994156,-3.346362,9.513265,-0.792623,10.115760,94.494026,109.379707,-0.345924,9.569030,-1.002012,9.627566,95.974014,92.070358,-1.782055,9.492926,0.412164,9.667535,87.556526,100.632080
1.531950,9.841950,1.300050,10.044949,82.563736,81.152618,0.585942,9.408579,3.444468,10.036386,69.928162,86.436363,-0.001000,9.805000,2.947000,10.238302,73.271271,90.005844,-3.348755,9.484550,-0.754337,10.086619,94.288925,109.446838,-0.339488,9.551811,-0.941505,9.604102,95.625832,92.035538,-1.753341,9.497711,0.436092,9.668036,87.414703,100.459427
1.540950,9.862050,1.291950,10.064974,82.625107,81.119316,0.612563,9.418150,3.466004,10.054351,69.834885,86.278687,0.000000,9.806000,2.948000,10.239548,73.267525,90.000000,-3.312863,9.429516,-0.739980,10.021896,94.234367,109.357857,-0.361486,9.486555,-0.905592,9.536534,95.449036,92.182205,-1.671985,9.559925,0.488734,9.717333,87.117088,99.920418
1.528950,9.871051,1.290000,10.071714,82.641258,81.195290,0.600299,9.422935,3.466004,10.058094,69.842712,86.354828,0.000000,9.807000,2.949000,10.240793,73.263779,90.000000,-3.286542,9.357731,-0.720838,9.944249,94.156898,109.351860,-0.308316,9.545672,-0.893076,9.592316,95.342155,91.849953,-1.619343,9.569496,0.483948,9.717599,87.145416,99.604561
1.540950,9.868951,1.300050,10.072778,82.584396,81.125427,0.677169,9.497113,3.381956,10.104026,70.444870,85.921562,0.000000,9.808000,2.950000,10.242039,73.260033,90.000000,-3.224329,9.293125,-0.682553,9.860241,93.969345,109.134651,-0.362300,9.599667,-0.892166,9.647840,95.305901,92.161369,-1.576272,9.612567,0.550947,9.756516,86.762802,99.312500
1.489050,9.852000,1.294950,10.047689,82.595100,81.405258,0.739382,9.583553,3.178566,10.123955,71.701668,85.588303,0.001000,9.809000,2.951000,10.243284,73.256287,89.994156,-3.157330,9.240483,-0.677767,9.788494,93.970406,108.864502,-0.348040,9.640635,-0.844014,9.683767,95.000107,92.067558,-1.499702,9.559925,0.541376,9.691975,86.797897,98.915543
1.482000,9.808950,1.278000,10.002255,82.659180,81.408363,0.765703,9.624231,3.238386,10.183285,71.457382,85.451134,-0.001000,9.805000,2.947000,10.238302,73.271271,90.005844,-3.059224,9.226126,-0.646660,9.741582,93.806175,108.344627,-0.439834,9.785189,-0.932350,9.839342,95.437355,92.573654,-1.437488,9.564711,0.546162,9.687536,86.768074,98.547058
1.467000,9.778050,1.249050,9.966066,82.800171,81.467560,0.818345,9.609875,3.322135,10.200783,70.993553,85.132622,0.000000,9.806000,2.948000,10.239548,73.267525,90.000000,-2.973082,9.206984,-0.646660,9.696697,93.823822,107.896095,-0.400502,9.840897,-0.740613,9.876849,94.300346,92.330521,-1.461416,9.579067,0.550947,9.705556,86.745789,98.674362
1.467000,9.763050,1.261050,9.952864,82.720932,81.454643,0.753739,9.679267,3.454040,10.304694,70.415855,85.547279,0.000000,9.807000,2.949000,10.240793,73.263779,90.000000,-2.874976,9.223733,-0.658624,9.683827,93.899857,107.311913,-0.220698,9.725449,-0.721507,9.754672,94.241776,91.299980,-1.432703,9.569496,0.574876,9.693213,86.599960,98.514824
1.491000,9.739051,1.306950,9.938828,82.443756,81.295883,0.780060,9.715159,3.283850,10.284770,71.379852,85.409393,0.000000,9.808000,2.950000,10.242039,73.260033,90.000000,-2.788835,9.238090,-0.684945,9.674144,94.060036,106.798241,-0.207213,9.723648,-0.812803,9.759760,94.777184,91.220802,-1.423131,9.550353,0.546162,9.671238,86.762627,98.475479
1.506000,9.736951,1.339950,9.943425,82.255409,81.207817,0.823131,9.698409,3.178566,10.239139,71.914680,85.148773,0.001000,9.809000,2.951000,10.243284,73.256287,89.994156,-2.740978,9.211769,-0.689731,9.635631,94.104820,106.570465,-0.151821,9.790906,-0.756865,9.821290,94.419807,90.888374,-1.447060,9.559925,0.550947,9.684507,86.738708,98.607361
1.525050,9.744000,1.357050,9.955546,82.165565,81.104706,0.789631,9.688838,3.147160,10.217716,72.060646,85.340744,-0.001000,9.805000,2.947000,10.238302,73.271271,90.005844,-2.724229,9.211769,-0.689731,9.630879,94.106850,106.474716,-0.018455,9.757847,-0.770512,9.788239,94.514885,90.108360,-1.485345,9.583853,0.517448,9.712067,86.945900,98.809845
