"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,1.142573,9.659226,1.243670,9.805756,82.713516,83.253929"
"0.0024675,1.209572,9.592228,1.260419,9.750003,82.572372,82.812981"
"0.0049359,1.228714,9.577870,1.241277,9.735816,82.675087,82.689636"
"0.0074051,1.259821,9.589835,1.258026,9.753703,82.589378,82.515884"
"0.0098735,1.207179,9.623335,1.260419,9.780313,82.595520,82.849998"
"0.0123410,1.209572,9.683155,1.238884,9.836737,82.764694,82.879776"
"0.0148094,1.185644,9.719048,1.258026,9.871589,82.678368,83.044754"
"0.0172786,1.173679,9.766904,1.219741,9.912502,82.931793,83.147682"
"0.0197470,1.109073,9.728619,1.183849,9.862939,83.106163,83.496292"
"0.0222145,1.094716,9.716655,1.179063,9.848958,83.124374,83.571938"
"0.0246829,1.092324,9.754940,1.171885,9.885612,83.191895,83.610840"
"0.0271521,1.147358,9.666406,1.231705,9.811877,82.788513,83.230919"
"0.0296204,1.147358,9.613763,1.243670,9.761536,82.680328,83.194206"
"0.0320880,1.159323,9.606585,1.279562,9.760521,82.467087,83.118820"
"0.0345564,1.156930,9.592228,1.296312,9.748321,82.358292,83.122711"
"0.0370255,1.092324,9.659226,1.310669,9.808755,82.321037,83.548058"
"0.0394939,1.082752,9.680762,1.325026,9.830830,82.253944,83.618233"
"0.0419614,1.066002,9.659226,1.305883,9.805220,82.346466,83.702263"
"0.0444298,1.061217,9.678370,1.298705,9.822609,82.402344,83.742615"
"0.0468990,0.955933,9.745368,1.279562,9.875388,82.555206,84.397720"
"0.0493674,0.900898,9.728619,1.253241,9.850291,82.690514,84.709335"
"0.0518349,0.872184,9.733404,1.236491,9.850318,82.788750,84.879555"
"0.0543033,0.848256,9.752547,1.260419,9.870175,82.663307,85.029045"
"0.0567725,0.841077,9.790833,1.284348,9.910468,82.553810,85.090088"
"0.0592409,0.908076,9.690333,1.284348,9.817164,82.482635,84.646477"
