"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-3.348456,9.591928,-0.338285,10.165219,91.907082,109.243637"
"0.0024334,-3.307479,9.623035,-0.343071,10.181352,91.931007,108.968071"
"0.0048673,-3.206980,9.651750,-0.225823,10.173101,91.271957,108.380066"
"0.0073018,-3.281158,9.771689,1.667797,10.441909,80.809265,108.561127"
"0.0097364,-3.393920,9.625428,3.197708,10.695461,72.603767,109.422615"
"0.0121705,-3.178267,9.148957,0.255434,9.688656,88.489265,109.156776"
"0.0146047,-3.025126,9.072387,-1.520938,9.683639,99.036446,108.440613"
"0.0170397,-2.931806,9.326325,-2.332703,10.050738,103.420311,107.450966"
"0.0194739,-2.720938,9.658928,-2.854637,10.432993,105.879578,105.732628"
"0.0219079,-2.335694,9.881760,-2.397309,10.433204,103.283936,103.298599"
"0.0243416,-1.974079,9.927223,-1.367797,10.213600,97.696129,101.246841"
"0.0267760,-1.665405,9.876974,-0.457926,10.026858,92.617607,99.570892"
"0.0292093,-1.574178,9.891331,0.157328,10.017046,89.100075,99.042633"
"0.0316433,-1.715654,9.917651,0.454038,10.075189,87.417091,99.814461"
"0.0340776,-1.974079,9.915258,0.312862,10.114703,88.227478,101.260071"
"0.0365112,-2.165504,9.857831,-0.041575,10.092966,90.236015,102.389572"
"0.0389450,-2.350051,9.764511,-0.350249,10.049433,91.997314,103.532166"
"0.0413787,-2.452942,9.615857,-0.527617,9.937807,93.043373,104.310577"
"0.0438132,-2.498406,9.512965,-0.587438,9.853103,93.417976,104.715363"
"0.0462479,-2.500799,9.484252,-0.575474,9.825284,93.357773,104.771484"
"0.0486817,-2.496013,9.512965,-0.515354,9.848460,92.999565,104.701881"
"0.0511155,-2.481656,9.524930,-0.467498,9.854007,92.719269,104.603363"
"0.0535496,-2.493620,9.551250,-0.441177,9.881253,92.558983,104.632050"
"0.0559833,-2.548655,9.603892,-0.462712,9.947084,92.666214,104.862427"
"0.0584175,-2.531905,9.637392,-0.455534,9.974837,92.617508,104.719925"
"0.0608517,-2.579762,9.701999,-0.393320,10.046823,92.243629,104.890404"
"0.0632861,-2.567798,9.694820,-0.364606,10.035739,92.082062,104.834885"
"0.0657205,-2.591726,9.699606,-0.374178,10.046860,92.134377,104.959892"
"0.0681539,-2.606083,9.742975,-0.414856,10.094025,92.355469,104.975090"
"0.0705882,-2.606083,9.747761,-0.493819,10.102196,92.801865,104.968071"
"0.0730223,-2.577369,9.738190,-0.551546,10.088576,93.133942,104.824348"
"0.0754558,-2.551048,9.723534,-0.568295,10.068660,93.235611,104.700699"
"0.0778899,-2.536691,9.670892,-0.551546,10.013248,93.157539,104.697670"
"0.0803239,-2.505584,9.618250,-0.553938,9.954674,93.189934,104.601219"
"0.0827582,-2.491227,9.608679,-0.520140,9.939993,92.999542,104.534950"
"0.0851922,-2.515156,9.582357,-0.491426,9.919127,92.839783,104.707115"
"0.0876262,-2.510370,9.591928,-0.469891,9.926119,92.713326,104.666321"
"0.0900600,-2.534298,9.613464,-0.426820,9.951057,92.458282,104.768303"
"0.0924943,-2.529513,9.615857,-0.400499,9.951057,92.306595,104.738121"
"0.0949287,-2.572583,9.608679,-0.388535,9.954690,92.236839,104.988571"
"0.0973626,-2.613261,9.627821,-0.359821,9.982662,92.065651,105.185814"
"0.0997966,-2.646761,9.632607,-0.386142,9.997078,92.213623,105.364052"
"0.1022309,-2.653939,9.656535,-0.448355,10.024624,92.563431,105.367386"
"0.1046649,-2.649154,9.675677,-0.481855,10.043352,92.749962,105.312050"
"0.1070985,-2.625226,9.728319,-0.517747,10.089602,92.941422,105.101776"
"0.1095325,-2.579762,9.738190,-0.549153,10.089057,93.120178,104.837509"
"0.1119665,-2.496013,9.766904,-0.589831,10.098039,93.348579,104.335579"
"0.1144009,-2.417050,9.740582,-0.594616,10.053589,93.390717,103.936020"
"0.1168347,-2.359622,9.711570,-0.556331,10.009591,93.186134,103.656540"
"0.1192686,-2.364408,9.713963,-0.503390,10.010240,92.882477,103.679947"
"0.1217028,-2.364408,9.706784,-0.532403,10.004776,93.050430,103.689682"
"0.1241372,-2.354837,9.709177,-0.637687,10.010995,93.652138,103.633110"
"0.1265713,-2.409872,9.685248,-0.661615,10.002462,93.792610,103.972527"
"0.1290059,-2.424228,9.663713,-0.613759,9.982031,93.525131,104.082550"
"0.1314400,-2.462514,9.637392,-0.500997,9.959634,92.883354,104.333344"
"0.1338741,-2.507977,9.651750,-0.419641,9.981098,92.409630,104.566002"
"0.1363083,-2.500799,9.639785,-0.407677,9.967228,92.344154,104.543343"
"0.1387423,-2.503191,9.649357,-0.410070,9.977184,92.355568,104.542839"
"0.1411772,-2.500799,9.615857,-0.359821,9.942242,92.074051,104.577988"
"0.1436110,-2.481656,9.596714,-0.311964,9.917300,91.802628,104.498749"
"0.1460453,-2.519941,9.584750,-0.288036,9.914661,91.664764,104.730362"
"0.1484797,-2.558227,9.579965,-0.276072,9.919499,91.594818,104.951347"
"0.1509137,-2.644368,9.587143,-0.316750,9.950192,91.824234,105.420158"
"0.1533479,-2.589333,9.776475,-0.328714,10.118901,91.861588,104.834381"
"0.1557814,-2.009971,10.808081,-1.037289,11.042217,95.390221,100.534904"
"0.1582155,-1.674976,10.422836,-1.468296,10.658187,97.918381,99.129517"
"0.1606495,-1.559821,10.020543,-0.960718,10.186625,95.411705,98.847786"
"0.1630834,-1.643869,9.639785,0.095115,9.779408,89.442734,99.677536"
"0.1655168,-1.801795,9.144172,0.554537,9.336480,86.594933,101.146935"
"0.1679512,-2.139184,8.952746,0.588036,9.223533,86.344688,103.438377"
"0.1703861,-2.625226,8.921639,0.523430,9.314582,86.778587,106.396713"
"0.1728204,-3.099303,9.012567,0.444467,9.540942,87.329895,108.977425"
"0.1752534,-3.542275,9.170493,0.489930,9.843053,87.146965,111.119987"
"0.1776872,-3.903890,9.307182,0.482752,10.104308,87.261543,112.755577"
"0.1801212,-4.238885,9.407681,1.423729,10.416315,82.144066,114.255234"
"0.1825552,-4.423132,9.414860,1.311267,10.484423,82.815315,115.164291"
"0.1849896,-4.377669,9.328718,-0.036790,10.304869,90.204552,115.139160"
"0.1874236,-4.145565,9.412467,-1.413261,10.381597,97.824043,113.770294"
"0.1898576,-3.860520,9.690035,-1.327119,10.514830,97.250870,111.722389"
"0.1922919,-3.472883,9.900902,-0.551546,10.506805,93.009079,109.329048"
"0.1947265,-2.943770,9.798011,-0.249751,10.233727,91.398422,106.722672"
"0.1971607,-2.426621,9.556036,-0.252144,9.862550,91.464973,104.248291"
"0.1995950,-2.067399,9.407681,-0.204287,9.634332,91.214996,102.394112"
"0.2020295,-1.866402,9.386146,-0.173181,9.571477,91.036736,101.246368"
"0.2044635,-1.816152,9.443574,-0.244965,9.619745,91.459183,100.885994"
"0.2068978,-1.854438,9.527323,-0.347857,9.712355,92.052536,101.014565"
"0.2093321,-1.952543,9.584750,-0.412463,9.790301,92.414574,101.514374"
"0.2117663,-2.000400,9.634999,-0.477069,9.852026,92.775543,101.729004"
"0.2142008,-2.105684,9.601500,-0.479462,9.841372,92.792496,102.369583"
"0.2166352,-2.201696,9.603892,-0.436391,9.862690,92.535973,102.911964"
"0.2190697,-2.263909,9.591928,-0.426820,9.864712,92.479813,103.280052"
"0.2215040,-2.299802,9.603892,-0.395713,9.883341,92.294647,103.466774"
"0.2239382,-2.400300,9.584750,-0.352642,9.887024,92.044014,104.059380"
"0.2263732,-2.505584,9.591928,-0.266501,9.917362,91.539848,104.639565"
