"Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)"
"0.0000000,-3.760950,9.415951,-1.486050,10.247596,98.338120,111.772919"
"0.0046658,-3.790050,9.244050,-1.417050,10.090837,98.072693,112.293579"
"0.0093315,-3.766050,9.079050,-1.371000,9.924310,97.940559,112.528999"
"0.0139985,-3.694050,9.025950,-1.366950,9.847961,97.978722,112.257813"
"0.0186650,-3.598050,9.055051,-1.338000,9.835149,97.818916,111.670540"
"0.0233311,-3.481050,9.129001,-1.314000,9.858142,97.659798,110.872734"
"0.0279975,-3.325050,9.256050,-1.303950,9.921226,97.552254,109.759804"
"0.0326628,-3.193050,9.361051,-1.309050,9.976896,97.539413,108.834488"
"0.0373289,-3.094950,9.426001,-1.333050,10.010256,97.652725,108.177170"
"0.0419939,-3.016050,9.433050,-1.327950,9.992119,97.637192,107.730751"
"0.0466591,-3.000000,9.399000,-1.338000,9.956477,97.723053,107.702194"
"0.0513247,-2.980050,9.331950,-1.350000,9.888806,97.846405,107.710281"
"0.0559883,-2.949000,9.265051,-1.362000,9.817985,97.974075,107.655907"
"0.0606529,-2.959050,9.282001,-1.398000,9.842049,98.166115,107.681992"
"0.0653197,-2.983050,9.292050,-1.399950,9.859039,98.163399,107.798317"
"0.0699837,-3.022950,9.325050,-1.405050,9.902977,98.156738,107.961411"
"0.0746484,-3.129000,9.342000,-1.387950,9.949372,98.018990,108.517708"
"0.0793130,-3.208050,9.322950,-1.387950,9.956676,98.013069,108.988464"
"0.0839788,-3.318000,9.306001,-1.371000,9.974488,97.900352,109.623398"
"0.0886461,-3.382950,9.337050,-1.374000,10.025604,97.877129,109.916191"
"0.0933111,-3.411000,9.406950,-1.378950,10.100848,97.846420,109.930862"
"0.0979773,-3.385050,9.463950,-1.422000,10.151207,98.052582,109.681030"
"0.1026430,-3.358950,9.543000,-1.455000,10.220980,98.184097,109.391075"
"0.1073077,-3.330000,9.580951,-1.450050,10.246276,98.135796,109.165649"
