X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
-3.248856,6.576584,0.826752,83.569405
-3.157867,6.62326,0.815979,83.654449
-3.092026,6.654388,0.817169,83.64537
-3.033371,6.734589,0.914139,82.944778
-2.963943,6.792053,0.977585,82.485092
-2.925629,6.918945,1.085327,81.778915
-2.916061,7.03627,1.105667,81.740326
-2.91127,7.146393,1.132004,81.654427
-2.962753,7.199066,1.179901,81.381668
-2.967529,7.29483,1.200241,81.334503
-3.02858,7.382233,1.242142,81.151787
-3.047745,7.491165,1.249329,81.218468
-3.02858,7.53186,1.339111,80.633034
-3.101608,7.55101,1.348679,80.618645
-3.160263,7.564178,1.327133,80.804237
-3.190201,7.555801,1.305588,80.955231
-3.204559,7.523483,1.331924,80.749123
-3.202164,7.446869,1.365448,80.438522
-3.258423,7.444473,1.430084,80.019218
-3.238083,7.425323,1.576141,78.989548
-3.208145,7.419342,1.734146,77.891541
-3.206955,7.370255,1.90654,76.656128
-3.193787,7.377441,2.072937,75.54084
-3.180618,7.321167,2.207001,74.544426
-3.127945,7.305618,2.329117,73.665283
-3.041748,7.331955,2.422485,73.028824
-3.02739,7.290054,2.436844,72.844086
-2.978302,7.258926,2.473953,72.49955
-2.900497,7.208649,2.526627,71.987305
-2.810715,7.164352,2.557755,71.615799
-2.69101,7.121262,2.470367,72.021538
-2.580872,7.057816,2.415298,72.182518
-2.438416,7.048233,2.333893,72.623352
-2.301941,7.097321,2.215393,73.462891
-2.17865,7.129639,2.14476,73.949951
-2.014648,7.164352,1.946045,75.346016
-1.854233,7.281662,1.819153,76.390526
-1.710571,7.401382,1.716202,77.269417
-1.600449,7.510315,1.597687,78.246689
-1.521439,7.594116,1.507904,78.982719
-1.462784,7.68869,1.481567,79.280807
-1.394547,7.761703,1.43248,79.704552
-1.340668,7.831131,1.402557,79.988609
-1.327499,7.859863,1.476776,79.504135
-1.311951,7.896973,1.537827,79.125771
-1.282013,7.888596,1.652756,78.315994
-1.311951,7.888596,1.758087,77.601067
-1.365814,7.902969,1.893372,76.716949
-1.375397,7.861069,1.881393,76.734772
-1.442429,7.82515,1.935272,76.330124
-1.507065,7.780853,2.002304,75.821373
-1.562134,7.731781,2.021454,75.62619
-1.564529,7.7258,2.032227,75.543327
-1.612411,7.693466,2.054977,75.349228
-1.580093,7.600098,1.975967,75.718704
-1.560944,7.572571,1.917313,76.07283
-1.553757,7.583344,1.908936,76.147011
-1.469955,7.558197,1.911316,76.059303
-1.395737,7.566574,1.90654,76.083084
-1.38736,7.572571,1.822739,76.67981
-1.371796,7.537842,1.823929,76.609436
-1.356232,7.557007,1.857452,76.399918
-1.376587,7.624039,1.833511,76.685135
-1.386169,7.622849,1.84787,76.585518
-1.395737,7.645584,1.90654,76.216904
-1.393341,7.704239,1.943649,76.057854
-1.411301,7.715027,1.938858,76.114456
-1.440033,7.724594,1.924484,76.238144
-1.468765,7.703049,1.916107,76.269135
-1.571716,7.697067,1.936462,76.152763
-1.610016,7.679108,1.922104,76.234962
-1.636353,7.596512,1.902939,76.239937
-1.627975,7.560593,1.889771,76.268852
-1.621994,7.509125,1.80957,76.745567
-1.590866,7.418137,1.801193,76.644592
-1.525024,7.309204,1.82872,76.238029
-1.461578,7.208649,1.831116,76.02034
-1.280823,7.132034,1.820343,75.898209
-1.100052,7.063797,1.914917,75.004753
-0.950424,7.079361,1.963989,74.625999
-0.773254,7.098511,1.980759,74.496109
-0.629593,7.139221,1.948441,74.790848
-0.51947,7.257721,1.952026,74.982727
-0.451233,7.378632,1.968781,75.086891
-0.452423,7.529465,1.989136,75.22715
-0.479965,7.634811,1.931671,75.828491
-0.558975,7.779663,1.905334,76.272491
-0.647552,7.892197,1.922104,76.356506
-0.742126,7.938873,1.943649,76.300522
-0.809158,7.942474,1.973572,76.114647
-0.859436,7.958038,1.977158,76.125023
-0.918091,7.940079,2.035828,75.710487
-0.885773,7.864655,2.059769,75.412018
-0.883377,7.764099,2.148346,74.627541
-0.804367,7.64679,2.22377,73.869324
-0.713394,7.540237,2.344681,72.798866
-0.700226,7.460037,2.367416,72.465668
-0.622421,7.436096,2.415298,72.064507
-0.541016,7.328354,2.477554,71.367935
-0.500305,7.215836,2.525436,70.753502
-0.484741,7.15477,2.584091,70.183662
-0.526642,7.110489,2.611633,69.882736
-0.585297,7.098511,2.673874,69.423515
-0.629593,7.117661,2.722961,69.139351
-0.709808,7.140411,2.831894,68.463043
-0.761276,7.155975,2.930054,67.845909
-0.843872,7.254135,2.945618,68.033783
-0.841476,7.260117,3.040192,67.414261
-0.8367,7.285263,3.083282,67.19529
-0.810364,7.359482,3.097656,67.296631
-0.77565,7.424118,3.134766,67.21978
-0.65593,7.486374,3.15033,67.256447
-0.483551,7.585739,3.252075,66.836792
-0.351868,7.598907,3.35144,66.223129
-0.198639,7.63002,3.444809,65.709007
-0.041824,7.693466,3.540573,65.288193
0.110214,7.692276,3.558533,65.176453
0.231125,7.713821,3.575287,65.142509
0.385544,7.655167,3.533401,65.250931
0.506454,7.64679,3.499878,65.454208
0.617783,7.661148,3.531006,65.325645
0.718338,7.717407,3.534592,65.485535
0.84523,7.776077,3.504669,65.864769
0.933823,7.78685,3.469955,66.133141
1.037964,7.803604,3.419678,66.520256
1.158875,7.811981,3.355026,66.983109
1.261826,7.713821,3.305939,67.073967
1.225906,7.644394,3.225739,67.380905
0.920654,7.680298,3.030609,68.605232
0.477722,7.871841,2.611633,71.677208
0.186829,8.129211,2.16391,75.097878
0.022827,8.482361,2.058563,76.358803
-0.107666,8.800797,2.570923,73.716805
-0.343491,9.139572,3.183838,70.806396
-0.567352,9.303574,3.738098,68.146912
-0.864227,9.358643,3.98111,67.042892
-1.086884,9.31076,3.959564,67.100838
-1.226944,9.187454,3.683029,68.329689
-1.27005,8.889374,3.15271,70.654068
-1.413696,8.554184,2.696625,72.723175
-1.525024,8.239349,2.308762,74.595428
-1.60643,8.009506,1.972382,76.425919
-1.724945,7.776077,1.785629,77.36425
-1.788391,7.604889,1.789215,77.100349
-1.787186,7.518692,1.795212,76.922447
-1.836273,7.433701,1.802383,76.754494
-1.967957,7.402573,1.80838,76.716263
-2.087662,7.413345,1.834702,76.6007
-2.244492,7.576157,1.780838,77.299126
-2.358215,7.845505,1.671906,78.465271
-2.379761,8.153152,1.499527,79.98745
-2.395325,8.446442,1.421707,80.801682
-2.432434,8.779236,1.379807,81.387383
-2.465942,9.054581,1.404953,81.485367
-2.488693,9.241318,1.408539,81.627647
-2.522217,9.339493,1.366638,81.959145
-2.623962,9.350266,1.41452,81.712883
-2.809525,9.305969,1.41333,81.727623
-2.985489,9.197037,1.45163,81.462227
