X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
0.041874,9.530014,1.521237,9.650756,80.93071,89.748245,-0.415155,9.250652,3.209672,9.800455,70.882751,92.569618,1.339,9.806,2.795,10.284094,74.229851,82.224403,-4.134,9.49995,0.08295,10.360786,89.541275,113.516754,5.7e-05,9.767731,-0.551222,9.783272,93.229942,89.999664,-1.27702,10.693674,-0.826571,10.801327,94.388847,96.809914
0.027517,9.549157,1.504487,9.666987,81.046577,89.834892,-0.41994,9.267402,3.224029,9.821174,70.835991,92.594513,1.34,9.807,2.796,10.28545,74.226196,82.219452,-4.11795,9.35595,0.105,10.222639,89.411484,113.756325,0.046428,9.833198,-0.539126,9.848075,93.138191,89.729477,-1.304537,10.641032,-0.818196,10.751876,94.364311,96.989296
0.070588,9.592228,1.58345,9.722301,80.626602,89.578377,-0.446261,9.272188,3.188137,9.815133,71.045418,92.755463,1.341,9.808,2.797,10.286804,74.222534,82.2145,-3.99795,9.105,0.13095,9.944938,89.245537,113.705986,-0.036277,9.856775,-0.418918,9.86574,92.433624,90.210869,-1.261466,10.547563,-0.838535,10.655773,94.513443,96.820061
0.075374,9.654441,1.432703,9.760458,81.559258,89.552689,-0.477667,9.327223,3.192923,9.870157,71.125725,92.931679,1.342,9.809,2.798,10.28816,74.21888,82.209549,-3.70605,8.896951,0.07905,9.638298,89.530075,112.614311,-0.165439,9.834231,-0.569514,9.852098,93.313904,90.963783,-1.297359,10.484003,-0.948754,10.606488,95.131989,97.054291
0.027517,9.714262,1.368096,9.810164,81.983574,89.8377,-0.470489,9.29133,3.166602,9.827388,71.202637,92.898834,1.338,9.805,2.794,10.282739,74.233505,82.229355,-3.411,8.82705,0.02595,9.463214,89.84288,111.127823,-0.371159,9.798595,-0.490936,9.817904,92.866219,92.169258,-1.425524,10.512866,-1.066152,10.662512,95.738632,97.722099
0.017946,9.735797,1.43031,9.840318,81.642334,89.894386,-0.482453,9.293723,3.139982,9.821687,71.355286,92.971657,1.339,9.806,2.776,10.278946,74.331772,82.224403,-3.138,8.96895,0.01905,9.502078,89.885132,109.2836,-0.498377,9.826235,-0.62412,9.858641,93.629646,92.903496,-1.552493,10.57149,-0.971486,10.728952,95.195137,98.354546
0.037089,9.72144,1.49013,9.835052,81.285431,89.78141,-0.472882,9.348758,3.132803,9.871036,71.495857,92.895683,1.34,9.807,2.758,10.275185,74.430107,82.219452,-2.997,9.16005,0.03105,9.637919,89.815414,108.117149,-0.614266,9.796308,-0.797001,9.847851,94.642105,93.587967,-1.558475,10.55833,-0.947558,10.714711,95.073593,98.396584
0.06341,9.702297,1.533201,9.822897,81.020309,89.625549,-0.470489,9.351151,3.113661,9.86713,71.605446,92.880318,1.341,9.808,2.759,10.276537,74.426422,82.2145,-2.973,9.25605,0.033,9.721846,89.805511,107.806778,-0.719822,9.702675,-0.983691,9.778941,95.773308,94.242882,-1.56685,10.578669,-0.903291,10.732156,94.82811,98.425064
0.106481,9.680762,1.535594,9.802374,80.98719,89.36982,-0.458226,9.320045,3.108875,9.835563,71.573669,92.814713,1.342,9.809,2.76,10.277891,74.422737,82.209549,-3.05895,9.273001,0.01095,9.76452,89.935745,108.256538,-0.759039,9.58623,-1.100184,9.678965,96.526772,94.527237,-1.53694,10.499705,-0.852892,10.645817,94.595184,98.327774
0.120838,9.652048,1.559522,9.777972,80.82251,89.28273,-0.434297,9.322437,3.13041,9.843573,71.457039,92.667267,1.338,9.805,2.756,10.272478,74.437485,82.229355,-3.201,9.285001,-0.02595,9.82132,90.15139,109.021614,-0.701003,9.67018,-0.905726,9.737768,95.336891,94.146187,-1.448256,10.473235,-0.79666,10.602866,94.309052,97.873024
0.15673,9.647263,1.588236,9.77838,80.652428,89.069252,-0.384048,9.300901,3.137589,9.823376,71.373344,92.364487,1.339,9.806,2.757,10.273831,74.433792,82.224403,-3.402,9.354,-0.06195,9.95363,90.356606,109.986061,-0.510214,9.707032,-0.992828,9.771003,95.831863,93.008774,-1.350001,10.518848,-0.737887,10.630764,93.980125,97.313423
0.218943,9.597013,1.590629,9.730401,80.591637,88.6931,-0.386441,9.329616,3.118446,9.844581,71.532433,92.371887,1.34,9.807,2.758,10.275185,74.430107,82.219452,-3.639,9.403951,-0.09495,10.083929,90.539505,111.154694,-0.526495,9.748558,-1.137705,9.828833,96.646996,93.091393,-1.342822,10.521241,-0.717548,10.630831,93.870224,97.273315
0.226122,9.582657,1.643271,9.725163,80.272003,88.648247,-0.427119,9.286545,3.089732,9.796367,71.615295,92.633369,1.341,9.808,2.759,10.276537,74.426422,82.2145,-3.84,9.364051,-0.12195,10.121557,90.690346,112.297501,-0.545734,9.794948,-1.044447,9.865582,96.077164,93.188988,-1.302144,10.54158,-0.741476,10.647549,93.99321,97.041763
0.254836,9.565907,1.607379,9.703359,80.464897,88.473999,-0.386441,9.267402,3.080161,9.773508,71.629883,92.387787,1.342,9.809,2.76,10.277891,74.422737,82.209549,-3.97605,9.29205,-0.07905,10.107296,90.44812,113.165985,-0.433073,9.788703,-1.016942,9.85091,95.925392,92.533234,-1.298555,10.526027,-0.795464,10.635612,94.289299,97.032822
0.278764,9.575478,1.604986,9.713057,80.488823,88.332458,-0.37687,9.296116,3.106482,9.808671,71.536064,92.321533,1.338,9.805,2.756,10.272478,74.437485,82.229355,-4.07505,9.26805,-0.02805,10.124405,90.158737,113.734512,-0.48859,9.789307,-0.921432,9.844708,95.37056,92.857292,-1.311715,10.542776,-0.771536,10.652041,94.153618,97.092201
