X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
-3.983952,8.887277,-2.145205,102.421677
-3.983952,8.734048,-2.145205,102.596611
-4.13718,8.734048,-2.298434,103.377884
-4.13718,8.887277,-2.298434,103.195274
-4.29041,8.734048,-2.298434,103.289612
-4.29041,8.734048,-2.298434,103.289612
-4.29041,8.734048,-2.298434,103.289612
-4.13718,8.734048,-2.145205,102.515076
-4.13718,8.734048,-2.298434,103.377884
-4.13718,8.734048,-2.145205,102.515076
-4.13718,8.887277,-2.145205,102.343468
-4.13718,8.887277,-2.298434,103.195274
-3.983952,8.887277,-2.298434,103.278496
-4.13718,8.887277,-2.298434,103.195274
-4.13718,8.887277,-2.145205,102.343468
-4.13718,8.887277,-2.298434,103.195274
-4.13718,8.887277,-2.145205,102.343468
-4.13718,8.734048,-2.298434,103.377884
-4.13718,8.734048,-2.298434,103.377884
-4.13718,8.734048,-2.298434,103.377884
-4.13718,8.734048,-2.298434,103.377884
-4.13718,8.887277,-2.298434,103.195274
-4.13718,8.887277,-2.145205,102.343468
-3.983952,8.887277,-2.145205,102.421677
-4.13718,8.734048,-2.145205,102.515076
-4.13718,8.734048,-2.145205,102.515076
-4.13718,8.887277,-2.298434,103.195274
-4.13718,8.887277,-2.145205,102.343468
-4.13718,8.734048,-2.145205,102.515076
-3.983952,8.734048,-2.145205,102.596611
-3.983952,8.887277,-2.145205,102.421677
-3.983952,8.887277,-2.145205,102.421677
-3.983952,8.887277,-2.145205,102.421677
-4.13718,8.734048,-2.145205,102.515076
-4.13718,8.734048,-2.145205,102.515076
-4.13718,8.734048,-2.145205,102.515076
-4.13718,8.734048,-2.145205,102.515076
-4.13718,8.734048,-2.145205,102.515076
-4.13718,8.734048,-1.991976,101.646454
-4.13718,8.734048,-1.991976,101.646454
-4.13718,8.734048,-1.991976,101.646454
-4.13718,8.580819,-1.991976,101.810768
-4.13718,8.580819,-1.991976,101.810768
-4.29041,8.734048,-1.838747,100.700378
-4.29041,8.734048,-1.685518,99.826828
-4.29041,8.887277,-1.685518,99.692268
-4.13718,9.040505,-1.685518,99.621979
-3.983952,9.040505,-1.685518,99.681969
-3.677494,8.887277,-1.685518,99.939842
-3.524265,9.040505,-1.838747,100.730309
-3.371036,9.193734,-2.145205,102.356644
-3.217807,9.346964,-2.298434,103.089233
-3.064578,9.500193,-2.451663,103.798843
-3.064578,9.653421,-2.451663,103.60746
-3.064578,9.653421,-2.451663,103.60746
-3.064578,9.500193,-2.451663,103.798843
-3.064578,9.653421,-2.298434,102.785828
-3.064578,9.653421,-2.298434,102.785828
-3.064578,9.80665,-2.298434,102.60981
-3.064578,9.959879,-2.298434,102.438255
-3.064578,10.113108,-1.838747,99.870888
-2.911349,10.113108,-1.685518,99.099335
-2.604892,10.266336,-1.225831,96.601791
-2.298434,10.266336,-1.225831,96.646057
-2.145205,10.266336,-1.225831,96.666405
-1.991976,10.419566,-1.225831,96.591545
-1.072602,10.726024,-0.766145,94.065407
-0.766145,10.879252,-0.306458,91.609558
-0.766145,10.879252,0.0001,89.999474
-0.919373,11.032481,0.306458,88.414352
-0.919373,11.18571,0.459687,87.654602
-1.225831,11.18571,0.766145,86.104996
-1.072602,11.492168,0.919373,85.445786
-1.37906,11.798626,1.37906,83.378014
-1.225831,12.105083,1.37906,83.533447
-0.612916,12.717999,1.991976,81.108437
0.0001,12.871228,3.217807,75.96376
0.612916,12.871228,3.677494,74.071739
0.459687,11.645397,3.371036,73.867569
0.0001,11.18571,2.298434,78.388512
-1.685518,10.726024,1.37906,82.761467
-2.75812,9.500193,0.459687,87.33947
-4.750096,8.887277,-1.991976,101.181747
-7.201759,8.580819,-2.145205,100.840538
-8.121132,8.274361,-2.911349,104.096146
-7.661446,8.274361,-3.677494,108.061966
-6.895301,8.580819,-4.13718,110.597961
-8.887277,10.726024,-4.750096,108.829865
-9.959879,11.33894,-5.363012,109.562813
-10.113108,11.032481,-5.516241,110.232727
-10.266336,9.653421,-5.516241,111.377518
-10.113108,7.814674,-5.209783,112.177368
-9.959879,5.66947,-5.056554,113.807907
-9.346964,5.516241,-4.596867,112.954826
-7.967903,5.975927,-4.13718,112.557251
-7.354988,6.588843,-3.830723,111.203018
