X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
1.085846,9.673477,3.8638,68.350426
0.998459,9.942825,3.696198,69.701324
0.889526,10.123581,3.580078,70.593643
0.66925,10.200195,3.589661,70.650475
0.434631,10.23851,3.637543,70.45713
0.258652,10.213364,3.758453,69.802658
0.065918,10.076904,3.955978,68.566498
-0.094498,9.914093,4.21814,66.95269
-0.168716,9.721359,4.443192,65.440277
-0.144775,9.503494,4.759232,63.401524
-0.134003,9.326324,5.039352,61.618507
0.006058,9.185059,5.244049,60.276554
0.168869,8.948029,5.380524,58.985664
0.35083,8.824738,5.430801,58.411774
0.586655,8.769669,5.429596,58.294186
0.846436,8.726563,5.476288,58.010643
1.073883,8.683472,5.491852,57.884857
1.307312,8.703827,5.494247,58.025822
1.537155,8.733749,5.536148,58.024101
1.704758,8.731354,5.481079,58.362228
1.841217,8.75769,5.477493,58.530502
1.939377,8.791214,5.449951,58.810295
1.988464,8.842682,5.330246,59.540203
1.860367,8.968384,5.007019,61.336372
1.486877,9.297592,4.394104,64.982628
1.054718,9.818329,3.892532,68.486244
0.688416,10.323502,3.84584,69.609543
0.434631,10.804733,3.898514,70.174561
0.220352,11.288361,3.953583,70.701347
-0.035828,11.706161,4.099625,70.699272
-0.55658,12.000641,3.96196,71.747902
-1.28801,12.020996,3.657898,73.166252
-2.232513,11.768402,3.286789,74.655952
-3.123154,11.354202,2.961182,75.884995
-3.849792,10.669464,2.833084,75.976158
-4.343002,9.838684,2.945618,74.682693
-4.335815,9.071335,3.168274,72.509468
-3.965912,8.382996,3.478333,69.440361
-3.441589,7.846695,3.793167,66.121048
-2.898102,7.45285,4.008652,63.375347
-2.499466,7.138016,4.094833,61.56749
-2.275604,6.871063,4.191803,59.923519
-2.116394,6.64122,4.231308,58.740189
-1.971542,6.516724,4.292358,57.770706
-1.801559,6.460464,4.367767,56.926628
-1.635162,6.406586,4.434814,56.149235
-1.444824,6.352722,4.364182,56.182991
-1.316727,6.371872,4.185822,57.245632
-1.236526,6.424545,4.043365,58.283138
-1.167099,6.526306,3.850632,59.851849
-1.144348,6.684311,3.718948,61.260017
-1.218567,6.857895,3.54895,63.000362
-1.400528,7.049438,3.353836,64.984406
-1.633957,7.270889,3.131165,67.209557
-2.025421,7.438492,2.909698,69.322166
-2.453979,7.559402,2.649933,71.5606
