X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
-2.91127,7.638412,2.415298,73.539116
-3.337433,7.744949,2.197433,75.395607
-3.793533,7.711426,2.080109,76.393707
-4.159851,7.627625,1.919708,77.540375
-4.423203,7.571365,1.811966,78.32473
-4.596786,7.420532,1.746124,78.687973
-4.694946,7.257721,1.683868,78.976601
-4.684174,7.165558,1.618027,79.297073
-4.538132,7.024292,1.620422,79.033859
-4.356171,6.940491,1.596481,78.975273
-4.152664,6.885422,1.574936,78.917816
-3.908463,6.825577,1.491135,79.265182
-3.630722,6.824371,1.416916,79.613052
-3.378143,6.824371,1.335526,80.052216
-3.133926,6.815994,1.238556,80.62516
-2.940002,6.813599,1.23735,80.533585
-2.746078,6.829163,1.213409,80.63887
-2.536575,6.845932,1.286438,80.006714
-2.385742,6.857895,1.410934,79.00354
-2.207382,6.909378,1.519867,78.165573
-2.012253,6.964432,1.680283,76.950127
-1.944016,7.064987,1.780838,76.340088
-1.865005,7.15239,1.859848,75.876518
-1.849442,7.224213,1.88858,75.788292
-1.876968,7.291245,1.923294,75.67009
-1.966751,7.342728,1.916107,75.852318
-2.096039,7.400177,1.936462,75.868172
-2.294769,7.477997,1.937653,76.087158
-2.458771,7.519897,1.932877,76.271149
-2.649109,7.543839,2.045395,75.650352
-2.852615,7.591721,2.168701,75.02874
-3.032181,7.558197,2.257278,74.507713
-3.161469,7.509125,2.330307,74.038689
-3.234482,7.521088,2.409317,73.601791
-3.253647,7.481583,2.543396,72.685135
-3.179428,7.491165,2.685852,71.735039
-3.090836,7.497147,2.828308,70.772552
-2.959152,7.48877,2.902527,70.177643
-2.820297,7.467224,3.033005,69.194359
-2.644318,7.45285,3.056946,68.865448
-2.443207,7.498352,3.050964,68.85022
-2.289978,7.522293,3.076096,68.634331
-2.167877,7.457642,2.997101,68.897957
-1.991898,7.364273,2.902527,69.169952
-1.845856,7.337936,2.847458,69.377556
-1.735718,7.313995,2.763657,69.814156
-1.689026,7.280472,2.649933,70.47744
-1.650726,7.256531,2.588882,70.818314
-1.653122,7.21463,2.505081,71.301544
-1.706985,7.123657,2.511078,71.078575
-1.815918,7.064987,2.477554,71.24041
-1.92366,7.017105,2.444031,71.432648
-1.985916,7.006332,2.432068,71.532349
-2.037384,7.045837,2.391357,71.941818
-2.115204,7.062607,2.415298,71.860847
-2.158295,7.072174,2.4189,71.885231
-2.25766,7.115265,2.393753,72.22052
-2.347443,7.207443,2.375793,72.597672
-2.404892,7.290054,2.387772,72.721687
-2.503067,7.355896,2.348267,73.184235
-2.579681,7.400177,2.265671,73.875305
-2.607208,7.466019,2.198624,74.46302
-2.649109,7.54982,2.179474,74.762505
-2.6922,7.627625,2.118423,75.324074
-2.741287,7.615662,2.068146,75.66671
-2.756851,7.626434,2.089691,75.549995
-2.766418,7.608475,2.101669,75.447258
-2.780792,7.602493,2.174683,74.96299
-2.634735,7.650375,2.292007,74.184372
-2.41806,7.665939,2.378189,73.518692
-2.233719,7.701859,2.489517,72.753395
-2.051758,7.737762,2.615219,71.908226
-1.833878,7.711426,2.707397,71.141716
-1.60643,7.681503,2.836685,70.126701
-1.351456,7.634811,2.852249,69.803146
-1.176666,7.60968,2.854645,69.658875
-0.955215,7.604889,2.873795,69.446884
-0.7948,7.543839,2.859421,69.345856
-0.710999,7.424118,2.786407,69.513863
-0.659531,7.359482,2.715775,69.819389
-0.61763,7.325958,2.671478,70.030365
-0.570938,7.248154,2.615219,70.216461
-0.606857,7.171539,2.509872,70.77478
-0.647552,7.132034,2.493118,70.805244
-0.728958,7.126053,2.451218,71.10936
-0.829514,7.13443,2.43924,71.242043
-0.904922,7.159561,2.469177,71.111305
-0.928879,7.246948,2.476349,71.276611
-0.997101,7.318787,2.440445,71.716591
-1.058151,7.337936,2.47995,71.504761
-1.043793,7.358276,2.484741,71.513527
-0.985138,7.394196,2.463181,71.726479
-0.93486,7.431305,2.463181,71.795624
-0.870209,7.416946,2.46199,71.753654
-0.781631,7.396591,2.4189,71.984535
-0.695435,7.359482,2.433258,71.780388
-0.602066,7.313995,2.494308,71.227989
-0.494324,7.298431,2.535019,70.886574
-0.452423,7.324768,2.625992,70.31144
-0.403351,7.278076,2.713379,69.582512
-0.331512,7.196671,2.804367,68.730888
-0.272858,7.240967,2.860626,68.456825
-0.186676,7.29245,2.898926,68.327423
-0.070557,7.331955,2.995895,67.775612
0.009659,7.369064,3.025818,67.67643
0.051559,7.47081,3.049759,67.794052
0.140137,7.534256,3.050964,67.958176
0.197601,7.606079,3.001877,68.469032
0.257462,7.674316,2.945618,69.012573
0.314911,7.785645,2.927658,69.407516
0.342453,7.853882,2.888153,69.827339
0.313721,7.892197,2.865417,70.060081
0.27301,7.950851,2.828308,70.42897
0.231125,8.028656,2.822311,70.639336
0.202393,8.110062,2.889359,70.396263
0.128174,8.129211,2.970764,69.927811
0.081482,8.101685,3.061737,69.298698
0.077896,8.022675,3.146729,68.584351
0.068314,7.96402,3.276016,67.640823
0.044373,7.870636,3.355026,66.91317
0.032394,7.876633,3.375381,66.803543
0.009659,7.837128,3.479523,66.059784
0.002472,7.840714,3.562119,65.567207
-0.04541,7.839523,3.624374,65.188286
-0.117233,7.765305,3.679443,64.649475
-0.148361,7.686295,3.769226,63.881683
-0.239334,7.597702,3.820694,63.314728
-0.354263,7.528275,3.818298,63.131691
-0.412918,7.434891,3.78598,63.049644
-0.511078,7.348709,3.76564,62.924458
-0.552979,7.282867,3.742889,62.866871
-0.527847,7.305618,3.711761,63.126457
-0.502701,7.249344,3.674652,63.175182
-0.405731,7.19548,3.674652,62.983921
-0.262085,7.231384,3.675858,63.070042
-0.14357,7.298431,3.690216,63.182495
0.025223,7.421722,3.714157,63.414726
0.116196,7.499542,3.654297,64.024155
0.233521,7.624039,3.496292,65.374557
0.348434,7.722198,3.341858,66.620201
0.459763,7.822754,3.143143,68.144142
0.456177,7.873032,2.967163,69.381401
0.446594,7.940079,2.840271,70.345879
0.427444,8.001129,2.79837,70.748299
0.458572,8.015488,2.79837,70.783974
0.4478,7.948456,2.825912,70.456825
