X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
-1.527817,9.654441,0.779462,9.805612,85.440666,98.9925,-0.271585,8.869596,3.466004,9.526629,68.664856,91.753838,-0.863,9.805,2.028,10.049656,78.35788,95.029999,-2.91105,9.76605,-0.35895,10.197,92.017319,106.59819,-0.430363,9.738722,-1.046103,9.804195,96.125092,92.530304,-3.107678,8.918648,-0.72682,9.472497,94.400604,109.210754
-1.556531,9.654441,0.753141,9.80807,85.596046,99.158661,-0.257228,8.970393,3.463611,9.619289,68.895546,91.642525,-0.862,9.806,2.029,10.050747,78.35334,95.023697,-2.949,9.706051,-0.354,10.150336,91.998634,106.900414,-0.314368,9.685734,-1.096382,9.752657,96.454765,91.858986,-3.19382,8.794222,-0.669392,9.380134,94.092262,109.959633
-1.570888,9.652048,0.781855,9.810251,85.42881,99.243942,-0.199502,9.090034,3.504289,9.744155,68.922539,91.257286,-0.861,9.807,2.03,10.05184,78.348808,95.017387,-3.0,9.639001,-0.31995,10.100134,91.815308,107.288002,-0.315115,9.69284,-1.078626,9.75776,96.346466,91.862038,-3.327818,8.813364,-0.698106,9.446539,94.23806,110.685921
-1.578067,9.632906,0.832104,9.796712,85.127594,99.303581,-0.161216,9.097213,3.51386,9.753589,68.883636,91.015259,-0.86,9.808,2.031,10.052931,78.344269,95.011078,-3.07395,9.62895,-0.294,10.111987,91.666077,107.705185,-0.299668,9.71069,-0.890566,9.756045,95.23745,91.767563,-3.390032,8.942576,-0.678963,9.587647,94.060883,110.761162
-1.578067,9.664013,0.841675,9.828115,85.087196,99.274155,-0.166002,9.137891,3.492325,9.783912,69.087265,91.040741,-0.859,9.809,2.032,10.054024,78.339737,95.004776,-3.15795,9.58605,-0.21495,10.095108,91.220062,108.233528,-0.29465,9.728714,-0.781506,9.764499,94.590599,91.734764,-3.447459,9.057432,-0.645464,9.712811,93.810394,110.837929
-1.556531,9.666406,0.841675,9.827035,85.086655,99.147522,-0.214158,9.176176,3.381956,9.781906,69.773277,91.336952,-0.863,9.805,2.028,10.049656,78.35788,95.029999,-3.19605,9.535951,-0.15,10.058409,90.854477,108.528992,-0.345282,9.706247,-0.902221,9.754202,95.307198,92.037338,-3.466602,9.205787,-0.626321,9.85678,93.64315,110.63475
-1.618744,9.711869,0.791426,9.877605,85.40435,99.462891,-0.297906,9.135498,3.314957,9.722911,70.065674,91.867737,-0.862,9.806,2.029,10.050747,78.35334,95.023697,-3.20295,9.471001,-0.117,9.998621,90.670471,108.684761,-0.257156,9.664186,-0.89569,9.70901,95.293259,91.524239,-3.423531,9.272786,-0.573679,9.901224,93.321594,110.264244
-1.661815,9.716655,0.755534,9.88665,85.61721,99.705254,-0.388834,9.161819,3.228815,9.721901,70.602638,92.430214,-0.861,9.807,2.03,10.05184,78.348808,95.017387,-3.18405,9.438001,-0.105,9.961178,90.603958,108.642586,-0.238415,9.701056,-0.943248,9.749721,95.551834,91.407829,-3.41396,9.301499,-0.54018,9.922943,93.120575,110.154816
-1.678565,9.707084,0.748355,9.879529,85.655792,99.810661,-0.400798,9.195318,3.164209,9.732766,71.027824,92.495781,-0.86,9.808,2.031,10.052931,78.344269,95.011078,-3.174,9.394951,-0.10995,9.917231,90.635239,108.667084,-0.246584,9.819043,-0.997712,9.872682,95.800087,91.438553,-3.366103,9.354142,-0.487538,9.953307,92.80761,109.791351
-1.673779,9.673584,0.74357,9.845438,85.668655,99.81646,-0.407976,9.24826,3.092125,9.76002,71.529556,92.525902,-0.859,9.809,2.032,10.054024,78.339737,95.004776,-3.126,9.364051,-0.17205,9.873547,90.998451,108.460548,-0.244496,9.704149,-1.176405,9.778252,96.909897,91.44326,-3.390032,9.248857,-0.487538,9.862625,92.83345,110.129662
-1.65703,9.64487,0.72682,9.81313,85.752441,99.748489,-0.405583,9.29133,3.087339,9.799233,71.635605,92.499481,-0.863,9.805,2.028,10.049656,78.35788,95.029999,-3.081,9.38805,-0.174,9.882222,91.008881,108.168968,-0.371446,9.608448,-1.184383,9.688293,97.021912,92.213852,-3.394817,9.19143,-0.511466,9.811665,92.988091,110.2715
-1.62353,9.625728,0.69332,9.786275,85.937408,99.57373,-0.412762,9.312865,3.077768,9.816949,71.728767,92.537788,-0.862,9.806,2.029,10.050747,78.35334,95.023697,-3.012,9.415951,-0.15,9.887101,90.869286,107.738579,-0.555512,9.595587,-1.037982,9.667538,96.163605,93.313293,-3.38046,9.129216,-0.568894,9.751602,93.344444,110.319107
-1.625923,9.594621,0.702892,9.756763,85.868752,99.61808,-0.405583,9.363115,3.044269,9.853933,72.004669,92.480339,-0.861,9.807,2.03,10.05184,78.348808,95.017387,-3.02805,9.438001,-0.117,9.912549,90.676292,107.788109,-0.586943,9.699035,-0.905104,9.758842,95.321663,93.463066,-3.332604,9.100503,-0.621536,9.711421,93.669464,110.112724
-1.611566,9.57787,0.69332,9.737219,85.916908,99.551086,-0.412762,9.430114,2.979662,9.898273,72.480614,92.506271,-0.86,9.808,2.031,10.052931,78.344269,95.011078,-3.105,9.47595,-0.05895,9.971868,90.338715,108.142502,-0.515836,9.674021,-0.944446,9.733691,95.568085,93.052223,-3.342175,9.062218,-0.640678,9.680103,93.794899,110.244133
-1.575674,9.580264,0.686142,9.733191,85.957581,99.339867,-0.455833,9.468399,2.922235,9.919567,72.866867,92.756233,-0.859,9.809,2.032,10.054024,78.339737,95.004776,-3.15795,9.531,-0.00705,10.040551,90.04023,108.331818,-0.494508,9.633943,-1.179489,9.718466,96.970932,92.9384,-3.279962,9.062218,-0.669392,9.660747,93.973206,109.897118
-1.539781,9.561121,0.695713,9.709272,85.890976,99.148712,-0.429512,9.485149,2.974877,9.949996,72.603485,92.592728,-0.863,9.805,2.028,10.049656,78.35788,95.029999,-3.20295,9.556951,-0.02595,10.079428,90.147514,108.528244,-0.496184,9.764886,-1.065142,9.835331,96.217186,92.908875,-3.246462,9.033504,-0.698106,9.624503,94.159561,109.767433
-1.499103,9.573085,0.695713,9.714694,85.893272,98.899994,-0.441476,9.535697,2.953341,9.99233,72.80883,92.650742,-0.862,9.806,2.029,10.050747,78.35334,95.023697,-3.20295,9.57705,-0.04305,10.098546,90.244255,108.492004,-0.452399,9.848146,-1.013619,9.910503,95.870316,92.630173,-3.236891,9.033504,-0.698106,9.621279,94.160957,109.713654
-1.448854,9.61137,0.683749,9.743979,85.976166,98.572441,-0.463011,9.552447,2.831008,9.973878,73.510345,92.774979,-0.861,9.807,2.03,10.05184,78.348808,95.017387,-3.09105,9.556951,-0.05505,10.044547,90.314018,107.923012,-0.492727,9.785677,-0.796532,9.830398,94.647621,92.882515,-3.19382,9.038289,-0.678963,9.610003,94.051422,109.461655
-1.410569,9.635299,0.681356,9.76181,85.997604,98.328705,-0.446261,9.545269,2.761616,9.94675,73.880592,92.67675,-0.86,9.808,2.031,10.052931,78.344269,95.011078,-2.961,9.603001,-0.04005,10.049216,90.228348,107.136681,-0.474186,9.836262,-0.924564,9.890992,95.363571,92.759972,-3.236891,9.023932,-0.635893,9.607975,93.79483,109.732948
-1.329213,9.675977,0.69332,9.791426,85.939552,97.821907,-0.448654,9.535697,2.754438,9.93568,73.905235,92.693779,-0.859,9.809,2.032,10.054024,78.339737,95.004776,-2.86995,9.615001,-0.00705,10.034187,90.040253,106.619667,-0.45033,9.84376,-1.050442,9.909886,96.084747,92.619331,-3.174677,9.028718,-0.635893,9.591699,93.801277,109.372696
-1.295713,9.733404,0.666999,9.841896,86.114006,97.582649,-0.400798,9.540483,2.749652,9.936902,73.935982,92.405594,-0.863,9.805,2.028,10.049656,78.35788,95.029999,-2.772,9.60795,-0.01605,9.999847,90.091965,106.093437,-0.456095,9.78695,-1.012288,9.849728,95.898888,92.66819,-3.208177,9.071789,-0.640678,9.643661,93.809258,109.4758
-1.257428,9.776475,0.659821,9.879066,86.170372,97.329018,-0.405583,9.550055,2.82383,9.967049,73.541756,92.431847,-0.862,9.806,2.029,10.050747,78.35334,95.023697,-2.73105,9.591001,-0.03105,9.972306,90.178398,105.894371,-0.504736,9.860759,-0.984524,9.922631,95.69426,92.930206,-3.19382,9.124431,-0.592822,9.68541,93.50914,109.29155
-1.219143,9.817153,0.635893,9.91298,86.322098,97.079033,-0.36012,9.571589,2.82383,9.985941,73.573776,92.154671,-0.861,9.807,2.03,10.05184,78.348808,95.017387,-2.715,9.571951,0.00705,9.949549,89.959404,105.835526,-0.401144,9.69304,-1.139899,9.768076,96.701477,92.36982,-3.222534,9.215358,-0.525823,9.776709,93.083038,109.274307
-1.185644,9.860224,0.602393,9.949505,86.5289,96.856621,-0.309871,9.502198,2.852544,9.925965,73.298714,91.867775,-0.86,9.808,2.031,10.052931,78.344269,95.011078,-2.748,9.574051,0.03495,9.960682,89.798958,106.014847,-0.226568,9.659559,-1.272183,9.745607,97.500748,91.343643,-3.131607,9.210572,-0.544965,9.743644,93.206245,108.778099
