X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
0.587438,9.819546,1.018744,9.889712,84.087448,86.576454,1.211366,9.327223,2.371287,9.699871,75.849731,82.600174,0.0,9.808,4.291,10.705585,66.370621,90.0,-2.631,9.46395,0.33705,9.828637,88.03479,105.536057,0.130111,9.796509,-0.36118,9.804028,92.111252,89.239082,-2.432902,9.320642,-0.410967,9.641695,92.442917,104.629105
0.532403,9.786046,0.999602,9.851363,84.17627,86.885933,1.261616,9.379865,2.315953,9.743571,76.249733,82.339546,0.001,9.809,4.292,10.706902,66.367867,89.994156,-2.62605,9.38805,0.39705,9.756499,87.667648,105.62751,0.049646,9.808739,-0.457091,9.819509,92.668045,89.710007,-2.399403,9.311071,-0.382253,9.622853,92.276588,104.450363
0.525225,9.735797,1.112064,9.813169,83.493057,86.91201,1.244866,9.444471,2.25374,9.78913,76.689453,82.491188,-0.001,9.805,4.288,10.701634,66.378899,90.005844,-2.66205,9.364051,0.426,9.744405,87.494377,105.869606,-0.06426,9.795005,-0.461296,9.806071,92.696297,90.375885,-2.375475,9.339785,-0.339183,9.643106,92.015717,104.270004
0.486939,9.723833,1.162314,9.805153,83.192085,87.133202,1.280758,9.487542,2.222633,9.828219,76.929604,82.311905,0.0,9.806,4.289,10.70295,66.376137,90.0,-2.736,9.391951,0.435,9.79202,87.453857,106.241547,-0.124613,9.801402,-0.470786,9.813493,92.749725,90.728409,-2.327618,9.349357,-0.35354,9.641228,92.101479,103.980164
0.472582,9.673584,1.164706,9.754902,83.142693,87.203163,1.326222,9.540483,2.215455,9.883719,77.046989,82.086029,0.0,9.807,4.29,10.704268,66.373383,90.0,-2.78895,9.43305,0.46905,9.847878,87.269997,106.470695,-0.271119,9.790064,-0.401814,9.802056,92.349373,91.586304,-2.341975,9.368499,-0.329611,9.662415,91.954895,104.035385
0.474975,9.630513,1.159921,9.711736,83.140503,87.176468,1.326222,9.636196,2.191526,9.970854,77.303108,82.163658,0.0,9.808,4.291,10.705585,66.370621,90.0,-2.80305,9.529051,0.47805,9.944266,87.24456,106.391685,-0.248825,9.771245,-0.41708,9.783307,92.443359,91.458717,-2.337189,9.37807,-0.343968,9.671038,92.038261,103.994095
0.429512,9.597013,1.164706,9.676967,83.087196,87.437454,1.342972,9.688838,2.201098,10.026066,77.31813,82.108505,0.001,9.809,4.292,10.706902,66.367867,89.994156,-2.77905,9.61005,0.462,10.014471,87.35582,106.128899,-0.136537,9.756104,-0.305395,9.761837,91.792763,90.801804,-2.385046,9.401999,-0.348754,9.706062,92.059166,104.234215
0.422333,9.563514,1.159921,9.642851,83.091263,87.471413,1.354936,9.746265,2.234597,10.090539,77.205513,82.085411,-0.001,9.805,4.288,10.701634,66.378899,90.005844,-2.78205,9.679951,0.45705,10.08217,87.401749,106.034828,0.041908,9.784843,-0.317663,9.790088,91.859421,89.754608,-2.385046,9.41157,-0.32004,9.714346,91.887955,104.220322
0.407976,9.544372,1.200599,9.628235,82.836823,87.552368,1.357329,9.780065,2.27049,10.131492,77.049911,82.098663,0.0,9.806,4.289,10.70295,66.376137,90.0,-2.77005,9.688951,0.40905,10.085448,87.675537,105.955116,0.239142,9.73493,-0.174307,9.739427,91.025482,88.592789,-2.375475,9.421141,-0.315254,9.721119,91.858421,104.151749
0.398405,9.530014,1.22692,9.616924,82.670273,87.606125,1.405484,9.827921,2.277668,10.185833,77.078766,81.861351,0.0,9.807,4.29,10.704268,66.373383,90.0,-2.73405,9.700951,0.42105,10.087654,87.607826,105.739601,0.309216,9.737524,-0.041199,9.742519,90.242294,88.181175,-2.375475,9.41157,-0.343968,9.712818,92.029488,104.165558
0.403191,9.544372,1.24367,9.633499,82.582504,87.581047,1.42702,9.861421,2.280061,10.221677,77.111099,81.766037,0.0,9.808,4.291,10.705585,66.370621,90.0,-2.68095,9.747001,0.45705,10.119308,87.411293,105.37912,0.51618,9.712147,-0.040357,9.725938,90.23774,86.95771,-2.399403,9.41157,-0.343968,9.718699,92.028259,104.302422
0.427119,9.541979,1.291526,9.638456,82.299362,87.437035,1.402792,9.84467,2.296811,10.205914,76.994354,81.890373,0.001,9.809,4.292,10.706902,66.367867,89.994156,-2.643,9.783,0.50505,10.146311,87.146828,105.118256,0.478869,9.71909,0.05883,9.731057,89.65361,87.17926,-2.41376,9.401999,-0.339183,9.712819,92.001244,104.398499
0.427119,9.5348,1.308276,9.633609,82.194923,87.435104,1.402792,9.875777,2.306382,10.238076,76.980957,81.915573,-0.001,9.805,4.288,10.701634,66.378899,90.005844,-2.59695,9.835051,0.507,10.184764,87.146622,104.791382,0.369713,9.61385,-0.001111,9.620955,90.006615,87.797707,-2.447259,9.430713,-0.358325,9.749657,92.106239,104.547318
0.446261,9.532407,1.344168,9.63705,81.982292,87.319641,1.3669,9.904491,2.315953,10.263089,76.958397,82.142357,0.0,9.806,4.289,10.70295,66.376137,90.0,-2.52495,9.868951,0.507,10.199442,87.150734,104.351158,0.30142,9.619002,0.062374,9.623926,89.628654,88.20517,-2.418545,9.449855,-0.358325,9.761021,92.10379,104.355827
0.410369,9.541979,1.353739,9.646262,81.932579,87.537415,1.371686,9.894919,2.349453,10.262109,76.765068,82.107658,0.0,9.807,4.29,10.704268,66.373383,90.0,-2.45805,9.865951,0.52605,10.181145,87.038261,103.990112,0.186556,9.625639,0.074737,9.627737,89.555222,88.889679,-2.418545,9.468997,-0.387039,9.780647,92.267899,104.327995
0.388834,9.544372,1.360918,9.648747,81.891617,87.667084,1.352543,9.902099,2.34706,10.265944,76.783821,82.222015,0.0,9.808,4.291,10.705585,66.370621,90.0,-2.39595,9.92595,0.52095,10.224307,87.079391,103.570602,0.124815,9.584382,0.052404,9.585339,89.686752,89.253899,-2.41376,9.464211,-0.372682,9.774274,92.18515,104.307747
0.369691,9.58505,1.353739,9.687232,81.966927,87.791222,1.335793,9.897313,2.40718,10.273055,76.448471,82.313507,0.001,9.809,4.292,10.706902,66.367867,89.994156,-2.31495,9.94305,0.507,10.22156,87.156906,103.106178,0.193959,9.646124,0.148326,9.649214,89.119225,88.848083,-2.437688,9.464211,-0.391825,9.780958,92.295883,104.44368
0.34337,9.654441,1.332204,9.751969,82.148346,87.963074,1.299901,9.873384,2.423929,10.249336,76.32016,82.499741,-0.001,9.805,4.288,10.701634,66.378899,90.005844,-2.27205,9.880951,0.486,10.150448,87.255646,102.949631,0.206189,9.670458,0.173771,9.674216,88.970779,88.778557,-2.418545,9.464211,-0.410967,9.776991,92.409088,104.334946
0.305085,9.707084,1.32024,9.801203,82.258621,88.199837,1.280758,9.882956,2.45025,10.262402,76.186638,82.616043,0.0,9.806,4.289,10.70295,66.376137,90.0,-2.21895,9.732,0.50505,9.994531,87.103462,102.844185,0.181825,9.757799,0.12854,9.76034,89.245415,88.93248,-2.432902,9.497711,-0.420539,9.813377,92.456085,104.36776
0.245264,9.752547,1.305883,9.842645,82.37574,88.559387,1.268794,9.854242,2.457429,10.234983,76.107506,82.663185,0.0,9.807,4.29,10.704268,66.373383,90.0,-2.193,9.556951,0.55995,9.821308,86.731575,102.923729,0.22834,9.692179,0.053142,9.695014,89.685944,88.650406,-2.456831,9.516854,-0.39661,9.836862,92.310722,104.475197
0.240479,9.829117,1.258026,9.912214,82.708542,88.59848,1.237687,9.830314,2.507678,10.220342,75.796806,82.823921,0.0,9.808,4.291,10.705585,66.370621,90.0,-2.18805,9.47805,0.59805,9.7457,86.481804,102.999252,-0.005306,9.719712,-0.003084,9.719714,90.018181,90.031273,-2.471188,9.468997,-0.401396,9.794375,92.34877,104.626617
0.202194,9.893723,1.236491,9.972741,82.877731,88.829239,1.237687,9.8016,2.517249,10.195085,75.705376,82.803123,0.001,9.809,4.292,10.706902,66.367867,89.994156,-2.24295,9.51,0.55995,9.786954,86.720093,103.27079,-0.138481,9.762089,-0.150653,9.764234,90.884056,90.812721,-2.499902,9.430713,-0.415753,9.765281,92.440086,104.846558
0.151944,9.929616,1.179063,10.000527,83.229073,89.123322,1.244866,9.780065,2.567499,10.187807,75.403114,82.746056,-0.001,9.805,4.288,10.701634,66.378899,90.005844,-2.355,9.547951,0.55695,9.849852,86.758537,103.855438,-0.239114,9.837564,-0.284738,9.844588,91.65741,91.392365,-2.528615,9.406784,-0.401396,9.74898,92.359711,105.045883
