X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
0.567,9.64995,1.57905,9.794714,80.722603,86.637352,0.820738,9.906884,0.361316,9.947388,87.918404,85.26413,-1.148,10.957,2.414,11.278348,77.640877,95.981239,-2.71905,9.603001,0.00705,9.980527,89.959526,105.80925,-0.32722,9.75526,-0.765158,9.790691,94.48233,91.92115,-1.212563,9.760921,0.105882,9.836519,89.383247,97.08136
0.516,9.604051,1.67295,9.762316,80.132622,86.924606,0.679562,10.40519,0.31346,10.432068,88.278137,86.263329,-1.147,10.958,2.415,11.279432,77.636887,95.975525,-2.97795,9.61005,-0.01905,10.060896,90.10849,107.217094,-0.173436,9.757875,-0.619619,9.779066,93.632797,91.018265,-1.289133,9.780065,0.125025,9.865453,89.273872,97.509003
0.43995,9.457951,1.764,9.6311,79.44632,87.336723,0.801596,10.881959,0.725324,10.935524,86.19693,85.787041,-1.151,10.954,2.411,11.275099,77.65287,95.99839,-3.153,9.694051,-0.03795,10.193992,90.213303,108.017166,0.714248,9.785591,-0.279997,9.815618,91.634621,85.825401,-1.332204,9.665209,0.034098,9.756648,89.799759,97.847916
0.34605,9.298051,1.83105,9.482945,78.866905,87.868576,0.667598,10.817054,0.557827,10.851982,87.053513,86.468346,-1.15,10.955,2.412,11.276181,77.648872,95.992668,-3.162,9.792001,0.03495,10.289934,89.805389,107.896133,-1.045031,9.685484,-0.120668,9.742446,90.709671,96.158195,-1.356132,9.626924,0.096311,9.72245,89.432419,98.018417
0.29805,9.142051,1.857,9.333508,78.523819,88.132698,0.662812,10.500902,0.541077,10.535703,87.05619,86.388306,-1.149,10.956,2.413,11.277266,77.644875,95.986954,-3.08595,9.759001,0.14295,10.236289,89.199837,107.547775,-1.509525,9.858738,-0.375976,9.980719,92.158852,98.705261,-1.360918,9.612567,0.172881,9.709965,88.97982,98.058205
0.27,8.971951,1.90695,9.176342,78.005867,88.276276,0.650848,10.455439,0.476172,10.486493,87.397415,86.43795,-1.148,10.957,2.414,11.278348,77.640877,95.981239,-3.01605,9.723001,0.069,10.180278,89.611656,107.233757,-1.178962,10.009027,-0.173685,10.07972,90.98732,96.717911,-1.38006,9.622138,0.297308,9.725148,88.248131,98.162018
0.231,8.887951,1.965,9.105507,77.537331,88.511208,0.562014,10.287642,0.646361,10.323236,86.410233,86.873039,-1.147,10.958,2.415,11.279432,77.636887,95.975525,-2.89395,9.706051,0.114,10.128937,89.355125,106.602448,-1.67756,9.818094,-0.198882,9.962366,91.14389,99.696159,-1.375275,9.617352,0.445663,9.725403,87.37352,98.138084
0.183,8.82795,2.03895,9.062202,76.997414,88.812454,0.588335,9.952348,0.797408,10.001561,85.427048,86.616882,-1.151,10.954,2.411,11.275099,77.65287,95.99839,-2.77005,9.699,0.19095,10.08862,88.915482,105.93943,-1.246201,9.762252,-0.315297,9.846521,91.834991,97.27475,-1.466202,9.631709,0.560519,9.758778,86.707268,98.655487
0.186,8.85495,2.154,9.115067,76.331024,88.796669,0.655633,9.650553,0.852443,9.710288,84.963654,86.113449,-1.15,10.955,2.412,11.276181,77.648872,95.992668,-2.64795,9.71595,0.294,10.07461,88.327744,105.244942,-1.160154,9.724836,-0.244122,9.796836,91.427872,96.803116,-1.518844,9.646067,0.632303,9.785361,86.29512,98.948174
0.162,8.91495,2.211,9.186463,76.073311,88.958954,0.72024,9.461221,0.938585,9.534904,84.350845,85.646729,-1.149,10.956,2.413,11.277266,77.644875,95.986954,-2.55195,9.835051,0.426,10.169668,87.59922,104.546036,-0.918856,9.764483,-0.318458,9.812791,91.859764,95.375809,-1.585843,9.679565,0.617946,9.828059,86.395111,99.304344
