X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
-0.206979,9.620942,1.920838,9.813001,78.7118,91.232437,-1.591526,9.518948,1.657329,9.792347,80.255936,99.491806,0.0,8.199,2.069,8.456026,75.837219,90.0,-2.13795,9.856951,-0.21705,10.08848,91.232796,102.23777,1.032744,9.621359,0.109233,9.677243,89.353256,83.873405,-0.733998,9.660423,0.000598,9.688268,89.99646,94.344978
-0.187837,9.616156,1.628914,9.754952,80.387535,91.119041,-1.553241,9.533304,1.616651,9.793365,80.498344,99.253769,0.001,8.2,2.07,8.457239,75.832306,89.993011,-2.52105,10.210951,-0.23205,10.520126,91.263916,103.868774,1.057538,9.719396,0.140358,9.777767,89.177505,83.790245,-0.657428,9.559925,0.010169,9.582509,89.939194,93.93399
-0.21655,9.656834,1.679163,9.804128,80.138268,91.284622,-1.526621,9.535697,1.587937,9.786809,80.662323,99.095604,-0.001,8.196,2.066,8.452383,75.851959,90.006989,-2.84895,10.419001,-0.34695,10.807056,91.839745,105.293015,0.995816,9.641239,-0.142953,9.693584,90.844978,84.102997,-0.676571,9.574282,-0.028116,9.598198,90.167831,94.042114
-0.199801,9.714262,1.703092,9.864448,80.058098,91.178284,-1.541277,9.590733,1.527817,9.833205,81.061554,99.129646,0.0,8.197,2.067,8.453596,75.847046,90.0,-3.093,10.486051,-0.45705,10.942248,92.393898,106.434128,0.973588,9.580771,-0.360816,9.636869,92.145721,84.197578,-0.733998,9.612567,-0.052044,9.64069,90.309303,94.366531
-0.187837,9.759726,1.664806,9.90248,80.321465,91.102585,-1.613062,9.691231,1.467997,9.933626,81.501671,99.449989,0.0,8.198,2.068,8.454811,75.842133,90.0,-3.22005,10.458,-0.52095,10.954902,92.725677,107.113762,0.829371,9.661657,-0.538111,9.712109,93.17617,85.093674,-0.686142,9.646067,-0.066401,9.670667,90.39341,94.068695
-0.163908,9.802796,1.640878,9.940532,80.498734,90.957932,-1.646561,9.734302,1.424926,9.974879,81.787117,99.600731,0.0,8.199,2.069,8.456026,75.837219,90.0,-3.20295,10.395,-0.52605,10.889979,92.768799,107.125328,0.796771,9.692398,-0.436702,9.734893,92.571121,85.300522,-0.652642,9.650852,-0.109472,9.673514,90.648407,93.868759
-0.168694,9.829117,1.6337,9.965388,80.564491,90.983253,-1.677668,9.736694,1.400998,9.979007,81.929329,99.776276,0.001,8.2,2.07,8.457239,75.832306,89.993011,-3.07605,10.357051,-0.483,10.814983,92.559692,106.541451,0.760446,9.734412,-0.377269,9.771356,92.212723,85.533157,-0.643071,9.64128,-0.114257,9.663379,90.677467,93.815964
-0.151944,9.850653,1.655235,9.989907,80.462639,90.883705,-1.71356,9.686445,1.379462,9.933098,82.017227,100.031998,-0.001,8.196,2.066,8.452383,75.851959,90.006989,-2.82195,10.306951,-0.43995,10.695335,92.357513,105.311829,0.746129,9.797428,-0.380879,9.833178,92.219856,85.645012,-0.619143,9.698709,-0.119043,9.71918,90.70179,93.652672
-0.166301,9.860224,1.683949,10.004367,80.309761,90.966248,-1.792523,9.734302,1.381855,9.993963,82.052307,100.433846,0.0,8.197,2.067,8.453596,75.847046,90.0,-2.514,10.269,-0.414,10.580357,92.242508,103.756271,0.714755,9.79104,-0.422692,9.82619,92.465446,85.82476,-0.542573,9.703494,-0.061615,9.718847,90.363243,93.200371
-0.15673,9.850653,1.71027,9.999248,80.151718,90.911537,-1.782952,9.70798,1.36032,9.963648,82.153,100.406876,0.0,8.198,2.068,8.454811,75.842133,90.0,-2.15205,10.24695,-0.366,10.476892,92.001976,101.860802,0.847442,9.685513,-0.288291,9.726789,91.698425,84.999588,-0.485145,9.722636,-0.090329,9.735151,90.531631,92.856606
-0.185444,9.819546,1.74377,9.974898,79.93206,91.081909,-1.787738,9.715159,1.345963,9.969551,82.240952,100.426651,0.0,8.199,2.069,8.456026,75.837219,90.0,-1.83405,10.209001,-0.27195,10.376,91.501869,100.184563,0.933595,9.656888,-0.201343,9.704,91.188881,84.477997,-0.451645,9.727423,-0.052044,9.738041,90.306213,92.65834
-0.209372,9.819546,1.748555,9.97621,79.905487,91.221474,-1.799702,9.700802,1.322034,9.95451,82.368134,100.510071,0.001,8.2,2.07,8.457239,75.832306,89.993011,-1.59195,10.21395,-0.186,10.33894,91.030823,98.858864,1.062221,9.749199,-0.134947,9.807824,90.788361,83.781883,-0.41336,9.727423,-0.061615,9.736397,90.362587,92.433281
-0.21655,9.793225,1.758126,9.952145,79.824837,91.266731,-1.797309,9.674481,1.379462,9.936237,82.019768,100.52433,-0.001,8.196,2.066,8.452383,75.851959,90.006989,-1.494,10.180051,-0.13095,10.289928,90.729164,98.348991,1.172766,9.749841,-0.192829,9.822014,91.124924,83.14109,-0.41336,9.703494,-0.075972,9.712592,90.448174,92.439278
-0.245264,9.776475,1.748555,9.934639,79.862801,91.437088,-1.787738,9.664909,1.403391,9.928544,81.874084,100.479668,0.0,8.197,2.067,8.453596,75.847046,90.0,-1.53405,10.089001,-0.141,10.205935,90.791595,98.645699,1.144371,9.700481,-0.262644,9.77128,91.540245,83.271881,-0.384646,9.722636,-0.071186,9.730502,90.419167,92.265549
-0.226122,9.774082,1.731805,9.928896,79.955048,91.325294,-1.785345,9.61466,1.355534,9.872519,82.108147,100.519432,0.0,8.198,2.068,8.454811,75.842133,90.0,-1.71405,10.003051,-0.138,10.14978,90.779037,99.723358,1.100538,9.70052,-0.318956,9.767958,91.871223,83.52739,-0.360718,9.75135,-0.075972,9.758316,90.446075,92.1185
-0.209372,9.740582,1.779662,9.904038,79.648262,91.231369,-1.744667,9.499506,1.384248,9.757081,81.843864,100.406891,0.0,8.199,2.069,8.456026,75.837219,90.0,-1.92705,9.964951,-0.14295,10.150576,90.806923,100.944916,1.051687,9.600634,-0.154187,9.659295,90.914627,83.74855,-0.351147,9.732208,-0.05683,9.738707,90.334351,92.066383
-0.238086,9.699904,1.765305,9.862105,79.688553,91.406052,-1.725524,9.434899,1.408176,9.694211,81.64769,100.364136,0.001,8.2,2.07,8.457239,75.832306,89.993011,-2.12805,9.924001,-0.14595,10.15065,90.823853,102.102921,0.989734,9.671751,-0.124786,9.723062,90.735352,84.15712,-0.351147,9.70828,-0.004187,9.714629,90.024696,92.071472
-0.175872,9.687941,1.801197,9.855528,79.469429,91.040016,-1.720739,9.391829,1.456033,9.658541,81.329559,100.382385,-0.001,8.196,2.066,8.452383,75.851959,90.006989,-2.241,9.883051,-0.13605,10.134855,90.769157,102.775887,0.891199,9.669703,-0.21769,9.713123,91.284218,84.734268,-0.384646,9.689137,0.019741,9.69679,89.883354,92.273376
-0.13998,9.642477,1.78684,9.807637,79.502731,90.831703,-1.668097,9.35833,1.487139,9.621459,81.108444,100.106674,0.0,8.197,2.067,8.453596,75.847046,90.0,-2.32695,9.888,-0.14295,10.159118,90.806244,103.242508,0.914518,9.681912,-0.258219,9.728436,91.520966,84.604057,-0.442074,9.679565,0.05324,9.689801,89.685188,92.614929
-0.106481,9.613763,1.796412,9.78074,79.416504,90.634575,-1.625026,9.348758,1.484746,9.604398,81.106964,99.860779,0.0,8.198,2.068,8.454811,75.842133,90.0,-2.391,9.91905,-0.11205,10.203773,90.629189,103.552673,0.904932,9.753164,-0.437105,9.804804,92.55513,84.699081,-0.485145,9.660423,0.110668,9.67323,89.344482,92.874969
-0.075374,9.592228,1.813161,9.762381,79.296341,90.450211,-1.565205,9.348758,1.508675,9.598189,80.956558,99.504532,0.0,8.199,2.069,8.456026,75.837219,90.0,-2.43405,9.900001,-0.13605,10.19574,90.764565,103.812973,0.901752,9.71702,-0.527797,9.773035,93.095787,84.698059,-0.485145,9.631709,0.158524,9.645223,89.058273,92.883522
-0.058624,9.606585,1.798804,9.77372,79.394539,90.34964,-1.569991,9.317652,1.542174,9.574018,80.730461,99.564293,0.001,8.2,2.07,8.457239,75.832306,89.993011,-2.41995,9.871051,-0.162,10.164647,90.913193,103.77475,0.99345,9.706821,-0.457446,9.768244,92.684135,84.15638,-0.528216,9.588638,0.168096,9.604648,88.997185,93.153107
-0.068195,9.606585,1.817947,9.777324,79.284348,90.406723,-1.555634,9.322437,1.55683,9.578703,80.646202,99.473648,-0.001,8.196,2.066,8.452383,75.851959,90.006989,-2.403,9.82995,-0.201,10.1214,91.137909,103.736946,0.994551,9.68286,-0.407915,9.742347,92.399689,84.135567,-0.542573,9.631709,0.182453,9.648705,88.916496,93.224174
-0.051446,9.630513,1.853839,9.807454,79.104195,90.306068,-1.538585,9.336794,1.54696,9.588328,80.715446,99.357521,0.0,8.197,2.067,8.453596,75.847046,90.0,-2.367,9.820951,-0.23205,10.104831,91.315872,103.550728,1.061675,9.69507,-0.30188,9.757698,91.772881,83.750626,-0.518644,9.669994,0.172881,9.685435,88.977234,93.070084
-0.092124,9.64487,1.834697,9.818254,79.230064,90.547249,-1.541277,9.401401,1.559223,9.653654,80.705078,99.310318,0.0,8.198,2.068,8.454811,75.842133,90.0,-2.35305,9.816001,-0.28005,10.097978,91.589203,103.480331,1.077582,9.643116,-0.360758,9.709842,92.12925,83.623863,-0.566501,9.698709,0.144168,9.716309,89.149834,93.342842
-0.089731,9.635299,1.834697,9.80883,79.219589,90.533562,-1.565205,9.463614,1.566401,9.719232,80.725464,99.391243,0.0,8.199,2.069,8.456026,75.837219,90.0,-2.31,9.723001,-0.39495,10.001441,92.263161,103.364609,1.020629,9.657922,-0.485037,9.723805,92.859177,83.967491,-0.552144,9.622138,0.16331,9.63935,89.029243,93.28418
-0.144766,9.661619,1.827518,9.834005,79.290085,90.858429,-1.574776,9.406186,1.564009,9.664491,80.686844,99.504272,0.001,8.2,2.07,8.457239,75.832306,89.993011,-2.26695,9.648001,-0.30795,9.915534,91.779739,103.222694,0.988326,9.744152,-0.471495,9.805489,92.756119,84.208427,-0.528216,9.626924,0.120239,9.642154,89.285492,93.140587
-0.206979,9.680762,1.849054,9.857941,79.188995,91.224823,-1.572384,9.430114,1.571187,9.688553,80.66716,99.466446,-0.001,8.196,2.066,8.452383,75.851959,90.006989,-2.31,9.51,-0.26505,9.79012,91.551369,103.652855,1.013379,9.749496,-0.456507,9.812646,92.666496,84.065887,-0.556929,9.665209,0.08674,9.68163,89.486671,93.297859
-0.223729,9.692726,1.870589,9.874113,79.079674,91.322273,-1.591526,9.41815,1.59033,9.683164,80.547112,99.591515,0.0,8.197,2.067,8.453596,75.847046,90.0,-2.39595,9.33195,-0.40695,9.643209,92.41864,104.399498,1.000326,9.734738,-0.415011,9.794795,92.428383,84.132973,-0.580858,9.660423,0.062812,9.678074,89.628143,93.44091
-0.271585,9.707084,1.887339,9.892588,79.001511,91.602608,-1.617847,9.489935,1.616651,9.761653,80.467186,99.674789,0.0,8.198,2.068,8.454811,75.842133,90.0,-2.53305,9.13605,-0.435,9.490679,92.627037,105.496498,1.023196,9.690953,-0.283617,9.748945,91.667091,83.972893,-0.590429,9.684352,0.05324,9.70248,89.6856,93.488853
-0.324227,9.711869,1.887339,9.898868,79.008575,91.912086,-1.632204,9.55484,1.614258,9.826743,80.545059,99.69397,0.0,8.199,2.069,8.456026,75.837219,90.0,-2.59005,9.01395,-0.28005,9.382862,91.710358,106.031364,0.982082,9.6548,-0.013771,9.70463,90.081306,84.191872,-0.585643,9.698709,0.091525,9.716805,89.460304,93.455536
-0.355334,9.692726,1.918446,9.887145,78.811684,92.099518,-1.65374,9.583553,1.609472,9.857472,80.602997,99.79055,0.001,8.2,2.07,8.457239,75.832306,89.993011,-2.54505,9.088051,-0.32505,9.443284,91.972588,105.644562,1.007605,9.725333,-0.172105,9.778906,91.008438,84.084908,-0.619143,9.684352,0.129811,9.704992,89.233612,93.658073
-0.398405,9.683155,1.906481,9.87709,78.870888,92.356056,-1.644168,9.569197,1.623829,9.844269,80.505569,99.749298,-0.001,8.196,2.066,8.452383,75.851959,90.006989,-2.439,9.34395,-0.39495,9.665098,92.341957,104.629189,1.013312,9.706745,-0.265977,9.763117,91.561104,84.040329,-0.643071,9.660423,0.201595,9.683902,88.807152,93.808426
-0.472582,9.695119,1.949552,9.900476,78.643387,92.790634,-1.672882,9.573982,1.657329,9.859331,80.322777,99.911354,0.0,8.197,2.067,8.453596,75.847046,90.0,-2.41095,9.637051,-0.37995,9.941318,92.190338,104.045685,0.96427,9.617059,-0.278139,9.669281,91.648354,84.274284,-0.647857,9.631709,0.235095,9.656335,88.604927,93.848083
-0.532403,9.690333,1.959123,9.900716,78.587166,93.14476,-1.648954,9.593125,1.681257,9.877941,80.200371,99.753212,0.0,8.198,2.068,8.454811,75.842133,90.0,-2.36295,9.88605,-0.32505,10.169719,91.831627,103.442558,0.97468,9.608018,-0.279327,9.661368,91.656754,84.207481,-0.705284,9.64128,0.259023,9.670512,88.465157,94.183884
-0.568295,9.70469,1.961516,9.917233,78.592323,93.351349,-1.668097,9.621839,1.628615,9.900238,80.531662,99.835365,0.0,8.199,2.069,8.456026,75.837219,90.0,-2.32005,10.056001,-0.24105,10.322979,91.338028,102.991554,0.975101,9.700013,-0.148814,9.750037,90.874535,84.259583,-0.767498,9.617352,0.220738,9.650454,88.689339,94.562729
-0.594616,9.711869,1.949552,9.923443,78.670021,93.503601,-1.672882,9.643374,1.628615,9.921975,80.552589,99.841431,0.001,8.2,2.07,8.457239,75.832306,89.993011,-2.27205,10.12695,-0.19605,10.380548,91.082169,102.645302,1.040635,9.770996,-0.169318,9.827714,90.987175,83.920776,-0.839283,9.602996,0.220738,9.642129,88.68821,94.994843
