X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
0.972,10.056001,1.01505,10.153731,84.262665,84.479012,0.288933,8.586944,3.631108,9.327595,67.089882,88.072838,0.0,9.808,2.95,10.242039,73.260033,90.0,-3.188436,9.369696,-0.682553,9.920847,93.945053,108.793053,-0.600791,9.876062,-1.583333,10.020205,99.091644,93.481186,-1.762912,9.540782,0.445663,9.712518,87.370033,100.468834
1.02405,9.996,1.04595,10.102609,84.057365,84.150688,0.312862,8.718847,3.552145,9.419868,67.846405,87.944916,0.001,9.809,2.951,10.243284,73.256287,89.994156,-3.219543,9.374481,-0.830908,9.946696,94.791847,108.954361,-0.749395,9.834126,-0.964337,9.90967,95.584442,94.357719,-1.772483,9.507282,0.450449,9.681581,87.333275,100.560654
1.125,9.933001,1.098,10.056626,83.73185,83.538284,0.356231,8.903095,3.518646,9.579816,68.450935,87.708694,-0.001,9.805,2.947,10.238302,73.271271,90.005844,-3.226721,9.460623,-0.797408,10.027511,94.561096,108.832893,-0.553405,9.781673,-0.779523,9.828279,94.549156,93.238098,-1.767698,9.483355,0.440878,9.656767,87.383263,100.558762
1.24005,9.871051,1.173,10.01755,83.275551,82.839729,0.430409,9.042177,3.442075,9.684735,69.181274,87.274773,0.0,9.806,2.948,10.239548,73.267525,90.0,-3.272185,9.503694,-0.811765,10.083965,94.61734,108.998924,-0.412253,9.762884,-0.971749,9.819784,95.679184,92.417969,-1.78684,9.445069,0.436092,9.62249,87.402458,100.712746
1.34295,9.820951,1.233,9.988737,82.909378,82.21347,0.492622,9.142676,3.37717,9.758919,69.753494,86.915794,0.0,9.807,2.949,10.240793,73.263779,90.0,-3.31047,9.541979,-0.811765,10.1325,94.595177,109.133575,-0.326291,9.775334,-1.24328,9.859482,97.244278,91.911766,-1.796412,9.440284,0.416949,9.618727,87.515587,100.774124
1.41705,9.802051,1.25895,9.983645,82.755646,81.773926,0.538086,9.238688,3.449254,9.876246,69.558708,86.666702,0.0,9.808,2.95,10.242039,73.260033,90.0,-3.339184,9.539586,-0.816551,10.14005,94.618874,109.291809,-0.375976,9.670075,-1.039026,9.733,96.128166,92.226555,-1.801197,9.449855,0.393021,9.628008,87.6605,100.791466
1.48605,9.807,1.26105,9.998793,82.754547,81.383545,0.542872,9.348758,3.487539,9.992843,69.573608,86.676628,0.001,9.809,2.951,10.243284,73.256287,89.994156,-3.346362,9.513265,-0.792623,10.11576,94.494026,109.379707,-0.345924,9.56903,-1.002012,9.627566,95.974014,92.070358,-1.782055,9.492926,0.412164,9.667535,87.556526,100.63208
1.53195,9.84195,1.30005,10.044949,82.563736,81.152618,0.585942,9.408579,3.444468,10.036386,69.928162,86.436363,-0.001,9.805,2.947,10.238302,73.271271,90.005844,-3.348755,9.48455,-0.754337,10.086619,94.288925,109.446838,-0.339488,9.551811,-0.941505,9.604102,95.625832,92.035538,-1.753341,9.497711,0.436092,9.668036,87.414703,100.459427
1.54095,9.86205,1.29195,10.064974,82.625107,81.119316,0.612563,9.41815,3.466004,10.054351,69.834885,86.278687,0.0,9.806,2.948,10.239548,73.267525,90.0,-3.312863,9.429516,-0.73998,10.021896,94.234367,109.357857,-0.361486,9.486555,-0.905592,9.536534,95.449036,92.182205,-1.671985,9.559925,0.488734,9.717333,87.117088,99.920418
1.52895,9.871051,1.29,10.071714,82.641258,81.19529,0.600299,9.422935,3.466004,10.058094,69.842712,86.354828,0.0,9.807,2.949,10.240793,73.263779,90.0,-3.286542,9.357731,-0.720838,9.944249,94.156898,109.35186,-0.308316,9.545672,-0.893076,9.592316,95.342155,91.849953,-1.619343,9.569496,0.483948,9.717599,87.145416,99.604561
