X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
-0.206979,9.620942,1.920838,9.813001,78.711800,91.232437,-1.591526,9.518948,1.657329,9.792347,80.255936,99.491806,0.000000,8.199000,2.069000,8.456026,75.837219,90.000000,-2.137950,9.856951,-0.217050,10.088480,91.232796,102.237770,1.032744,9.621359,0.109233,9.677243,89.353256,83.873405,-0.733998,9.660423,0.000598,9.688268,89.996460,94.344978
-0.187837,9.616156,1.628914,9.754952,80.387535,91.119041,-1.553241,9.533304,1.616651,9.793365,80.498344,99.253769,0.001000,8.200000,2.070000,8.457239,75.832306,89.993011,-2.521050,10.210951,-0.232050,10.520126,91.263916,103.868774,1.057538,9.719396,0.140358,9.777767,89.177505,83.790245,-0.657428,9.559925,0.010169,9.582509,89.939194,93.933990
-0.216550,9.656834,1.679163,9.804128,80.138268,91.284622,-1.526621,9.535697,1.587937,9.786809,80.662323,99.095604,-0.001000,8.196000,2.066000,8.452383,75.851959,90.006989,-2.848950,10.419001,-0.346950,10.807056,91.839745,105.293015,0.995816,9.641239,-0.142953,9.693584,90.844978,84.102997,-0.676571,9.574282,-0.028116,9.598198,90.167831,94.042114
-0.199801,9.714262,1.703092,9.864448,80.058098,91.178284,-1.541277,9.590733,1.527817,9.833205,81.061554,99.129646,0.000000,8.197000,2.067000,8.453596,75.847046,90.000000,-3.093000,10.486051,-0.457050,10.942248,92.393898,106.434128,0.973588,9.580771,-0.360816,9.636869,92.145721,84.197578,-0.733998,9.612567,-0.052044,9.640690,90.309303,94.366531
-0.187837,9.759726,1.664806,9.902480,80.321465,91.102585,-1.613062,9.691231,1.467997,9.933626,81.501671,99.449989,0.000000,8.198000,2.068000,8.454811,75.842133,90.000000,-3.220050,10.458000,-0.520950,10.954902,92.725677,107.113762,0.829371,9.661657,-0.538111,9.712109,93.176170,85.093674,-0.686142,9.646067,-0.066401,9.670667,90.393410,94.068695
-0.163908,9.802796,1.640878,9.940532,80.498734,90.957932,-1.646561,9.734302,1.424926,9.974879,81.787117,99.600731,0.000000,8.199000,2.069000,8.456026,75.837219,90.000000,-3.202950,10.395000,-0.526050,10.889979,92.768799,107.125328,0.796771,9.692398,-0.436702,9.734893,92.571121,85.300522,-0.652642,9.650852,-0.109472,9.673514,90.648407,93.868759
-0.168694,9.829117,1.633700,9.965388,80.564491,90.983253,-1.677668,9.736694,1.400998,9.979007,81.929329,99.776276,0.001000,8.200000,2.070000,8.457239,75.832306,89.993011,-3.076050,10.357051,-0.483000,10.814983,92.559692,106.541451,0.760446,9.734412,-0.377269,9.771356,92.212723,85.533157,-0.643071,9.641280,-0.114257,9.663379,90.677467,93.815964
-0.151944,9.850653,1.655235,9.989907,80.462639,90.883705,-1.713560,9.686445,1.379462,9.933098,82.017227,100.031998,-0.001000,8.196000,2.066000,8.452383,75.851959,90.006989,-2.821950,10.306951,-0.439950,10.695335,92.357513,105.311829,0.746129,9.797428,-0.380879,9.833178,92.219856,85.645012,-0.619143,9.698709,-0.119043,9.719180,90.701790,93.652672
-0.166301,9.860224,1.683949,10.004367,80.309761,90.966248,-1.792523,9.734302,1.381855,9.993963,82.052307,100.433846,0.000000,8.197000,2.067000,8.453596,75.847046,90.000000,-2.514000,10.269000,-0.414000,10.580357,92.242508,103.756271,0.714755,9.791040,-0.422692,9.826190,92.465446,85.824760,-0.542573,9.703494,-0.061615,9.718847,90.363243,93.200371
-0.156730,9.850653,1.710270,9.999248,80.151718,90.911537,-1.782952,9.707980,1.360320,9.963648,82.153000,100.406876,0.000000,8.198000,2.068000,8.454811,75.842133,90.000000,-2.152050,10.246950,-0.366000,10.476892,92.001976,101.860802,0.847442,9.685513,-0.288291,9.726789,91.698425,84.999588,-0.485145,9.722636,-0.090329,9.735151,90.531631,92.856606
-0.185444,9.819546,1.743770,9.974898,79.932060,91.081909,-1.787738,9.715159,1.345963,9.969551,82.240952,100.426651,0.000000,8.199000,2.069000,8.456026,75.837219,90.000000,-1.834050,10.209001,-0.271950,10.376000,91.501869,100.184563,0.933595,9.656888,-0.201343,9.704000,91.188881,84.477997,-0.451645,9.727423,-0.052044,9.738041,90.306213,92.658340
-0.209372,9.819546,1.748555,9.976210,79.905487,91.221474,-1.799702,9.700802,1.322034,9.954510,82.368134,100.510071,0.001000,8.200000,2.070000,8.457239,75.832306,89.993011,-1.591950,10.213950,-0.186000,10.338940,91.030823,98.858864,1.062221,9.749199,-0.134947,9.807824,90.788361,83.781883,-0.413360,9.727423,-0.061615,9.736397,90.362587,92.433281
-0.216550,9.793225,1.758126,9.952145,79.824837,91.266731,-1.797309,9.674481,1.379462,9.936237,82.019768,100.524330,-0.001000,8.196000,2.066000,8.452383,75.851959,90.006989,-1.494000,10.180051,-0.130950,10.289928,90.729164,98.348991,1.172766,9.749841,-0.192829,9.822014,91.124924,83.141090,-0.413360,9.703494,-0.075972,9.712592,90.448174,92.439278
-0.245264,9.776475,1.748555,9.934639,79.862801,91.437088,-1.787738,9.664909,1.403391,9.928544,81.874084,100.479668,0.000000,8.197000,2.067000,8.453596,75.847046,90.000000,-1.534050,10.089001,-0.141000,10.205935,90.791595,98.645699,1.144371,9.700481,-0.262644,9.771280,91.540245,83.271881,-0.384646,9.722636,-0.071186,9.730502,90.419167,92.265549
-0.226122,9.774082,1.731805,9.928896,79.955048,91.325294,-1.785345,9.614660,1.355534,9.872519,82.108147,100.519432,0.000000,8.198000,2.068000,8.454811,75.842133,90.000000,-1.714050,10.003051,-0.138000,10.149780,90.779037,99.723358,1.100538,9.700520,-0.318956,9.767958,91.871223,83.527390,-0.360718,9.751350,-0.075972,9.758316,90.446075,92.118500
-0.209372,9.740582,1.779662,9.904038,79.648262,91.231369,-1.744667,9.499506,1.384248,9.757081,81.843864,100.406891,0.000000,8.199000,2.069000,8.456026,75.837219,90.000000,-1.927050,9.964951,-0.142950,10.150576,90.806923,100.944916,1.051687,9.600634,-0.154187,9.659295,90.914627,83.748550,-0.351147,9.732208,-0.056830,9.738707,90.334351,92.066383
-0.238086,9.699904,1.765305,9.862105,79.688553,91.406052,-1.725524,9.434899,1.408176,9.694211,81.647690,100.364136,0.001000,8.200000,2.070000,8.457239,75.832306,89.993011,-2.128050,9.924001,-0.145950,10.150650,90.823853,102.102921,0.989734,9.671751,-0.124786,9.723062,90.735352,84.157120,-0.351147,9.708280,-0.004187,9.714629,90.024696,92.071472
-0.175872,9.687941,1.801197,9.855528,79.469429,91.040016,-1.720739,9.391829,1.456033,9.658541,81.329559,100.382385,-0.001000,8.196000,2.066000,8.452383,75.851959,90.006989,-2.241000,9.883051,-0.136050,10.134855,90.769157,102.775887,0.891199,9.669703,-0.217690,9.713123,91.284218,84.734268,-0.384646,9.689137,0.019741,9.696790,89.883354,92.273376
-0.139980,9.642477,1.786840,9.807637,79.502731,90.831703,-1.668097,9.358330,1.487139,9.621459,81.108444,100.106674,0.000000,8.197000,2.067000,8.453596,75.847046,90.000000,-2.326950,9.888000,-0.142950,10.159118,90.806244,103.242508,0.914518,9.681912,-0.258219,9.728436,91.520966,84.604057,-0.442074,9.679565,0.053240,9.689801,89.685188,92.614929
-0.106481,9.613763,1.796412,9.780740,79.416504,90.634575,-1.625026,9.348758,1.484746,9.604398,81.106964,99.860779,0.000000,8.198000,2.068000,8.454811,75.842133,90.000000,-2.391000,9.919050,-0.112050,10.203773,90.629189,103.552673,0.904932,9.753164,-0.437105,9.804804,92.555130,84.699081,-0.485145,9.660423,0.110668,9.673230,89.344482,92.874969
-0.075374,9.592228,1.813161,9.762381,79.296341,90.450211,-1.565205,9.348758,1.508675,9.598189,80.956558,99.504532,0.000000,8.199000,2.069000,8.456026,75.837219,90.000000,-2.434050,9.900001,-0.136050,10.195740,90.764565,103.812973,0.901752,9.717020,-0.527797,9.773035,93.095787,84.698059,-0.485145,9.631709,0.158524,9.645223,89.058273,92.883522
-0.058624,9.606585,1.798804,9.773720,79.394539,90.349640,-1.569991,9.317652,1.542174,9.574018,80.730461,99.564293,0.001000,8.200000,2.070000,8.457239,75.832306,89.993011,-2.419950,9.871051,-0.162000,10.164647,90.913193,103.774750,0.993450,9.706821,-0.457446,9.768244,92.684135,84.156380,-0.528216,9.588638,0.168096,9.604648,88.997185,93.153107
-0.068195,9.606585,1.817947,9.777324,79.284348,90.406723,-1.555634,9.322437,1.556830,9.578703,80.646202,99.473648,-0.001000,8.196000,2.066000,8.452383,75.851959,90.006989,-2.403000,9.829950,-0.201000,10.121400,91.137909,103.736946,0.994551,9.682860,-0.407915,9.742347,92.399689,84.135567,-0.542573,9.631709,0.182453,9.648705,88.916496,93.224174
-0.051446,9.630513,1.853839,9.807454,79.104195,90.306068,-1.538585,9.336794,1.546960,9.588328,80.715446,99.357521,0.000000,8.197000,2.067000,8.453596,75.847046,90.000000,-2.367000,9.820951,-0.232050,10.104831,91.315872,103.550728,1.061675,9.695070,-0.301880,9.757698,91.772881,83.750626,-0.518644,9.669994,0.172881,9.685435,88.977234,93.070084
-0.092124,9.644870,1.834697,9.818254,79.230064,90.547249,-1.541277,9.401401,1.559223,9.653654,80.705078,99.310318,0.000000,8.198000,2.068000,8.454811,75.842133,90.000000,-2.353050,9.816001,-0.280050,10.097978,91.589203,103.480331,1.077582,9.643116,-0.360758,9.709842,92.129250,83.623863,-0.566501,9.698709,0.144168,9.716309,89.149834,93.342842
-0.089731,9.635299,1.834697,9.808830,79.219589,90.533562,-1.565205,9.463614,1.566401,9.719232,80.725464,99.391243,0.000000,8.199000,2.069000,8.456026,75.837219,90.000000,-2.310000,9.723001,-0.394950,10.001441,92.263161,103.364609,1.020629,9.657922,-0.485037,9.723805,92.859177,83.967491,-0.552144,9.622138,0.163310,9.639350,89.029243,93.284180
-0.144766,9.661619,1.827518,9.834005,79.290085,90.858429,-1.574776,9.406186,1.564009,9.664491,80.686844,99.504272,0.001000,8.200000,2.070000,8.457239,75.832306,89.993011,-2.266950,9.648001,-0.307950,9.915534,91.779739,103.222694,0.988326,9.744152,-0.471495,9.805489,92.756119,84.208427,-0.528216,9.626924,0.120239,9.642154,89.285492,93.140587
-0.206979,9.680762,1.849054,9.857941,79.188995,91.224823,-1.572384,9.430114,1.571187,9.688553,80.667160,99.466446,-0.001000,8.196000,2.066000,8.452383,75.851959,90.006989,-2.310000,9.510000,-0.265050,9.790120,91.551369,103.652855,1.013379,9.749496,-0.456507,9.812646,92.666496,84.065887,-0.556929,9.665209,0.086740,9.681630,89.486671,93.297859
