X (m/s2)_LK,Y (m/s2)_LK,Z (m/s2)_LK,R (m/s2)_LK,Theta (deg)_LK,Phi (deg)_LK,X (m/s2)_LH,Y (m/s2)_LH,Z (m/s2)_LH,R (m/s2)_LH,Theta (deg)_LH,Phi (deg)_LH,X (m/s2)_RH,Y (m/s2)_RH,Z (m/s2)_RH,R (m/s2)_RH,Theta (deg)_RH,Phi (deg)_RH,X (m/s2)_RK,Y (m/s2)_RK,Z (m/s2)_RK,R (m/s2)_RK,Theta (deg)_RK,Phi (deg)_RK,X (m/s2)_RA,Y (m/s2)_RA,Z (m/s2)_RA,R (m/s2)_RA,Theta (deg)_RA,Phi (deg)_RA,X (m/s2)_LA,Y (m/s2)_LA,Z (m/s2)_LA,R (m/s2)_LA,Theta (deg)_LA,Phi (deg)_LA
0.587438,9.819546,1.018744,9.889712,84.087448,86.576454,1.211366,9.327223,2.371287,9.699871,75.849731,82.600174,0.000000,9.808000,4.291000,10.705585,66.370621,90.000000,-2.631000,9.463950,0.337050,9.828637,88.034790,105.536057,0.130111,9.796509,-0.361180,9.804028,92.111252,89.239082,-2.432902,9.320642,-0.410967,9.641695,92.442917,104.629105
0.532403,9.786046,0.999602,9.851363,84.176270,86.885933,1.261616,9.379865,2.315953,9.743571,76.249733,82.339546,0.001000,9.809000,4.292000,10.706902,66.367867,89.994156,-2.626050,9.388050,0.397050,9.756499,87.667648,105.627510,0.049646,9.808739,-0.457091,9.819509,92.668045,89.710007,-2.399403,9.311071,-0.382253,9.622853,92.276588,104.450363
0.525225,9.735797,1.112064,9.813169,83.493057,86.912010,1.244866,9.444471,2.253740,9.789130,76.689453,82.491188,-0.001000,9.805000,4.288000,10.701634,66.378899,90.005844,-2.662050,9.364051,0.426000,9.744405,87.494377,105.869606,-0.064260,9.795005,-0.461296,9.806071,92.696297,90.375885,-2.375475,9.339785,-0.339183,9.643106,92.015717,104.270004
0.486939,9.723833,1.162314,9.805153,83.192085,87.133202,1.280758,9.487542,2.222633,9.828219,76.929604,82.311905,0.000000,9.806000,4.289000,10.702950,66.376137,90.000000,-2.736000,9.391951,0.435000,9.792020,87.453857,106.241547,-0.124613,9.801402,-0.470786,9.813493,92.749725,90.728409,-2.327618,9.349357,-0.353540,9.641228,92.101479,103.980164
0.472582,9.673584,1.164706,9.754902,83.142693,87.203163,1.326222,9.540483,2.215455,9.883719,77.046989,82.086029,0.000000,9.807000,4.290000,10.704268,66.373383,90.000000,-2.788950,9.433050,0.469050,9.847878,87.269997,106.470695,-0.271119,9.790064,-0.401814,9.802056,92.349373,91.586304,-2.341975,9.368499,-0.329611,9.662415,91.954895,104.035385
0.474975,9.630513,1.159921,9.711736,83.140503,87.176468,1.326222,9.636196,2.191526,9.970854,77.303108,82.163658,0.000000,9.808000,4.291000,10.705585,66.370621,90.000000,-2.803050,9.529051,0.478050,9.944266,87.244560,106.391685,-0.248825,9.771245,-0.417080,9.783307,92.443359,91.458717,-2.337189,9.378070,-0.343968,9.671038,92.038261,103.994095
0.429512,9.597013,1.164706,9.676967,83.087196,87.437454,1.342972,9.688838,2.201098,10.026066,77.318130,82.108505,0.001000,9.809000,4.292000,10.706902,66.367867,89.994156,-2.779050,9.610050,0.462000,10.014471,87.355820,106.128899,-0.136537,9.756104,-0.305395,9.761837,91.792763,90.801804,-2.385046,9.401999,-0.348754,9.706062,92.059166,104.234215
0.422333,9.563514,1.159921,9.642851,83.091263,87.471413,1.354936,9.746265,2.234597,10.090539,77.205513,82.085411,-0.001000,9.805000,4.288000,10.701634,66.378899,90.005844,-2.782050,9.679951,0.457050,10.082170,87.401749,106.034828,0.041908,9.784843,-0.317663,9.790088,91.859421,89.754608,-2.385046,9.411570,-0.320040,9.714346,91.887955,104.220322
0.407976,9.544372,1.200599,9.628235,82.836823,87.552368,1.357329,9.780065,2.270490,10.131492,77.049911,82.098663,0.000000,9.806000,4.289000,10.702950,66.376137,90.000000,-2.770050,9.688951,0.409050,10.085448,87.675537,105.955116,0.239142,9.734930,-0.174307,9.739427,91.025482,88.592789,-2.375475,9.421141,-0.315254,9.721119,91.858421,104.151749
0.398405,9.530014,1.226920,9.616924,82.670273,87.606125,1.405484,9.827921,2.277668,10.185833,77.078766,81.861351,0.000000,9.807000,4.290000,10.704268,66.373383,90.000000,-2.734050,9.700951,0.421050,10.087654,87.607826,105.739601,0.309216,9.737524,-0.041199,9.742519,90.242294,88.181175,-2.375475,9.411570,-0.343968,9.712818,92.029488,104.165558
