X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
2.275689,9.597157,-0.025139,90.146034
2.53546,9.619903,0.071826,89.586342
2.606089,9.599552,0.04549,89.737976
2.53546,9.508572,-0.168791,90.982651
2.467225,9.424775,-0.183156,91.077034
2.378639,9.454702,-0.020351,90.119598
2.226608,9.459491,0.023942,89.858841
2.181118,9.516952,0.409408,87.598892
1.711854,9.366117,0.140061,89.157219
1.58137,9.367314,0.464475,87.200874
1.455675,9.352949,0.658405,86.021027
1.438915,9.314642,0.587777,86.431503
1.818396,9.386468,0.69791,85.825066
2.227805,9.509769,0.926556,84.580925
2.296039,9.498995,0.584185,86.579033
2.430115,9.478644,0.377087,87.793114
2.616863,9.44752,0.203507,88.81076
2.834735,9.454702,0.332794,88.068947
2.970007,9.43076,0.226252,88.689133
3.071761,9.440337,0.379481,87.810928
3.055001,9.429564,0.391452,87.738434
2.870648,9.368511,0.099359,89.419022
2.86586,9.38168,0.298078,88.259529
2.967613,9.445126,0.738611,85.733383
2.75812,9.388862,0.731429,85.725349
2.689886,9.431957,1.181539,83.130875
2.363077,9.324219,1.156399,83.144783
2.298434,9.2907,1.164779,83.061142
2.220622,9.343372,1.186327,82.957985
1.934515,9.357738,0.96606,84.227081
1.538275,9.387665,0.700304,85.78968
1.255759,9.41879,0.560243,86.625763
1.097741,9.466674,0.529119,86.822159
1.097741,9.466674,0.529119,86.822159
0.821211,9.459491,0.343568,87.927727
0.840365,9.516952,0.415394,87.510429
0.810437,9.546879,0.278924,88.332497
1.103727,9.647436,0.621295,86.33905
1.170765,9.664195,0.610521,86.411392
1.33357,9.674969,0.853533,85.005356
1.352724,9.631873,0.922965,84.579277
1.205481,9.497798,0.776918,85.36068
1.258153,9.454702,0.948104,84.323318
1.262941,9.386468,0.976834,84.111397
1.53588,9.442732,1.351527,81.958908
1.480814,9.343372,1.236605,82.552551
1.50715,9.32781,1.277307,82.301308
1.753753,9.41041,1.807622,79.306404
1.570596,9.375694,1.555034,80.709908
1.47842,9.399636,1.352724,81.908783
1.509544,9.506178,1.564611,80.767204
1.167173,9.445126,1.137246,83.185661
1.042675,9.465476,1.053449,83.68734
0.831985,9.41041,0.642843,86.107224
0.995988,9.509769,0.999579,84.032036
0.964863,9.459491,0.739808,85.551102
1.292869,9.55047,1.077391,83.621353
1.307234,9.506178,1.02831,83.883286
1.277307,9.494206,1.036689,83.823669
1.375469,9.554062,1.233014,82.72049
1.345541,9.572019,1.343147,82.08918
1.201889,9.531317,1.247379,82.601913
1.247379,9.554062,1.643619,80.319336
1.031901,9.467871,1.30484,82.198685
1.080982,9.472659,1.389834,81.706154
1.155202,9.473856,1.292869,82.285461
1.241394,9.469068,1.231817,82.650299
1.25935,9.41041,0.90022,84.583588
1.476025,9.446322,1.149217,83.145981
1.435324,9.367314,1.000776,83.971649
1.604115,9.490616,1.376666,81.860367
1.452083,9.443929,1.067814,83.623337
1.532289,9.502586,1.055843,83.740013
1.650802,9.556456,1.157596,83.193115
1.818396,9.595961,1.315614,82.328232
1.634043,9.498995,1.040281,83.839935
1.693898,9.522937,0.98282,84.198051
1.600524,9.419987,0.549469,86.708771
1.758541,9.455899,0.718261,85.729164
1.808819,9.458294,0.873884,84.814682
1.78368,9.406818,0.890643,84.685463
1.735796,9.421184,0.946907,84.354958
1.691504,9.425972,0.986411,84.11911
1.691504,9.489418,1.134852,83.285164
1.759738,9.489418,1.134852,83.293587
1.602918,9.411607,0.86311,84.834206
1.550246,9.394848,0.855927,84.863464
1.751359,9.473856,1.219846,82.783958
1.75495,9.436746,1.179144,82.996521
1.473631,9.313444,0.736217,85.535545
1.640028,9.445126,1.078588,83.580551
1.482011,9.467871,0.803255,85.208702
1.503559,9.548077,0.936133,84.468117
1.496376,9.576807,1.047463,83.832336
1.398214,9.50139,0.871489,84.814896
1.312023,9.448717,0.872687,84.772987
1.285686,9.419987,0.822408,85.056068
1.134852,9.41041,0.827197,85.012436
1.325191,9.527725,1.195904,82.913261
1.447295,9.56723,1.274912,82.493996
1.316811,9.478644,1.004368,84.00856
