X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
0.0,9.346964,-1.733402,100.506187
0.0,9.346964,-2.049437,102.367096
-0.306458,9.500193,-1.417367,98.481224
-0.306458,9.346964,-1.570596,99.533432
-0.459687,9.346964,-1.733402,100.49379
-0.612916,9.500193,-1.570596,99.368248
-0.612916,9.653421,-1.417367,98.336243
-0.766145,9.653421,-1.101333,96.48835
-0.612916,9.500193,-1.254562,97.507317
-0.612916,9.500193,-1.570596,99.368248
-0.612916,9.653421,-1.733402,100.159714
-0.459687,9.500193,-1.733402,100.328598
-0.306458,9.500193,-1.570596,99.382584
-0.153229,9.346964,-1.733402,100.504814
-0.459687,9.500193,-1.886631,101.219368
-0.459687,9.346964,-2.049437,102.352623
-0.459687,9.346964,-2.049437,102.352623
-0.612916,9.500193,-1.886631,101.20945
-0.612916,9.500193,-1.886631,101.20945
-0.766145,9.653421,-2.049437,101.949532
-0.766145,9.500193,-2.202666,103.012856
-0.766145,9.500193,-2.202666,103.012856
-0.766145,9.500193,-2.355895,103.884148
-0.766145,9.346964,-2.202666,103.217384
-0.766145,9.193734,-2.049437,102.524681
-0.766145,9.040505,-2.049437,102.728653
-0.766145,9.040505,-2.049437,102.728653
-0.612916,9.193734,-1.733402,100.654198
-0.612916,9.193734,-1.570596,99.673378
-0.612916,9.193734,-1.254562,97.753494
-0.612916,9.346964,-1.101333,96.705788
-0.766145,9.193734,-1.101333,96.807632
-0.919373,9.346964,-1.254562,97.608345
-1.072602,9.346964,-1.570596,99.477402
-1.072602,9.193734,-1.733402,100.60701
-1.225831,9.346964,-1.886631,101.317123
-0.919373,9.193734,-2.355895,104.304382
-0.766145,9.193734,-2.5187,105.270302
-0.153229,9.346964,-2.355895,104.144867
0.459687,9.500193,-2.049437,102.159821
1.072602,9.500193,-1.886631,101.163033
1.225831,9.500193,-2.049437,102.076477
1.072602,9.653421,-1.886631,100.992317
0.612916,9.346964,-1.733402,100.484177
0.459687,9.040505,-2.049437,102.756844
0.153229,9.040505,-2.049437,102.771011
0.306458,9.040505,-1.733402,100.847923
0.459687,9.040505,-1.101333,96.93679
0.766145,9.040505,-0.785298,94.946861
0.919373,9.346964,-0.785298,94.779549
1.072602,9.500193,-0.785298,94.695702
1.225831,9.959879,-0.785298,94.474602
1.225831,10.113108,-1.101333,96.170296
1.072602,10.266336,-1.417367,97.81852
0.766145,10.419566,-1.417367,97.725761
0.612916,10.266336,-1.570596,98.682739
0.612916,10.113108,-1.570596,98.811775
0.306458,9.959879,-1.733402,99.868202
0.153229,10.113108,-2.049437,101.454659
0.306458,9.80665,-2.049437,101.798439
0.459687,9.959879,-2.049437,101.615387
0.612916,9.80665,-2.049437,101.781693
0.766145,9.80665,-2.202666,102.621857
1.072602,9.80665,-2.355895,103.431259
1.072602,9.653421,-2.355895,103.634071
0.919373,9.80665,-2.355895,103.451607
0.919373,9.80665,-2.671929,105.177452
1.072602,9.80665,-2.5187,104.322403
1.225831,9.80665,-2.5187,104.297623
1.532289,9.80665,-2.5187,104.238663
1.685518,10.113108,-2.671929,104.606934
1.685518,10.113108,-2.671929,104.606934
1.685518,10.266336,-2.671929,104.40358
1.685518,10.572795,-2.671929,104.012833
1.838747,10.879252,-2.5187,102.858948
1.838747,11.18571,-2.671929,103.262901
1.685518,11.492168,-2.671929,102.954887
1.37906,11.951855,-2.5187,101.824005
1.37906,11.951855,-2.671929,102.521271
1.37906,11.951855,-2.671929,102.521271
1.37906,11.645397,-2.5187,102.121948
1.532289,11.33894,-2.202666,100.896538
1.37906,10.726024,-1.886631,99.896049
1.37906,10.726024,-1.733402,99.106354
1.225831,10.726024,-1.417367,97.479485
0.919373,10.879252,-1.101333,95.760101
0.766145,11.032481,-1.254562,96.472084
0.766145,11.18571,-1.417367,97.204895
0.766145,11.33894,-1.254562,96.299385
0.766145,11.492168,-1.254562,96.216431
0.919373,11.645397,-1.570596,97.657501
0.766145,11.798626,-1.733402,98.340538
0.459687,11.798626,-1.570596,97.576775
0.0,11.798626,-1.101333,95.332771
-0.153229,11.492168,-0.785298,93.908791
-0.153229,11.492168,-0.622492,93.10022
-0.153229,11.18571,-0.622492,93.184967
-0.153229,11.33894,-0.622492,93.142021
0.153229,11.032481,-0.469264,92.435356
0.153229,10.879252,-0.469264,92.469612
0.306458,10.572795,-0.153229,90.829964
0.459687,10.419566,-0.153229,90.841705
0.612916,10.419566,-0.153229,90.841072
0.612916,10.266336,0.153229,89.146423
0.766145,10.266336,0.469264,87.390137
0.612916,10.419566,0.469264,87.425774
0.612916,10.266336,0.306458,88.293221
0.459687,10.113108,0.306458,88.266083
0.459687,10.266336,-0.306458,91.708107
0.153229,10.113108,-0.306458,91.735504
0.0,10.113108,-0.306458,91.735703
-0.153229,10.113108,-0.306458,91.735504
-0.306458,10.113108,-0.306458,91.734909
-0.459687,10.113108,-0.469264,92.653969
-0.459687,10.113108,-0.469264,92.653969
-0.306458,9.959879,-0.622492,93.574646
-0.153229,9.959879,-0.785298,94.507698
0.0,10.113108,-1.101333,96.215103
0.306458,10.113108,-1.254562,97.068375
0.612916,10.113108,-1.417367,97.963699
1.225831,10.266336,-1.417367,97.805794
1.37906,10.266336,-1.254562,96.90567
1.685518,10.266336,-0.938527,95.154709
1.532289,10.266336,-1.254562,96.891495
1.225831,10.266336,-1.570596,98.637543
0.919373,10.113108,-1.733402,99.68689
0.766145,9.80665,-1.417367,98.19944
0.766145,9.653421,-1.417367,98.326981
1.072602,9.346964,-1.417367,98.567223
1.225831,9.346964,-1.570596,99.458946
1.532289,9.193734,-1.417367,98.646667
1.685518,9.193734,-1.417367,98.622604
2.145205,8.887277,-1.733402,100.735733
2.75812,8.42759,-1.886631,102.011116
3.064578,8.274361,-2.355895,104.949135
3.830723,7.814674,-3.150769,109.901741
4.443638,7.814674,-3.782839,112.821167
4.903325,7.661446,-3.620033,111.701233
4.443638,7.661446,-3.150769,109.582718
3.371036,7.661446,-2.987964,109.645187
2.451663,7.661446,-2.987964,110.377281
1.37906,7.354988,-3.150769,112.833435
0.919373,7.201759,-2.834735,111.328079
0.459687,7.04853,-2.355895,108.445122
0.0,6.742072,-1.417367,101.872253
-0.919373,6.588843,-0.785298,96.732178
-1.225831,6.435614,-0.469264,94.097031
-1.685518,6.282385,-0.153229,91.349472
-1.838747,6.129156,0.0,90.0
-1.685518,5.975927,0.306458,87.174377
-1.685518,5.66947,0.469264,85.463753
-1.225831,5.516241,0.785298,82.088219
-1.072602,5.66947,1.101333,79.193878
-0.766145,5.66947,1.417367,76.085258
-0.306458,5.516241,1.570596,74.130402
0.0,5.822699,1.417367,76.319077
0.459687,5.975927,1.254562,78.177681
0.612916,6.129156,1.101333,79.862877
0.612916,6.129156,1.101333,79.862877
0.766145,6.282385,1.101333,80.128487
0.612916,6.435614,1.101333,80.331902
0.612916,6.435614,1.417367,77.633789
0.459687,6.435614,1.886631,73.700569
0.306458,6.435614,1.886631,73.678757
0.612916,6.282385,1.733402,74.644478
0.612916,6.435614,1.570596,76.34465
0.612916,6.435614,1.101333,80.331902
0.766145,6.588843,0.785298,83.248268
0.766145,7.04853,0.469264,86.213333
0.919373,7.354988,0.306458,87.632462
0.766145,7.661446,0.153229,88.859924
0.766145,8.121132,0.0,90.0
0.766145,8.580819,-0.153229,91.018974
0.919373,8.734048,-0.469264,93.058571
0.919373,9.040505,-0.622492,93.918793
1.225831,9.193734,-0.622492,93.839615
1.532289,9.500193,-1.101333,96.528999
1.685518,9.653421,-1.570596,99.105568
1.838747,9.959879,-1.886631,100.551849
2.145205,10.113108,-1.886631,100.342239
2.298434,10.266336,-2.049437,101.023415
2.298434,10.572795,-2.202666,101.506935
2.145205,10.726024,-2.202666,101.385345
2.145205,11.032481,-2.355895,101.838692
1.991976,11.33894,-2.202666,100.831322
1.838747,11.798626,-2.049437,99.738762
1.532289,11.951855,-2.202666,100.359222
1.37906,12.105083,-2.202666,100.247955
1.072602,12.105083,-2.202666,100.273438
1.072602,12.411542,-1.886631,98.611534
1.072602,12.564771,-1.886631,98.508812
1.072602,12.564771,-1.733402,97.826675
1.532289,12.717999,-1.570596,96.989998
1.838747,13.024457,-1.417367,96.150177
2.145205,12.871228,-1.254562,95.491768
2.145205,13.177686,-1.101333,94.715637
2.298434,13.330915,-1.101333,94.654396
1.991976,13.330915,-0.938527,93.983032
1.685518,13.484144,-0.938527,93.950844
1.685518,13.484144,-1.101333,94.63343
1.532289,13.484144,-1.101333,94.639603
0.6395972736,9.59777094,-1.282529811,
