X (m/s^2),Y (m/s^2),Z (m/s^2),Theta
0.097554,0.941081,0.054944,86.676414
0.089806,0.933231,0.054944,86.646065
0.074108,0.917635,0.054944,86.584564
0.085831,0.933231,0.054944,86.64473
0.11315,0.905912,0.050968,86.804596
0.160041,0.886442,0.050968,86.76149
0.144444,0.862997,0.050255,86.712883
0.156167,0.851274,0.050255,86.676804
0.163914,0.835678,0.136901,80.867424
0.179613,0.827829,0.136901,80.819611
0.191335,0.827829,0.10581,82.901291
0.206932,0.827829,0.10581,82.931328
0.214679,0.859021,0.152497,80.227943
0.203058,0.890316,0.152497,80.519302
0.199083,0.929358,0.230581,76.363274
0.183486,0.952803,0.230581,76.632378
0.171763,0.96055,0.320489,71.81765
0.163914,0.948828,0.320489,71.590302
0.152294,0.929358,0.351682,69.522697
0.152294,0.902039,0.351682,68.971542
0.124873,0.905912,0.33211,70.04055
0.128848,0.905912,0.33211,70.051628
0.128848,0.89419,0.293068,72.0271
0.109276,0.89419,0.293068,71.978889
0.097554,0.886442,0.258002,73.864487
0.066361,0.890316,0.258002,73.881477
0.050765,0.890316,0.273598,72.943649
0.042915,0.905912,0.273598,73.212708
0.035066,0.909786,0.300917,71.710716
0.027319,0.917635,0.300917,71.851791
0.046789,0.913761,0.285321,72.680405
0.066361,0.917635,0.285321,72.770241
0.074108,0.917635,0.265749,73.898552
0.081957,0.902039,0.265749,73.648254
0.081957,0.890316,0.250153,74.369019
0.066361,0.882467,0.250153,74.215889
0.046789,0.882467,0.269725,73.026764
0.031193,0.878593,0.269725,72.94384
0.023344,0.86687,0.277472,72.256958
-0.011621,0.847299,0.277472,71.869095
-0.042915,0.843425,0.297044,70.621567
-0.078084,0.847299,0.297044,70.755997
-0.097554,0.855148,0.289195,71.427567
-0.124873,0.862997,0.289195,71.651833
-0.101529,0.870744,0.261876,73.367775
-0.085831,0.890316,0.261876,73.681
-0.070234,0.882467,0.265749,73.290543
-0.070234,0.882467,0.265749,73.290543
-0.074108,0.851274,0.347808,67.85199
-0.09368,0.851274,0.347808,67.896843
-0.089806,0.870744,0.402446,65.309486
-0.09368,0.925484,0.402446,66.604813
-0.109276,0.983996,0.382875,68.8573
-0.097554,1.03476,0.382875,69.777245
-0.081957,1.062079,0.343833,72.111176
-0.062385,1.038736,0.343833,71.715645
-0.050765,0.991845,0.390724,68.524261
-0.046789,0.96055,0.390724,67.888641
-0.054638,0.933231,0.390724,67.316895
-0.066361,0.921509,0.449337,64.063972
-0.097554,0.913761,0.472783,62.775116
-0.101529,0.948828,0.472783,63.643764
-0.058512,0.995719,0.40632,67.83577
-0.023344,1.077778,0.40632,69.348091
-0.011621,1.144139,0.379001,71.673203
-0.011621,1.179307,0.379001,72.184647
0.011621,1.167584,0.324363,74.475075
0.039042,1.140265,0.324363,74.129753
0.027319,1.124567,0.363405,72.096664
0.01947,1.124567,0.363405,72.094231
0.011621,1.128542,0.425892,69.325386
0.01947,1.128542,0.425892,69.327194
0.015596,1.120693,0.390724,70.780884
0.035066,1.10897,0.390724,70.600075
0.074108,1.10897,0.355556,72.260307
0.124873,1.105097,0.355556,72.270561
0.163914,1.073802,0.308767,74.132072
0.203058,1.054332,0.308767,73.956337
0.230377,1.046483,0.297044,74.505997
0.2421,1.027013,0.297044,74.277306
0.249847,1.007441,0.23843,77.063004
0.281142,0.983996,0.23843,76.884903
0.308461,0.96055,0.172069,80.320908
0.324057,0.909786,0.172069,79.897789
0.339653,0.882467,0.172069,79.686554
0.363099,0.835678,0.172069,79.305748
0.370948,0.80051,0.16422,79.456108
0.382671,0.773191,0.16422,79.222412
0.402141,0.792661,0.207237,76.875595
0.406116,0.788787,0.207237,76.85218
0.398267,0.788787,0.207237,76.80098
0.390418,0.796534,0.207237,76.850388
0.363099,0.804383,0.207237,76.785225
0.324057,0.831702,0.242304,74.812637
0.285015,0.843425,0.242304,74.774841
0.273293,0.909786,0.23843,75.910217
0.253823,0.964526,0.23843,76.555191
0.249847,1.011315,0.23843,77.108131
0.226402,1.042609,0.23843,77.402657
0.222528,1.030887,0.222834,78.069405
0.210805,1.01529,0.222834,77.871887
0.1026675149,0.9373915743,0.2702475248,
