Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-1.148000,10.957000,2.414000,11.278348,77.640877,95.981239
0.0050349,-1.147000,10.958000,2.415000,11.279432,77.636887,95.975525
0.0100710,-1.151000,10.954000,2.411000,11.275099,77.652870,95.998390
0.0151072,-1.150000,10.955000,2.412000,11.276181,77.648872,95.992668
0.0201428,-1.149000,10.956000,2.413000,11.277266,77.644875,95.986954
0.0251785,-1.148000,10.957000,2.414000,11.278348,77.640877,95.981239
0.0302137,-1.147000,10.958000,2.415000,11.279432,77.636887,95.975525
0.0352489,-1.151000,10.954000,2.411000,11.275099,77.652870,95.998390
0.0402825,-1.150000,10.955000,2.412000,11.276181,77.648872,95.992668
0.0453160,-1.149000,10.956000,2.413000,11.277266,77.644875,95.986954
0.0503497,-1.148000,10.957000,2.414000,11.278348,77.640877,95.981239
0.0553834,-1.147000,10.958000,2.415000,11.279432,77.636887,95.975525
0.0604190,-1.151000,10.954000,2.411000,11.275099,77.652870,95.998390
0.0654547,-1.150000,10.955000,2.412000,11.276181,77.648872,95.992668
0.0704889,-1.149000,10.956000,2.413000,11.277266,77.644875,95.986954
0.0755232,-1.148000,10.957000,2.414000,11.278348,77.640877,95.981239
0.0805586,-1.147000,10.958000,2.415000,11.279432,77.636887,95.975525
0.0855939,-1.151000,10.954000,2.411000,11.275099,77.652870,95.998390
0.0906293,-1.150000,10.955000,2.412000,11.276181,77.648872,95.992668
0.0956647,-1.149000,10.956000,2.413000,11.277266,77.644875,95.986954
0.1006988,-1.148000,10.957000,2.414000,11.278348,77.640877,95.981239
0.1057329,-1.147000,10.958000,2.415000,11.279432,77.636887,95.975525
0.1107678,-1.151000,10.954000,2.411000,11.275099,77.652870,95.998390
0.1158027,-1.150000,10.955000,2.412000,11.276181,77.648872,95.992668
0.1208404,-1.149000,10.956000,2.413000,11.277266,77.644875,95.986954
0.1258781,-1.148000,10.957000,2.414000,11.278348,77.640877,95.981239
0.1309148,-1.147000,10.958000,2.415000,11.279432,77.636887,95.975525
0.1359515,-1.151000,10.954000,2.411000,11.275099,77.652870,95.998390
0.1409825,-1.150000,10.955000,2.412000,11.276181,77.648872,95.992668
0.1460134,-1.149000,10.956000,2.413000,11.277266,77.644875,95.986954
0.1510473,-1.148000,10.957000,2.414000,11.278348,77.640877,95.981239
0.1560811,-1.147000,10.958000,2.415000,11.279432,77.636887,95.975525
0.1611172,-1.151000,10.954000,2.411000,11.275099,77.652870,95.998390
0.1661533,-1.150000,10.955000,2.412000,11.276181,77.648872,95.992668
0.1711878,-1.149000,10.956000,2.413000,11.277266,77.644875,95.986954
0.1762223,-1.148000,10.957000,2.414000,11.278348,77.640877,95.981239
0.1812593,-1.147000,10.958000,2.415000,11.279432,77.636887,95.975525
0.1862963,-1.151000,10.954000,2.411000,11.275099,77.652870,95.998390
0.1913349,-1.150000,10.955000,2.412000,11.276181,77.648872,95.992668
0.1963735,-1.149000,10.956000,2.413000,11.277266,77.644875,95.986954
