Time,RS_AccelX,RS_AccelY,RS_AccelZ,RS_GyroX,RS_GyroY,RS_GyroZ,RA_AccelX,RA_AccelY,RA_AccelZ,RA_GyroX,RA_GyroY,RA_GyroZ,RT_AccelX,RT_AccelY,RT_AccelZ,RT_GyroX,RT_GyroY,RT_GyroZ,LT_AccelX,LT_AccelY,LT_AccelZ,LT_GyroX,LT_GyroY,LT_GyroZ,LA_AccelX,LA_AccelY,LA_AccelZ,LA_GyroX,LA_GyroY,LA_GyroZ,LS_AccelX,LS_AccelY,LS_AccelZ,LS_GyroX,LS_GyroY,LS_GyroZ,Left_Force,Right_Force,LS_GyroX_filtered,LS_GyroY_filtered,LS_GyroZ_filtered,LT_GyroX_filtered,LT_GyroY_filtered,LT_GyroZ_filtered,LA_GyroX_filtered,LA_GyroY_filtered,LA_GyroZ_filtered,RS_GyroX_filtered,RS_GyroY_filtered,RS_GyroZ_filtered,RT_GyroX_filtered,RT_GyroY_filtered,RT_GyroZ_filtered,RA_GyroX_filtered,RA_GyroY_filtered,RA_GyroZ_filtered,Left_Knee_Angle,Gait_Phase
40083,-0.02,0.14,0.98,0.2,0.06,0.25,0.02,0.14,0.92,-0.21,0.0,0.35,0.03,0.11,1.0,-0.02,-0.27,0.08,0.02,0.02,0.93,1.49,0.72,0.31,0.02,0.11,0.94,0.1,0.36,0.42,0.03,0.13,0.93,0.86,-0.28,0.4,1955.142000038734,948.8498519535992,0.07410707740099604,0.02317154259329419,0.07847932102668671,0.36471936208534483,0.14387297966060014,-0.038198153972615626,0.03616334982625839,0.07822255303325262,0.17349210069433407,0.10067976268434917,-0.07556866501701166,0.1221306731067496,0.24992844145468862,-0.01709587992553023,0.10626953723984281,-0.004974017659045278,-0.0811781670119509,0.14797277217912203,0.04981238986666467,Heel Strike
40088,-0.03,0.15,0.98,0.18,-0.09,0.37,0.03,0.14,0.92,-0.31,-0.24,0.49,0.03,0.11,1.0,0.04,-0.13,-0.07,0.02,0.02,0.94,1.7,1.11,0.6,0.01,0.11,0.95,0.21,0.3,0.44,0.03,0.12,0.91,0.51,-0.37,0.24,2382.776677838807,1277.3231141336323,-0.0442721436132917,0.07729310214700513,0.02897268093826241,0.4093842262083111,0.22396722198523447,0.018625520220879172,-0.024423649034252946,0.06368731311441762,0.11736669268195409,0.05944225578718928,-0.14792255942702706,0.11671904520711658,0.3088675717456263,0.013323488111026207,0.06275317973510575,0.020569825788524974,-0.08991888638126642,0.17055652112733488,0.050626194269689825,Heel Strike
40092,-0.02,0.15,0.98,-0.03,-0.25,0.27,0.02,0.14,0.92,-0.19,0.19,0.31,0.03,0.11,1.0,-0.15,-0.19,-0.11,0.02,0.03,0.93,1.93,1.21,0.62,0.02,0.11,0.95,-0.02,0.39,0.41,0.03,0.12,0.92,0.35,-0.12,0.16,2262.429011283697,1184.98360239538,-0.1567326368161325,0.1295920134953296,-0.018126175857695437,0.44551457509006576,0.29516771697956123,0.07201483801802477,-0.08273924838309003,0.05007944505740434,0.06253308503227803,0.024021433223650336,-0.21422178339640616,0.11086424081938642,0.36994138145649164,0.042324153722128104,0.023244941037000633,0.04698103466758103,-0.09898053103460104,0.19100866659436494,0.05130978322515553,Stance
40097,-0.02,0.14,0.99,-0.16,-0.17,0.34,0.02,0.14,0.92,-0.25,-0.1,0.69,0.03,0.12,1.01,0.14,-0.25,-0.02,0.03,0.03,0.94,1.99,1.3,0.47,0.01,0.12,0.95,-0.14,0.34,0.07,0.03,0.12,0.92,0.4,-0.05,0.21,2332.0795342271745,1237.4254445552808,-0.259251110730379,0.17818607902109376,-0.06113486549625461,0.46612310873207896,0.351011736981542,0.1199923432420964,-0.1367141161080661,0.038227528296215625,0.010110251761361877,-0.0004905540912376779,-0.2703773030385976,0.10491526960564922,0.4341038559348861,0.06904177121270472,-0.009299885593869399,0.07423961755535993,-0.10979958107904708,0.20877065271284406,0.05186025031555326,Stance
40101,-0.02,0.15,0.97,-0.21,-0.53,0.18,0.02,0.14,0.92,-0.15,0.29,0.41,0.03,0.11,1.0,0.11,-0.23,-0.37,0.02,0.03,0.93,1.71,1.08,0.45,0.01,0.12,0.95,-0.23,0.19,0.26,0.03,0.12,0.93,0.44,-0.16,0.18,2283.3893030718505,1200.036595534753,-0.34943383472055944,0.22100153097924763,-0.09935320641259396,0.46708979923006827,0.38810393875522037,0.16183844718756396,-0.18384315678094904,0.029147730096067376,-0.03847571210978365,-0.01034811829689777,-0.31333177777654886,0.0998699203796718,0.5011316811726246,0.09267274897301322,-0.03268080661087191,0.10155886351854428,-0.12352728053502994,0.22386154736376396,0.05222336979825721,Stance
40105,-0.03,0.15,0.98,-0.15,-0.14,0.09,0.02,0.14,0.91,0.0,-0.12,0.24,0.03,0.11,1.01,0.16,-0.02,-0.08,0.01,0.02,0.94,1.69,1.16,0.63,0.01,0.12,0.96,-0.29,0.29,0.12,0.03,0.12,0.92,0.35,-0.05,0.24,2321.5833909261255,1228.9793319436085,-0.4258543945695952,0.2559115943449917,-0.1327675037535241,0.44721757500071213,0.40590331533637264,0.1973281526460465,-0.22186605796170486,0.023847888600777772,-0.08190181216873468,-0.004043304934549502,-0.3413584914228334,0.09706056632610068,0.569571635121678,0.11209688489699544,-0.045681725741456694,0.1274640284614225,-0.1403542764454557,0.23695474234520966,0.05244785617158452,Stance
40109,-0.02,0.15,0.98,0.06,-0.37,0.12,0.03,0.14,0.92,-0.02,-0.17,0.4,0.03,0.11,1.01,0.31,-0.16,-0.06,0.02,0.03,0.94,1.95,1.21,0.67,0.02,0.12,0.95,-0.16,0.4,0.17,0.03,0.13,0.91,0.4,0.06,0.13,2291.5937460708387,1206.55806243178,-0.48713966585957863,0.28056869485890207,-0.16160462997947864,0.40760305083715653,0.406043010800931,0.2263351683823434,-0.2491444430625788,0.023103740842235876,-0.1189185007794924,0.01742158856260518,-0.3540524924668007,0.097502135162886,0.6367722095871892,0.12596660521918115,-0.048211731955980996,0.150182029097836,-0.15942086255431154,0.24867951476206218,0.05251801657458119,Stance
40113,-0.03,0.15,0.97,0.1,-0.4,0.11,0.02,0.14,0.92,0.08,0.06,0.48,0.03,0.11,1.01,0.46,0.03,-0.27,0.02,0.02,0.92,1.66,1.02,0.56,0.01,0.11,0.96,-0.06,0.23,0.06,0.03,0.13,0.92,0.28,0.14,0.05,2316.109548940834,1225.611248807316,-0.5313323614476863,0.29256258336898466,-0.18612190844422716,0.3515827224034912,0.39195282463237363,0.2490277831267119,-0.2644105865400352,0.027651083229376146,-0.14810114499371627,0.05104842313095076,-0.35202507423884405,0.10128832025607512,0.6989573262826038,0.13308496200554307,-0.04097869298924911,0.16817264457798795,-0.1793805391654166,0.2588296810355267,0.05241545785854109,Stance
40117,-0.02,0.15,0.98,0.2,-0.24,0.29,0.03,0.14,0.92,0.18,-0.21,0.49,0.03,0.11,1.01,0.79,-0.05,-0.05,0.02,0.03,0.92,1.11,0.76,0.6,0.02,0.12,0.96,-0.35,0.25,-0.01,0.04,0.13,0.93,0.07,0.21,0.05,2292.401675743207,1209.810778368514,-0.5556981125402695,0.29004040401216924,-0.20678250926459935,0.28481621307502275,0.36844913636808935,0.2659021133682674,-0.2661318435843391,0.038351155580859976,-0.16782408815286273,0.09271821795279207,-0.3368543441251054,0.10746279380353385,0.751808681914722,0.13270671168816836,-0.025257926757056428,0.18057741544873535,-0.19877998779242992,0.2664517770903807,0.05211932380375854,Stance
40121,-0.03,0.15,0.98,0.38,-0.29,0.34,0.02,0.14,0.92,-0.09,-0.34,0.72,0.03,0.11,1.01,0.63,-0.08,-0.04,0.02,0.03,0.94,1.06,0.82,0.7,0.02,0.12,0.95,-0.45,0.28,-0.15,0.04,0.13,0.91,-0.09,0.05,0.11,2311.6233590145844,1220.824675267003,-0.5572744629888459,0.2723067250586329,-0.2244921509732089,0.21397581484900977,0.34069379832308544,0.2774999306770374,-0.2524752441570734,0.055912232100626756,-0.17659126135495096,0.13795568005934256,-0.31116649011617187,0.11445317190836643,0.7915477662174365,0.12474155959958755,-0.00295123803324017,0.1875365906457422,-0.21614131927180238,0.2705125268569992,0.05160638779468883,Stance
40125,-0.03,0.15,0.97,0.37,-0.2,0.21,0.03,0.14,0.93,-0.05,-0.1,0.38,0.03,0.11,1.01,0.8,-0.05,-0.02,0.02,0.03,0.93,1.05,0.63,0.74,0.02,0.11,0.95,-0.26,0.24,-0.18,0.03,0.12,0.93,0.11,0.02,0.09,2294.6027316170826,1213.8708870423673,-0.5339475506112198,0.23995377698256637,-0.24050134347258728,0.1446334376153185,0.3130070408598446,0.28439865639294465,-0.22217714282982495,0.08055006750190473,-0.17370030658177388,0.18258941871210277,-0.2784541208649226,0.1207355683692442,0.8158260454365094,0.10978429104690413,0.023623945784526895,0.19001640830172006,-0.2304211431602535,0.27052923059837314,0.050850556868430596,Stance
40129,-0.02,0.15,0.98,0.46,-0.16,0.26,0.01,0.14,0.92,0.09,-0.21,0.51,0.03,0.11,1.01,0.79,-0.11,-0.09,0.02,0.02,0.93,1.18,0.85,0.7,0.02,0.11,0.96,-0.36,0.38,-0.11,0.03,0.12,0.93,-0.11,0.08,0.08,2310.768213582596,1218.1397118685195,-0.48525701893874934,0.1946099965933639,-0.2560840408959958,0.0802694716138376,0.28823680549688246,0.2875624572397957,-0.17530060880530013,0.11185849253569505,-0.1599374784100722,0.2233055318927913,-0.24286401420749332,0.1251133219867758,0.8240606507054176,0.08902914662344706,0.051994435570071065,0.18920905776372232,-0.24133074962570883,0.2666986285653951,0.04982218127806976,Stance
40133,-0.03,0.15,0.98,0.37,0.22,0.35,0.02,0.14,0.92,-0.08,-0.15,0.53,0.03,0.1,1.01,0.56,-0.14,0.22,0.02,0.03,0.93,1.22,0.75,0.52,0.02,0.11,0.95,-0.43,0.24,0.04,0.03,0.12,0.92,0.11,0.09,0.18,2296.4094383696206,1218.8394675295576,-0.4127954469375341,0.1389310766001182,-0.2722395849873316,0.022817863329065723,0.2677825639884664,0.2884682843058194,-0.11353728115740112,0.14876914909334027,-0.13781635975115467,0.25786332921346483,-0.20884473147367275,0.1265923838024799,0.8174513379761302,0.06422640019445962,0.07954141327589431,0.18627215799883254,-0.24902317747299907,0.2595347374379538,0.048489571860815206,Stance
40137,-0.03,0.15,0.98,0.57,-0.14,0.25,0.02,0.14,0.92,0.07,-0.11,0.48,0.03,0.11,1.01,0.63,-0.23,0.22,0.02,0.03,0.93,1.09,0.77,0.67,0.01,0.1,0.96,-0.15,0.44,0.15,0.02,0.12,0.93,0.31,-0.21,0.01,2309.603561424825,1198.3924297428923,-0.3204061663750054,0.07691780306367568,-0.2894191982100101,-0.026221121099611427,0.25198700061976015,0.28870722941298455,-0.04061754035659783,0.18946629776411675,-0.11113116738836472,0.28502431793276584,-0.18040032101558956,0.12440059112603234,0.7986278990475929,0.03757500758899292,0.1038076524273768,0.18244737872869196,-0.2536987849311586,0.24970099528535616,0.04682510911993135,Stance
40141,-0.03,0.15,0.99,0.39,0.08,0.44,0.03,0.15,0.91,-0.09,-0.23,0.57,0.02,0.11,1.0,0.54,-0.37,-0.04,0.01,0.03,0.93,0.73,0.87,0.64,0.01,0.11,0.96,0.11,0.35,0.18,0.03,0.11,0.93,0.4,-0.4,0.02,2297.3131901421434,1152.3171340594922,-0.21389831268994028,0.013739954285020006,-0.30742557092612066,-0.06527008988864831,0.24050845834598844,0.28955774712931476,0.037573713573394805,0.2312741653203339,-0.08411604975197767,0.3044814907265865,-0.1605820188731261,0.1182299116339974,0.7710183484668999,0.011395898178564453,0.12308260893639929,0.17908686753485228,-0.25540019187195634,0.2381958993600844,0.04481328538575998,Stance
40145,-0.02,0.15,0.98,0.4,0.2,0.24,0.02,0.14,0.92,-0.14,-0.39,0.18,0.03,0.12,1.01,0.5,-0.27,0.17,0.02,0.03,0.93,0.95,0.94,0.69,0.02,0.11,0.96,0.24,0.78,0.14,0.03,0.12,0.93,0.56,-0.5,-0.04,2308.6445499717083,1232.836275884663,-0.10041796154120922,-0.04528755619444762,-0.32563244252638823,-0.09324243612138215,0.23273800506994896,0.2920074169109412,0.11386155431058669,0.2707998043056055,-0.06078016640487162,0.3167262656479982,-0.15150094976211362,0.10849438443628638,0.7384302959069542,-0.012359105967152551,0.13638784622974762,0.17746794442184488,-0.2541339656723994,0.22636883446529676,0.04245496746235341,Stance
40149,-0.02,0.15,0.98,0.5,0.11,0.1,0.02,0.14,0.92,0.05,-0.01,0.44,0.03,0.11,1.0,0.43,-0.32,0.25,0.01,0.03,0.93,1.08,0.79,0.69,0.0,0.11,0.95,0.31,0.69,0.15,0.02,0.11,0.93,0.62,-0.44,-0.15,2297.0692847002956,1203.7267207835812,0.011969910746621952,-0.0957867329476239,-0.34333638988310333,-0.11015801815360347,0.22836308255567928,0.2970027376649044,0.18105805535094346,0.3046343831544131,-0.04474404821920777,0.3227059023355711,-0.1541015462976398,0.096322557572219,0.7048382724578497,-0.03241257924176837,0.14308761425430203,0.17847143578723657,-0.250330587619731,0.2154352293736793,0.03976674997382078,Stance
40153,-0.02,0.15,0.98,0.53,-0.02,0.18,0.02,0.14,0.92,0.02,0.03,0.44,0.03,0.11,1.01,0.27,-0.38,0.09,0.02,0.03,0.92,0.96,0.72,0.8,0.01,0.11,0.96,0.56,0.65,0.44,0.03,0.12,0.92,1.1,-0.5,-0.17,2305.682173427232,1225.9134847280309,0.1146213336382227,-0.13468722323197113,-0.3601573104688861,-0.11674532882493682,0.22755275926897175,0.3056830709000514,0.23290005867536576,0.33024731649619565,-0.039229563467292734,0.3236769535608271,-0.16776991788993245,0.08300986935253954,0.674063054776322,-0.04812929235493526,0.143004258925886,0.18254634995018795,-0.24475358041819534,0.2059641501907988,0.03677780879086912,Stance
40157,-0.03,0.14,0.99,0.37,0.07,0.35,0.02,0.15,0.92,-0.08,-0.33,0.52,0.03,0.11,1.01,0.26,-0.33,0.18,0.02,0.03,0.93,0.89,0.75,0.58,0.01,0.12,0.95,0.53,0.76,0.21,0.03,0.13,0.92,1.27,-0.6,-0.04,2295.630228265295,1208.2110794775156,0.19925829397564218,-0.1601039900276671,-0.37637317426492467,-0.11377405012995631,0.23051524297175466,0.319556587543713,0.2647844726264774,0.3463169211801903,-0.04663884013646801,0.3214031808580092,-0.19047399706619147,0.06953239883960698,0.6492417184503094,-0.05946769600914315,0.13667951997656033,0.1900402541771442,-0.23770298811339025,0.19808963910531746,0.03352480175687084,Stance
40161,-0.02,0.14,0.98,0.18,-0.25,0.13,0.01,0.14,0.92,-0.01,-0.1,0.34,0.03,0.11,1.01,0.2,-0.29,0.13,0.02,0.03,0.93,0.93,0.59,0.45,0.02,0.12,0.94,0.48,0.53,0.31,0.03,0.13,0.92,1.28,-0.48,-0.15,2304.0031624677113,1222.8544912767852,0.25950662150460013,-0.17128171367702433,-0.3928641612034665,-0.10210138430331411,0.23688098117692638,0.34020337770235254,0.27437928757267155,0.35250881984757454,-0.06799371318093765,0.31798622307916347,-0.21924597865453674,0.05679060094430551,0.632235020236219,-0.06696574654355508,0.12530423090979909,0.20127285802345465,-0.2288239197810041,0.19209940661893676,0.030045726937461104,Stance
40165,-0.02,0.14,0.99,0.56,-0.21,0.22,0.03,0.14,0.92,-0.08,-0.22,0.38,0.03,0.1,1.0,0.3,-0.36,0.02,0.02,0.03,0.91,0.95,0.84,0.76,0.01,0.11,0.95,0.51,0.73,0.11,0.03,0.13,0.92,1.21,-0.44,0.01,2296.2596638721316,1209.9085013030287,0.2919766469135681,-0.16851825748831784,-0.4107328470729653,-0.08304684862205211,0.2452708272598795,0.3684291527708808,0.26178250540759845,0.3491252864018936,-0.10283695110092769,0.31517376558402205,-0.2507860927289457,0.04599968512683246,0.6232768380722162,-0.07156660573971073,0.11057545822417392,0.21624831286444648,-0.21769419126179532,0.18854756073222045,0.026375972731295588,Stance
40169,-0.03,0.14,0.99,0.38,-0.07,0.06,0.03,0.14,0.92,-0.08,-0.24,0.36,0.02,0.11,1.01,0.24,-0.18,-0.15,0.02,0.03,0.93,1.01,0.98,0.55,0.02,0.12,0.95,0.38,0.6,0.02,0.04,0.13,0.92,1.21,-0.53,-0.1,2304.1547952822257,1221.190686695972,0.2962975730887901,-0.1528550696897215,-0.4308827836373502,-0.05849386436141823,0.25338218786290023,0.40371319372971715,0.2293271152698994,0.3368507745379254,-0.149572899815332,0.314127483273969,-0.28205731353510266,0.03858671947297428,0.6209870657559858,-0.0743677233508019,0.09436290381372131,0.23435034958852513,-0.20424205091968348,0.18791935531687193,0.022547741721622827,Stance
40173,-0.03,0.15,0.98,0.25,-0.32,-0.01,0.03,0.14,0.92,0.18,-0.09,0.34,0.03,0.11,1.01,0.46,-0.28,0.02,0.02,0.02,0.93,1.05,1.12,0.86,0.01,0.12,0.95,0.15,0.62,0.05,0.03,0.13,0.92,0.91,-0.37,-0.17,2295.885684379464,1210.3435863628922,0.2745042513179959,-0.12584752841530142,-0.4537288783967306,-0.030742086052545664,0.25891475322240437,0.4442848187307884,0.18120820007265648,0.31671764643365735,-0.20595485191267138,0.31576640655724136,-0.3103792345306251,0.03573997290587076,0.6226574991760558,-0.0763165187115795,0.07804968234939715,0.25419783686047237,-0.1889143799034283,0.19034718303237308,0.018591113055327617,Stance
40177,-0.03,0.14,0.98,0.24,-0.27,0.21,0.02,0.14,0.92,0.02,-0.09,0.38,0.03,0.11,1.0,0.47,-0.25,0.13,0.02,0.02,0.93,1.01,0.97,0.93,0.02,0.12,0.96,-0.05,0.56,-0.1,0.03,0.12,0.92,0.9,-0.32,-0.08,2304.4501405943056,1219.8166008251235,0.2300850462324354,-0.08945621691716778,-0.479176585357775,-0.0023438207464716193,0.26081347425401874,0.48749362325167117,0.12265272796508186,0.29010929654155193,-0.2693994327196267,0.3205968861008907,-0.3332901763095088,0.03792542729320055,0.6248168740005267,-0.07788717182468491,0.062242625527037486,0.2738815116998843,-0.17266442098350848,0.1955001372789907,0.014535078445197365,Stance
40181,-0.02,0.15,0.99,0.4,-0.18,0.15,0.03,0.14,0.91,0.15,-0.03,0.52,0.03,0.11,1.0,0.47,-0.39,-0.08,0.01,0.03,0.93,1.3,0.97,0.93,0.02,0.12,0.95,0.11,0.53,-0.24,0.04,0.13,0.93,0.84,-0.42,-0.3,2294.1593771034914,1213.0032124067789,0.16697697204910497,-0.04585535707818472,-0.506727480723402,0.0240474670268003,0.2598771838094857,0.5304139806810686,0.05881410550773105,0.25866448796307623,-0.33711129578491256,0.3280647865367409,-0.34865170655528493,0.044820026804823054,0.6239799732115391,-0.07904506305220786,0.047229566611267065,0.2913807653251436,-0.15662253357651612,0.20264636639262815,0.010407770240913675,Stance
40185,-0.03,0.15,0.99,0.29,-0.48,0.14,0.02,0.14,0.92,0.15,-0.1,0.33,0.03,0.11,1.0,0.53,-0.37,-0.06,0.01,0.03,0.93,1.11,0.69,1.0,0.02,0.12,0.94,-0.17,0.56,-0.17,0.04,0.13,0.92,0.85,-0.3,-0.19,2302.923204391943,1224.3431964808872,0.0890880799123061,0.0025584945692347597,-0.5355984435382093,0.0460238624404413,0.2584322586562646,0.5703678295079626,-0.005837980559180856,0.22422668561591338,-0.40628876428468597,0.336365123759329,-0.3547368146327062,0.05568875574799739,0.6172157619416394,-0.079601180479273,0.033363925855354554,0.3047436629465215,-0.14178164199239268,0.21092268044946275,0.006236002236347356,Stance
40189,-0.02,0.14,0.98,0.44,-0.5,0.2,0.02,0.14,0.92,0.11,0.12,0.57,0.03,0.11,1.01,0.69,-0.31,-0.02,0.02,0.03,0.92,1.14,0.67,0.99,0.02,0.12,0.94,-0.01,0.28,-0.27,0.04,0.13,0.92,0.85,-0.18,-0.27,2315.759824961147,1210.901693520977,0.0005299952727733544,0.05295425433315606,-0.5648525686376833,0.06175089487309383,0.25932277215417077,0.6050340869629721,-0.06753028445985038,0.18880328434447005,-0.4742048217492057,0.34269052342338036,-0.35053663862038775,0.06961573847549642,0.6025667606225598,-0.0796343243970675,0.020887517415366295,0.31213766907936374,-0.12886996453281047,0.21955328298505083,0.0020446001820458443,Stance
40193,-0.03,0.14,0.99,0.64,-0.24,0.13,0.02,0.14,0.92,0.28,-0.04,0.43,0.03,0.11,1.0,0.55,-0.3,0.01,0.02,0.03,0.94,1.24,0.54,1.08,0.01,0.12,0.95,-0.23,0.46,-0.37,0.03,0.13,0.91,0.7,-0.03,-0.35,2318.9127524843716,1216.6941963364998,-0.0938006252808149,0.10221036427409619,-0.5934295441582446,0.06990299548597691,0.26462645698553566,0.6323849103659923,-0.12305497783193654,0.15431514156160228,-0.5379962799273981,0.3436461217624759,-0.33645880278646906,0.0854572377070129,0.5796551971773057,-0.07959097255078067,0.009811516708360458,0.31194768766934255,-0.11815640441682548,0.22794345645927092,-0.002144387211476452,Stance
40197,-0.02,0.15,0.98,0.54,-0.35,0.24,0.02,0.15,0.92,0.51,-0.07,0.49,0.03,0.11,1.01,0.43,-0.31,-0.06,0.02,0.03,0.93,1.01,0.96,1.26,0.02,0.12,0.95,-0.05,0.24,-0.57,0.03,0.13,0.92,0.4,-0.18,-0.2,2287.870941455164,1208.1552416633642,-0.1879020205325245,0.14738625293247593,-0.6201099245057353,0.06945799099773566,0.2747912584038822,0.6508120851809779,-0.1695901091331438,0.12226212072142692,-0.5946361395362529,0.3360331597044228,-0.3145498423097318,0.10176498251309968,0.5501404052867043,-0.08008037725847553,0.00014933313854560866,0.3032034986699942,-0.10930803278780168,0.23579389263614461,-0.006312889612302662,Stance
40201,-0.03,0.15,0.98,0.45,-0.27,0.32,0.02,0.14,0.91,0.11,0.0,0.27,0.03,0.11,1.01,0.27,-0.35,-0.12,0.02,0.03,0.93,1.16,0.79,1.0,0.02,0.11,0.95,-0.27,0.42,-0.66,0.04,0.12,0.92,0.24,0.07,-0.43,2302.045255349102,1217.701410679871,-0.2751311874737531,0.1859527937784969,-0.6434178593511134,0.05949078343959412,0.28881109744701616,0.6594947539166616,-0.20442926080325688,0.09362031318339807,-0.6414262516784035,0.31761012932592014,-0.2881044272189523,0.11684265425858223,0.5174315203590006,-0.08172619037901198,-0.007952699435739057,0.2864450263840891,-0.10162469953244921,0.24298323043963968,-0.0104485072986982,Stance
40205,-0.03,0.15,0.99,0.7,0.1,0.18,0.02,0.14,0.92,0.02,0.08,0.53,0.03,0.11,1.01,0.05,0.0,-0.09,0.02,0.03,0.91,1.11,0.87,1.11,0.02,0.12,0.95,-0.41,0.31,-0.52,0.03,0.13,0.92,-0.07,0.15,-0.54,2292.4263487666403,1210.5505490849946,-0.3493650939688492,0.21590452510583186,-0.6616762848308839,0.03895238256367179,0.30499522729372025,0.6585197042055311,-0.22492687316228743,0.06899409681277187,-0.6766231912171318,0.2873315595275851,-0.2612024738574304,0.12898126347695993,0.48570311135572874,-0.08501892035900262,-0.01440772005102535,0.26400575338906784,-0.09428189469794243,0.24912178081155167,-0.014545620276844952,Stance
40209,-0.03,0.14,0.98,0.6,-0.26,0.37,0.02,0.15,0.92,-0.05,-0.26,0.63,0.02,0.11,1.01,0.25,-0.41,-0.19,0.02,0.03,0.92,1.12,0.84,1.0,0.01,0.12,0.95,-0.5,0.18,-0.69,0.03,0.12,0.92,0.1,0.08,-0.37,2299.8542330304995,1217.7928256068535,-0.40624732842649053,0.23618729644754738,-0.6734744185988174,0.006727712099947053,0.32135007328307863,0.6485166028591515,-0.22907036826728042,0.048786042774796916,-0.6996113173240496,0.24563921991150484,-0.2380552759683956,0.1366188778484317,0.4587629789959531,-0.08984924139676026,-0.01947164033411647,0.23906595054931803,-0.0863361265621455,0.25342766466146616,-0.01860460626197321,Stance
40213,-0.02,0.15,0.98,0.27,0.06,0.4,0.03,0.14,0.92,-0.05,0.02,0.54,0.03,0.12,1.0,0.11,-0.21,0.0,0.02,0.03,0.92,1.25,0.92,1.1,0.02,0.11,0.96,-0.48,0.25,-0.6,0.03,0.12,0.92,0.05,0.02,-0.54,2288.938567817346,1209.049631197223,-0.44379569987308337,0.24701285571689954,-0.6780526789255129,-0.03797981317357259,0.3355383368446306,0.6303122528930604,-0.21645125900092685,0.03306328743332754,-0.7107214503004361,0.19495944271293889,-0.22242476070177647,0.1384662493191035,0.4394401712341315,-0.09517236977854593,-0.023884105297766828,0.21447581338910293,-0.07702306711105021,0.2553261106326406,-0.02262928697119019,Stance
40217,-0.03,0.15,0.99,0.0,0.22,0.41,0.02,0.14,0.92,-0.24,-0.02,0.37,0.03,0.11,1.01,-0.07,-0.4,-0.02,0.02,0.02,0.92,1.15,1.17,1.03,0.02,0.11,0.95,-0.3,0.36,-0.65,0.03,0.12,0.92,0.05,0.18,-0.5,2297.474812762392,1218.3561327623113,-0.46217258880767803,0.24968577703191192,-0.6753531524000989,-0.09502827812573969,0.3450645221458022,0.6049200131824136,-0.1888770707695884,0.021355969978295176,-0.7111236309119721,0.13930534111922283,-0.21730281780358943,0.13393415999993477,0.42945797983989126,-0.09927796552387512,-0.02868145249035865,0.19212111950617294,-0.06619923537576823,0.2549654926137813,-0.026624066791368868,Stance
40221,-0.03,0.15,0.98,0.3,0.11,0.31,0.02,0.14,0.92,0.01,0.02,0.49,0.03,0.11,1.01,-0.09,-0.44,-0.08,0.01,0.02,0.93,0.9,1.02,0.95,0.02,0.11,0.95,-0.17,0.25,-0.46,0.03,0.11,0.92,0.12,-0.11,-0.43,2290.6784027499075,1209.3200054817823,-0.46318628784048926,0.2463439612309383,-0.6660951801428764,-0.16279137721673737,0.3479547389371359,0.5736485802811975,-0.15017859390411115,0.012897477478627394,-0.7026905508855205,0.08293635476433053,-0.22417927985675892,0.12358401833200754,0.4289716850491415,-0.10030995598451747,-0.03474434676041838,0.17259838451546503,-0.05425977176091617,0.25291748901376887,-0.030592217446976468,Stance
40225,-0.03,0.15,0.99,0.05,-0.11,0.13,0.02,0.14,0.93,0.02,0.02,0.54,0.03,0.12,1.01,0.08,-0.4,-0.16,0.01,0.03,0.93,0.74,0.98,1.01,0.01,0.11,0.95,-0.08,0.37,-0.65,0.03,0.11,0.92,0.18,0.02,-0.39,2294.4784671677808,1218.3570678513804,-0.44987009943758294,0.23967006621964768,-0.6517504868869489,-0.2383448680229415,0.3433927569234892,0.5380929874261757,-0.1053964950156334,0.007058459000900223,-0.6876696348325766,0.029582273134416297,-0.24231235657774103,0.10903936314500443,0.4358000562459759,-0.09678674056766111,-0.04260020935590137,0.15530166555514646,-0.041804584899507016,0.2497028500580457,-0.034535640532372174,Stance
40229,-0.03,0.15,0.99,-0.06,-0.06,0.25,0.02,0.14,0.92,0.02,0.15,0.51,0.03,0.11,1.0,0.36,-0.38,-0.09,0.02,0.03,0.93,0.79,0.98,0.81,0.02,0.11,0.96,0.0,0.21,-0.56,0.03,0.11,0.93,0.24,-0.15,-0.34,2290.3945142472035,1209.7801932304512,-0.42600362432100686,0.2323902949100873,-0.6342220724167298,-0.3182624391777173,0.3317063692292904,0.5000387205889647,-0.05989770421509237,0.0035462025534150274,-0.668505049707203,-0.017461327898085008,-0.2689901428404056,0.09237193815240152,0.44540945310466085,-0.08799318993289906,-0.05266753123872834,0.13910324149855827,-0.02944677740228143,0.24588150023921637,-0.0384556174891278,Stance
40233,-0.02,0.15,0.98,-0.22,-0.3,0.17,0.02,0.14,0.92,0.12,0.12,0.31,0.03,0.11,1.01,0.49,-0.44,-0.02,0.02,0.03,0.93,0.78,0.95,0.92,0.02,0.11,0.95,0.18,0.29,-0.4,0.03,0.11,0.92,0.18,-0.2,-0.35,2293.023469394195,1215.632438133546,-0.3956801957571949,0.22671844805737262,-0.6154903854639858,-0.39902760735502174,0.3140205043218196,0.4613451409352904,-0.01868975023902445,0.0023621263316686843,-0.6478948356668379,-0.05554883261252878,-0.30038685743204635,0.07556540393975875,0.4521127805633799,-0.07408128532867903,-0.06541355358943052,0.12313401711489536,-0.017550743205886708,0.24226105717913957,-0.042353452594689346,Stance
