Time,RS_AccelX,RS_AccelY,RS_AccelZ,RS_GyroX,RS_GyroY,RS_GyroZ,RA_AccelX,RA_AccelY,RA_AccelZ,RA_GyroX,RA_GyroY,RA_GyroZ,RT_AccelX,RT_AccelY,RT_AccelZ,RT_GyroX,RT_GyroY,RT_GyroZ,LT_AccelX,LT_AccelY,LT_AccelZ,LT_GyroX,LT_GyroY,LT_GyroZ,LA_AccelX,LA_AccelY,LA_AccelZ,LA_GyroX,LA_GyroY,LA_GyroZ,LS_AccelX,LS_AccelY,LS_AccelZ,LS_GyroX,LS_GyroY,LS_GyroZ,Left_Force,Right_Force,LS_GyroX_filtered,LS_GyroY_filtered,LS_GyroZ_filtered,LT_GyroX_filtered,LT_GyroY_filtered,LT_GyroZ_filtered,LA_GyroX_filtered,LA_GyroY_filtered,LA_GyroZ_filtered,RS_GyroX_filtered,RS_GyroY_filtered,RS_GyroZ_filtered,RT_GyroX_filtered,RT_GyroY_filtered,RT_GyroZ_filtered,RA_GyroX_filtered,RA_GyroY_filtered,RA_GyroZ_filtered,Left_Knee_Angle,Gait_Phase
44833,-0.03,0.15,0.98,3.93,-0.74,1.01,0.01,0.14,0.94,0.94,-1.2,1.85,0.02,0.1,1.02,5.88,-3.08,0.5,0.02,0.04,0.93,6.09,5.07,2.51,0.02,0.1,0.95,1.24,1.93,3.04,0.02,0.1,0.93,3.58,1.96,2.69,1839.968413211325,968.0272210151642,3.1774480734706025,2.4440274131877877,1.678865436843604,2.0588664073619425,4.779515654807425,2.8376353022448053,1.3555969199596425,2.817746020929635,2.0106036306329718,4.309437268706091,-2.265078448982336,5.844667673983358,5.744725430965999,-4.660455438613373,1.2400781838474315,0.3006969769997178,-0.28312562139501507,7.352312188592737,-2.553685582751783,Stance
44837,-0.02,0.14,0.98,3.86,-0.89,0.95,0.02,0.14,0.93,0.84,-1.27,1.99,0.02,0.1,1.01,6.28,-2.96,0.37,0.02,0.04,0.93,6.19,5.08,2.4,0.02,0.09,0.95,1.68,2.15,3.08,0.02,0.1,0.93,3.74,1.77,2.83,1840.6466795693063,962.0963412718098,3.2561861439930597,2.4187510197370745,1.710465076996576,2.179895713695471,4.901587230630113,2.848927365953504,1.4274788869277768,2.813690927930398,2.0437687048526865,4.316981175685933,-2.362406038020388,5.836318159391239,5.9171800215949695,-4.68456531785632,1.4022073380986524,0.3431109820139197,-0.2504254841402598,7.32909871499946,-2.5610892310363833,Stance
44841,-0.03,0.14,0.98,3.81,-1.02,0.77,0.02,0.14,0.93,0.74,-1.02,1.87,0.02,0.11,1.02,6.32,-3.02,0.5,0.02,0.05,0.92,6.1,5.18,2.28,0.02,0.1,0.94,1.79,2.08,3.14,0.02,0.1,0.93,3.85,1.65,2.73,1840.8201732361256,965.6692669283552,3.3374201424763603,2.3939479122218335,1.72414685810254,2.285272158255695,5.030936137745163,2.8948017181862413,1.5005522572238812,2.8107078641460856,2.049991035410943,4.324540117826515,-2.4532258971307717,5.831368152640609,6.067718328659215,-4.690966612261644,1.5540161847141594,0.37707861801225884,-0.22373126381764682,7.313077108033611,-2.5686598365415314,Stance
44845,-0.02,0.14,0.97,3.66,-0.97,0.89,0.03,0.14,0.93,0.6,-1.07,1.85,0.03,0.11,1.01,6.4,-3.1,0.88,0.02,0.05,0.91,6.31,5.45,2.6,0.01,0.11,0.95,1.94,2.1,3.12,0.03,0.11,0.92,3.92,1.61,2.81,1840.928175645486,959.7203614784314,3.4156966497569567,2.371929956069035,1.7191988191931555,2.3724261233635606,5.160078674660564,2.9721875700190736,1.5690293303142222,2.8080912133128932,2.0285179066957024,4.332340758520086,-2.5379101904758192,5.829488096232086,6.194762279686431,-4.682720627355088,1.6937266137952174,0.40517439265207195,-0.20275408100948994,7.302816279795485,-2.5766004437366643,Stance
44849,-0.02,0.14,0.98,3.66,-0.82,1.0,0.01,0.13,0.93,0.78,-1.24,1.98,0.02,0.11,1.02,6.46,-2.94,0.99,0.02,0.05,0.91,6.57,5.86,2.79,0.02,0.11,0.95,1.84,1.94,2.99,0.02,0.11,0.93,3.95,1.76,2.89,1840.744500663683,955.6807859236357,3.4853891580190512,2.3541941804676543,1.6947981649490602,2.4398513387108522,5.2794335854030034,3.076434833715095,1.6276289534362716,2.805922934790461,1.979614176265576,4.340108892925202,-2.6172514858392297,5.8294137131342465,6.2972606457335605,-4.66317644626529,1.8193572226943036,0.42975815333208006,-0.1866392440517848,7.296768409317631,-2.5850866936546217,Stance
44853,-0.03,0.14,0.98,3.85,-0.95,1.1,0.02,0.13,0.93,0.54,-1.2,1.88,0.03,0.11,1.01,6.66,-2.82,0.92,0.02,0.05,0.91,6.36,6.2,2.79,0.01,0.12,0.95,2.05,1.83,3.02,0.03,0.11,0.93,4.24,1.64,2.79,1840.4364211671684,953.5506625792876,3.5408005539799707,2.341354010747845,1.6503320535221022,2.487216410834227,5.378596732421609,3.2020113755438286,1.6718681244959972,2.804663619026792,1.904548793388669,4.346338721765345,-2.6916848811704592,5.8295113833946575,6.374270414367176,-4.636004198781132,1.9292589835929277,0.45205448010254135,-0.17420493870861145,7.293655453880928,-2.594260838624011,Stance
44857,-0.02,0.14,0.98,3.76,-1.06,1.02,0.02,0.14,0.93,0.95,-1.02,1.65,0.03,0.11,1.02,6.55,-2.9,1.1,0.01,0.05,0.92,6.69,6.22,2.86,0.01,0.11,0.94,2.21,2.06,2.91,0.03,0.12,0.93,4.25,1.84,2.79,1843.657670184196,953.3507124047388,3.576547292505228,2.333516028399929,1.5858253929511974,2.515650036469943,5.448353844957431,3.343111434811033,1.6981469764582013,2.8044414170329444,1.8055633282255836,4.348197217404777,-2.7604156244923623,5.82883069131171,6.424740262803597,-4.604824865749975,2.0222688757240403,0.47173152465150675,-0.16452421069685894,7.292806364963792,-2.6042275618576682,Stance
44861,-0.03,0.14,0.98,3.67,-1.18,0.85,0.02,0.13,0.93,0.76,-1.21,1.74,0.02,0.11,1.01,6.65,-2.61,1.34,0.01,0.05,0.92,6.52,6.41,3.23,0.02,0.12,0.95,2.11,1.97,2.6,0.02,0.13,0.92,4.33,1.67,2.66,1845.594373680353,948.7613273302384,3.5882806524255964,2.3306916959989223,1.5021715053286588,2.5278055996776763,5.482387605640937,3.493649226714729,1.7042504057418966,2.804779876260839,1.6858979490233283,4.341777342995752,-2.8212509328627693,5.827768541144201,6.44740608525544,-4.5727474386631615,2.097484725598791,0.4869628004044533,-0.15704793398093903,7.293909029138718,-2.615050859497448,Stance
44865,-0.02,0.15,0.97,4.02,-1.32,0.89,0.01,0.14,0.94,0.74,-1.05,1.72,0.02,0.11,1.01,6.64,-2.76,1.21,0.0,0.05,0.92,6.31,6.27,3.21,0.01,0.12,0.95,2.22,2.15,2.63,0.03,0.14,0.94,4.45,1.52,2.61,1846.406463246431,947.1215889211064,3.5733742567571967,2.332888719810172,1.401208272572798,2.5277123401448707,5.478190906851316,3.6473124900743237,1.6899352848622684,2.8049785819097983,1.5495691618887963,4.322192794795311,-2.8711008314339934,5.827929699810887,6.4405832758974535,-4.541999436237918,2.1544476303871867,0.494717102956763,-0.15142840912623273,7.296499374547306,-2.626752769850549,Stance
44869,-0.03,0.14,0.98,4.23,-1.61,0.63,0.02,0.14,0.93,1.22,-0.99,1.86,0.03,0.12,1.01,6.69,-2.69,1.37,0.01,0.05,0.93,6.4,6.12,3.62,0.01,0.13,0.95,1.93,1.94,2.32,0.03,0.14,0.94,4.37,1.72,2.38,1846.5925738139024,944.8803880102824,3.5315426877168328,2.339661359274709,1.2857184393248928,2.5200475429067914,5.437276689572568,3.798001076872632,1.6570754560484486,2.804602341301407,1.40098732001388,4.284194572137507,-2.906871977820059,5.831526360318797,6.402102221267585,-4.513671660682146,2.193494857379738,0.4909475867431117,-0.14741476401523204,7.2999920418246935,-2.639316366397812,Stance
44873,-0.03,0.15,0.98,3.92,-1.47,0.66,0.02,0.14,0.93,1.21,-1.11,1.57,0.02,0.11,1.01,6.8,-2.53,1.16,0.0,0.05,0.93,6.5,5.95,3.7,0.01,0.12,0.95,1.84,2.09,2.21,0.03,0.14,0.93,4.08,1.63,2.21,1849.310738833352,946.3852251376056,3.465232130980817,2.3496564241992437,1.1592223798045709,2.509220517954748,5.3646959544324,3.940435174081262,1.6092278653405776,2.803643268226858,1.2447024383325944,4.223726483713574,-2.9266678665844017,5.840643196024132,6.329649544367821,-4.487700705104557,2.2157011921301577,0.47135101562687615,-0.14461664842354874,7.304137638629229,-2.652693874538573,Stance
44877,-0.03,0.14,0.99,3.73,-1.53,0.6,0.02,0.14,0.93,1.13,-1.15,1.66,0.03,0.11,1.01,6.81,-2.77,1.32,0.01,0.05,0.94,6.21,5.72,3.77,0.01,0.12,0.95,1.75,1.81,2.05,0.03,0.14,0.93,3.99,1.82,1.96,1851.1226066569984,944.4131284907472,3.3792556839016106,2.3607025737802623,1.0254546167504606,2.499030900131169,5.268058676903524,4.070783938639368,1.5507352314467109,2.802327881603155,1.0851911940937213,4.139005545390522,-2.9307922315969823,5.856481405644054,6.221598102515031,-4.462902229779897,2.2224999716992846,0.43290388629151905,-0.14238520532784257,7.3091554889895125,-2.6668182089622454,Stance
44881,-0.02,0.14,0.98,3.79,-1.4,0.77,0.01,0.14,0.93,1.0,-1.17,1.56,0.03,0.11,1.01,6.6,-2.67,1.24,0.01,0.05,0.94,6.46,5.49,3.85,0.02,0.12,0.94,1.75,2.06,1.86,0.03,0.14,0.93,3.68,1.73,2.05,1852.8674017462329,946.1600658609008,3.27975745841153,2.37019823487963,0.8877868852710991,2.4924875764827608,5.156401637541515,4.186943145585103,1.4859125536118858,2.8007274869702474,0.9266907152474417,4.030238171831024,-2.922053989045313,5.878941906005123,6.078093281928793,-4.437162385376451,2.2153522317198657,0.3748588732646327,-0.14018060494192425,7.315405355862766,-2.681615175246665,Stance
44885,-0.03,0.14,0.98,3.62,-1.27,0.74,0.02,0.15,0.93,1.08,-0.95,1.73,0.03,0.11,1.01,6.4,-2.81,1.04,0.0,0.05,0.93,6.11,5.3,3.93,0.02,0.12,0.96,1.65,1.98,1.7,0.03,0.13,0.92,3.61,1.8,1.88,1850.8645860914353,943.3640482251006,3.1730659952321716,2.3754344083805403,0.7491542282948888,2.4913484301362536,5.039033531153233,4.288354348161983,1.4187558113461018,2.798536275108102,0.7731104167964241,3.8991109566104636,-2.9055074872889324,5.9068018121379176,5.901752445787953,-4.408062467955793,2.1955392552132076,0.2987427550647818,-0.13794657496032828,7.323195023271259,-2.697013221317758,Stance
44889,-0.02,0.14,0.98,3.37,-0.97,0.85,0.02,0.14,0.92,0.72,-0.88,1.49,0.03,0.11,1.0,6.0,-2.82,1.14,0.0,0.06,0.92,6.05,4.75,3.76,0.02,0.12,0.95,1.31,2.09,1.53,0.03,0.13,0.93,3.47,1.78,1.69,1856.0061515598863,945.8654198434642,3.0647834239886715,2.3737448463761233,0.6124757261278323,2.495365520531342,4.924240785634462,4.375607739658017,1.3527787216071872,2.7952879560331176,0.6278916507742969,3.7488049046854384,-2.8877205960862042,5.93823903970563,5.697563771286027,-4.373703371467121,2.1637755756164965,0.20811802053739917,-0.135809982423912,7.3329663474527305,-2.7129491307515368,Stance
44893,-0.02,0.15,0.98,2.99,-0.75,0.78,0.02,0.15,0.93,0.6,-1.1,1.58,0.04,0.1,1.01,5.75,-2.58,1.24,0.0,0.06,0.94,6.32,4.85,3.69,0.01,0.12,0.95,1.47,1.95,1.46,0.03,0.13,0.93,3.5,1.95,1.66,1859.2284402835664,939.1345022661342,2.959359427958291,2.3626673232170954,0.4809596307604587,2.5012721233524293,4.817672596530147,4.44964137136721,1.290435050454403,2.7907173310810127,0.4938645856725995,3.5837802656740294,-2.87538510281152,5.971312197948555,5.472115869167904,-4.333378976020553,2.1198830465758065,0.10818203399012387,-0.13333394771692253,7.345421800666638,-2.729369699634978,Stance
44897,-0.02,0.15,0.98,2.73,-1.07,0.84,0.02,0.14,0.92,0.52,-1.06,1.6,0.03,0.1,1.01,5.45,-2.5,1.3,0.01,0.06,0.93,6.75,5.22,3.99,0.02,0.11,0.95,1.57,1.91,1.24,0.03,0.12,0.93,3.24,1.89,1.28,1850.7580481134355,942.0551518022404,2.8601335183256094,2.340393571386356,0.35805446469172,2.502588342246664,4.7212606793420875,4.51062914467477,1.2326537433471951,2.784785423401772,0.3732004773664789,3.408772768013949,-2.873719722608793,6.004204152361238,5.232577247875361,-4.287667674660106,2.063243656432016,0.004968680249887092,-0.12928917960127387,7.361429194474219,-2.7462291000901677,Stance
44901,-0.02,0.14,0.98,2.87,-0.85,0.88,0.02,0.14,0.93,0.11,-1.07,1.62,0.03,0.1,1.01,5.29,-2.2,1.1,0.01,0.07,0.92,7.23,5.22,4.24,0.02,0.12,0.94,1.49,1.89,1.16,0.03,0.12,0.93,3.15,1.88,1.15,1857.0721587930984,940.2734447043472,2.7693478262479307,2.3063543005607277,0.2470140502310972,2.4914551737359893,4.63409393597434,4.557654289772829,1.1793009491437043,2.7773078147886516,0.26733676203096013,3.2276532020887676,-2.885719563274985,6.0353104497776835,4.985917883913335,-4.237722277136832,1.993791623239145,-0.0955373249721385,-0.12213145805550413,7.382106766624132,-2.7634836930474878,Stance
44905,-0.03,0.14,0.97,2.76,-0.93,0.96,0.01,0.14,0.92,0.08,-1.15,1.24,0.04,0.11,1.01,4.86,-2.29,1.18,0.01,0.07,0.92,7.24,5.27,4.23,0.01,0.12,0.94,1.31,2.1,1.05,0.03,0.13,0.93,2.92,1.79,1.1,1855.7102375233444,940.468748956908,2.687731985228194,2.2615394788552345,0.15012571603672895,2.4619681323747074,4.55473365599245,4.589721643628612,1.1299661052930314,2.767660115891729,0.17678432416193043,3.043315908278591,-2.9122724868812897,6.06342941873879,4.738518504501592,-4.184196263764068,1.9126907037133503,-0.18836683171278862,-0.11050973991687046,7.40892852955216,-2.781088003526639,Stance
44909,-0.03,0.15,0.98,2.58,-0.96,0.85,0.03,0.14,0.93,-0.11,-1.21,1.37,0.03,0.11,1.01,4.66,-2.23,0.82,0.01,0.06,0.92,6.71,5.07,4.05,0.01,0.11,0.95,1.23,1.86,1.14,0.03,0.12,0.93,3.21,1.78,1.19,1857.924758685532,936.910056932304,2.6140043873038263,2.2085076782051742,0.06827718556694327,2.4129030649642074,4.483098955033922,4.606955689417454,1.0840003566908574,2.7549663939831412,0.10105500500325316,2.85868984528172,-2.9522437724411845,6.088087993724309,4.495816409972049,-4.126517124970825,1.822480147502444,-0.2706938759277752,-0.0936858031095386,7.443127441707422,-2.7989921371475455,Stance
44913,-0.03,0.14,0.98,1.97,-1.2,0.99,0.02,0.13,0.93,0.11,-0.83,1.53,0.03,0.11,1.01,4.33,-2.31,0.73,0.0,0.06,0.93,6.31,4.75,3.98,0.02,0.12,0.95,1.43,2.13,1.15,0.03,0.12,0.92,3.22,1.5,1.02,1856.811755666466,937.1880509398242,2.5451402730795953,2.1512065394613016,0.0012878271187585274,2.347779351896281,4.4209903856454,4.610711684091524,1.0400753800406874,2.7384803083179405,0.039037891067574014,2.6774733258249626,-3.0025448753282116,6.109755863009448,4.261761898344936,-4.062931509424728,1.726771187110804,-0.34254624976723536,-0.0718957808500001,7.484787056478588,-2.817139188302699,Stance
44917,-0.02,0.14,0.98,2.0,-1.38,0.66,0.03,0.14,0.93,0.62,-0.86,1.65,0.03,0.11,1.02,4.24,-2.39,0.55,0.0,0.05,0.93,6.44,4.51,4.05,0.02,0.11,0.95,1.42,1.89,1.02,0.02,0.12,0.92,3.36,1.28,1.06,1858.8256777221377,934.572511445424,2.477663468903801,2.0943593991233183,-0.05154089052960321,2.2725680775859614,4.371224739490238,4.602868479974285,0.9962964569034148,2.717851397860062,-0.010292085828919684,2.503546728909193,-3.0587948036757115,6.129794393126183,4.038335181275021,-3.991227086491649,1.6295329298369532,-0.4062497241483087,-0.04604288113931967,7.532833857308978,-2.8354641370523335,Stance
44921,-0.02,0.13,0.98,1.89,-1.55,0.69,0.01,0.14,0.93,0.18,-1.0,1.47,0.04,0.11,1.01,4.11,-2.22,0.6,0.01,0.06,0.92,6.13,4.4,3.92,0.02,0.1,0.93,1.38,1.96,0.92,0.02,0.12,0.91,3.13,1.21,1.01,1857.7970429964205,934.2517826136736,2.409149278251543,2.042268236920228,-0.09112835629956917,2.193442528361462,4.335901830410903,4.58530547269739,0.9509957920714455,2.693276397553163,-0.04745451459897071,2.339915664751714,-3.1165829950839927,6.149966053065879,3.8254826727631985,-3.9097552152221122,1.5344380224123484,-0.464451219828712,-0.016871397118734314,7.585816268215615,-2.853895910880224,Stance
44925,-0.02,0.13,0.99,1.62,-1.51,0.77,0.02,0.14,0.93,-0.02,-0.8,1.46,0.03,0.11,1.02,3.99,-2.07,0.24,0.02,0.05,0.92,5.85,4.48,3.73,0.02,0.11,0.94,1.45,1.76,0.95,0.03,0.11,0.92,2.82,1.15,1.13,1862.212268425256,931.3706127002878,2.338840223414961,1.9975951728720283,-0.11835182852213848,2.11552848389594,4.314840170489705,4.559654306690366,0.9034916339201028,2.665374830973074,-0.07262021118128369,2.1884212237047116,-3.1727865518475804,6.171631457758398,3.6215851105039185,-3.8181740822411467,1.4446087786109245,-0.5184369291380938,0.015326382637405175,7.642219428221248,-2.87236060245447,Stance
44929,-0.03,0.14,0.97,1.34,-1.54,0.56,0.01,0.14,0.93,0.21,-0.95,1.78,0.03,0.11,1.02,3.81,-2.14,0.41,0.02,0.04,0.91,5.97,4.69,3.64,0.02,0.11,0.93,1.15,1.78,0.9,0.02,0.11,0.92,2.97,1.44,0.85,1863.2696040005328,929.7895080474184,2.2671066445253203,1.9608966248997521,-0.1337152359135398,2.041780913447929,4.305055014752864,4.526729088043951,0.8544362443472033,2.6347686537344464,-0.08590430990433774,2.0497545828882218,-3.2263255386860563,6.195224066801928,3.42418526700997,-3.717616996043397,1.3624576684392455,-0.5682365624822284,0.050432354797667736,7.700152654047749,-2.8907824391569252,Stance
44933,-0.02,0.14,0.98,1.56,-1.24,0.81,0.02,0.14,0.93,-0.04,-0.95,1.55,0.04,0.11,1.01,3.67,-1.88,0.31,0.01,0.05,0.91,5.99,4.98,3.67,0.02,0.11,0.94,1.16,1.77,0.93,0.03,0.12,0.93,2.85,1.44,0.94,1865.7215720120505,926.2074208472408,2.1947561405152842,1.9312441489702188,-0.13737025195403357,1.972142399358907,4.301578801372497,4.48572845842213,0.8056509145015336,2.6016699811474333,-0.0874529419700274,1.9230907402510788,-3.278038074876656,6.2200732396773795,3.230591677225321,-3.6107475171860286,1.289616710123605,-0.613299070156478,0.08815503603699594,7.757350871156963,-2.9090823620633364,Stance
44937,-0.03,0.14,0.98,1.61,-1.36,0.91,0.01,0.14,0.93,-0.11,-0.7,1.83,0.03,0.11,1.02,3.55,-1.59,0.15,0.02,0.05,0.91,6.27,5.01,3.92,0.02,0.12,0.94,0.86,2.0,1.01,0.03,0.11,0.92,2.79,1.4,1.02,1864.4084069747,928.1406692832556,2.1230154475147875,1.9074578546674792,-0.12947188583182662,1.9038948410935046,4.299266262981247,4.434060640553153,0.7594171361066167,2.565919224920399,-0.07737221562438303,1.8062229987403216,-3.3297370268651743,6.2445344355662,3.038304600398877,-3.5017714941751716,1.2271896919141578,-0.652679603328108,0.12765292122488367,7.8115844894016515,-2.9271769633833213,Stance
44941,-0.02,0.14,0.99,1.59,-1.2,0.9,0.02,0.14,0.93,-0.08,-0.76,1.73,0.03,0.11,1.01,3.45,-1.4,0.18,0.01,0.05,0.93,6.35,4.9,3.73,0.02,0.11,0.94,1.14,1.64,0.9,0.03,0.11,0.92,2.71,1.27,1.06,1865.792873233504,915.6492577975532,2.053742780932997,1.8889052776037996,-0.11020493468796232,1.833159227748267,4.294543410936202,4.368202883722354,0.7176556810623356,2.527553063510049,-0.05558642767273042,1.6968724475216843,-3.3829603057569138,6.266703067912364,2.8454715314480277,-3.395813133835552,1.175938486508877,-0.6853397697596159,0.16746690503210343,7.860982752182453,-2.944978957788859,Stance
44945,-0.02,0.14,0.99,1.42,-1.39,0.99,0.02,0.14,0.93,-0.19,-0.59,1.73,0.03,0.11,1.01,3.27,-1.36,0.05,0.01,0.06,0.93,6.28,4.92,3.93,0.02,0.11,0.94,0.98,1.69,0.92,0.03,0.1,0.91,2.53,1.13,0.95,1872.6602186551104,914.3814082761417,1.989354112222595,1.8753452877218637,-0.07947960205623716,1.7567708805721984,4.286168576640546,4.285007031189221,0.6816413878644078,2.4871400284126293,-0.021870418046559065,1.594238423269295,-3.4380379970607087,6.285328760277372,2.651464298371135,-3.2978486098464384,1.136171302022037,-0.7106006285440816,0.20590264068595543,7.904241047070847,-2.9623984479505694,Stance
44949,-0.02,0.14,0.99,1.1,-1.51,0.84,0.03,0.14,0.93,-0.04,-0.65,1.79,0.02,0.11,1.02,3.08,-1.14,0.1,0.01,0.05,0.92,6.35,4.62,3.82,0.02,0.11,0.93,1.02,1.65,0.98,0.03,0.11,0.92,2.34,1.24,0.98,1867.695016052109,919.9404592524568,1.9323695837201829,1.8662266705363564,-0.036975156702168235,1.6737233368669755,4.274999904538937,4.182901499258982,0.6522986504189481,2.445472863063357,0.023811268333496356,1.4996164693555385,-3.493779987165962,6.300347112547756,2.4573985227142043,-3.211968568976606,1.1076276347491185,-0.7283226600110455,0.2413976340462003,7.940667060993054,-2.9793456721210023,Stance
44953,-0.03,0.14,0.99,0.85,-1.76,0.81,0.01,0.13,0.94,0.02,-0.42,1.77,0.03,0.1,1.02,2.82,-1.16,0.12,0.02,0.05,0.91,6.2,4.53,3.45,0.02,0.11,0.94,0.96,1.53,0.9,0.03,0.11,0.91,2.37,1.34,0.91,1868.965818556483,914.701634141256,1.884633498109842,1.8602711826259772,0.0173167521620217,1.5859664774823354,4.263091112755662,4.062820334369532,0.6304847118027301,2.403217213411102,0.08090312374317218,1.4157554223888142,-3.5479395593831686,6.312919386739175,2.2663475900516605,-3.1410615247425318,1.0895209139723692,-0.7387243059618709,0.27274991732560366,7.970128977798501,-2.9957360082852005,Stance
44957,-0.02,0.14,0.99,0.74,-1.75,0.53,0.02,0.14,0.93,-0.18,-0.5,1.63,0.02,0.1,1.02,2.5,-1.01,0.05,0.03,0.06,0.93,5.77,4.39,3.3,0.02,0.11,0.95,0.88,1.73,1.25,0.03,0.12,0.91,2.58,1.37,0.96,1870.1495779944523,916.7865821970815,1.846827916932032,1.8558078135738065,0.08238194512755338,1.4985524339136567,4.252337831823524,3.9283296324408155,0.6169544550449377,2.360894060218143,0.14801710078962166,1.3454029118476047,-3.598280222709119,6.32492395294406,2.083106757495672,-3.0866395851702286,1.0807349570616513,-0.7419734674991677,0.29942411873672947,7.9930324258613155,-3.0114958568990993,Stance
44961,-0.02,0.14,0.98,0.82,-1.72,0.63,0.02,0.14,0.93,-0.13,-0.76,1.53,0.03,0.1,1.02,2.39,-1.07,0.04,0.02,0.05,0.92,5.37,4.23,3.02,0.02,0.11,0.94,0.87,1.54,1.27,0.02,0.11,0.92,2.43,1.39,1.4,1870.5006908784237,913.7809956112108,1.8188674922469763,1.851479516955055,0.155788178197097,1.4185554967198173,4.243063152855225,3.784878389247608,0.6120925748584194,2.3191578334226914,0.22310908111526254,1.2900062885100725,-3.643527207371389,6.33799098445718,1.913559412602796,-3.0487720318567364,1.0799673379739303,-0.7381241132613697,0.3216624795264967,8.010000584592413,-3.0265684980213163,Stance
44965,-0.04,0.14,0.99,0.92,-1.7,0.78,0.03,0.13,0.94,-0.08,-0.53,1.74,0.02,0.11,1.02,2.15,-0.9,0.15,0.02,0.04,0.92,4.84,4.32,2.6,0.02,0.1,0.94,0.76,1.31,1.15,0.03,0.1,0.91,2.2,1.24,1.3,1872.0849519336195,914.64581403411,1.800468607961335,1.8466690381572977,0.23411953548994238,1.352450201286679,4.23284486797418,3.6387516868199303,0.6154760588301376,2.2790176703452647,0.30393553669846785,1.2493842931665178,-3.683611317141174,6.352739265987019,1.763996620231019,-3.026092996791918,1.0857044010121755,-0.7275412757924262,0.3399088200489709,8.021298991085734,-3.0409191527672443,Stance
44969,-0.02,0.14,0.99,0.89,-1.68,0.59,0.01,0.14,0.93,0.02,-0.34,1.62,0.02,0.11,1.02,1.77,-1.22,0.11,0.02,0.05,0.92,5.38,4.76,2.47,0.02,0.11,0.94,0.9,1.42,1.31,0.03,0.1,0.91,2.08,1.18,1.49,1873.0109952731016,912.3326750480056,1.7907210823748747,1.8413283231436086,0.31386683711100605,1.3030341860461472,4.216121605709344,3.4958401579973204,0.625409952425985,2.241446976929723,0.38800367381628903,1.222337682278501,-3.7193362275086033,6.368799992155102,1.6404788225443738,-3.0158950733514422,1.0963052864768472,-0.7111325530424355,0.3542062519552803,8.026693443303909,-3.0545368752166717,Stance
44973,-0.03,0.14,0.98,0.76,-1.72,0.92,0.02,0.14,0.94,0.21,-0.48,1.69,0.03,0.1,1.03,1.92,-1.11,0.25,0.02,0.05,0.93,5.71,5.15,2.3,0.02,0.11,0.94,1.02,1.3,1.49,0.03,0.09,0.93,2.4,1.34,1.44,1872.3504318763405,914.3298334366556,1.7870259070578869,1.8354638416530629,0.39186690587680467,1.2681982182627078,4.185534971924762,3.3604265165580793,0.6387888897526142,2.2067567213637562,0.47209448819255895,1.2073674186163796,-3.7519558466656773,6.38528788898668,1.5479783518647237,-3.014592552550421,1.110304110682231,-0.6899976552369848,0.36452940601380357,8.025852234138725,-3.067431964171513,Stance
44977,-0.02,0.15,0.99,0.95,-1.67,0.76,0.01,0.15,0.94,-0.02,-0.44,1.64,0.02,0.1,1.03,1.77,-1.18,0.16,0.01,0.05,0.93,5.89,5.24,2.23,0.02,0.1,0.94,1.08,1.34,1.6,0.02,0.09,0.92,2.45,1.26,1.64,1872.950520128998,913.1534090909925,1.7848788432891016,1.8289349425171135,0.4652609062379136,1.2426597233874537,4.134968853009543,3.2345711593630195,0.6515474087868004,2.174405017391864,0.5522603778425703,1.2028862716974953,-3.7829010461951937,6.401343655350243,1.4896863103817721,-3.0184974347637725,1.1267440454219149,-0.6648282328813644,0.37140759796604456,8.018771058413881,-3.079629964744492,Stance
44981,-0.03,0.14,0.98,0.98,-1.71,0.65,0.03,0.15,0.92,0.18,-0.4,1.57,0.03,0.11,1.02,1.62,-1.53,0.29,0.01,0.06,0.91,5.69,5.02,2.34,0.02,0.1,0.94,1.15,1.37,1.79,0.02,0.09,0.92,2.33,1.37,1.69,1874.7340026758643,914.6027581984956,1.7787032041855269,1.8217234096291193,0.5314880437893329,1.220766775787825,4.062621459360546,3.1182895206285375,0.6594261624650477,2.1431401977291307,0.6243926077641214,1.2073214671664858,-3.8136004955958227,6.416609249696153,1.466827181179192,-3.0246007850063457,1.1454117211813168,-0.6356788357738293,0.3759996232728428,8.006026826249835,-3.0911646543436877,Stance
44985,-0.03,0.15,0.97,1.06,-1.54,0.52,0.02,0.14,0.93,0.08,-0.65,1.45,0.03,0.11,1.01,1.63,-1.27,0.18,0.01,0.06,0.91,5.79,4.52,2.08,0.02,0.1,0.93,1.13,1.4,1.87,0.03,0.1,0.92,2.65,1.33,1.9,1874.7419869714736,913.8597943420978,1.762678678893499,1.8142969376143157,0.5885698272959264,1.1980218063784385,3.972263221070666,3.0103234560386403,0.6585942515968937,2.111337459262964,0.6849238258180949,1.2196143716457981,-3.845224879845535,6.431063687607943,1.4783525415905414,-3.03152467205541,1.166936380498872,-0.6022163993309965,0.3798408785126996,7.988827694680376,-3.1020721198521457,Stance
